,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0036300967258256892,,1.0,0.0,0.0036300967258256892
1,Cr__2,0.00018777939296962825,,1.0,1.0,0.00018777939296962825
2,Cr__3,0.0045242708808265145,,1.0,2.0,0.0045242708808265145
3,Cr__4,0.009766338631822628,,1.0,3.0,0.009766338631822628
4,Cr__5,0.016614040796650006,,1.0,4.0,0.016614040796650006
5,Cr__6,0.024303734690022224,,1.0,5.0,0.024303734690022224
6,Fe__1,-0.03470882871920893,,1.0,6.0,-0.03470882871920893
7,Fe__2,-0.06768462374491077,,1.0,7.0,-0.06768462374491077
8,Fe__3,-0.08585845661744981,,1.0,8.0,-0.08585845661744981
9,Fe__4,-0.09998147977319376,,1.0,9.0,-0.09998147977319376
10,Fe__5,-0.09754074792058087,,1.0,10.0,-0.09754074792058087
11,Fe__6,-0.09541041315701776,,1.0,11.0,-0.09541041315701776
12,Cd__1,-0.003025461676681645,,1.0,12.0,-0.003025461676681645
13,Cd__2,-0.0008443834516439794,,1.0,13.0,-0.0008443834516439794
14,Cd__3,0.0051784796765142966,,1.0,14.0,0.0051784796765142966
15,Cd__4,0.0053554332498241715,,1.0,15.0,0.0053554332498241715
16,Cd__5,0.005519035787523489,,1.0,16.0,0.005519035787523489
17,Cd__6,0.009442799681726509,,1.0,17.0,0.009442799681726509
18,Zn__1,0.003160564490744539,,1.0,18.0,0.003160564490744539
19,Zn__2,-0.0016224615713574945,,1.0,19.0,-0.0016224615713574945
20,Zn__3,-0.006469698850581366,,1.0,20.0,-0.006469698850581366
21,Zn__4,0.007893038820867077,,1.0,21.0,0.007893038820867077
22,Zn__5,0.020430998210422418,,1.0,22.0,0.020430998210422418
23,Zn__6,0.02399943659452074,,1.0,23.0,0.02399943659452074
24,Cu__1,-0.0003715135185750065,,1.0,24.0,-0.0003715135185750065
25,Cu__2,-0.001386800841047871,,1.0,25.0,-0.001386800841047871
26,Cu__3,0.0021002154738995857,,1.0,26.0,0.0021002154738995857
27,Cu__4,0.002759630571426867,,1.0,27.0,0.002759630571426867
28,Cu__5,0.003857958793225271,,1.0,28.0,0.003857958793225271
29,Cu__6,0.01014183210950673,,1.0,29.0,0.01014183210950673
30,Pb__1,0.003102925030703342,,1.0,30.0,0.003102925030703342
31,Pb__2,0.009376375394819312,,1.0,31.0,0.009376375394819312
32,Pb__3,0.030185725556462192,,1.0,32.0,0.030185725556462192
33,Pb__4,0.048667561138929484,,1.0,33.0,0.048667561138929484
34,Pb__5,0.06336471083553652,,1.0,34.0,0.06336471083553652
35,Pb__6,0.06415440227342895,,1.0,35.0,0.06415440227342895
