,PP_3735
SRX8894563,-0.5416919687499999
SRX8894564,-0.1551563547499999
SRX8894565,-1.53386670175
SRX8894566,-1.71324452475
SRX8894567,-1.37914061775
SRX8894568,-2.01351806475
SRX8245718,-0.3063840357499998
SRX8245719,0.12389494525
SRX8245720,0.0757238562499997
SRX8245721,0.10676523425
SRX8245722,-0.5305767817499998
SRX8245723,0.0710709872499997
SRX8245724,-0.0776844497499995
SRX8245725,-0.4356736277499999
SBRG_IL__IL3__1,-0.2597852557499998
SBRG_IL__IL3__2,0.1062600252500001
SRX8245728,-2.13512288575
SRX8245729,-1.3582510447499998
SRX8245730,-0.8910504497499998
SRX8245731,-0.90410873575
SRX8245732,-1.56582238475
SRX8245733,-1.4827038087499995
SBRG_IL__wt__1,-1.51277088175
SBRG_IL__wt__2,-1.3745990417499998
SRX8245726,-0.11617219675
SRX8245727,0.0959060482499998
SRX8894553,0.4299595582500002
SRX8894554,0.3320412152500003
SRX8894555,0.1303662752500001
SRX8894556,0.3303678862500003
SRX8894557,-0.4509912357500001
SRX8894558,-0.0642624997499998
SRX8894559,-0.0793820747499998
SRX8894560,-0.1666918837499995
SBRG_UNeb__coum__1,1.2627523963333331
SBRG_UNeb__coum__2,0.7430782623333334
SBRG_UNeb__coum__3,0.5479838473333336
SBRG_UNeb__coumferul__1,2.162875704333333
SBRG_UNeb__coumferul__2,1.7809445433333335
SBRG_UNeb__coumferul__3,2.2216962663333337
SBRG_UNeb__ferulate__1,2.6150150823333336
SBRG_UNeb__ferulate__2,2.8498604603333337
SBRG_UNeb__ferulate__3,2.5974743203333333
SBRG_UNeb__glc__1,0.1004215093333336
SBRG_UNeb__glc__2,0.0288876103333337
SBRG_UNeb__glc__3,-0.1293091196666664
SRX5659920,-0.2091989284999993
SRX5659925,0.2091989285000002
SRX5704140,-0.2903092686666666
SRX5704141,-0.4447887346666666
SRX5704142,-0.8037542836666665
SRX5704143,-0.4365979076666666
SRX5704144,-1.0052101926666666
SRX5704145,-0.6527322266666666
SRX5704146,-0.5709539506666665
SRX5704147,-0.2014861996666666
SRX5704148,-0.2136616926666665
SRX5704149,-0.7259699526666665
SRX5704150,-0.4772394766666665
SRX5704151,-0.3606687286666665
SRX5704152,1.0163107703333334
SRX5704153,-0.7240267466666666
SRX5704154,-1.7742074336666669
SRX5704155,-0.4082005176666665
SRX5704156,-0.5848947336666666
SRX5704157,-0.6947375246666665
SRX5704158,-0.0396490746666664
SRX5704159,-0.0968291656666666
SRX5704160,-0.2369569146666665
SRX5704161,-1.0682544556666669
SRX5704162,-1.0607896036666666
SRX5704163,-0.9152411456666664
SRX5704164,-0.7260015016666665
