,PSPTO_0388
SRX1828913,-0.022592965700000002
SRX1828914,1.2219226026
SRX1828915,-0.21115958580000002
SRX1828916,1.2707424556
SRX1828917,0.2337525514
SRX1828918,1.8817470115
SRX3983989,-0.9969770859
SRX3983990,-0.0007760032
SRX3983993,0.3114018588
SRX3983994,0.1703634454
SRX3983995,-0.0823941701
SRX3983996,0.7876284049000001
SRX3983997,0.2757492103
SRX3983998,-0.262225615
SRX3983999,-0.49711791920000004
SRX3984000,-0.9927148253
SRX3984001,0.2793255456
SRX3984002,0.183505138
SRX3984003,0.43346116090000003
SRX3984004,-0.0468493007
SRX3984005,-0.7900303583
SRX3984006,0.43269399680000004
SRX3984007,0.6854029178000001
SRX3984008,-0.8243114763
SRX3984009,0.10111273400000001
SRX3984010,-0.371443532
SRX3984011,-0.1796611132
SRX3984012,0.1403693219
SRX3984013,0.1033503791
SRX3984014,-0.0307129851
SRX3984015,0.5733548184
SRX3984016,-0.028111806700000002
SRX3984017,-0.2931775918
SRX3984019,-0.2944391436
SRX3984020,-0.21059684010000002
SRX3984021,0.260473263
SRX3984022,-0.3127605558
SRX3984023,-0.043134017600000005
SRX3984024,-0.4796448566
SRX3984025,-0.6365054975000001
SRX3984026,-0.7201539367
SRX3984027,-0.8048090539
SRX3984028,-0.4859239299
SRX3984029,-0.9105400397000001
SRX3984031,1.0905618076999999
SRX3984032,0.1941738378
SRX3984034,-0.06378997830000001
SRX3984035,-0.9561651768
SRX3984036,0.5279447929000001
SRX3984037,0.33180855130000003
SRX3984038,0.5910923384
SRX3984039,0.4082446722
SRX3984040,-0.7026902562
SRX3984041,0.6321000263000001
SRX3984042,0.2338252359
SRX3984043,-0.0599194313
SRX3984045,0.1164061836
SRX3984046,-0.057585473500000005
SRX3984047,0.6705451548
SRX3984048,0.6880760855
SRX3984049,0.9713200904
SRX3984050,0.8649049231
SRX3984051,0.4752232924
SRX3984052,-0.2915998604
SRX3984056,0.3685883507
SRX3984057,0.6893616619
SRX3984058,0.28300584160000003
SRX3984059,-0.2784278076
SRX3984061,-0.0547338112
SRX3984062,0.0768725344
SRX3984063,-0.0361591322
SRX3984064,-0.0464717309
SRX3984065,-0.4005408384
SRX3984066,0.0527607193
SRX3984067,-0.12469929660000001
SRX3984068,-0.3135327537
SRX3984069,0.5639178918000001
SRX3984070,0.44343129670000003
SRX3984071,0.5709284222000001
SRX3984073,-0.6815363588000001
SRX3984074,-0.7068315362
SRX3984077,-0.0740274132
SRX3984078,0.033909336000000005
SRX3984079,1.2640899076
SRX3984080,0.1645094695
SRX3984082,-0.142485146
SRX3984084,1.1144850227
SRX6997963,0.1408363752
SRX6997964,0.4275685937
SRX6997965,0.3035779296
SRX6997967,-0.0727956952
SRX6997968,0.0222172042
SRX6997969,0.2706544946
SRX6997971,-0.06804068
SRX6997972,-1.5439910084
SRX6997973,0.29289708610000004
SRX3159100,0.057691189500000004
SRX3159101,0.35484580660000004
SRX3159102,0.0891938268
SRX3159103,-0.501730823
SRX3159000,0.9970973311
SRX3159001,0.7707553506
SRX3159002,0.8485145704
SRX3159003,0.35108843510000004
SRX3159004,0.9467714723
SRX3159005,1.0381257177
SRX3159006,0.26425872840000003
SRX3159007,0.5689888794
SRX3159008,0.5894988031
SRX3159009,0.1341198276
SRX3159010,-0.3474565177
SRX3159012,-0.1945071287
SRX3159013,0.0725775798
SRX3159014,-0.023473098
SRX3159015,-0.5975793687000001
SRX3159016,0.3669112536
SRX3159017,0.2675057909
SRX3159018,-0.0213831578
SRX3159019,-0.9931028637
SRX3159020,-0.1083060775
SRX3159021,-0.4040946244
SRX3159022,0.6786879572
SRX3159023,0.0879281765
SRX3159024,-0.1487649237
SRX3159025,-0.0211048943
SRX3159026,0.1219677544
SRX3159027,0.1933972745
SRX3159028,0.4612767108
SRX3159029,0.8383073895
SRX3159030,0.4849340253
SRX3159034,-0.4026203595
SRX3159036,0.0613536082
SRX3159037,0.0704314748
SRX3159041,-0.20898759460000002
SRX3159042,0.129289271
SRX3159043,-0.0023305361000000003
SRX3159045,-0.3289564867
SRX3159047,-0.46576872550000004
SRX3159048,-1.5954360558
SRX3159049,0.49835872880000004
SRX3159050,0.2401905154
SRX3159051,0.6100369294
SRX3159052,0.6271948486000001
SRX3159053,0.2896513801
SRX3159054,0.4585619553
SRX3159055,0.3083912689
SRX3159056,0.4610005727
SRX3159057,0.5368802152000001
SRX3159058,0.4173879116
SRX3159060,0.09516617420000001
SRX3159061,0.156611415
SRX3159062,0.4387462757
SRX3159063,0.8413694514000001
SRX3159066,0.1065543395
SRX3159069,0.6489463847
SRX3159070,0.2714790059
SRX3159071,-0.0068592097000000005
SRX3159073,0.1421734865
SRX3159074,0.1136180628
SRX3159075,0.793843426
SRX3159076,1.0293751046
SRX3159080,0.4734534997
SRX3159082,-0.0593383958
SRX3159083,-0.0604883768
SRX3159086,-0.5405592486
SRX3159087,0.6236147774
SRX3159088,0.6082862789
SRX3159089,0.1525445122
SRX3159090,0.48815982
SRX3159091,-0.1668737934
SRX3159092,0.6380406825
SRX3159093,0.5662360606
SRX3159094,0.1381776566
SRX3159095,0.0074090616
SRX3159096,-0.0288359368
SRX3159097,-0.1868380776
SRX3159098,-0.5383377637
SRX3159099,0.3710913796
SRX3158988,0.1801962546
SRX3158989,-0.3816486763
SRX3158990,-1.115064918
SRX3158991,-0.2924749896
SRX3158992,-0.1246498258
SRX3158996,-0.0555464288
SRX3644656,0.1038346291
SRX3644657,-0.11480846830000001
SRX3644658,0.0109738392
SRX3644659,-0.0659397567
SRX3644660,-0.3910801894
SRX3644661,-0.4011779595
SRX3644662,-0.6394965027
SRX3644663,-0.3723618161
SRX3644664,-0.8266371162
SRX3644665,-0.3361599738
SRX3644666,-0.45540060530000004
SRX3644667,-0.7541592087
SRX3644668,-0.7224442921
SRX3644669,-0.28393488040000003
SRX3644670,-0.5932173328
SRX3644671,-0.8058604205000001
SRX3644672,-0.289671018
SRX3644673,-0.5540993476
