,A,FliA
cstr_pfr__str_0075m__1,9.5603931975,2.7686671808
cstr_pfr__str_0120m__1,11.2815074581,2.6644363554
cstr_pfr__str_0210m__1,11.6273414594,2.6701296401
cstr_pfr__str_0330m__1,9.457043059,2.3773091614
cstr_pfr__str_1500m__1,6.1106022345,1.8973808736
cstr_pfr__str_1560m__1,6.6988252761,2.0018140014
cstr_pfr__str_1680m__1,9.7808944583,2.2214447287
cstr_pfr__str_ref1__1,0.0356767362,0.075443311
cstr_pfr__str_ref2__1,-0.09942094600000001,-0.03715496
cstr_pfr__str_ref3__1,-0.6136844170000001,-0.0748743378
cstr_pfr__pfr_P5_0005m__1,-0.0981133678,0.044954131200000004
cstr_pfr__pfr_P5_0010m__1,0.0927097934,0.6462461257000001
cstr_pfr__pfr_P5_0025m__1,1.0818809042,1.9029239582000002
cstr_pfr__pfr_P3_0025m__1,0.9896739670000001,1.8296591701
cstr_pfr__pfr_P1_0025m__1,0.6067469318000001,1.8376338657
cstr_pfr__pfr_P5_0045m__1,5.0079666607,2.2817356861
cstr_pfr__pfr_P5_0120m__1,11.280875912900001,2.6899862529
cstr_pfr__pfr_P3_0120m__1,13.9248480843,3.0885759908
cstr_pfr__pfr_P1_0120m__1,10.786943022500001,2.5190176724
cstr_pfr__pfr_P5_0210m__1,11.245984242,2.6890778897
cstr_pfr__pfr_P5_1500m__1,11.32762347,2.5565897004
cstr_pfr__pfr_P3_1680m__1,7.2916045134,1.9153279958
cstr_pfr__pfr_P5_1680m__1,7.2493787406,1.8239767960000002
cstr_pfr__pfr_P1_1680m__1,6.8541647752,1.807595578
cstr_pfr__str_0005m__2,5.0084705573,1.1467119860000001
cstr_pfr__str_0010m__2,4.9137405446999995,1.596668577
cstr_pfr__str_0025m__2,5.9264647757,2.4751892897
cstr_pfr__str_0045m__2,9.1561329885,2.7220123784
cstr_pfr__str_0075m__2,11.7871429374,2.976732846
cstr_pfr__str_0120m__2,13.8309687406,3.1702870157
cstr_pfr__str_0210m__2,13.9559790684,3.069593341
cstr_pfr__str_0330m__2,12.8572247417,2.8908778845
cstr_pfr__str_1500m__2,11.1916312274,2.8156106747000003
cstr_pfr__str_1560m__2,10.687698643200001,2.5473865364
cstr_pfr__str_1680m__2,9.5819600009,2.3135260575
cstr_pfr__str_ref1__2,-0.0356767362,-0.075443311
cstr_pfr__str_ref2__2,7.7598249458,1.5210787669
cstr_pfr__str_ref3__2,4.8507010519,0.9854182759000001
cstr_pfr__pfr_P5_0005m__2,4.7861660457,1.1230421314
cstr_pfr__pfr_P5_0010m__2,5.2575672354,1.2709054358
cstr_pfr__pfr_P5_0025m__2,6.1205864473,2.2867844903
cstr_pfr__pfr_P3_0025m__2,5.8296207499,2.1212385224
cstr_pfr__pfr_P1_0025m__2,5.7832920397,2.1815525735
cstr_pfr__pfr_P5_0045m__2,9.5213499371,2.8422896534
cstr_pfr__pfr_P5_0120m__2,13.8812444991,3.0314441262
cstr_pfr__pfr_P3_0120m__2,13.5930696222,2.9204760343
cstr_pfr__pfr_P1_0120m__2,13.5756052989,3.0630830877
cstr_pfr__pfr_P5_0210m__2,14.7515035514,3.519471813
cstr_pfr__pfr_P5_1500m__2,11.1886214217,2.4993944078
cstr_pfr__pfr_P3_1680m__2,10.4246603979,2.2079993898
cstr_pfr__pfr_P5_1680m__2,10.1332555761,2.1344926351
cstr_pfr__pfr_P1_1680m__2,9.758552581,2.2016573369
darobactin__daro_30m__1,-0.9353069202000001,-0.9954812414
darobactin__daro_30m__2,-0.25048512770000003,-1.3087725556
darobactin__solv_1h__1,-0.3783903662,-1.6934139641
darobactin__solv_1h__2,-1.0833257901,-0.1302924091
darobactin__daro_1h__1,-1.2906168934,-0.1282646873
darobactin__solv_1h__3,-1.3885097215,-0.5693439042
darobactin__daro_1h__2,-0.7969122143,-1.2667956578
darobactin__daro_1h__3,-1.2755825156,0.2907974244
darobactin__daro_30m__3,-0.26233031090000003,-0.5180016073
darobactin__solv_30m__1,-0.0844002274,-0.1329599038
darobactin__solv_15m__1,0.0481572804,-0.20359391740000002
darobactin__solv_15m__2,0.0641065566,0.7849290611
darobactin__daro_15m__1,0.7027215433,-0.2819581295
darobactin__solv_15m__3,-0.112263837,-0.5813351437000001
darobactin__daro_15m__2,0.5166872835,-0.48156955
darobactin__daro_15m__3,-0.3825504755,-0.5309511794
darobactin__solv_30m__2,0.2443686649,-0.2605004321
darobactin__solv_30m__3,0.34932393510000004,-0.10448818330000001
ddp__pNT3_aroP__1,-1.7642486915000002,-0.5262630137000001
ddp__pNT3_aroP__2,-3.1340035026,-1.1405764010000001
ddp__pNT3_bamC__1,5.5434176148,0.8874929127000001
ddp__pNT3_bamC__2,4.322402868,0.5882016104000001
ddp__pNT3_cusA__1,4.5189811344,1.2410126493
ddp__pNT3_cusA__2,3.2221902834,1.012935111
ddp__pNT3_hemX__1,-4.1807983769,-1.9982381855
ddp__pNT3_hemX__2,-4.3260504775,-1.7394095237
ddp__pNT3_empty__1,-0.7646560854000001,-0.1873416719
ddp__pNT3_empty__2,0.7646560854000001,0.1873416719
ddp__pNT3_topA__1,-3.1559535778,-1.0338089215
ddp__pNT3_topA__2,-2.0502896579,-0.1273851055
ddp__pNT3_yicR__1,3.1458569541,0.8002930814
ddp__pNT3_yicR__2,4.0026095958,1.0279030385
ddp__pNT3_yqjD__1,-1.6583616686,-0.45412205120000004
ddp__pNT3_yqjD__2,-1.6667489103,-0.7000793264
ecomics__del_gabT__1,-1.3268182739,-0.4549022089
ecomics__del_gabT__2,1.3268182739,0.4549022089
ecomics__del_putP__1,-2.5624238132,-2.8732291927
ecomics__del_putP__2,-2.4591019644,-1.3889157193
ecomics__del_entF__1,17.2386934784,4.6925433124
ecomics__del_entF__2,7.4398747629,1.3822871367
ecomics__del_entF__3,11.1697062694,3.1901443611
ecomics__del_cysA__1,10.5292462742,2.865611072
ecomics__del_cysA__2,6.0739914365,1.2935897323
elyC__wt_21C__1,7.5697389158,0.806957425
elyC__wt_21C__2,7.8267828481,1.0977779499
elyC__wt_21C__3,5.2104443729,0.6458206676
elyC__wt_37C__1,-0.2819239063,-0.33024581680000004
elyC__wt_37C__2,0.1896381527,0.2833324922
elyC__wt_37C__3,0.0922857537,0.0469133246
elyC__delelyC_21C__1,4.8060843978,0.5530720609
elyC__delelyC_21C__2,6.8018360787,0.4830421278
elyC__delelyC_21C__3,8.5888212659,0.8222923079000001
elyC__delelyC_37C__1,0.09648665540000001,-0.2738194432
elyC__delelyC_37C__2,0.5012377612,-0.2102834911
elyC__delelyC_37C__3,0.35337881860000003,-0.2273333505
evo_acid_w__F9_2__1,0.029368332900000002,-0.1632376124
evo_acid_w__F11_1__1,-0.9440396594,-0.3815711036
evo_acid_w__F11_1__2,-0.8925797289,-0.1876398997
evo_acid_w__F11_1__3,-0.6333499836,-0.13091820340000002
evo_acid_w__wt__1,-0.1578299896,0.1275116721
evo_acid_w__F11_2__1,-0.8069120886000001,-0.47134166400000005
evo_acid_w__B11_2__1,-0.9972385056,0.1494941423
evo_acid_w__F11_2__2,-0.092138391,-0.3548946403
evo_acid_w__wt__2,-0.1342517245,0.2722465819
evo_acid_w__B11_1__1,-0.7267514621000001,-0.0351980517
evo_acid_w__H9_1__1,4.1786801425,2.3969857336000002
evo_acid_w__H9_2__1,-0.0208136106,-0.2213249515
evo_acid_w__B11_2__2,-0.9630448916000001,0.0512092813
evo_acid_w__wt__3,0.056798708100000005,0.3526593098
evo_acid_w__H9_2__2,-0.3388501156,-0.12399541130000001
evo_acid_w__B11_2__3,-1.0309982899,-0.10870471420000001
evo_acid_w__F11_2__3,-0.1901466752,-0.3760051126
evo_acid_w__F9_2__2,-0.24056305830000002,-0.2639185471
evo_acid_w__wt__4,0.4358340543,0.136766848
evo_acid_w__wt__5,0.5449210418,-0.006316679
evo_acid_w__wt__6,-0.2240032629,-0.2237167227
evo_acid_w__H9_1__2,4.2002318363,2.2225531055
evo_acid_w__F9_1__1,-0.3397883406,0.5255226661
evo_acid_w__F9_1__2,-0.4439617154,0.039430505000000005
evo_acid_w__B11_1__2,-0.7502166713,-0.4900454468
evo_acid_w__H9_2__3,-0.6878366168000001,-0.16389139930000002
evo_acid_w__wt__7,-0.3552842731,-0.1609234444
evo_acid_w__F9_1__3,-0.07993154200000001,0.208583224
evo_acid_w__F9_2__3,-0.036692764,0.2220094275
evo_acid_w__wt__8,-0.445180422,-0.027805776
evo_acid_w__B11_1__3,-0.791282076,0.1442021575
evo_acid_w__wt__9,0.2789958678,-0.47042178960000003
evo_bz__c3_1_bz__1,2.9632093302999998,-0.8573640404
evo_bz__c3_1_bz__2,-0.15153466670000001,-2.9276850519
evo_bz__c3_1_bz__3,0.327018173,-2.5753128401
evo_bz__c3_1_bz__4,0.0741679504,-2.6253005052000002
evo_bz__g5_1_bz__1,1.1460382048,-1.5981687652
evo_bz__g5_1_bz__2,0.7951247239,-2.5515497315999998
evo_bz__g5_1_bz__3,0.6041904015,-2.0765180622
evo_bz__g5_1_bz__4,0.3143496039,-2.5738167694
evo_bz__g5_1_bz__5,0.6372440469,-2.4527017478
evo_bz__g5_1_bz__6,0.5302564633,-2.2712468459
evo_bz__w3110d13__1,-0.3532989593,-0.42148208340000004
evo_bz__w3110d13__2,-0.46265487460000004,-0.0862315508
evo_bz__w3110d13__3,0.3871993909,0.5640804796000001
evo_bz__w3110d13__4,0.1836658553,-0.1865361335
evo_bz__w3110d13__5,0.2048452559,-0.09686365300000001
evo_bz__w3110d13__6,0.040243331800000004,0.22703294100000002
evo_bz__w3110d13_bz__1,-0.2088160634,-2.0358367713
evo_bz__w3110d13_bz__2,-0.3819433506,-1.9607407033
evo_bz__w3110d13_bz__3,0.5313265068,-2.3130478338
evo_bz__w3110d13_bz__4,-0.4437211004,-2.5032702901
evo_bz__c3_1_bz__5,2.3458195518,-1.4871722847
evo_bz__c3_1_bz__6,2.5016509637,-1.2938863613
evo_bz__g5_2_bz__1,-0.3755934348,-2.6282906448
evo_bz__g5_2_bz__2,-0.09375456060000001,-2.8162944475
evo_bz__g5_2_bz__3,-0.45147128470000003,-2.8073487032
evo_bz__g5_2_bz__4,0.7971592256000001,-1.9640622764
evo_bz__g5_2_bz__5,0.6733362123000001,-1.4880858424
evo_bz__g5_2_bz__6,1.0149432762,-1.6904499482
evo_bz__w3110d13_bz__5,0.4461180141,-2.4492994546
evo_bz__w3110d13_bz__6,0.2656826558,-2.3158350197
evo_bz__a1_1_bz__1,1.1006606324,-1.3711622944
evo_bz__a1_1_bz__2,-0.2584158585,-2.2119470701
evo_bz__a1_1_bz__3,0.492697816,-0.6390248279
evo_bz__a1_1_bz__4,-0.1372578737,-2.3234103063
evo_bz__a1_1_bz__5,0.8375315120000001,-0.5118544979
evo_bz__a1_1_bz__6,0.39205114300000005,-0.9007599943
evo_metab__wt__1,0.6191417650000001,-0.8193409798
evo_metab__del_zwf__1,0.6232097751,-0.2196813351
evo_metab__zwf_ale1__1,0.7493020613,-0.6671948284
evo_metab__zwf_ale2__1,0.2518510245,-0.42500701620000003
evo_metab__del_ppk__1,0.33893390360000003,0.6564373954
evo_metab__ppk_ale1__1,-1.389418164,-0.7380405406
evo_metab__ppk_ale2__1,1.5492869068,-0.8632367689
evo_metab__ppk_ale3__1,0.9159886426,-1.0730729031
evo_metab__del_dapF__1,1.1670174925,-0.7826417576
evo_metab__dapF_ale1__1,0.9537611924,-0.8052710979000001
evo_metab__dapF_ale3__1,-0.9814198224,-0.0310096625
evo_metab__del_entC__1,21.9528624237,6.5427702915
evo_metab__entC_ale1__1,27.6560243787,7.5281478357000005
evo_metab__entC_ale2__1,17.3621461342,5.7615881836
evo_metab__del_dgk__1,34.9594764609,9.0503325143
evo_metab__dgk_ale1__1,17.8008875648,6.3664823037
evo_metab__dgk_ale2__1,23.9392388987,7.249892322
evo_metab__dgk_ale3__1,21.679505447,5.7836663845
evo_metab__wt__2,-0.4306673911,0.4983989534
evo_metab__del_zwf__2,0.4605239658,-0.37234374410000004
evo_metab__zwf_ale1__2,0.5324111839,0.2377833892
evo_metab__zwf_ale2__2,-0.1003786304,0.4618584436
evo_metab__del_ppk__2,0.3201208884,1.7895269015
evo_metab__ppk_ale1__2,0.0640376775,0.8465909631
evo_metab__ppk_ale2__2,-0.9018116352000001,-0.5038314039
evo_metab__ppk_ale3__2,-0.44544770100000003,0.3247697393
evo_metab__del_dapF__2,0.6991541528,-0.6736991741
evo_metab__dapF_ale1__2,1.7081333870000002,-0.5259120231000001
evo_metab__dapF_ale3__2,0.8396511473,-0.6470697372
evo_metab__del_entC__2,23.9908920157,7.5155848974
evo_metab__entC_ale1__2,24.4003212137,7.2874706252
evo_metab__entC_ale2__2,16.8081897936,6.8018601876
evo_metab__entC_ale3__1,10.1560650096,5.9938493218
evo_metab__del_dgk__2,35.4037089664,8.9948312983
evo_metab__dgk_ale1__2,24.536950957,8.3122953811
evo_metab__dgk_ale2__2,23.3937405719,7.810209365
evo_metab__dgk_ale3__2,8.9695334398,5.9105148174
evo_metab__wt__3,-0.18847437390000002,0.32094202650000003
evo_metab__del_zwf__3,-0.7760072035000001,0.4316466487
evo_metab__zwf_ale1__3,0.3104573377,0.36286795390000004
evo_metab__zwf_ale2__3,-0.7138921079,-0.16789435260000002
evo_metab__del_ppk__3,-0.2348654812,1.2592556819
evo_metab__ppk_ale1__3,-1.4025026862,0.11591907500000001
evo_metab__ppk_ale2__3,-0.0498328742,0.2589537448
evo_metab__ppk_ale3__3,-0.5905049671,0.2637975869
evo_metab__del_dapF__3,0.8523904263000001,-0.7038216814
evo_metab__dapF_ale1__3,1.5814759358,-0.3566876728
evo_metab__dapF_ale3__3,0.8481780596,-0.8963872628
evo_metab__del_entC__3,26.7183283979,7.7951723528
evo_metab__entC_ale1__3,25.3833621984,7.4899848017
evo_metab__entC_ale2__3,15.3018741796,5.3257919534
evo_metab__entC_ale3__2,6.7025671362,4.9460267567
evo_metab__del_dgk__3,34.6322648837,8.3014256649
evo_metab__dgk_ale1__3,23.4706359858,7.4509093564
evo_metab__dgk_ale2__3,22.4737279807,6.5620467369
evo_metab__dgk_ale3__3,5.1509869525,3.4973141955
flag_reg__wt__1,-0.16160360510000002,-0.0573885596
flag_reg__del_fliA__1,-28.2825012024,-9.2279250222
flag_reg__del_flhC__1,-29.2586184588,-8.9036761693
flag_reg__del_flhD__1,-31.1314807387,-9.6582550968
flag_reg__wt__2,0.16160360510000002,0.0573885596
flag_reg__del_fliA__2,-30.6290519907,-9.230060165
flag_reg__del_flhC__2,-28.1646164574,-9.3778123521
flag_reg__del_flhD__2,-30.4996454539,-9.5692266042
flgM__27C__1,-0.5723096444,-1.2792409856
flgM__27C__2,-0.0425459635,-1.2072843126000001
flgM__27C__3,-0.039571561000000005,-1.2634604477
flgM__32C__1,1.2592185909,-0.3859518528
flgM__32C__2,0.5079979242,-0.4643050875
flgM__32C__3,0.2668279263,-0.5835061072000001
flgM__37C__1,0.0491608897,0.0418403768
flgM__37C__2,0.026095756,-0.0327321562
flgM__37C__3,-0.0752566456,-0.0091082206
flgM__42C__1,-17.6310736682,-1.0588393559
flgM__42C__2,-21.7519838228,-1.7270268085
flgM__42C__3,-11.1463896164,-1.3693888452
histone__untreated__1,-0.0498748247,0.0039722338
histone__untreated__2,0.27369991050000003,0.061060577500000005
histone__untreated__3,-0.2238250859,-0.0650328113
histone__10ug_H2A__1,-0.5291643073,-0.070651751
histone__10ug_H2A__2,-0.8322220857,-0.0085246637
histone__10ug_H2A__3,-1.5753710523,-0.1585012901
histone__50ug_H2A__1,-3.79548963,-1.028978726
histone__50ug_H2A__2,-3.9767329506999998,-1.0054931691
histone__50ug_H2A__3,-4.6132482347,-1.1213944747
histone__100ug_H2A__1,-6.5348320294,-1.5020088598
histone__100ug_H2A__2,-6.8866496506,-1.4876560933
histone__100ug_H2A__3,-7.5130734701,-1.5498740736
hns__del_hns_spike__1,-8.9486214397,-5.2330373447
hns__del_hns_spike__2,-5.808011161,-0.6219466741
hns__del_hns__1,-8.4055189674,-5.3225125087
hns__del_hns__2,-5.410123252,-0.8266909777
hns__wt_spike__1,5.5123338654000005,0.8067436205
hns__wt_spike__2,-5.2512619039,-0.2585497469
hns__wt__1,4.5456623124,0.7084270344
hns__wt__2,-4.5456623124,-0.7084270344
hns_stpA__evo100G4_delhns_delstpA__1,-2.9789895847,-2.5013936572
hns_stpA__evo100G4_delhns_delstpA__2,-2.7093824282,-2.1286966895
hns_stpA__evo100G12_delhns_delstpA__1,-2.3885667639,-2.3806781005
hns_stpA__evo100G12_delhns_delstpA__2,-2.3469929176,-2.4217077606
hns_stpA__delhns_delstpA_delrpoS__1,-1.9486534099,-2.3786558558
hns_stpA__delhns_delstpA_delrpoS__2,-2.4397717756,-2.2844933622
hns_stpA__wt__1,0.4255872811,0.165556383
hns_stpA__wt__2,-0.4255872811,-0.165556383
hns_stpA__delhns_delstpA__1,-2.0146996089,-2.5962559057
hns_stpA__delhns_delstpA__2,-2.4604397683,-2.0341110669
hu__wt_log_pH7__1,0.5908814651000001,0.8138998683
hu__wt_log_pH7__2,-1.1295435802,0.23125016610000002
hu__wt_log_pH7__3,0.9575329835,2.0108751773
hu__wt_lag_pH7__1,0.002259876,-0.9206305231
hu__wt_lag_pH7__2,0.5515429299,-0.9492158822000001
hu__wt_lag_pH7__3,-0.553802806,1.8698464053000001
hu__delhupA_lag_pH7__1,-0.8653198972,-2.1596356442
hu__delhupA_lag_pH7__2,-0.4946196494,-1.6943255264000001
hu__delhupA_lag_pH7__3,-1.3117110676000001,-0.4896008516
hu__delhupB_lag_pH7__1,-0.4855716041,-1.3465944129
hu__delhupB_lag_pH7__2,-0.0936128481,-1.6154777
hu__delhupB_lag_pH7__3,-0.8747864702,0.9038315898
hu__delhupAhupB_lag_pH7__1,-1.9183031126999999,-2.6692973569
hu__delhupAhupB_lag_pH7__2,-1.6742849395000001,-3.1419568196
hu__delhupAhupB_lag_pH7__3,-3.3152484374,-1.8091196213
hu__hupAE34K_hupB_lag_pH7__1,0.10278971840000001,-0.1977773347
hu__hupAE34K_hupB_lag_pH7__2,0.6030570883,0.046340416200000005
hu__hupAE34K_hupB_lag_pH7__3,0.4371422312,2.5790471628000002
hu__hupAE34K_delhupB_lag_pH7__1,-0.44880187390000004,-0.6826083712000001
hu__hupAE34K_delhupB_lag_pH7__2,-0.1256952163,-1.0560678805000001
hu__hupAE34K_delhupB_lag_pH7__3,-0.0228292325,2.2986640282
hu__wt_lag_pH5__1,-1.0510149782,-0.585102294
hu__wt_lag_pH5__2,-1.6883477152,-0.9941167626
hu__wt_lag_pH5__3,-2.3017833293,-0.8513482516
hu__delhupA_lag_pH5__1,-1.4288257708,-1.7132778339999999
hu__delhupA_lag_pH5__2,-1.7988907591,-1.355508731
hu__delhupA_lag_pH5__3,-1.9131015787,-0.6804766702
hu__delhupAhupB_lag_pH5__1,-2.0432485517,-2.4649616079
hu__delhupAhupB_lag_pH5__2,-2.5562221963000002,-3.1877942415
hu__delhupAhupB_lag_pH5__3,-2.4539138343,-1.9322187161
hu__hupAE34K_hupB_lag_pH5__1,-1.1694579265,-0.5955355245
hu__hupAE34K_hupB_lag_pH5__2,-2.0248005457,-0.4263536929
hu__hupAE34K_hupB_lag_pH5__3,-2.1426629112,-1.2783151153
hu__hupAE34K_delhupB_lag_pH5__1,-1.7556164148,-0.5213009768
hu__hupAE34K_delhupB_lag_pH5__2,-1.5951653676,-1.6116319524
hu__hupAE34K_delhupB_lag_pH5__3,-2.1353499561,-0.9131437456
hyperpersistence__low_GFP__1,-1.2610672907,-4.9830776921
hyperpersistence__wt__1,-0.6301086534,-0.5947728422
hyperpersistence__high_GFP__1,-0.2150017189,-4.6568701653
hyperpersistence__pth_mut__1,-0.646989033,-2.3507668684
hyperpersistence__pth_mut__2,0.9553214998,-2.0609630098
hyperpersistence__metG_mut__1,-0.9578893934,-2.6991126149999998
hyperpersistence__metG_mut__2,-0.1618376839,-2.5127504249
hyperpersistence__high_GFP__2,0.4634895818,-4.5563306751
hyperpersistence__wt__2,0.6301086534,0.5947728422
hyperpersistence__low_GFP__2,-0.7509895889,-5.2521048443
kan_efg__cpxAF218Y__1,-5.7556200046,-0.2941047792
kan_efg__cpxAF218Y__2,-5.3775926438,-0.1029270433
kan_efg__cyaAN600Y__1,10.8097667979,0.7195365039
kan_efg__cyaAN600Y__2,11.511032692,1.2095332824
kan_efg__fusAA608E__1,-10.7259305957,-0.21590178100000001
kan_efg__fusAA608E__2,-11.9922391264,-0.4457561774
kan_efg__fusAA608E_cpxAF218Y__1,-14.7644116489,-1.8630638
kan_efg__fusAA608E_cpxAF218Y__2,-14.5060629078,-1.7225700222
kan_efg__fusAA608E_cyaAN600Y__1,1.3470352365,0.5206358589
kan_efg__fusAA608E_cyaAN600Y__2,0.7507575826,0.49514974230000003
kan_efg__fusAA608E_rpoDL261Q__1,-18.995996833,-3.2375435047
kan_efg__fusAA608E_rpoDL261Q__2,-17.979607447,-2.7724936497
kan_efg__fusAA608E_topAS180L__1,-18.891553746,-5.3358836119
kan_efg__fusAA608E_topAS180L__2,-18.6920429699,-3.0473799397
kan_efg__rpoDL261Q__1,-15.0791630015,-1.2828067822
kan_efg__rpoDL261Q__2,-15.6020791379,-1.2951573026
kan_efg__wt__1,0.0350330715,-0.0576469723
kan_efg__wt__2,-0.0350330715,0.0576469723
lrp__wt_min_log__1,-0.5014647994,-0.0971833532
lrp__wt_min_log__2,0.5014647994,0.0971833532
lrp__wt_min_trans__1,-6.2908256798,-3.1917298063
lrp__wt_min_trans__2,-6.6581213599,-2.8453232441000003
lrp__wt_min_stat__1,-6.7634023431,-4.0143927194
lrp__wt_min_stat__2,-7.0349260095,-3.5557016268
lrp__wt_liv_log__1,-8.9707774439,-2.1573982989
lrp__wt_liv_log__2,-8.8612845018,-2.0376184414
lrp__wt_liv_trans__1,-9.9455997716,-5.2659252514
lrp__wt_liv_trans__2,-10.0250050294,-4.4004432059
lrp__wt_liv_stat__1,-5.7530794261,-4.2569212169
lrp__wt_liv_stat__2,-5.9319785085,-4.397253036
lrp__wt_rich_log__1,-9.9536209951,-2.2139717729
lrp__wt_rich_log__2,-8.6882411745,-2.2016854847
lrp__wt_rich_trans__1,-9.3146930821,-5.2835063792
lrp__wt_rich_trans__2,-9.5983971755,-4.707966261
lrp__wt_rich_stat__1,-8.6987809541,-5.910380341
lrp__wt_rich_stat__2,-8.6781359244,-3.6491139845
lrp__dellrp_min_log__1,-4.302346402,1.1568199039
lrp__dellrp_min_log__2,-1.8505020328000001,0.9351781897
lrp__dellrp_min_trans__1,-8.3035554173,-5.1781275157
lrp__dellrp_min_trans__2,-8.401868514,-4.3768298993
lrp__dellrp_min_stat__1,-6.5701537741,-3.5998624457
lrp__dellrp_min_stat__2,-6.0473835873,-3.5982842774
lrp__dellrp_liv_log__1,-3.0707915255,-0.2067346981
lrp__dellrp_liv_log__2,-1.0069773729,-0.605059168
lrp__dellrp_liv_trans__1,-5.7585009823,-1.425158961
lrp__dellrp_liv_trans__2,-7.7267659535,-1.8447686068
lrp__dellrp_liv_stat__1,-5.4132493972999995,-3.6760806156
lrp__dellrp_liv_stat__2,-5.9900580018,-3.805573846
lrp__dellrp_rich_log__1,7.5275391385,0.8131251577
lrp__dellrp_rich_log__2,8.8726846358,0.770048599
lrp__dellrp_rich_trans__1,-8.6785864168,-3.9179907202
lrp__dellrp_rich_trans__2,-9.6159852887,-4.9089368233
lrp__dellrp_rich_stat__1,-6.7539816657,-4.614339608
lrp__dellrp_rich_stat__2,-6.8646333828,-5.910380341
mazF_circuit__t0__1,-0.3354517839,-0.2951125632
mazF_circuit__t2__1,1.5445465686,0.134115397
mazF_circuit__t4__1,3.0284400986,0.35312789380000004
mazF_circuit__t6__1,0.7918713307,1.0490036926
mazF_circuit__t8__1,1.8721365140000001,1.2339438051
mazF_circuit__t0__2,0.3354517839,0.2951125632
mazF_circuit__t2__2,0.5215642756000001,0.7442310366
mazF_circuit__t4__2,1.2061138095,-0.015131832000000001
mazF_circuit__t6__2,0.7110968653,0.995402238
mazF_circuit__t8__2,1.3758541535,0.6518855277000001
mazF_ribo__emptyvec_mrna_5m__1,0.0984645974,0.0024947385
mazF_ribo__emptyvec_mrna_5m__2,-0.0984645974,-0.0024947385
mazF_ribo__mazF_mrna_5m__1,1.0137080179,0.5855271348000001
mazF_ribo__mazF_mrna_5m__2,0.5791130531,0.49607525550000003
mazF_ribo__emptyvec_total_5m__1,1.6875329879,1.1351238821
mazF_ribo__emptyvec_total_5m__2,-0.4017349255,1.0198532672
mazF_ribo__mazF_total_60m__1,1.6397488219,-1.012196261
mazF_ribo__mazF_total_60m__2,3.0544315534,-1.8931266569
mercury__ctrl_t00__1,0.0245069586,-0.0438683564
mercury__ctrl_t10__1,-0.25831890090000004,0.1842293595
mercury__ctrl_t30__1,-0.1213749861,0.4641635873
mercury__ctrl_t60__1,-0.9730054234000001,0.1028835392
mercury__hg_t10__1,-0.9088993545,0.10727256510000001
mercury__hg_t30__1,-6.2100642018,-1.1010613386
mercury__hg_t60__1,-10.0150897612,-2.285246275
mercury__pma_t10__1,-4.9260821765,0.596761924
mercury__pma_t30__1,-5.4089944297,0.3813457321
mercury__pma_t60__1,-6.1835041273,-1.1994833724
mercury__ctrl_t00__2,-0.1093475383,-0.028471797
mercury__ctrl_t10__2,-0.2245385566,0.1469276877
mercury__ctrl_t30__2,0.0076872173,0.43361746630000003
mercury__ctrl_t60__2,-0.9007575578,-0.08801543960000001
mercury__hg_t10__2,-1.3747964961,-0.3019257576
mercury__hg_t30__2,-6.2308334694,-1.3763093248
mercury__hg_t60__2,-7.9954118088,-2.2515325022
mercury__pma_t10__2,-4.4258435957,0.5017537281000001
mercury__pma_t30__2,-5.3103775229,0.0733450845
mercury__pma_t60__2,-3.5905609967,-0.21449169580000002
mercury__ctrl_t00__3,0.0848405797,0.0723401535
mercury__ctrl_t10__3,0.0884226495,0.1341172823
mercury__ctrl_t30__3,0.26364632790000003,0.4306154588
mercury__ctrl_t60__3,-0.9372215687000001,0.0998452518
mercury__hg_t10__3,-0.8884671248,0.5584126412
mercury__hg_t30__3,-4.5915976865,-0.5048175719
mercury__hg_t60__3,-7.958550131,-2.1512560291
mercury__pma_t10__3,-4.9364835928,0.7227503561
mercury__pma_t30__3,-6.1996059558,0.3827791393
mercury__pma_t60__3,-3.4801373293,0.0843450302
ml_abx__az_lolcde__1,0.1678198715,0.2963435601
ml_abx__az_lolcde__2,-1.1363732683,-1.429474032
ml_abx__az_lolcde__3,-0.671667725,-1.0388613173
ml_abx__b01__1,1.6824522145,1.0250009273
ml_abx__b01__2,1.015133667,1.0937392171
ml_abx__b01__3,1.472097613,0.9250583955
ml_abx__cro__1,0.2827098831,0.40066072550000004
ml_abx__cro__2,0.385209438,0.16591062180000002
ml_abx__cro__3,-1.0478725847,-1.1013806797
ml_abx__chl__1,1.1377271911,-2.3457728449
ml_abx__chl__2,1.3257488845,-1.8756321839
ml_abx__chl__3,1.3198027095,-3.2881966067
ml_abx__cip__1,0.6504836616,-0.014920411000000001
ml_abx__cip__2,0.6298329818,0.1260984108
ml_abx__cip__3,-0.1775203851,-1.8180020933
ml_abx__clr__1,0.7270581688000001,-3.4247062285
ml_abx__clr__2,-0.0937055241,-3.0044174234
ml_abx__clr__3,-0.2624583189,-4.0854140207
ml_abx__cst__1,-0.4447625706,-0.06610385490000001
ml_abx__cst__2,-1.0818254751,-0.7628606618
ml_abx__cst__3,-0.6556926924,-0.2387531856
ml_abx__ctrl__1,0.6767407773,0.4985095117
ml_abx__ctrl__2,0.4450206285,0.3477789784
ml_abx__ctrl__3,-0.1492219223,0.1941762562
ml_abx__ctrl__4,0.213673517,0.3942369322
