,-0.015425310092038496,0.015425310092038496,0.046275930276115484,0.07712655046019247,0.10797717064426947,0.13882779082834648,0.16967841101242345,0.20052903119650045,0.23137965138057745,0.2622302715646544,0.2930808917487314,0.3239315119328084,0.35478213211688536,0.3856327523009624,0.41648337248503936,0.4473339926691164,0.47818461285319336,0.5090352330372704,0.5398858532213473,0.5707364734054243
thresh,-0.030850620184076992,0.030850620184076992,2,,,,,,,,,,,,,,,,,
unreg,2638,1498,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliA,26,17,4,4,5,2,2,5,3,3,2,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],['yhjG'],['uhpT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliA_genes,"['fliE' 'fliQ' 'fliM' 'fliF' 'ppdC' 'fliH' 'fliL' 'fliG' 'ppdA' 'oppF'
 'recC' 'fliO' 'fliP' 'fliR' 'yecF' 'ykfF' 'ppdB' 'yjcS' 'oppC' 'yafW'
 'prs' 'yafX' 'oppD' 'ykfG' 'ispE' 'ykfH']","['fliI' 'oppA' 'oppB' 'ykfI' 'yhiL' 'ygbK' 'fliN' 'lolB' 'ygdB' 'hemL'
 'fliJ' 'tcyJ' 'fliK' 'modA' 'ykfB' 'modB' 'modC']",['fliZ' 'aer' 'ynjH' 'flgM'],['crfC' 'flgN' 'trg' 'fliT'],['fliS' 'flgL' 'fliA' 'flgK' 'ves'],['fliD' 'yjcZ'],['flxA' 'cheZ'],['cheY' 'tsr' 'cheB' 'cheR' 'ycgR'],['motB' 'cheW' 'cheA'],['pdeH' 'motA' 'tap'],['tar' 'fliC'],[],[],[],[],[],[],[],[],[]
