,PSPTO_RS11695
SRX1828913,-0.0141883122
SRX1828914,1.1394236448
SRX1828915,-0.0686875092
SRX1828916,0.9321833105
SRX1828917,0.08287582140000001
SRX1828918,0.9662712018
SRX3983989,1.353799234
SRX3983990,-0.2259395969
SRX3983993,2.2310476739
SRX3983994,1.3628030391000001
SRX3983995,1.0143904528
SRX3983996,0.0499672478
SRX3983997,2.9774683167
SRX3983998,0.5886341568
SRX3983999,0.8270049349
SRX3984000,1.0356036711
SRX3984001,3.2017191616
SRX3984002,3.0245086224
SRX3984003,3.9366032994
SRX3984004,1.1347729015999999
SRX3984005,0.9682453733
SRX3984006,4.9107327526999995
SRX3984007,0.8850396249
SRX3984008,0.2462293391
SRX3984009,0.5826362366
SRX3984010,3.7851338333
SRX3984011,0.5960096906
SRX3984012,0.20972330890000002
SRX3984013,0.713143426
SRX3984014,1.0676503918
SRX3984015,2.9123752963
SRX3984016,1.195214658
SRX3984017,3.2778906203
SRX3984019,-0.15762397250000001
SRX3984020,4.2101806498
SRX3984021,2.2940629631
SRX3984022,2.6355701327
SRX3984023,0.19164433490000002
SRX3984024,0.47630653500000003
SRX3984025,1.7118061897999999
SRX3984026,0.8360082591
SRX3984027,0.4760579089
SRX3984028,0.34882671120000003
SRX3984029,1.2417260707
SRX3984031,2.289087377
SRX3984032,2.8051308218
SRX3984034,0.1146791301
SRX3984035,-1.6543499468
SRX3984036,4.0600714966
SRX3984037,3.6845367278000003
SRX3984038,3.6525869812
SRX3984039,3.9623928406
SRX3984040,0.9751438446
SRX3984041,3.9415551135999998
SRX3984042,-0.9827058954000001
SRX3984043,-1.1945507866
SRX3984045,0.6513683703
SRX3984046,-0.2932583063
SRX3984047,5.1177848651
SRX3984048,3.4565744789
SRX3984049,1.5834861414999999
SRX3984050,1.4915777876
SRX3984051,4.4336709338
SRX3984052,0.599210985
SRX3984056,2.3216639781
SRX3984057,1.9187316395
SRX3984058,3.0777241084
SRX3984059,0.6761226690000001
SRX3984061,0.7972791421000001
SRX3984062,1.3625063101000001
SRX3984063,0.4961174132
SRX3984064,0.7975750148
SRX3984065,0.7726931478
SRX3984066,1.0175611116
SRX3984067,1.1029216952
SRX3984068,0.9258250785000001
SRX3984069,2.6402612174
SRX3984070,4.1503598955
SRX3984071,3.6178806951
SRX3984073,0.4621654485
SRX3984074,1.011172754
SRX3984077,0.1361019117
SRX3984078,0.0011914499000000001
SRX3984079,1.1233530699
SRX3984080,-0.013065158700000001
SRX3984082,0.52708236
SRX3984084,2.275645985
SRX6997963,-0.12309384470000001
SRX6997964,-0.1643019312
SRX6997965,0.0332850581
SRX6997967,0.20635546300000002
SRX6997968,-0.12108146610000001
SRX6997969,0.2762190781
SRX6997971,-0.0832616183
SRX6997972,-0.3442026502
SRX6997973,-0.1714752323
SRX3159100,0.2455539747
SRX3159101,0.2846573912
SRX3159102,-0.0898763617
SRX3159103,-0.4403350042
SRX3159000,-1.7242935155999999
SRX3159001,-0.44049619100000004
SRX3159002,-0.2721481941
SRX3159003,0.20353276520000002
SRX3159004,0.29746078740000004
SRX3159005,0.24769731890000002
SRX3159006,-1.4030047774
SRX3159007,-0.4363865437
SRX3159008,-0.1783919561
SRX3159009,0.214434476
SRX3159010,0.6514663462
SRX3159012,0.3764274589
SRX3159013,-0.15741047430000002
SRX3159014,0.9959185273000001
SRX3159015,0.4501204099
SRX3159016,0.39384892800000004
SRX3159017,-0.843365117
SRX3159018,0.2975719455
SRX3159019,0.1558879485
SRX3159020,-0.7287305906
SRX3159021,0.2602021818
SRX3159022,-0.5180282581
SRX3159023,-1.5074360506
SRX3159024,-0.2992827104
