,A,YcjW
SRX4705218,-0.1225513787,-0.2843652208
SRX4705219,0.018826240600000002,0.4820736115
SRX4705220,0.7337121449,0.7982205448
SRX4705221,-1.6535847004000002,-1.3546514157
SRX4705222,-0.2109648557,0.29014259670000003
SRX4705223,8.1855449586,0.8421771298
SRX4705224,8.4704771405,1.1725796788
SRX4705225,-2.3128458775,-0.9301664372
SRX4705226,-2.3772704308,-1.1566519721
SRX4705227,-1.2827337898,-1.2206255968
SRX4705228,0.9475786933,-0.11636046350000001
SRX4705229,1.1393566939,0.1989009464
SRX4705230,2.4244169571,0.6779994453
SRX4705231,-1.4665966543,-1.1068663007
SRX4705232,-1.2465348665,-0.9953530774
SRX4705233,0.3370996088,-1.2193743756
SRX4705234,0.48984812600000005,-0.1690530449
SRX4705235,-1.3002673455,-0.2918028617
SRX4705236,0.0051383899,-0.12002941830000001
SRX4705237,-1.3826479697,-0.0829009419
SRX4705238,-1.6582403229,-0.7174428823
SRX2038319,0.6846014031000001,-0.6735400008
SRX2038320,-0.0969554212,-0.5093106904
SRX2038321,0.44874654210000003,-1.0014696333
SRX2038322,1.1686476451,-0.34925929450000004
SRX2038323,-0.0144793371,0.7713369618
SRX2038324,0.6178659263,0.8398805058000001
SRX2038325,0.4060218239,-1.3138155693
SRX2038326,0.7900909912,-1.3625576184
SRX2038327,0.8633839728,-0.8917070678000001
SRX2038328,0.8782804869,-0.9826733860000001
SRX2038329,0.4755179989,0.09237414470000001
SRX2038330,-0.2664330192,0.3703117601
SRX2038331,-0.19758578840000002,0.6424827877
SRX2038332,0.7879449053,-0.9957826740000001
SRX2038334,0.6896275308,0.1528169827
SRX2038335,-0.1774049339,-0.1187222981
SRX2038336,0.13162628170000001,-1.0055431729
SRX2038337,0.5037411302,0.1923953441
SRX2038338,-0.2835386663,0.3035345191
SRX2038339,-0.9529094147,-0.18350248460000002
SRX2038340,-0.3556320147,-1.0852459948
SRX2038341,0.3220842675,0.35716598320000004
SRX2038342,-0.4124649071,0.7552334355
SRX2038343,-0.6744063391,-0.0305118844
SRX2038344,-0.6096927528,0.8122342483
SRX2038345,-0.7398086696,1.1699951023
SRX2038346,-0.6232874088,0.0812027585
SRX2038347,-0.4122788309,-0.07472157410000001
SRX2038348,-0.8796104641,-0.24201383680000002
SRX2038349,-0.2620117648,0.820996374
SRX2038350,0.2980765877,-0.740881503
SRX2038351,-0.14225136330000002,-0.6770114003000001
SRX2038352,-0.1852059281,0.3747604902
SRX2038353,0.2964728023,0.0892735478
SRX2038354,0.1753786787,-0.34269372070000004
SRX2038355,0.07294854740000001,0.1259394654
SRX2038356,-0.1924266781,-0.27436592800000004
SRX2038357,-0.40106273680000004,0.37000548180000004
SRX2038358,0.0080079262,0.2497029573
SRX2038359,-0.234072003,-1.1278432649
SRX2038360,0.28123037640000004,0.26072753730000003
SRX2038361,-0.3100278517,0.6474849142
SRX2038362,-0.784929092,1.2687090322
SRX2038363,-0.8618803404000001,1.4043031800999999
SRX2038364,-1.1958904725,0.9299067564
SRX2038365,-0.49945600960000003,-0.2622998257
SRX2038366,0.5287598153,-0.17364413580000002
SRX2038367,-0.3010165893,-0.2238667192
SRX2038368,0.35204820530000003,0.0217000673
SRX2038369,-0.1910346929,0.5201566683000001
SRX2038370,0.0890608036,0.20358152040000002
SRX2038371,0.7214629838000001,0.10891534110000001
SRX2038372,-0.056319171200000004,0.6515933635000001
SRX2038373,-0.7279972352,0.2380679444
SRX2038374,-0.4679720533,0.0332034369
SRX2038375,-0.5607719982,0.3584632058
ERX530520,-0.4478065283,0.0350602351
ERX530521,1.2466657034,-0.29318308130000004
ERX530522,0.47864678920000003,-0.3290589568
ERX530523,-0.6276123928,-0.1142813019
ERX530524,0.4478065283,-0.0350602351
ERX530525,0.2620912579,-0.2025115003
ERX530526,0.8609767155,-0.22260478690000002
ERX530527,1.0835986412,-0.20742541520000002
ERX3212443,2.3300517713,-0.8540437194
ERX3212444,3.0709730841,-0.65566473
ERX3212445,3.3091872706,-0.5504158634
ERX3212446,0.9684926791,-0.7523468801000001
ERX3212447,0.9381281269,-0.3084351181
ERX3212448,0.9398977724,-0.2346507888
ERX3212449,-0.19053396220000002,-0.1366353684
ERX3212450,0.1928055001,-0.019338788500000002
ERX3212451,-0.0022715379,0.1559741569
ERX3212452,-1.0656608123,0.3516788052
ERX3212453,-1.223213528,0.41771264500000005
ERX3212454,-1.1773480456,0.7156295405
SRX7478973,-0.7425099766000001,0.015324588
SRX7478974,0.3173658209,-0.134995615
SRX7478975,0.4251441556,0.11967102710000001
SRX7478976,0.29857106180000004,-0.0160923364
SRX7478977,-0.0326312169,0.0417592764
SRX7478978,0.23891893620000001,-0.216903654
SRX7478979,0.32250251750000003,0.38103489890000003
SRX7478980,0.06373809180000001,0.4222781129
SRX7478981,0.0066016469,0.4705507961
SRX7478982,0.31977607350000004,0.4268667681
SRX7478983,-0.0026506963000000002,0.1853757013
SRX7478984,0.0914834068,0.3521283887
ERX1521038,6.3209579742,1.1984474227
ERX1521039,5.675153148,1.1980386554
ERX1521040,6.1272055682,1.2958867603
ERX1521041,5.3944691377,1.0659304997
ERX1521042,0.12241846070000001,0.2684457616
ERX1521043,1.9141547091,0.0562027526
ERX1521044,0.6428732679,0.2373951917
ERX1521045,-0.6428732679,-0.2373951917
SRX621182,5.6841553155,0.5641118027
SRX621183,5.7765195315,0.6366153281
SRX621184,8.2215176263,1.1540362088
SRX621185,7.463438722,0.8989234035
SRX621188,8.2383081078,0.9872333156
SRX621189,8.5161867244,1.2769855019
SRX621190,0.6182480997,0.2461513531
SRX621191,-0.6182480997,-0.2461513531
SRX621192,6.8466180128000005,0.7671873250000001
SRX621193,7.1690613023,0.8873077596000001
SRX6489436,1.7505658635999999,-0.1097776842
SRX6489437,1.2752467346,0.5117230766
SRX6489438,1.527084992,-0.0071937157000000005
SRX6489439,-0.34628950270000003,-0.0963085397
SRX6489440,-0.007856671400000001,-0.32028090470000004
SRX6489441,0.3541461741,0.4165894444
SRX6489442,0.8928287019000001,-0.0642168558
SRX6489443,0.5793465222,-0.2595849058
SRX6489444,-0.5086403805,0.1092789556
SRX6489445,-0.8579652832,0.10009419010000001
SRX6489446,-0.2944470675,-0.2752461888
SRX6489447,0.32783225380000003,0.1777888587
SRX6489448,2.3892440798,-0.6193294227
SRX6489449,0.8752870415,-0.9728051977000001
SRX6489450,1.2302462444,0.7132436684
SRX6489451,-0.29654902710000003,-0.2629847562
SRX6489452,-0.0165527179,-0.33988422030000004
SRX6489453,1.3209918337,0.12412082690000001
SRX6489454,-0.0304244639,-0.3902172631
SRX6489455,-0.5663618945000001,-0.4120552932
SRX6489456,1.3966067582,0.3226973979
SRX6489457,-0.0702257386,-0.264670359
SRX6489458,-0.7032555716000001,0.0948005381
SRX6489459,-0.5530162969,0.1417286714
SRX6489460,-0.8898991664,-0.0902966911
SRX6489461,-1.0382244728,-0.2286747614
SRX6489462,-0.9752223927,0.13851063300000002
SRX6489463,0.0065522819,-0.475621371
SRX6489464,-0.24670725810000002,-0.5848015238000001
SRX6489465,-0.6923025962,0.5588950683
SRX6489466,-0.388276724,-0.5603538099
SRX6489467,-0.6876464128,0.3198566506
SRX6489468,-0.347707156,0.4692015359
SRX6489469,-1.3834151574,0.3567657623
SRX6489470,-0.6726512169000001,-0.4519034357
SRX6489471,-1.2049348031,0.1731741986
SRX6452027,0.8536364019,-0.08312102090000001
SRX6452029,-0.04710947,-0.0238389162
SRX6452030,1.6746119151,0.042649725
SRX6452031,3.8828555627,0.037772964
SRX6452044,5.6377244529,0.2402448593
SRX6452045,0.42505562220000004,-0.0601311369
SRX6452046,1.304344028,-0.4197111691
SRX6452047,2.5984437458,0.11442868120000001
SRX6452048,0.04710947,0.0238389162
SRX6452059,1.4219875604,0.2158097222
SRX1828491,0.2616827591,0.0022164157
SRX1828492,0.7366543067,0.0077228157
SRX1828493,-0.8061727717,-0.21809855560000002
SRX1828494,-0.2802765065,-0.06540948690000001
SRX1828495,1.066813704,0.0036701729
SRX1828496,-0.3687412239,0.38747025970000004
SRX1828497,-0.6203211604000001,-0.3782780188
SRX1828498,-1.2473977709,-0.06688348570000001
SRX1828499,-0.9631521295000001,-0.3186360814
SRX1828500,-0.8473691502,-0.4330285016
SRX1828501,-0.7126895147,0.3200437479
SRX1828502,-0.2270632039,-0.213458002
SRX1828503,-0.046290416,1.1256291272
SRX1828504,0.401345704,1.3795530883
SRX1828505,-0.1102329117,0.1188216884
SRX1828506,-1.6112679257,0.0665365816
SRX1828507,0.22668105870000002,-0.2136986733
SRX1828508,-0.22668105870000002,0.2136986733
SRX3796953,0.2817475483,0.0705718904
SRX3796954,-0.2817475483,-0.0705718904
SRX3796955,0.5297428988,-1.9733460697
SRX3796956,0.6695190444,-0.9868342468
SRX3796957,0.0323739853,-3.3842241337
SRX3796958,-0.1645693105,-2.2797515856
SRX3796959,0.3620897447,0.40346465530000003
SRX3796960,0.5855856584,-0.051915541
SRX3796961,0.7367080994,-1.5332930042
SRX3796962,1.8647781760000002,-0.8950566401000001
SRX3796963,1.4052262838,-3.6672257978
SRX3796964,0.8995017329,-2.8797131431
SRX3796965,1.0822690584,-0.8088593588
SRX3796966,1.4585251041,-0.8499200971
SRX3796967,2.4981599936,-1.6786545073
SRX3796968,3.0246592822,-1.5494441813000002
SRX3796969,1.3598198895,-0.47357736110000004
SRX3796970,2.3798029659,-1.5756493531
SRX3796971,0.8978637938,-0.0359594543
SRX3796972,-0.1397249203,0.1819212675
SRX3796973,0.9427254193000001,-1.4660509131000001
SRX3796974,1.1267817198,-1.4534009126
SRX3796975,0.8106148040000001,-3.1519078701
SRX3796976,1.4786396398,-2.4759561059
SRX3796977,0.6894127382,0.0767824775
SRX3796978,0.1881630423,0.0175522431
SRX3796979,1.0918914279,-1.5288725968999999
SRX3796980,1.0190393558,-1.0829511025
SRX3796981,0.7117790884,-2.8134673296
SRX3796982,0.632347879,-2.7589010977
SRX3796983,1.1398962279,-0.761024856
SRX3796984,1.2317003146,-0.6032338983000001
SRX3796985,2.532875358,-2.1457721466
SRX3796986,2.2403711334,-1.9287379582000002
SRX3796987,1.4944300526,-1.9873580398000001
SRX3796988,1.25209204,-2.2832819261
SRX2568270,0.9934240115,-0.4633817431
SRX2568271,2.2869518835,-0.2542626884
SRX2568272,1.7942634601,0.21920228900000002
SRX2568273,0.45180826290000003,0.485557546
SRX2568274,-2.025750386,-0.1104252713
SRX2568275,-0.9934240115,0.4633817431
SRX2568276,1.9685360102,-0.8346847643
SRX2568277,3.1661192084,0.11725686440000001
SRX2568278,0.2907888205,0.2891154233
SRX2568279,-0.4884796675,-0.0113553724
SRX3421856,0.0045126305,0.0257131575
SRX3421857,-0.0045126305,-0.0257131575
SRX3421858,-1.4029132793999999,0.3389351847
SRX3421859,-1.3133824808,0.3560198117
SRX3421860,-0.26196202490000003,-0.35600353100000004
SRX3421861,0.9063058368,-0.1019240062
SRX3421868,2.3293548599,1.2264656938
SRX3421869,2.1115696969,0.8303139889000001
SRX2606337,0.27695061530000004,-0.3942745226
SRX2606338,0.6888659460000001,-1.2775870518999999
SRX2606339,0.20572138580000002,-0.7950923974
SRX2606340,-0.4547097779,-0.6742792022
SRX2606341,-0.7017446044,-1.952822257
SRX2606342,-0.8514367108,-1.0124011776
SRX2606343,-1.3587272197,0.3087587547
SRX2606344,1.2772585623000001,-0.9604427199000001
SRX2606345,1.0282208192,-0.3363767388
SRX2606346,-1.1050633137,0.0663954333
SRX2606347,0.0836451741,0.2306146942
SRX2606348,0.3343558562,-0.8816043522
SRX2606349,-0.083979907,-0.7282610132
SRX2606350,-0.3792349909,-0.7976066829
SRX2606351,-0.9771654871000001,-1.4338276915
SRX2606352,-0.7700990435,-0.6234184951
SRX2606353,-1.018326103,-0.0452774231
SRX2606354,1.0655405452,-0.9609286032000001
SRX2606355,0.8540654291,-0.5281154881
SRX2606356,0.3988496643,-0.0279411713
SRX2606357,-0.36059578940000003,0.1636598285
SRX2606358,0.3004035137,-0.8481036524000001
SRX2606359,0.0392744001,-0.29377694730000004
SRX2606360,-0.3053594518,-0.7127931115
SRX2606361,-1.2553374448,-2.085587734
SRX2606362,0.1743052274,-1.4515610101
SRX2606363,-1.8239144765000002,0.5076495403
SRX2606364,0.8783254004000001,-0.6390857312
SRX2606365,1.5492664216,-0.050280971800000004
SRX2606366,-0.4035777479,0.0409072863
SRX3648427,-0.6728864135,0.2698831025
SRX3648428,-0.7648604888,-0.1313481084
SRX3648429,-1.2193054668,0.2537913505
SRX3648430,-0.0658844026,0.4500827516
SRX3648431,-0.0445522163,0.4042957444
SRX3648432,-0.8500177966,0.3745370283
SRX3648433,0.032879867800000004,0.11256523830000001
SRX3648434,-0.6044668267000001,0.1851835944
SRX3648435,-0.06775263990000001,-0.106942809
SRX3648436,0.7881880988000001,-0.6513833364
SRX3648437,1.1383943221,-0.43578093770000004
SRX3648438,0.8539070654,-0.7129632854
SRX3648439,-0.9780149584000001,-0.0475020496
SRX3648440,-0.9123837623000001,-0.1719787389
SRX3648441,-0.21395745600000002,-0.5551958492
SRX3648442,0.4645489877,-0.49316534110000004
SRX3648443,0.8359339294,-0.6463129717
SRX3648444,0.42615285890000004,-0.6653419649
SRX3648445,-0.4107408319,0.3525969646
SRX3648446,-0.28912201400000004,-0.0201857011
SRX3648447,-0.8555229067000001,0.4223965228
SRX3648448,-0.45805406400000004,0.08922181550000001
SRX3648449,-0.1977854094,0.24806056280000002
SRX3648450,0.0094481569,0.2523089769
SRX3648451,-0.16914875440000002,0.16556244280000001
SRX3648452,0.3805240294,-0.34309791500000003
SRX3648453,0.4350160415,-0.412055883
SRX3648454,1.7794159567,-0.7012532603
SRX3648455,2.5094637835,-0.8026533251
SRX3648456,2.0360235561,-0.9183000456
SRX3648457,-0.9028087928,0.061557625000000005
SRX3648458,-1.0776222628,-0.0564774121
SRX3648459,-0.20467798610000001,-0.4470884503
SRX3648460,-1.3687729217,-0.2306549649
SRX3648461,-1.087684495,-0.3385014817
SRX3648462,-0.49259472320000003,-0.5425861829
SRX3648463,-0.5204192097,0.0327477629
SRX3648464,-0.2402282128,0.1753387233
SRX3648465,-0.4763659893,0.1097349859
SRX3648466,0.1224987986,0.1828981693
SRX3648467,-0.4912044548,0.1386752944
SRX3648468,0.4616545044,-0.1843222292
SRX3648469,-0.153997826,-0.4489180776
SRX3648470,-0.24562010850000002,-0.6038563677000001
SRX3648471,-0.43434587220000004,-0.499293792
SRX3648472,-1.1447704159,-1.7243924698000002
SRX3648473,-1.6822346407,-1.9877952637
SRX3648475,-1.5040963879,-0.2578937001
SRX3648476,-1.2878949243,-0.3225801204
SRX3648477,-0.5662993883,-0.6829536422
SRX3648478,-1.0081500697,0.5270332910000001
SRX3648479,-0.8476350765,0.23838092460000002
SRX3648480,-0.46306499310000004,0.6647038346
SRX3648481,-0.8232006079,-0.132233135
SRX3648482,0.2587461668,-0.4023376319
SRX3648483,0.1625448004,-0.7414387713
SRX1429221,-1.5010387473,-0.3676102852
SRX1429222,-0.1222249511,-0.2042190461
SRX1429223,1.6232636984000002,0.5718293312
SRX1429224,-1.1645412182000001,-0.43525536400000003
SRX1429225,-2.0209454217,-0.7985940974
SRX1429226,-3.1044178922,-0.7129611055
SRX1429227,-1.9158037746,-0.5563871728
SRX1429228,0.16113347590000002,-0.0553044652
SRX1429229,-2.6963314652,-0.825044006
SRX1429230,-5.0820436464,-0.7106747966
SRX1429231,-1.3395344554,-0.18721802780000002
SRX1429232,-4.743305673,-0.3544459324
SRX1429233,-4.8812515423,-0.10822090770000001
SRX1429234,-5.1593535312,-0.1837534079
SRX1429235,-4.3292337837,-0.3599618733
SRX1429236,-1.9998460141,-0.1960763032
SRX1429237,-4.0882377686,-0.3198692991
SRX1429238,-4.2467356725,0.024881549500000003
SRX1429239,-4.1190658641,-0.2925239817
SRX1429240,-4.3469869441,0.07404508280000001
SRX1429241,-4.6992954327,-0.1547396335
SRX1429242,-2.7418049118,-0.2029958204
SRX1429243,-3.8009463255,-0.4180097203
SRX1429244,-3.0338549966,-0.0920261728
ERX2339161,0.0216254982,0.42731078180000004
ERX2339162,-0.0216254982,-0.42731078180000004
ERX2339163,-0.016371037,1.6332730392
ERX2339164,-0.0729746402,0.9090425425
ERX2339165,0.6673632833,0.5883409455
ERX2339166,0.8218933043000001,0.029567985600000003
ERX2339167,-0.0828858739,0.4953569675
ERX2339168,0.1669947971,-0.12568971110000002
ERX2339169,0.1901929863,-0.46747794940000004
ERX2339170,-0.4875153089,1.5506704905
ERX2339171,-0.1756993236,0.6388100566
SRX7656012,2.4274751098,0.4218063597
SRX7656013,0.3199034069,-0.5272329026
SRX7656014,0.1007917247,0.0549442473
SRX7656015,-0.9130037989,0.5053373901
SRX7656016,-0.552606347,-0.2340979473
SRX7656017,-1.1101750328,-0.2091341593
SRX7656018,0.6001365843,0.6672496874
SRX7656019,-0.6851726677000001,-0.0919428396
SRX7656020,-0.6602538356000001,0.4491702615
SRX7656021,-0.8610644764000001,0.1573839715
SRX7656022,-1.4467268724,0.35276322190000003
SRX7656023,-0.8062964781,0.25652728210000003
SRX7656024,-0.8894394798,-0.14230523920000002
SRX7656025,-1.1039597131,0.4384787035
SRX7656026,-0.2579670519,0.5460908319000001
SRX7656027,-0.9723615277000001,-0.3136593446
SRX7656028,2.5702529098999998,0.3807465199
SRX7656029,0.12393036660000001,-0.25452579070000003
SRX7656030,-0.1006520983,-0.4308209713
SRX7656031,-1.3763849121,-0.2914883454
SRX7656032,-0.519068033,-0.1193626497
SRX7656033,-0.49091118520000004,-0.6642085457
SRX7656034,-0.3495645887,-0.579253758
SRX7656035,-0.3259850751,-0.3458009336
SRX7656036,-1.1708458824,-0.3451280154
SRX7656037,-0.1582916811,-0.0918004582
SRX7656038,-0.054400458900000004,-0.2209487976
SRX7656039,-0.8552328491000001,0.1378899515
SRX7656040,0.2337807054,0.0022490622
SRX7656041,0.6214521437,-0.14013901380000002
SRX7656042,0.5328540671,0.7153084533
SRX7656043,0.8981196978,1.2207357063
SRX7656044,-0.8816956688,0.97612949
SRX7656045,-0.45126346850000004,0.6242241362000001
SRX7656046,-1.3593710108,0.5903550293000001
SRX7656047,-1.616301841,0.8296699528
SRX7656048,-0.5877780047,0.8307651567000001
SRX7656049,0.6334810753,0.6126312367
SRX7656050,2.1341302346,0.8527739144
SRX7656051,-2.1394061863,0.2146065695
SRX7656052,-1.1650280869,0.8238466574000001
SRX7656053,2.0392991013,0.8046951195000001
SRX7656054,-0.8714818990000001,-0.7392686825
SRX7656055,1.7864852495,-0.1002490491
SRX7656056,-0.4097332278,0.0182976295
SRX7656057,-0.9931605747000001,-0.4073009415
SRX7656058,-1.0954966346,-1.1957227545
SRX7656059,-0.5423928508,-0.6800005995
SRX7656060,0.0032567192,-0.2105519429
SRX7656061,-0.7949429610000001,-0.3770721976
SRX7656062,0.1626358335,-0.8400072159
SRX7656063,-0.5120752262,-0.18774402580000002
SRX7656064,-0.9603126363000001,-0.5933404870000001
SRX7656065,0.5504159457000001,-0.42058405870000004
SRX7656066,1.5365136155,-0.3103257498
SRX7656067,0.9400182061000001,-0.2044303744
SRX7656068,-0.2646465435,-0.672366985
SRX7656069,0.8532697641,0.2473711677
SRX7656070,2.4994153527,0.34094524930000003
SRX7656071,4.1939033074,0.7842454550000001
SRX7656072,1.770353041,0.0694838592
SRX7656073,0.7841529556,-0.6364570339
SRX7656074,4.2970138551,0.6901604643
SRX7656075,2.1733524713,0.0163955881
SRX7656076,5.639858308,0.7248555014
SRX7656077,3.461706005,0.5606626153000001
SRX7656078,-2.0866059615,1.1188647325
SRX7656079,-1.4967832543,0.8326012057000001
SRX7656080,0.1723230704,0.8492402240000001
SRX7656081,-1.2462937774,0.8829393611
SRX7656082,2.5923695972000003,1.4798526891
SRX7656083,-2.0519254009,1.0163712514
SRX7656084,-1.9941540953999999,1.2976193156
SRX7656085,-2.1696252539,0.8796248598
SRX7656086,5.3239316930000005,1.7545047390000001
SRX7656087,-2.4157888031,0.6199804422
SRX7656088,-1.9284144329,0.6944216614000001
SRX7656089,-0.6840743938,0.8536729109000001
SRX7656090,0.6232851294,-0.3891370646
SRX7656091,1.1011851525,-0.4376739986
SRX7656092,0.554360104,-0.2556631394
SRX7656093,-0.4767616194,-1.1034113798
SRX7656094,1.5978661142,-0.471627157
SRX7656095,0.4353104078,-0.45301624090000003
SRX7656096,0.0210765699,-0.0273534946
SRX7656097,-0.3973107253,-0.39481258080000003
SRX7656098,-0.7512596009,-0.1328541903
SRX7656099,-1.2240623758,-0.09499462830000001
SRX7656100,-0.9151902283000001,-0.21975108410000002
SRX7656101,-0.3198170269,-0.6266654523
SRX7656102,-1.3627309578,-0.3148077277
SRX7656103,-0.6319262295,-0.2723125611
SRX7656104,-0.7028161189000001,-0.0804899864
SRX7656105,-0.8738944424,-0.43778977480000003
SRX7656106,0.2008821534,-0.27080752550000003
SRX7656107,-1.8862107991000001,-0.7065998528
SRX7656108,-1.1574356919,-0.1712334005
SRX7656109,0.5280493887000001,0.5563211008
SRX7656110,0.5657722755,0.09363019090000001
SRX7656111,-1.5297975331,-0.093551229
SRX7656112,-3.1960843211,0.0341709318
SRX7656113,1.1244869959,0.20898584750000002
SRX7656114,-1.3422349128,-0.9366455438
SRX7656115,-3.3715887833,0.0840860167
SRX7656116,-0.0776291031,0.736240934
SRX7656117,0.4071379999,-0.256392601
SRX7656118,1.2868062872000001,-0.3717226738
SRX7656119,-1.4815766507,0.080846939
SRX7656120,-1.0626922112,0.16065685470000002
SRX7656121,-0.8428867345000001,-0.24409273180000002
SRX7656122,0.0298109657,0.0017835598000000002
SRX7656123,1.8778168259,-0.4522650958
SRX7656124,0.10504602,-0.387279815
SRX7656125,0.1509403906,-0.46891245460000003
SRX7656126,0.2165304612,-1.2646712146999999
SRX7656127,-0.1306803015,-0.7387480619
SRX7656128,-0.8015022735,-0.8111031775
SRX7656129,-0.4162510287,-0.7193308348
SRX7656130,-0.6609239848,0.2530702663
SRX7656131,-1.4484671128,-0.4230083866
SRX7656132,2.3872824342,0.2356612293
SRX7656133,2.6262800781999998,0.2203413175
SRX7656134,1.0790055865000001,0.3245584688
SRX7656135,-0.4754744488,-1.1484436719
SRX7656136,1.4463455866000001,-0.1398519302
SRX7656137,1.2663897918,-0.3366475761
SRX7656138,0.7790916875,-0.0460507262
SRX7656139,-0.2732726468,-0.0217008324
SRX7656140,0.5758314654000001,-0.46624300020000004
SRX7656141,-0.023291061300000002,-0.8593691050000001
SRX7656142,-0.42458680050000003,-0.530397609
SRX7656143,-1.0577899841,0.029849899000000003
SRX7656144,-0.3963136242,0.2219441879
SRX7656145,1.7262221785,0.2026991613
SRX7656146,-0.1733944674,-0.5223663897
SRX5388319,0.0053891511000000005,-0.0117424447
SRX5388320,0.682713746,-0.0280945935
SRX5388321,-0.688102897,0.0398370382
SRX5388322,0.4702791598,-0.0119453362
SRX5388323,-0.49263873550000004,-0.3791404345
SRX5388324,-0.8871157904,-0.2736356747
SRX5388325,0.2129218616,-0.10668490400000001
SRX5388326,0.13723822900000002,-0.6351621385
SRX5388327,-0.8435462647,-0.19388808670000002
SRX8708326,-2.0831215568,0.2704400692
SRX8708328,-1.8307333732000002,-0.6678701834
SRX8708335,0.8977747532,0.20896195380000002
SRX8708336,0.6680181297000001,0.1619138065
SRX8708337,0.2649404902,0.2969944232
SRX8708338,0.9492533562000001,0.7354963753
SRX8708339,1.6027194842,0.5083141999999999
SRX8708340,1.6409346017000002,0.6991258785000001
SRX8708365,-2.308727861,1.5121860594
SRX8708366,-2.4748711228,1.5818287156
SRX8708368,-2.3513885951,1.468913855
SRX8708369,0.8535318586,0.4975446698
SRX8708370,1.9762726142,0.3626336351
SRX8708371,0.41102288800000003,0.46846353030000004
SRX4166001,-0.31431026640000004,0.22775103470000002
SRX4166002,-0.9134210252,-0.5766509716
SRX4166003,1.2277312916,0.3488999369
SRX4166004,0.3379092916,0.0784369831
SRX4166005,0.3823691923,0.3050458775
SRX4166006,0.34543512860000003,-0.0678733453
SRX4166007,2.4033791336,0.5693017554
SRX4166008,0.5289794415,0.6310148708000001
SRX4166009,1.8282783695,0.4012685455
SRX4166010,0.8377491227,0.0228773609
SRX4166011,0.7053892395,-1.0328260909
SRX4166012,1.4502612528,0.0245707878
SRX5000481,0.31905771250000003,-0.1736902391
SRX5000482,0.3562687324,-0.3853508398
SRX5000483,-1.569873344,1.0681532292
SRX5000484,-0.6329437591,0.8405582866
SRX5000485,-1.0911624435,1.1622464926
SRX5000486,-1.4848232619,1.1833969585
SRX5000487,-0.8495950843000001,0.8276621117
SRX5000488,-0.5353159862,0.48742097310000004
SRX5000489,-1.2732131786,0.7648732450000001
SRX5000490,-1.1285343853,0.6193761529
SRX5000491,-0.7151976116000001,0.4978005773
SRX5000492,-0.4154903212,1.0566170419
SRX5000493,-0.5976663165,0.6862811888
SRX5000494,-0.6787376701000001,0.8070453113
SRX5000495,-0.0374578325,0.8679357945
SRX5000496,-0.3475070348,0.8901908660000001
SRX5000497,0.1473706403,-0.0391711604
SRX5000498,0.1294868623,0.0134224711
SRX5000499,-0.1243388029,0.7653171897000001
SRX5000500,-0.2768575026,0.025748689300000002
SRX5000501,0.0613091107,0.5268395024
SRX5000502,-0.24868795970000002,0.5356177943
SRX5000503,-0.4330193504,0.47983699300000004
SRX5000504,-0.2983083438,0.1901117822
SRX5000505,0.5794345565,-0.0221696324
SRX5000506,0.5648932025,-0.0026287603
SRX5000507,-0.3853983265,0.5983090365
SRX5000508,0.0122026679,-0.15991378550000002
SRX5000509,0.1550198173,-0.3061699725
SRX5000510,0.7015015262000001,-0.2353531366
SRX5000511,0.7537247978,-0.10344398660000001
SRX5000512,0.0272574062,0.2753877386
SRX5000513,-0.7570905751,0.6695889748
SRX5000514,-0.17438904460000001,0.6362849348
SRX5000515,-0.5257921658,0.4286689006
SRX5000516,-0.4495417927,0.5507120112
SRX4124772,0.25215875790000003,0.3877232644
SRX4124773,0.08983414740000001,0.2231172664
SRX4124774,-0.23270590230000002,0.1687061175
SRX4124775,0.23270590230000002,-0.1687061175
SRX5323946,-0.0473048541,0.21352242440000002
SRX5323947,0.0473048541,-0.21352242440000002
SRX5323948,-0.3126425615,0.4431989254
SRX5323949,-0.5714722881000001,-0.033993251
SRX5323950,-0.1010811608,0.2783713127
SRX5323951,-0.0907515603,0.4224754732
SRX5323952,-0.1179189176,0.3651449742
SRX5323953,-0.1226560057,-0.2834590977
SRX5323954,-0.3219306363,0.1330178128
SRX5323955,-0.2256453413,0.1858833516
DRX093856,-0.3282592532,0.32784240610000004
DRX093857,-2.8085113486,-0.5830273224
DRX093858,-2.7968221107,-0.1844353807
DRX093859,-2.2534927347,-0.5006570433
DRX093860,-2.6580511566,-0.2583204011
DRX093861,-0.0223344511,-0.1711499227
DRX093862,-2.5238382864,-0.3845624483
DRX093863,-3.0367406535,-0.0941393105
DRX093864,-2.908871701,-0.188928953
DRX093865,-2.4488917154,-0.3254635121
DRX093866,0.3505937042,-0.1566924834
DRX093867,-2.3338170862,-0.3216276316
DRX093868,-3.3629773671,-0.889905889
DRX093869,-2.2571757533,-0.2700666021
DRX093870,-1.5604936561,-0.3121531174
SRX6366242,-1.0163228395,-0.25408220400000003
SRX6366243,-0.9097303129000001,-0.8021330925
SRX6366244,0.27086791400000004,-1.2230208707
SRX6366245,-0.5724165618,0.24774795470000002
SRX6366246,-1.7173435391,0.18666644940000002
SRX6366247,0.8825342911,-1.4316388055
SRX6366248,-1.0375452164,-0.1224649077
SRX6366249,-0.3445631209,0.35499336800000003
SRX6366250,-1.8647677906000002,-0.0723366547
SRX6366251,-0.5843113579,-0.6780893504000001
SRX6366252,-0.35138161030000004,-0.1423140646
