,ABUW_1030
SRX3737100,0.33629854340000004
SRX3737101,0.3290287297
SRX3737103,-0.3213410199
SRX3737104,-0.027386625100000003
SRX3737105,-0.0319923885
SRX3737106,0.0196556722
SRX3737107,0.0397233414
SRX3737108,0.5687067277
SRX3737109,0.6256459705
SRX3737110,0.5763241981
SRX3737111,0.5961051488
Abaum_0017,-0.035453774300000004
Abaum_0018,1.3209603728000001
Abaum_0019,1.3662216189
Abaum_0020,1.1636593212
Abaum_0021,0.4711006304
Abaum_0022,0.13789483900000002
Abaum_0023,0.035453774300000004
Abaum_0024,1.3097715285
Abaum_0025,0.6404965051
Abaum_0026,-0.0487139709
SRX3141471,0.3128849657
SRX3141472,0.0661246874
SRX3141473,-0.0646119673
SRX3141474,-0.0015127201
SRX3141475,0.2103742176
SRX3141476,0.3558263045
SRX3141477,0.30634144950000003
SRX3141478,0.2116732154
SRX3141479,0.38739491600000003
SRX8944518,-0.1206570019
SRX8944519,-0.3536623665
SRX8944520,0.010319901900000001
SRX8944521,-0.5004389214
SRX8944522,0.1103371
SRX8944523,-0.1707164766
SRX5930997,0.5007849879
SRX5930998,-1.0063703953
SRX5930999,0.5055854074
SRX5931001,0.703842246
SRX5931002,0.5334016
SRX4488546,1.0962305663
SRX4488547,-0.312862052
SRX4488548,3.211174615
SRX4488549,-0.7833685143
SRX4488550,2.7816747957
SRX4488551,2.911903419
SRX4488552,2.9463884622
SRX4488553,2.894561667
SRX4488554,1.7007402627000001
SRX4488555,2.4821691877
SRX4488556,2.3140014945000003
SRX4488557,2.6589669135
SRX2568047,-1.5222081752999999
SRX2568048,-1.6563019253
SRX2568049,-1.0317197205
SRX2568050,0.2523878795
SRX2568051,0.25619637970000003
SRX2568052,0.0654614069
SRX2568053,-0.9747360358
SRX2568054,-0.9692757654
SRX2568055,-1.7965909151
SRX2568056,-0.2328250769
SRX2568057,-0.5779103425000001
SRX2568058,-0.1544864127
SRX2568059,-0.4311895213
SRX2568060,-0.3936085441
SRX2568061,-0.7634474127
SRX2568062,0.0875884224
SRX2568063,-0.5662890297000001
SRX2568064,0.4787006073
Abaum_0001,-0.3992063455
Abaum_0002,-0.4126942491
Abaum_0003,-0.20569094870000001
Abaum_0004,-0.3460821569
Abaum_0005,-0.2171356716
Abaum_0006,-0.5032864340000001
Abaum_0007,-0.4255315008
Abaum_0008,-0.1611829702
Abaum_0009,-0.2655942324
Abaum_0010,0.0409701297
Abaum_0011,-0.0205658941
Abaum_0012,0.0205658941
Abaum_0013,-0.3298399369
Abaum_0014,-0.3179238179
Abaum_0015,-0.3322180065
Abaum_0016,-0.32320073790000003
ERX1221046,0.1442277753
ERX1221048,-0.06983666300000001
ERX1221049,-0.0743911123
ERX1221050,-0.13592253840000001
ERX1221052,0.1483604861
ERX1221053,0.0580919645
ABNM035,0.4496009305
ABNM036,-0.4496009305
ABNM037,-0.3868738305
ABNM038,-0.0007077205000000001
ABNM041,-0.054804279500000004
ABNM042,-1.0752827255
ABNM019,-0.2366076
ABNM020,0.2366076
ABNM021,1.1217951096
ABNM022,0.9664765743
ABNM023,0.7274515599
ABNM024,0.6806236946
ABNM025,-0.8567213556000001
ABNM026,-1.070677913
ABNM027,-0.2126913906
ABNM028,0.2126913906
ABNM029,-0.3402747786
ABNM030,0.4162786292
ABNM031,0.3153192999
ABNM032,0.27658607300000004
ABNM033,0.4167286529
ABNM034,-0.0109336595
ABNM001,-0.2181753345
ABNM002,0.2181753345
ABNM003,-1.7523268125
ABNM004,-0.7558882605
ABNM005,-3.3279400592
ABNM006,-1.7881161093
ABNM007,-2.3514463528
ABNM008,-2.0180733251
ABNM009,-1.6644567673
ABNM010,-1.0767391848
ABNM043,-0.233853413
ABNM044,0.233853413
ABNM045,-0.21851951600000002
ABNM046,-0.169201444
ABNM047,0.6431794200000001
ABNM048,0.6830247770000001
ABNM011,0.0754527972
ABNM012,-0.0754527972
ABNM013,1.022400306
ABNM014,1.3777546907
ABNM015,1.1334478462
ABNM016,1.578158862
ABNM017,1.7250954756999999
ABNM018,1.4100399306
