,PSPTO_RS28825
SRX1828913,-0.0903832554
SRX1828914,-0.2722204589
SRX1828915,0.1688126291
SRX1828916,-0.5158121065
SRX1828917,-0.0784293737
SRX1828918,-0.737810925
SRX3983989,1.1189641441
SRX3983990,-0.1145072454
SRX3983993,-0.886125017
SRX3983994,-1.3062479813
SRX3983995,0.4663850666
SRX3983996,-1.1582233502000001
SRX3983997,-0.7228500265000001
SRX3983998,0.55046745
SRX3983999,0.6480820185
SRX3984000,0.8611436631
SRX3984001,-0.5884141820000001
SRX3984002,-0.3279060465
SRX3984003,-0.21807461660000002
SRX3984004,0.46196377920000004
SRX3984005,0.9951864182000001
SRX3984006,-0.1557100095
SRX3984007,-1.3288695536000001
SRX3984008,0.531794406
SRX3984009,0.1415500879
SRX3984010,0.2406530077
SRX3984011,0.19776035020000002
SRX3984012,0.2304046295
SRX3984013,0.060152905900000005
SRX3984014,0.36261173150000003
SRX3984015,-0.6311490842
SRX3984016,0.3553355312
SRX3984017,0.3552789463
SRX3984019,-0.1013694062
SRX3984020,0.0378629091
SRX3984021,-0.17438527080000002
SRX3984022,0.0960579337
SRX3984023,0.0444240612
SRX3984024,0.279290655
SRX3984025,0.6148973433
SRX3984026,0.9877778303
SRX3984027,0.8223110194000001
SRX3984028,0.5739255774
SRX3984029,0.7034271121
SRX3984031,-0.7363386345
SRX3984032,-0.5804448873
SRX3984034,0.0368505612
SRX3984035,-1.7114438374
SRX3984036,-0.405753872
SRX3984037,-0.5271909621
SRX3984038,-0.5202066200000001
SRX3984039,-0.3857076628
SRX3984040,0.6022714282
SRX3984041,-0.4852104816
SRX3984042,-1.2944384134
SRX3984043,-1.5766238979
SRX3984045,0.1788302399
SRX3984046,0.1649097162
SRX3984047,-0.4726262047
SRX3984048,-0.6087728978
SRX3984049,-0.9251066242
SRX3984050,-0.7395101224
SRX3984051,-0.334965036
SRX3984052,0.0179921441
SRX3984056,-0.8936374998000001
SRX3984057,-0.931311894
SRX3984058,-0.6756213941
SRX3984059,0.1534127125
SRX3984061,-0.1972730077
SRX3984062,0.1334653148
SRX3984063,0.3459410087
SRX3984064,0.2520776171
SRX3984065,0.45752570070000004
SRX3984066,0.5068298832
SRX3984067,0.34049477710000003
SRX3984068,0.5538373963000001
SRX3984069,-0.9421865735
SRX3984070,-0.27607966240000004
SRX3984071,-0.6265288539
SRX3984073,0.6463504123
SRX3984074,0.9721033665000001
SRX3984077,-0.4243689131
SRX3984078,0.0213362595
SRX3984079,-0.7310230336
SRX3984080,-0.2461843387
SRX3984082,0.3793611175
SRX3984084,-0.7358203160000001
SRX6997963,0.0437586306
SRX6997964,0.21625837750000002
SRX6997965,-0.0236938569
SRX6997967,-0.2028948972
SRX6997968,-0.0168750514
SRX6997969,0.1781306466
SRX6997971,0.1591362666
SRX6997972,0.3473010915
SRX6997973,0.08133552250000001
SRX3159100,0.24686379500000002
SRX3159101,-0.3148828617
SRX3159102,0.0611734705
SRX3159103,0.0068455962
SRX3159000,0.4128199764
SRX3159001,-0.0501598267
SRX3159002,0.2522403991
SRX3159003,-1.5128883952
SRX3159004,-0.41252274200000005
SRX3159005,-0.7716821847
SRX3159006,-1.625823761
SRX3159007,-0.7837893746
SRX3159008,-0.36909395850000004
SRX3159009,0.12513553830000002
SRX3159010,-0.127009121
SRX3159012,-0.4505442167
SRX3159013,-0.3543939739
SRX3159014,0.3684843453
SRX3159015,-1.1555257746
SRX3159016,0.26484948810000003
SRX3159017,0.47680435
SRX3159018,0.3240807739
SRX3159019,-0.35763021770000003
SRX3159020,-0.07008513
SRX3159021,-0.9216033459
SRX3159022,0.2362938404
SRX3159023,0.1606162253
SRX3159024,-0.3728690364
SRX3159025,0.180819328
SRX3159026,-0.8913602446000001
SRX3159027,0.7722829897
SRX3159028,0.21168634190000002
SRX3159029,-0.2487551108
SRX3159030,-1.107288326
SRX3159034,-1.1967323151
SRX3159036,-0.07153989
SRX3159037,-0.0792037691
SRX3159041,0.3329704007
SRX3159042,0.110294028
SRX3159043,-0.4541521309
SRX3159045,-0.2143884145
SRX3159047,-0.7183025754
SRX3159048,0.2687075203
SRX3159049,0.4367262074
SRX3159050,-0.6428270961
SRX3159051,0.4765748058
SRX3159052,-0.4975243466
SRX3159053,-1.1971188534000001
SRX3159054,-0.6337464146
SRX3159055,-1.2422914637
SRX3159056,-0.7601224916
SRX3159057,-0.0160093722
SRX3159058,-0.5220702862000001
SRX3159060,-0.1204129627
SRX3159061,-0.4785359542
SRX3159062,-0.17460782300000002
SRX3159063,-0.4920132411
SRX3159066,0.0779798549
SRX3159069,-1.3768618233
SRX3159070,-0.5769053596
SRX3159071,-0.1013221255
SRX3159073,-0.4772683951
SRX3159074,-0.9714731382
SRX3159075,0.23460442420000002
SRX3159076,-0.17085022400000002
SRX3159080,0.3644051051
SRX3159082,0.3240862816
SRX3159083,-0.8239615386
SRX3159086,-0.0485590115
SRX3159087,0.0333083136
SRX3159088,-0.07684436010000001
SRX3159089,-0.2228711804
SRX3159090,0.2298618965
SRX3159091,0.0068825522
SRX3159092,-0.3864026984
SRX3159093,-0.6327331946
SRX3159094,-1.4406549837
SRX3159095,-0.8582223670000001
SRX3159096,0.0108575385
SRX3159097,-0.9285790624
SRX3159098,-1.0897990667
SRX3159099,-0.4788349489
SRX3158988,0.1894689296
SRX3158989,0.012393397300000001
SRX3158990,-0.046236461300000004
SRX3158991,0.132205407
SRX3158992,-0.0889706725
SRX3158996,-0.1004982571
SRX3644656,0.08977682990000001
