,-0.04977777777777778,-0.037333333333333336,-0.02488888888888889,-0.012444444444444445,0.0,0.012444444444444445,0.02488888888888889,0.03733333333333333,0.04977777777777778,0.062222222222222234,0.07466666666666667,0.08711111111111111,0.09955555555555556,0.11200000000000002,0.12444444444444444,0.1368888888888889,0.14933333333333335,0.1617777777777778,0.17422222222222225,0.18666666666666668
thresh,-0.056,0.056,1,,,,,,,,,,,,,,,,,
unreg,3,11,181,1261,2020,738,190,42,21,18,7,10,4,3,1,4,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],"['PN96_RS07090' 'PN96_RS08835' 'PN96_RS01905' 'PN96_RS07165'
 'PN96_RS04305' 'PN96_RS07180' 'PN96_RS21030' 'PN96_RS23455'
 'PN96_RS05810' 'PN96_RS19660' 'PN96_RS07175' 'PN96_RS20695'
 'PN96_RS12415' 'PN96_RS07170' 'PN96_RS01915' 'PN96_RS08900'
 'PN96_RS12290' 'PN96_RS03700']","['PN96_RS23310' 'PN96_RS19590' 'tnaC' 'PN96_RS11650' 'PN96_RS19710'
 'PN96_RS18035' 'PN96_RS05770']","['PN96_RS06970' 'PN96_RS11645' 'PN96_RS01925' 'PN96_RS12410'
 'PN96_RS19910' 'PN96_RS17775' 'PN96_RS01910' 'PN96_RS05675'
 'PN96_RS01900' 'PN96_RS23830']",['PN96_RS12295' 'PN96_RS12460' 'PN96_RS08810' 'PN96_RS12305'],['PN96_RS18030' 'PN96_RS12300' 'PN96_RS12315'],['PN96_RS12420'],['PN96_RS18025' 'PN96_RS23395' 'PN96_RS23845' 'PN96_RS12310'],[],['PN96_RS17770'],[],[]
