,SP5448_07740
SRX1726505,0.0901164903
SRX1726506,-0.12838676740000002
SRX1726507,0.038270277000000005
SRX1726508,-0.6787003292
SRX1726509,-1.1599223423
SRX1726510,-1.5143507947
SRX1726511,-0.8214822217000001
SRX1726512,-0.7105964759000001
SRX1726513,-1.0404142679
SRX1081650,0.8723855335
SRX1081651,-0.7453291492
SRX1081652,0.7720810833
SRX1081653,0.49341606670000004
SRX1081654,-0.0123821823
SRX1081655,0.1596035627
SRX1081656,-0.4686068357
SRX1081657,0.126550704
SRX1081658,0.4002882216
SRX1081659,-0.1833059323
SRX1081660,0.10016471860000001
SRX1081661,-0.2069833708
SRX1081662,0.0487589636
SRX1081663,0.15282604630000002
SRX1081664,-0.2263402951
SRX1081665,-1.0028646692
SRX1081666,0.3222696507
SRX1081668,-0.6337001563
SRX1081669,0.0304207965
SRX1081670,-0.0675392035
SRX1081671,0.0682864468
SRX1081672,-0.017955888
SRX1081673,-0.6617643417
SRX1081674,-0.200498859
SRX1081675,0.013834254
SRX1081676,-1.2093887699
SRX1081677,-0.0743200073
SRX1081678,-0.4703741779
SRX1081679,-0.22419247120000002
SRX1081680,-0.49153037320000004
SRX1081681,-0.5068862168
SRX1081682,-0.1789882701
SRX1081683,-1.0100127055
SRX1081684,-2.7649537263
SRX1081685,-1.0415286433
SRX1081686,-1.517197855
SRX1081687,-1.3506303767
SRX1081688,-0.8538226421
SRX1081689,-0.49744420180000004
SRX1081690,-1.1810854233
SRX1081691,-0.6622300334
SRX1081692,-1.2424561518
SRX1962715,-0.0739410313
SRX1962716,-0.163129087
SRX1962717,0.23707011830000002
SRX1962718,-0.7311932320000001
SRX1962719,-0.966488666
SRX1962720,-0.8855642269
SRX1962721,-0.3905963502
SRX4892146,0.1755321588
SRX4892147,0.1702060884
SRX4892148,-0.1025592391
SRX4892149,-0.2431790081
SRX4892150,5.7011494449
SRX4892151,5.7353541308
SRX4892152,5.7762617072
SRX4892153,5.7165556858
SRX4892154,5.2085398221
SRX4892155,5.0523718307
SRX4892156,5.4027981375
SRX4892157,5.3346347621
SRX4892158,-1.2772710552
SRX4892159,-0.2804330705
SRX4892160,-0.9295063816
SRX4892161,-0.5386823837
SRX7620814,-0.0294522634
SRX7620815,0.060643223
SRX7620816,-0.1555092972
SRX7620817,-1.2729164329
SRX7620818,-1.0110298611
SRX7620819,-1.3636896846
SRX7620856,0.646846394
SRX7620857,-2.1141409523
SRX7620858,0.31120070780000003
SRX7620859,-2.1141409523
SRX7620860,0.8602915276
SRX7620861,-1.4191827313
SRX7620862,0.5124132423000001
SRX7620863,-1.2783437777
SRX7620864,-0.1456316863
SRX7620865,-1.4377052461
SRX7620866,-0.2424632184
SRX7620867,-1.408292494
SRX2161502,0.1671434279
SRX2161503,0.2515826865
SRX2161504,-0.4187261144
SRX2161505,-0.21018729200000003
SRX2161506,0.0318834437
SRX2161507,-0.0561166176
SRX2161508,0.3239012847
SRX2161509,1.3434748721
SRX2161510,0.8473473610000001
SRX2161511,-0.0181369567
SRX2161512,-0.3723732227
SRX2161513,-0.09597278620000001
SRX2161514,0.22063135150000002
SRX2161515,-0.6472625088
SRX2161516,-0.7531937742
SRX2161517,-1.0941735057
SRX2161518,-0.5619989756
SRX2161519,-0.056771043800000004
SRX2161520,-0.1678268849
SRX2161521,-0.3522664662
SRX2161522,-0.052194049000000006
SRX2161523,0.3770111738
SRX2161524,-0.4129574011
SRX2161525,-0.7639026113
