,new_2338392_2338537
M9exp_1,8.0787
M9exp_2,8.0015
M9exp_3,7.0376
M9tran_1,7.3684
M9tran_2,7.3941
M9tran_3,7.1697
M9stat_1,7.9106
M9stat_2,7.9606
M9stat_3,7.6096
MG-0.1_1,7.3455
MG-0.1_2,6.3553
MG-0.1_3,6.9524
MG-0.2_2,6.5941
MG-0.2_3,7.2364
MG+5_1,7.4068
MG+5_2,6.3942
MG+5_3,7.4901
MG+10_1,7.3643
MG+10_2,6.75
MG+10_3,7.1054
MG+15_1,7.3851
MG+15_2,7.612
MG+15_3,7.0754
MG+25_1,7.2711
MG+25_2,6.925
MG+25_3,7.13
MG+45_1,7.1369
MG+45_2,6.8123
MG+45_3,7.0954
MG+60_2,7.1061
MG+60_3,7.2661
MG+90_2,6.5152
MG+90_3,6.8364
MG+120_1,7.3486
MG+120_2,7.051
MG+120_3,6.8539
MG+150_1,7.2467
MG+150_3,7.0921
GM-0.1_1,6.8815
GM-0.1_2,6.8994
GM-0.1_3,7.1982
GM-0.2_1,7.2945
GM-0.2_2,7.5198
GM-0.2_3,6.6257
GM+5_1,6.7429999999999986
GM+5_2,6.205
GM+5_3,6.9197
GM+10_2,6.5757
GM+10_3,6.7395
GM+15_1,6.7657
GM+15_2,7.034
GM+15_3,6.9239
GM+25_1,6.8493
GM+25_2,6.9564
GM+25_3,7.1720000000000015
GM+45_1,7.1968
GM+45_2,6.4307
GM+45_3,7.7515
GM+60_1,6.6141
GM+60_2,7.0387
GM+60_3,7.186
GM+90_1,6.6461
GM+90_2,7.7192
GM+90_3,7.5362
GM+120_1,7.2403
GM+120_3,8.2428
GM+150_1,7.5903
GM+150_2,6.4173
GM+150_3,7.354
BT_1,11.3527
BT_2,11.0222
B36_1,10.6545
B36_2,10.5506
B60_1,9.4455
B60_2,9.9342
S0_1,6.5164
S0_2,6.8425
S0_3,7.1173
S1_1,6.8828
S1_2,7.0415
S1_3,6.6646
S2_1,7.822
S2_2,7.2743
S2_3,6.8676
S3_1,7.8767
S3_2,7.9008
S4_1,9.3484
S4_2,8.9306
S4_3,8.8135
S5_1,11.5277
S5_2,11.6325
S5_3,12.2968
S6_1,12.8438
S6_2,12.4602
S6_3,12.7601
S6/t_1,12.8859
S6/t_2,11.3523
S6_4,11.4646
S6_5,12.4337
S6_6,11.9018
S7_4,12.2945
S7_5,12.378
S7_6,12.1294
S8_4,11.2333
S8_5,12.0504
G135_1,7.6686
G135_3,7.4653
G150_1,7.4909
G150_2,7.082999999999998
G150_3,7.5527
G180_1,7.5451
G180_2,6.9699
G180_3,7.1484
T-5.40H_1,7.1365
T-4.40H_1,7.2355
T-3.40H_1,6.9752
T-2.40H_1,7.1632
T-1.40H_1,6.8545
T-1.10H_1,6.5602
T-0.40H_1,6.6625
T0.0H_1,6.6791
T0.30H_1,7.5586
T1.0H_1,7.3704
T1.30H_1,7.8598
T2.0H_1,7.9469
T2.30H_1,7.5059
T3.0H_1,7.3791
T3.30H_1,7.9028
T4.0H_1,7.5708
T5.0H_1,7.9095
LBexp_1,7.0627
LBexp_2,6.8821
LBexp_3,7.1224
LBtran_1,7.1297
LBtran_2,6.9321
LBtran_3,7.1996
LBstat_1,7.0108
LBstat_2,7.2565
LBstat_3,7.4898
LBGexp_1,7.0262
LBGexp_2,7.0053
LBGexp_3,7.1335
LBGtran_2,7.4553
LBGtran_3,7.4236
LBGstat_1,7.2957
LBGstat_2,7.2434
LBGstat_3,7.6737
Mt0_1,7.1451
Mt0_3,6.7010000000000005
M0t45_1,7.0307
M0t45_2,7.0055
M0t45_3,6.7475
M0t90_1,7.362999999999999
M0t90_2,6.8409
M0t90_3,6.992000000000001
M40t45_1,7.2482
M40t45_2,7.1306
M40t45_3,6.6619
M40t90_1,7.0536
M40t90_2,6.7757
M40t90_3,6.891
dia0_1,6.973
dia0_2,7.0573
dia0_3,6.5942
dia5_1,7.1186
dia5_2,7.3262
dia5_3,6.8616
dia15_1,7.4507
dia15_2,7.5972
dia15_3,7.3394
C30_1,9.3345
C30_2,9.0778
C90_1,8.166
C90_2,6.6185
SMM_1,7.1281
SMM_2,6.9333
SMM_3,6.9508
Salt_1,7.0972
Salt_2,6.9734
Salt_3,7.1235
M+G_1,8.8173
M+G_2,7.1805
M+G_3,7.2515
Glu_1,7.8121
Glu_2,7.2159
Glu_3,7.2986
Fru_1,7.0884
Fru_2,7.4671
Fru_3,7.3583
Mal_1,7.0998
Mal_2,7.4168
Mal_3,7.1379
G+S_2,9.3732
G+S_3,10.216
Pyr_1,9.021
Pyr_2,10.0694
Pyr_3,10.188
Gly_1,7.52
Gly_2,7.6588
Gly_3,7.9367
Glucon_1,8.8392
Glucon_2,8.5582
Glucon_3,8.1838
BI_1,6.8823
BI_2,6.6875
BC_2,7.2819
BC/t_1,7.8659
BC/t_2,9.4409
BC_1,7.1876
Sw_1,6.7344
Sw_2,6.5312
BMM_1,6.7668
BMM_2,6.8172
BMM_3,7.2157
Heat_1,7.4416
Heat_2,6.8128
Heat_3,7.5649
Cold_1,6.9452
Cold_2,7.2339
Cold_3,7.3781
Etha_1,7.6449
Etha_2,7.7048
Etha_3,7.3357
SMMPr_1,8.1523
SMMPr_2,8.2092
SMMPr_3,8.3067
HiTm_1,7.3454
HiTm_2,7.093
HiTm_3,7.3187
LoTm_1,7.324
LoTm_2,7.2957
LoTm_3,7.4733
HiOs_1,7.1262
HiOs_2,7.5909
HiOs_3,7.3254
Oxctl_1,7.7627
Oxctl_2,7.7085
Oxctl_3,7.3334
Diami_1,7.6911
Diami_2,7.46
Diami_3,8.0044
Paraq_1,7.7445
Paraq_2,7.3327
Paraq_3,7.2517
H2O2_1,7.5548
H2O2_2,7.5958
H2O2_3,7.8142
HPh_1,7.592
HPh_2,7.1928
HPh_3,7.5983
LPh_1,7.4348
LPh_2,7.1614
LPh_3,7.5609
LPhT_1,7.6298
LPhT_2,7.2189999999999985
LPhT_3,7.5282
aero_1,8.4559
aero_2,7.3601
aero_3,7.9547
nit_1,9.9589
nit_2,7.9271
nit_3,8.5985
ferm_1,9.7511
ferm_2,7.5792
ferm_3,8.3185
