,iModulon,Gene
136,8,PP_2969
137,8,PP_5732
138,9,PP_0051
139,9,PP_0154
140,9,PP_0234
141,9,PP_0353
142,9,PP_0354
143,9,PP_0530
144,9,PP_0751
145,9,PP_0791
146,9,PP_0792
147,9,PP_0936
148,9,PP_1059
149,9,PP_1063
150,9,PP_1251
151,9,PP_1262
152,9,PP_1587
153,9,PP_1635
154,9,PP_1636
155,9,PP_1695
156,9,PP_1742
157,9,PP_1743
158,9,PP_1832
159,9,PP_2151
160,9,PP_2333
161,9,PP_2334
162,9,PP_2351
163,9,PP_2376
164,9,PP_2423
165,9,PP_2446
166,9,PP_2682
167,9,PP_2683
168,9,PP_2861
169,9,PP_3014
170,9,PP_3154
171,9,PP_3159
172,9,PP_3179
173,9,PP_3415
174,9,PP_3520
175,9,PP_3527
176,9,PP_5619
177,9,PP_3764
178,9,PP_3843
179,9,PP_3959
180,9,PP_4012
181,9,PP_4013
182,9,PP_5659
183,9,PP_4192
184,9,PP_4194
185,9,PP_4487
186,9,PP_4570
187,9,PP_4816
188,9,PP_4975
189,9,PP_5719
190,9,PP_5117
191,9,PP_5276
192,9,PP_5365
193,10,PP_3332
194,10,PP_3333
195,10,PP_5743
196,11,PP_2540
197,11,PP_2585
198,11,PP_2831
199,11,PP_2834
200,11,PP_2835
201,11,PP_2836
202,11,PP_2837
203,11,PP_2838
204,11,PP_4663
205,12,PP_0490
206,12,PP_0596
207,12,PP_0597
208,12,PP_1073
209,12,PP_4285
210,12,PP_4286
211,12,PP_4287
212,12,PP_4288
213,12,PP_4289
214,12,PP_4291
215,12,PP_4297
216,12,PP_4309
217,12,PP_4310
218,12,PP_4643
219,13,PP_0490
220,13,PP_0999
221,13,PP_1000
222,13,PP_1001
223,13,PP_1319
224,13,PP_3235
225,13,PP_4251
226,13,PP_4252
227,13,PP_4253
228,13,PP_5748
229,13,PP_4321
230,13,PP_5208
231,13,PP_5734
232,13,PP_5735
233,13,PP_5389
234,13,PP_5390
235,14,PP_0085
236,14,PP_0092
237,14,PP_0216
238,14,PP_0255
239,14,PP_0330
240,14,PP_0333
241,14,PP_0837
242,14,PP_0886
243,14,PP_1101
244,14,PP_1427
245,14,PP_1428
246,14,PP_1429
247,14,PP_1473
248,14,PP_1691
249,14,PP_1829
250,14,PP_1839
251,14,PP_2125
252,14,PP_2172
253,14,PP_2256
254,14,PP_5520
255,14,PP_2544
256,14,PP_2581
257,14,PP_5542
258,14,PP_3016
259,14,PP_5562
260,14,PP_5567
261,14,PP_3158
262,14,PP_5596
263,14,PP_3631
264,14,PP_3743
265,14,PP_3824
266,14,PP_3929
267,14,PP_3930
268,14,PP_4061
269,14,PP_4096
270,14,PP_4139
271,14,PP_4176
272,14,PP_5661
273,14,PP_4614
274,14,PP_5702
275,14,PP_4738
276,14,PP_4855
277,14,PP_4856
278,14,PP_5037
279,14,PP_5038
280,14,PP_5191
281,15,PP_2506
282,15,PP_2639
283,15,PP_3522
284,15,PP_3854
285,15,PP_3855
286,15,PP_3856
287,15,PP_3859
288,15,PP_3860
289,15,PP_3861
290,15,PP_3862
291,15,PP_3863
292,15,PP_5640
293,15,PP_3866
294,15,PP_3869
295,15,PP_3870
296,15,PP_3871
297,15,PP_3873
298,15,PP_3874
299,15,PP_3875
300,15,PP_3876
301,15,PP_3877
302,15,PP_3878
303,15,PP_3879
304,15,PP_3880
305,15,PP_3881
306,15,PP_3882
307,15,PP_3883
308,15,PP_3901
309,15,PP_3915
310,16,PP_2745
311,16,PP_3231
312,16,PP_3232
313,16,PP_3234
314,16,PP_3235
315,16,PP_3236
316,16,PP_3237
317,16,PP_3238
318,16,PP_3289
319,17,PP_0596
320,17,PP_0597
321,17,PP_1229
322,17,PP_2448
323,17,PP_3598
324,17,PP_5278
325,17,PP_5279
326,18,PP_2854
327,18,PP_2855
328,18,PP_2856
329,18,PP_2857
330,18,PP_2858
331,18,PP_5586
332,19,PP_0117
333,19,PP_0118
334,19,PP_0119
335,19,PP_0120
336,19,PP_0130
337,19,PP_0131
338,19,PP_0505
339,19,PP_0506
340,19,PP_0507
341,19,PP_0508
342,19,PP_0509
343,19,PP_1446
344,19,PP_1523
345,19,PP_1524
346,19,PP_2416
347,19,PP_2417
348,19,PP_2418
349,19,PP_2419
350,19,PP_3320
351,19,PP_3321
352,19,PP_3322
353,19,PP_3323
354,19,PP_3324
355,19,PP_3325
356,19,PP_3326
357,19,PP_4273
358,19,PP_5138
359,19,PP_5139
360,19,PP_5307
361,19,PP_5359
362,19,PP_5360
363,19,PP_5361
364,19,PP_5362
365,20,PP_0023
366,20,PP_5422
367,20,PP_0241
368,20,PP_0380
369,20,PP_0600
370,20,PP_1099
371,20,PP_1249
372,20,PP_1305
373,20,PP_1576
374,20,PP_1915
375,20,PP_2118
376,20,PP_2275
377,20,PP_2276
378,20,PP_2294
379,20,PP_2303
380,20,PP_2322
381,20,PP_2463
382,20,PP_5540
383,20,PP_2899
384,20,PP_5550
385,20,PP_5620
386,20,PP_3704
387,20,PP_3904
388,20,PP_4007
389,20,PP_4593
390,20,PP_5706
391,20,PP_4720
392,20,PP_5087
393,21,PP_1188
394,21,PP_4735
395,21,PP_4736
396,21,PP_4737
397,22,PP_3736
398,22,PP_3737
399,22,PP_3739
400,22,PP_3740
401,23,PP_0085
402,23,PP_0089
403,23,PP_0115
404,23,PP_0135
405,23,PP_0868
406,23,PP_0869
407,23,PP_0870
408,23,PP_0871
409,23,PP_1185
410,23,PP_1502
411,23,PP_1503
412,23,PP_1748
413,23,PP_1749
414,23,PP_1750
415,23,PP_1833
416,23,PP_2052
417,23,PP_5560
418,23,PP_5592
419,23,PP_3241
420,23,PP_3260
421,23,PP_3261
422,23,PP_3262
423,23,PP_3263
424,23,PP_3265
425,23,PP_3266
426,23,PP_5596
427,23,PP_4561
428,23,PP_4707
429,23,PP_4738
430,23,PP_4855
431,23,PP_4856
432,24,PP_0024
433,24,PP_0028
434,24,PP_0031
435,24,PP_0033
436,24,PP_0034
437,24,PP_0035
438,24,PP_0036
439,24,PP_0042
440,24,PP_0045
441,24,PP_5138
442,24,PP_5139
443,25,PP_0804
444,25,PP_0805
445,25,PP_0806
446,25,PP_1245
447,25,PP_1246
448,25,PP_5467
449,25,PP_1659
450,25,PP_1660
451,25,PP_1661
452,25,PP_2006
453,25,PP_2007
454,26,PP_5496
455,26,PP_2023
456,26,PP_2647
457,26,PP_2827
458,26,PP_3425
459,26,PP_3426
460,26,PP_3427
461,26,PP_3519
462,26,PP_3770
463,26,PP_4858
464,27,PP_3161
465,27,PP_3162
466,27,PP_3163
467,27,PP_3164
468,27,PP_3165
469,27,PP_3166
470,27,PP_3167
471,27,PP_3713
472,27,PP_3714
473,27,PP_3715
474,28,PP_3376
475,28,PP_3377
476,28,PP_3378
477,28,PP_3379
478,28,PP_3380
479,28,PP_3382
480,28,PP_3383
481,28,PP_3384
482,28,PP_3416
483,28,PP_3417
484,28,PP_3418
485,29,PP_1176
486,30,PP_0754
487,30,PP_0943
488,30,PP_0944
489,30,PP_0945
490,30,PP_0946
491,30,PP_2900
492,30,PP_2901
493,30,PP_3796
494,30,PP_3797
495,30,PP_3798
496,30,PP_3799
497,30,PP_3800
498,30,PP_3801
499,30,PP_3802
500,30,PP_3803
501,30,PP_3804
502,30,PP_3807
503,30,PP_3808
504,30,PP_4209
505,30,PP_4210
506,30,PP_4211
507,30,PP_4212
508,30,PP_4213
509,30,PP_4214
510,30,PP_4215
511,30,PP_4216
512,30,PP_4217
513,30,PP_4218
514,30,PP_4219
515,30,PP_4220
516,30,PP_4221
517,30,PP_4222
518,30,PP_4223
519,30,PP_4243
520,30,PP_4244
521,30,PP_4245
522,31,PP_0104
523,31,PP_0105
524,31,PP_0106
525,31,PP_0107
526,31,PP_0108
527,31,PP_0109
528,31,PP_0536
529,31,PP_1640
530,31,PP_2358
531,31,PP_2359
532,31,PP_2360
533,31,PP_2361
534,31,PP_2362
535,31,PP_2942
536,31,PP_3419
537,31,PP_4401
538,31,PP_4402
539,31,PP_4404
540,31,PP_4793
541,32,PP_1014
542,32,PP_1015
543,32,PP_1016
544,32,PP_1017
545,32,PP_1018
546,32,PP_1019
547,32,PP_1020
548,33,PP_2733
549,33,PP_2734
550,33,PP_5173
551,33,PP_5174
552,33,PP_5175
553,35,PP_3088
554,35,PP_3089
555,35,PP_3090
556,35,PP_5561
557,35,PP_3091
558,35,PP_3092
559,35,PP_3093
560,35,PP_3094
561,35,PP_3095
562,35,PP_3096
563,35,PP_3097
564,35,PP_3098
565,35,PP_3099
566,35,PP_3100
567,35,PP_5562
568,36,PP_0686
569,36,PP_2220
570,36,PP_4007
571,36,PP_5204
572,37,PP_0086
573,37,PP_0258
574,37,PP_0397
575,37,PP_0679
576,37,PP_0711
577,37,PP_1121
578,37,PP_1122
579,37,PP_1726
580,37,PP_5502
581,37,PP_2292
582,37,PP_2422
583,37,PP_5525
584,37,PP_2853
585,37,PP_5540
586,37,PP_3145
587,37,PP_3558
588,37,PP_3611
589,37,PP_3668
590,37,PP_4011
591,37,PP_4021
592,37,PP_4034
593,37,PP_4035
594,37,PP_4036
595,37,PP_4037
596,37,PP_4038
597,37,PP_4054
598,37,PP_4138
599,37,PP_4593
600,37,PP_4851
601,37,PP_5365
602,38,PP_0173
603,38,PP_0369
604,38,PP_0584
605,38,PP_0768
606,38,PP_0769
607,38,PP_0779
608,38,PP_0802
609,38,PP_1087
610,38,PP_1371
611,38,PP_1512
612,38,PP_1828
613,38,PP_2111
614,38,PP_2128
615,38,PP_2249
616,38,PP_3795
617,38,PP_4336
618,38,PP_4374
619,38,PP_4375
620,38,PP_4376
621,38,PP_4377
622,38,PP_4378
623,38,PP_4381
624,38,PP_4391
625,38,PP_4395
626,38,PP_4406
627,38,PP_5710
628,38,PP_4905
629,38,PP_5020
630,38,PP_5324
631,39,PP_0738
632,39,PP_0739
633,39,PP_0740
634,39,PP_0741
635,39,PP_0742
636,39,PP_0743
637,39,PP_0744
638,39,PP_2511
639,39,PP_2512
640,39,PP_5535
641,39,PP_2727
642,39,PP_2728
643,39,PP_2729
644,39,PP_2730
645,39,PP_2731
646,39,PP_2732
647,39,PP_2733
648,39,PP_2734
649,39,PP_2735
650,39,PP_2736
651,39,PP_2737
652,39,PP_2738
653,40,PP_0147
654,40,PP_1415
655,40,PP_1417
656,40,PP_1418
657,40,PP_1419
658,41,PP_1956
659,41,PP_2084
660,41,PP_5578
661,41,PP_3109
662,41,PP_5579
663,41,PP_5580
664,41,PP_5582
665,41,PP_5583
666,41,PP_5665
667,41,PP_4925
668,41,PP_5132
669,41,PP_5726
670,42,PP_5423
671,42,PP_0329
672,42,PP_0536
673,42,PP_5449
674,42,PP_0639
675,42,PP_0640
676,42,PP_0641
677,42,PP_1082
678,42,PP_5462
679,42,PP_1786
680,42,PP_1787
681,42,PP_1788
682,42,PP_1789
683,42,PP_1790
684,42,PP_5482
685,42,PP_1920
686,42,PP_5483
687,42,PP_1922
688,42,PP_5487
689,42,PP_5488
690,42,PP_1936
691,42,PP_5491
692,42,PP_5492
693,42,PP_1940
694,42,PP_1941
695,42,PP_1942
696,42,PP_5493
697,42,PP_5495
698,42,PP_1959
699,42,PP_1960
700,42,PP_1961
701,42,PP_1962
702,42,PP_1963
703,42,PP_1964
704,42,PP_5501
705,42,PP_2277
706,42,PP_2292
707,42,PP_5516
708,42,PP_2343
709,42,PP_2474
710,42,PP_5536
711,42,PP_2947
712,42,PP_3024
713,42,PP_5550
714,42,PP_5576
715,42,PP_5582
716,42,PP_5589
717,42,PP_3471
718,42,PP_3676
719,42,PP_3677
720,42,PP_5610
721,42,PP_3678
722,42,PP_5613
723,42,PP_3705
724,42,PP_5624
725,42,PP_3707
726,42,PP_5641
727,42,PP_5643
728,42,PP_5644
729,42,PP_5651
730,42,PP_3988
731,42,PP_3989
732,42,PP_4022
733,42,PP_5652
734,42,PP_4094
735,42,PP_5666
736,42,PP_5667
737,42,PP_4349
738,42,PP_4350
739,42,PP_5673
740,42,PP_4409
741,42,PP_4410
742,42,PP_5674
743,42,PP_4415
744,42,PP_4447
745,42,PP_4448
746,42,PP_5690
747,42,PP_5710
748,42,PP_5711
749,42,PP_4743
750,43,PP_0552
751,43,PP_0553
752,43,PP_0554
753,43,PP_0555
754,43,PP_0556
755,44,PP_3775
756,44,PP_3776
757,44,PP_3777
758,44,PP_3778
759,44,PP_3780
760,44,PP_3781
761,44,PP_3782
762,44,PP_3783
763,44,PP_3784
764,44,PP_3785
765,44,PP_3786
766,44,PP_3787
767,44,PP_3788
768,44,PP_5628
769,44,PP_3789
770,44,PP_3790
771,44,PP_4967
772,45,PP_1366
773,45,PP_5487
774,45,PP_5488
775,45,PP_3765
776,46,PP_4434
777,46,PP_4435
778,46,PP_5029
779,46,PP_5030
780,46,PP_5031
781,46,PP_5032
782,46,PP_5033
783,46,PP_5036
784,46,PP_5269
785,47,PP_5421
786,47,PP_0014
787,47,PP_0015
788,47,PP_0016
789,47,PP_0023
790,47,PP_0026
791,47,PP_5422
792,47,PP_0035
793,47,PP_0036
794,47,PP_0037
795,47,PP_0047
796,47,PP_0541
797,47,PP_0730
798,47,PP_0731
799,47,PP_0782
800,47,PP_0784
801,47,PP_0831
802,47,PP_1201
803,47,PP_1202
804,47,PP_1444
805,47,PP_1445
806,47,PP_1662
807,47,PP_1943
808,47,PP_1944
809,47,PP_1947
810,47,PP_1948
811,47,PP_2240
812,47,PP_2277
813,47,PP_2278
814,47,PP_5512
815,47,PP_2610
816,47,PP_2611
817,47,PP_2612
818,47,PP_2613
819,47,PP_2614
820,47,PP_2615
821,47,PP_2616
822,47,PP_2617
823,47,PP_2618
824,47,PP_2619
825,47,PP_2620
826,47,PP_2621
827,47,PP_2622
828,47,PP_2623
829,47,PP_2624
830,47,PP_2625
831,47,PP_2626
832,47,PP_2627
833,47,PP_2645
834,47,PP_2646
835,47,PP_2828
836,47,PP_2829
837,47,PP_2906
838,47,PP_2907
839,47,PP_3018
840,47,PP_5583
841,47,PP_3110
842,47,PP_5584
843,47,PP_3468
844,47,PP_3471
845,47,PP_3676
846,47,PP_3677
847,47,PP_5610
848,47,PP_3678
849,47,PP_5611
850,47,PP_5612
851,47,PP_3741
852,47,PP_4071
853,47,PP_4072
854,47,PP_4073
855,47,PP_4074
856,47,PP_4076
857,47,PP_4077
858,47,PP_4078
859,47,PP_4079
860,47,PP_4080
861,47,PP_4081
862,47,PP_4082
863,47,PP_5652
864,47,PP_5654
865,47,PP_5655
866,47,PP_4094
867,47,PP_5666
868,47,PP_5667
869,47,PP_4240
870,47,PP_5668
871,47,PP_5669
872,47,PP_4242
873,47,PP_4349
874,47,PP_4350
875,47,PP_5673
876,47,PP_4387
877,47,PP_4388
878,47,PP_4389
879,47,PP_4390
880,47,PP_4391
881,47,PP_4406
882,47,PP_4407
883,47,PP_4409
884,47,PP_4410
885,47,PP_5674
886,47,PP_4424
887,47,PP_5685
888,47,PP_4451
889,47,PP_5686
890,47,PP_5687
891,47,PP_4461
892,47,PP_4462
893,47,PP_4463
894,47,PP_4464
895,47,PP_4465
896,47,PP_5689
897,47,PP_4775
898,47,PP_5238
899,47,PP_5726
900,47,PP_5727
901,47,PP_5407
902,48,PP_2696
903,48,PP_2697
904,48,PP_2698
905,48,PP_2699
906,48,PP_4637
907,48,PP_5155
908,49,PP_1277
909,49,PP_1278
910,49,PP_1279
911,49,PP_1280
912,49,PP_1281
913,49,PP_1282
914,49,PP_1283
915,49,PP_1284
916,49,PP_1285
917,49,PP_1286
918,49,PP_1287
919,49,PP_1288
920,50,PP_5437
921,51,PP_1535
922,51,PP_1539
923,51,PP_1540
924,51,PP_1543
925,51,PP_1545
926,51,PP_1546
927,51,PP_5473
928,51,PP_5474
929,51,PP_1548
930,51,PP_1550
931,51,PP_1551
932,51,PP_1552
933,51,PP_1553
934,51,PP_1554
935,51,PP_1555
936,51,PP_1556
937,51,PP_1557
938,51,PP_1558
939,51,PP_1559
940,51,PP_1560
941,51,PP_1561
942,51,PP_1562
943,51,PP_1563
944,51,PP_1564
945,51,PP_1565
946,51,PP_1566
947,51,PP_1567
948,51,PP_1568
949,51,PP_1569
950,51,PP_1570
951,51,PP_1571
952,51,PP_1572
953,51,PP_1573
954,51,PP_1574
955,51,PP_1575
956,51,PP_1576
957,51,PP_1577
958,51,PP_1578
959,51,PP_5475
960,51,PP_1579
961,51,PP_1580
962,51,PP_1581
963,51,PP_1582
964,51,PP_1583
965,51,PP_1584
966,51,PP_5476
967,51,PP_3774
968,52,PP_1009
969,52,PP_1010
970,52,PP_1011
971,52,PP_1012
972,52,PP_1013
973,52,PP_1021
974,52,PP_1022
975,52,PP_1023
976,52,PP_1024
977,53,PP_0354
978,53,PP_1742
979,53,PP_1743
980,53,PP_4487
981,54,PP_1638
982,54,PP_2454
983,54,PP_2455
984,54,PP_2456
985,54,PP_2457
986,54,PP_2460
987,54,PP_3944
988,55,PP_0440
989,55,PP_0443
990,55,PP_0444
991,55,PP_0445
992,55,PP_0446
993,55,PP_0447
994,55,PP_0448
995,55,PP_0449
996,55,PP_0450
997,55,PP_0451
998,55,PP_0452
999,55,PP_0454
1000,55,PP_0455
1001,55,PP_0456
1002,55,PP_0457
1003,55,PP_0458
1004,55,PP_0459
1005,55,PP_0460
1006,55,PP_0461
1007,55,PP_0462
1008,55,PP_0463
1009,55,PP_0464
1010,55,PP_0465
1011,55,PP_0466
1012,55,PP_0467
1013,55,PP_0468
1014,55,PP_0469
1015,55,PP_0470
1016,55,PP_0471
1017,55,PP_0472
1018,55,PP_0473
1019,55,PP_0474
1020,55,PP_0476
1021,55,PP_0477
1022,55,PP_0478
1023,55,PP_0479
1024,55,PP_0480
1025,55,PP_0721
1026,55,PP_0814
1027,55,PP_0815
1028,55,PP_4875
1029,55,PP_4876
1030,55,PP_4877
1031,55,PP_5414
1032,55,PP_5415
1033,56,PP_0356
1034,56,PP_2875
1035,56,PP_5659
1036,56,PP_4116
1037,57,PP_0288
1038,57,PP_5444
1039,57,PP_0375
1040,57,PP_0376
1041,57,PP_0377
1042,57,PP_0378
1043,57,PP_0379
1044,57,PP_2422
1045,57,PP_2662
1046,57,PP_2663
1047,57,PP_2664
1048,57,PP_2665
1049,57,PP_2666
1050,57,PP_2667
1051,57,PP_2668
1052,57,PP_2669
1053,57,PP_5538
1054,57,PP_2671
1055,57,PP_2672
1056,57,PP_2673
1057,57,PP_2674
1058,57,PP_2675
1059,57,PP_2676
1060,57,PP_2677
1061,57,PP_2678
1062,57,PP_2679
1063,57,PP_2680
1064,57,PP_2681
1065,57,PP_2682
1066,57,PP_2683
1067,57,PP_2970
1068,58,PP_0204
1069,58,PP_0205
1070,58,PP_0206
1071,58,PP_0224
1072,58,PP_0230
1073,58,PP_0231
1074,58,PP_0232
1075,58,PP_0233
1076,58,PP_0235
1077,58,PP_0236
1078,58,PP_0237
1079,58,PP_0238
1080,58,PP_0239
1081,58,PP_0240
1082,58,PP_0241
1083,58,PP_0920
1084,58,PP_0921
1085,58,PP_2244
1086,58,PP_2771
1087,58,PP_2772
1088,58,PP_2773
1089,58,PP_3528
1090,58,PP_3529
1091,58,PP_5165
1092,58,PP_5166
1093,58,PP_5167
1094,58,PP_5170
1095,58,PP_5171
1096,58,PP_5172
1097,59,PP_2816
1098,59,PP_2817
1099,59,PP_2818
1100,59,PP_3455
1101,59,PP_3456
1102,59,PP_3723
1103,59,PP_3724
1104,59,PP_3725
1105,59,PP_3726
1106,59,PP_3730
1107,59,PP_3732
1108,59,PP_4930
1109,59,PP_5073
1110,59,PP_5340
1111,60,PP_1297
1112,60,PP_1298
1113,60,PP_1299
1114,60,PP_1300
1115,60,PP_4863
1116,60,PP_4864
1117,60,PP_4865
1118,60,PP_4866
1119,60,PP_4867
1120,60,PP_4888
1121,60,PP_5339
1122,61,PP_5600
1123,61,PP_3330
1124,61,PP_3331
1125,61,PP_3332
1126,61,PP_3333
1127,61,PP_3335
1128,61,PP_3336
1129,61,PP_3337
1130,61,PP_4835
1131,61,PP_4836
1132,61,PP_4837
1133,61,PP_4838
1134,61,PP_4839
1135,61,PP_4840
1136,62,PP_0481
1137,62,PP_0786
1138,62,PP_1834
1139,62,PP_1835
1140,62,PP_1836
1141,62,PP_2209
1142,62,PP_2309
1143,62,PP_2439
1144,62,PP_2440
1145,62,PP_2441
1146,62,PP_4871
1147,62,PP_5373
1148,63,PP_5660
1149,64,PP_0368
1150,64,PP_0370
1151,64,PP_1076
1152,64,PP_1689
1153,64,PP_2136
1154,64,PP_2137
1155,64,PP_3754
1156,64,PP_3755
1157,64,PP_3756
1158,64,PP_3923
1159,64,PP_4817
1160,64,PP_5007
1161,64,PP_5008
1162,65,PP_0175
1163,65,PP_0176
1164,65,PP_0178
1165,65,PP_0487
1166,65,PP_5458
1167,65,PP_1376
1168,65,PP_1377
1169,65,PP_1378
1170,65,PP_1379
1171,65,PP_1380
1172,65,PP_1381
1173,65,PP_1383
1174,65,PP_1387
1175,65,PP_1399
1176,65,PP_1864
1177,65,PP_2008
1178,65,PP_2222
1179,65,PP_2406
1180,65,PP_2604
1181,65,PP_2643
1182,65,PP_3349
1183,65,PP_3350
1184,65,PP_3352
1185,65,PP_3353
1186,65,PP_3354
1187,65,PP_3355
1188,65,PP_3356
1189,65,PP_3357
1190,65,PP_3358
1191,65,PP_3359
1192,65,PP_3360
1193,65,PP_3494
1194,65,PP_3536
1195,65,PP_3537
1196,65,PP_3671
1197,65,PP_3736
1198,65,PP_3737
1199,65,PP_3739
1200,65,PP_3740
1201,65,PP_3951
1202,65,PP_3952
1203,65,PP_4538
1204,65,PP_4557
1205,65,PP_4655
1206,65,PP_4656
1207,66,PP_3635
1208,66,PP_3636
1209,66,PP_3637
1210,66,PP_3638
1211,66,PP_3639
1212,67,PP_1360
1213,67,PP_1361
1214,67,PP_1443
1215,67,PP_1982
1216,67,PP_4179
1217,67,PP_4727
1218,67,PP_4728
1219,67,PP_5000
1220,67,PP_5001
1221,68,PP_1970
1222,68,PP_2633
1223,68,PP_4331
1224,68,PP_4332
1225,68,PP_4333
1226,68,PP_4334
1227,68,PP_4340
1228,68,PP_4341
1229,68,PP_4342
1230,68,PP_4343
1231,68,PP_4344
1232,68,PP_4352
1233,68,PP_4353
1234,68,PP_4354
1235,68,PP_4355
1236,68,PP_4356
1237,68,PP_4357
1238,68,PP_4358
1239,68,PP_4359
1240,68,PP_4361
1241,68,PP_4365
1242,68,PP_4366
1243,68,PP_4367
1244,68,PP_4368
1245,68,PP_4369
1246,68,PP_4370
1247,68,PP_4371
1248,68,PP_4372
1249,68,PP_4375
1250,68,PP_4378
1251,68,PP_4380
1252,68,PP_4381
1253,68,PP_4382
1254,68,PP_4383
1255,68,PP_4384
1256,68,PP_4385
1257,68,PP_4386
1258,68,PP_4387
1259,68,PP_4388
1260,68,PP_4389
1261,68,PP_4390
1262,68,PP_4391
1263,68,PP_4394
1264,68,PP_4406
1265,69,PP_0273
1266,69,PP_0504
1267,69,PP_1149
1268,69,PP_2206
1269,69,PP_2310
1270,69,PP_2648
1271,69,PP_3287
1272,69,PP_5598
1273,69,PP_4103
1274,69,PP_4250
1275,69,PP_4251
1276,69,PP_4252
1277,69,PP_4264
1278,69,PP_5206
1279,69,PP_5389
1280,69,PP_5390
1281,69,PP_5391
1282,69,PP_5392
1283,70,PP_0793
1284,70,PP_0794
1285,70,PP_0795
1286,70,PP_3443
1287,71,PP_0161
1288,71,PP_0162
1289,71,PP_0180
1290,71,PP_0271
1291,71,PP_0350
1292,71,PP_0351
1293,71,PP_0352
1294,71,PP_0482
1295,71,PP_0667
1296,71,PP_0668
1297,71,PP_0685
1298,71,PP_0700
1299,71,PP_0703
1300,71,PP_0704
1301,71,PP_0861
1302,71,PP_0862
1303,71,PP_0863
1304,71,PP_0865
1305,71,PP_0913
1306,71,PP_1082
1307,71,PP_1083
1308,71,PP_1651
1309,71,PP_2192
1310,71,PP_3085
1311,71,PP_3086
1312,71,PP_3155
1313,71,PP_3576
1314,71,PP_4070
1315,71,PP_4208
1316,71,PP_4604
1317,71,PP_4610
1318,71,PP_5699
1319,71,PP_4611
1320,71,PP_5306
1321,71,PP_5307
1322,71,PP_5308
1323,72,PP_2260
1324,72,PP_2261
1325,72,PP_2262
1326,72,PP_2263
1327,72,PP_5505
1328,72,PP_2264
1329,73,PP_0986
1330,73,PP_0987
1331,73,PP_0988
1332,73,PP_0989
1333,74,PP_0613
1334,74,PP_0614
1335,74,PP_0615
1336,74,PP_0616
1337,74,PP_0617
1338,74,PP_0618
1339,74,PP_0619
1340,74,PP_0620
1341,75,PP_1864
1342,76,PP_1169
1343,76,PP_2454
1344,76,PP_2455
1345,76,PP_3553
1346,76,PP_3726
1347,76,PP_4063
1348,76,PP_4064
1349,76,PP_4065
1350,76,PP_4066
1351,76,PP_4401
1352,76,PP_4402
1353,76,PP_5313
1354,77,PP_0153
1355,77,PP_4615
1356,78,PP_3433
1357,78,PP_3434
1358,78,PP_4619
1359,78,PP_4621
1360,80,PP_3745
