k,name,in_iM,gene_weight,regulator,function,category
8,Zinc - Fast,False,0.038992003612220286,,,
1,UC-2,False,0.028113436568528414,,,
12,Zinc - Intermediate,False,0.025757267195955814,,,
11,Chromium,False,-0.0220053125359118,,,
5,Lead,False,-0.02057877387851477,,,
6,Iron,False,-0.013325086729601024,,,
7,Zinc - Steady,False,0.009074278352245528,,,
14,UC-7,False,-0.007292227274738251,,,
2,UC-3,False,-0.005599107085727154,,,
9,UC-5,False,0.0052942484768012145,,,
13,UC-6,False,-0.005050369556993246,,,
3,Cadmium,False,0.004557703728787601,,,
4,UC-4,False,-0.0013996831898111849,,,
10,Copper,False,-0.0004846566898049787,,,
0,UC-1,False,-0.0004048325170879252,,,
