,PSPTO_1382
SRX1828913,0.0072172027000000005
SRX1828914,2.1886891468
SRX1828915,0.0001069944
SRX1828916,2.3568942825
SRX1828917,-0.007324197100000001
SRX1828918,2.2916821953
SRX3983989,-3.7630056693
SRX3983990,-3.6338112357
SRX3983993,-5.2426434545
SRX3983994,-5.5351689164
SRX3983995,-2.6867072236
SRX3983996,-5.0497504093
SRX3983997,-5.4368389644
SRX3983998,-2.5546321335
SRX3983999,-4.4733151037
SRX3984000,-3.8732757384000003
SRX3984001,-5.1762341274
SRX3984002,-5.2605151113
SRX3984003,-5.4233172314
SRX3984004,-2.7739148345
SRX3984005,-3.9100473446
SRX3984006,-5.422177255
SRX3984007,-5.5370033746
SRX3984008,-4.0100624523
SRX3984009,-2.1165417435
SRX3984010,-5.6121364011
SRX3984011,-2.2499320226
SRX3984012,-2.3197482941
SRX3984013,-2.0821990181
SRX3984014,-3.0029122722
SRX3984015,-5.6671174192
SRX3984016,-3.0778891166
SRX3984017,-5.3337563906
SRX3984019,-2.9714246867
SRX3984020,-5.3458894877
SRX3984021,-5.0534453233
SRX3984022,-5.3370608295
SRX3984023,-0.1015313722
SRX3984024,-2.4070766704
SRX3984025,-4.1379046822
SRX3984026,-4.017675205
SRX3984027,-4.087663568
SRX3984028,-4.0347698976
SRX3984029,-3.8720230409000003
SRX3984031,-4.6090111083
SRX3984032,-5.0188589715
SRX3984034,-0.0915927681
SRX3984035,-6.6742310381
SRX3984036,-5.0654929472
SRX3984037,-4.3776442364
SRX3984038,-4.6817598893
SRX3984039,-4.951310698
SRX3984040,-3.9195803594000003
SRX3984041,-5.2107042211
SRX3984042,-5.4513361728
SRX3984043,-5.8878236152
SRX3984045,-1.7395938185
SRX3984046,-0.0850899308
SRX3984047,-5.1957669079
SRX3984048,-5.2394964381
SRX3984049,-5.3821762523
SRX3984050,-5.5592590898
SRX3984051,-5.4388348206
SRX3984052,-4.1537572876
SRX3984056,-4.9964689331
SRX3984057,-4.995260039
SRX3984058,-5.387036676
SRX3984059,-1.1793105274
SRX3984061,-1.9004614389
SRX3984062,-1.5385713779999999
SRX3984063,-3.5978137114
SRX3984064,-4.0020157246
SRX3984065,-2.370592869
SRX3984066,-2.8237659532
SRX3984067,-3.0191422217
SRX3984068,-2.4919475563
SRX3984069,-5.6949906864
SRX3984070,-5.3655400865
SRX3984071,-5.5288708097
SRX3984073,-3.7042872891
SRX3984074,-3.7411346536
SRX3984077,-2.9451611751
SRX3984078,-3.1927711202
SRX3984079,-4.5998923967
SRX3984080,0.278214071
SRX3984082,-3.5411838076
SRX3984084,-4.7992124904
SRX6997963,-0.2945424647
SRX6997964,0.30733384080000004
SRX6997965,0.1054574446
SRX6997967,-0.0172380534
SRX6997968,0.3830527205
SRX6997969,0.48785487730000004
SRX6997971,0.3117805181
SRX6997972,0.4194729547
SRX6997973,0.46040092660000004
SRX3159100,0.1027071341
SRX3159101,0.039147869700000004
SRX3159102,0.05344808
SRX3159103,-0.19530308370000002
SRX3159000,0.1707933683
SRX3159001,0.3341477526
SRX3159002,0.38247593820000003
SRX3159003,-0.0946168582
SRX3159004,-0.2986417216
