,A,Fnr,DcuR,NarL
mercury__ctrl_t30__1,6.3592422311,-0.9106348201000001,0.0259599107,0.5646768631
mercury__ctrl_t60__1,8.5717373484,-0.7654763169000001,0.401188474,1.0481098526000001
mercury__hg_t10__1,-0.5237196651,0.10413819610000001,-0.9217009072000001,-0.2324561156
mercury__hg_t30__1,-1.263730288,0.1963005887,0.2060856892,0.0907580217
mercury__hg_t60__1,1.5438017731,0.5268947778,1.1199251079,1.6165050362
mercury__pma_t10__1,-2.9450743141,-0.0169749804,-1.7286548268000002,-0.716489989
mercury__pma_t30__1,-3.0490711416,0.1514677783,-1.4189577853,-0.4734153022
mercury__pma_t60__1,2.8562557073,0.0907918983,-0.3025721658,0.9099142447
mercury__ctrl_t00__2,-0.1484029611,-0.0046689013,0.0924374303,-0.035873579
mercury__ctrl_t10__2,2.2490349511,-0.426649692,-0.2373420105,0.1110320399
mercury__ctrl_t30__2,9.5461168731,-1.0217004236,0.2840619571,0.6949480938
mercury__ctrl_t60__2,11.9003769098,-0.7745977194,0.797629437,1.0423263303
mercury__hg_t10__2,-0.6446530454,0.1257959895,-0.8732874365000001,0.0440971979
mercury__hg_t30__2,-0.1063662358,0.1732554926,0.5754947321,0.1794544521
mercury__hg_t60__2,-0.8545994614,0.4697261488,0.1318387264,0.8616533338
mercury__pma_t10__2,-2.8201108999,-0.11645100400000001,-1.6660988253,-0.8006492843
mercury__pma_t30__2,-2.4414177447,0.1571979088,-0.8466772473,0.207714641
mercury__pma_t60__2,8.1582175497,-0.6415963887,0.2847244665,0.7792094978
mercury__ctrl_t00__3,0.1705823718,-0.0096544831,0.1163881917,-0.009101925700000001
mercury__ctrl_t10__3,1.7843903961,-0.3169365246,-0.06842587210000001,0.0297155485
mercury__ctrl_t30__3,8.4752808089,-0.748058828,0.49919785400000005,0.9421323020000001
mercury__ctrl_t60__3,11.6093904368,-0.642971501,0.6390556683,1.0018642376
mercury__hg_t10__3,0.0050406775,0.1558185043,-1.2295173396,-1.1827283539
mercury__hg_t30__3,-1.0220132917,0.1043121531,-0.262572957,0.1868455151
mercury__hg_t60__3,-0.4244630406,0.6420763381,0.7536651389,1.4647137819
mercury__pma_t10__3,-2.5395262979,-0.1316689648,-1.5827516748,-0.7801921039
mercury__pma_t30__3,-2.8330486797,0.09705247630000001,-1.2206411725,0.005003820500000001
mercury__pma_t60__3,6.8741701118,-0.6977402275,0.280015767,1.1691502198000001
ml_abx__az_lolcde__1,-3.0118431954,-0.7516619417,-0.1510069104,0.5219592883
ml_abx__az_lolcde__2,-2.341059823,-1.1496425843,-0.0839199065,0.1476989733
ml_abx__az_lolcde__3,-4.0643118146,-0.9921913121,-0.133097357,-0.1640617939
ml_abx__b01__1,-0.3066032094,0.006689497000000001,0.1749352921,0.3242742006
ml_abx__b01__2,-0.5795462451,0.078838191,0.15622046850000001,0.3638314532
ml_abx__b01__3,-1.1146548246,0.0518871206,0.3918931551,-0.0790272035
ml_abx__cro__1,-1.0290034932,-0.1923720784,0.0089889791,0.3222878997
ml_abx__cro__2,0.1072850863,-0.0085819389,-0.0640571362,0.10925400710000001
ml_abx__cro__3,-0.8796840640000001,-0.0053562109,-0.31080027790000003,-0.7184818104
ml_abx__chl__1,-4.2220059957,-0.6587832035,-2.1193941156,-1.8842522649000002
ml_abx__chl__2,0.42002588090000004,-0.9242868331,-1.7935932926,-1.6301626145
ml_abx__chl__3,-0.9588779267,-0.7405011435000001,-2.2467179593,-1.9436156288
ml_abx__cip__1,-0.1389315385,-0.1190072798,-0.2454043361,0.44070444140000004
ml_abx__cip__2,0.9982245313,-0.0044759721,0.0666157321,0.0165354
ml_abx__cip__3,0.7735318171000001,-0.06839568160000001,-0.34397838000000003,-1.2321601906
ml_abx__clr__1,-8.2076360235,-0.49915717730000003,-1.5892856835,-1.9270394445
ml_abx__clr__2,-1.6007391364,-0.9562176016,-1.9161370114,-1.8220703881
ml_abx__clr__3,-1.2001304079,-0.8397931040000001,-1.3834641238,-2.0141383928
ml_abx__cst__1,-2.2654169742,-0.6163406841,0.0274550609,0.1347020481
ml_abx__cst__2,-0.9859320194000001,-0.6206016748000001,0.2049279709,0.13541031
ml_abx__cst__3,-3.2023969084,-0.5586389879,0.11297601800000001,-0.2213388594
ml_abx__ctrl__1,-0.70627723,-0.1166496013,0.1941475177,0.31016244130000004
ml_abx__ctrl__2,-0.8089191396000001,-0.051026380600000004,0.16349496930000001,0.20727662
ml_abx__ctrl__3,0.2514099327,-0.1833504845,0.0390747238,0.3105311283
ml_abx__ctrl__4,0.3196239111,0.0806954445,0.025050218500000002,0.3304123874
ml_abx__ctrl__5,0.3433092963,0.0191679243,-0.1554456147,-0.607020917
ml_abx__ctrl__6,0.6008532295,0.2511630976,-0.2663218146,-0.5513616599
ml_abx__dox__1,-6.7390777062,-0.7860369249,-0.9539179557,-2.123486846
ml_abx__dox__2,-0.8355895707000001,-1.2163194972,-0.8482258577,-1.9741431864
ml_abx__dox__3,-1.5599936773,-0.8969322540000001,-0.9224763753,-1.9122287610000002
ml_abx__glob__1,-2.8549079991,-1.3651194326,-0.1570397983,0.3908335277
ml_abx__glob__2,-2.6975802896000003,-1.2914137657,0.1786257866,0.2676428987
ml_abx__glob__3,-2.3121137175,-1.0983352413,-0.2485543331,-0.8435504156
ml_abx__lvx__1,0.8308539795000001,-0.0289735559,-0.0086080511,0.4723209412
ml_abx__lvx__2,1.9619921932,0.18845651800000002,-0.1039317498,0.4053283754
ml_abx__lvx__3,1.0548421194,0.053335694100000004,-0.5314940171,-0.4314810383
ml_abx__mec__1,-0.6704158787000001,-0.2293278892,-0.18801356600000002,0.3491968233
ml_abx__mec__2,0.4394553163,-0.0863974743,0.2022231723,-0.020479620400000002
ml_abx__mec__3,-0.7738611493,-0.10364660020000001,-0.009790113100000001,-0.3568322578
ml_abx__mem__1,-0.7500669965000001,-0.1980404688,0.3093492807,0.0682774199
ml_abx__mem__2,0.4525853701,0.19654594220000002,-0.0404346511,0.4010702123
ml_abx__mem__3,-0.2648287218,0.39531110950000004,-0.1841793112,-0.449334724
ml_abx__nit__1,-17.7912814137,1.1258775551,-1.063561477,-1.8529983361
ml_abx__nit__2,-17.9102359622,1.354755592,-0.5801410285,-2.2415804042
ml_abx__nit__3,-18.050229042,1.3452369068,-0.5321602642000001,-2.5730471248
ml_abx__ntx__1,-18.5643223142,-0.5519501863,0.3927697571,-1.241304038
ml_abx__ntx__2,-16.8818886027,-0.7382328027,0.7998083115,-0.8102307222
ml_abx__nor__1,0.776828967,0.3269633085,-0.21042748320000002,0.6147763583
ml_abx__nor__2,1.0409464506,0.189146892,0.0854779561,0.1958367194
ml_abx__nor__3,0.844575205,0.257646025,-0.3539253961,-0.625870343
ml_abx__pb__1,-5.429479125,-0.7179253264000001,0.5714753974,-0.045681297
ml_abx__pb__2,-2.2772107775,-0.5924204416000001,0.4224516683,0.2548067368
ml_abx__pb__3,-4.2802498166,-0.8001687414,0.2591523872,-0.0161794091
ml_abx__tmp__1,-1.4361318383000001,-0.2532161449,-0.17516545320000002,0.5816347862
ml_abx__tmp__2,0.9731880831,-0.6214561914,-0.27760926080000004,0.37890662480000004
ml_abx__tmp__3,0.44882777020000003,-0.6251811719,-0.7952531501000001,-0.5855826522
mut_abx__del_mutS_000nor__1,0.3284586786,0.0970123236,-0.46422432750000003,-0.1165982831
mut_abx__del_mutS_000nor__2,0.1126230577,-0.2186048391,-0.20551214450000002,-0.060550110500000004
mut_abx__del_mutS_000nor__3,-0.4410817363,0.1215925154,0.6697364721,0.1771483936
mut_abx__del_mutS_125nor__1,-0.3784582495,-0.0278850961,-0.0521366586,-0.0388743695
mut_abx__del_mutS_125nor__2,-0.3146582039,0.0976449876,-0.8254976264,-0.2188822302
mut_abx__del_mutS_125nor__3,-0.5092460468000001,0.24585199270000002,-0.4377272111,-0.1752381318
mut_abx__del_mutS_250nor__1,-0.43466053390000003,-0.012723672200000001,-0.2991897987,-0.0691234574
mut_abx__del_mutS_250nor__2,-0.4883636268,-0.1427372924,-0.1697777758,-0.1674326576
mut_abx__del_mutS_250nor__3,-0.8427980812,0.1642186103,-0.7387286932,-0.2946422331
mut_abx__del_mutS_375nor__1,-0.9438406778,0.304930242,-0.15271005810000002,-0.0329850276
mut_abx__del_mutS_375nor__2,-0.8176493105,0.47015486110000004,0.3554598788,0.139685675
mut_abx__del_mutS_375nor__3,-1.0077823067,0.3298855515,-0.1459530154,-0.21150780830000002
mut_abx__del_mutS_500nor__1,-1.0754612439,0.3784304416,0.3546949596,-0.20451142630000002
mut_abx__del_mutS_500nor__2,-1.2304590736,0.4791398864,0.44260517730000004,-0.1582637064
mut_abx__del_mutS_500nor__3,-0.5507234062,0.023032378500000002,0.3994793887,0.1369965031
mut_abx__del_mutS_625nor__1,0.8946670645,-0.6495468024000001,1.0694228306,0.0787838832
mut_abx__del_mutS_625nor__2,0.5241411419,0.1293026924,0.9619443701,0.0128665328
mut_abx__del_mutS_625nor__3,-1.22587583,0.43389779580000004,1.2816715896,0.0378020203
mut_abx__del_mutS_750nor__1,0.0019517413,0.4700040541,1.2252662487000001,-0.1668619379
mut_abx__del_mutS_750nor__2,0.47086544290000004,0.5893872825,1.0331817975,0.174108656
mut_abx__del_mutS_750nor__3,-0.40957437820000003,0.3831052922,0.7628308603,-0.2890885717
mut_abx__del_mutS_875nor__1,1.6849445519000001,0.3295755399,0.8781846278000001,0.2486454287
mut_abx__del_mutS_875nor__2,1.236279757,0.6226805845,1.0920274855,0.0736348976
mut_abx__del_mutS_875nor__3,0.9620116992000001,0.2557763552,0.7700381695,0.2495487052
nit_yeaG__wt_Nminus__1,-0.1143461711,0.4613139096,0.20813113190000002,-0.0288652676
nit_yeaG__wt_Nminus__2,0.1143461711,-0.4613139096,-0.20813113190000002,0.0288652676
nit_yeaG__wt_Nplus__1,3.0693558976,-2.2304418322,-0.3965496114,0.4067190148
nit_yeaG__wt_Nplus__2,1.2604720555,-1.6713529146,0.2546116592,0.0607627829
nit_yeaG__del_yeaG_Nminus_24h__1,1.8906815556,-2.237945271,-1.5736648914,-0.1404901613
nit_yeaG__del_yeaG_Nminus_24h__2,0.2379800132,-1.4605007973,-0.4539436315,-0.2947967347
nit_yeaG__del_yeaG_Nminus_24h__3,0.9129886931000001,0.2189535879,-0.9606725591,-0.9135410872
nit_yeaG__del_yeaG_Nminus__1,-0.2326430609,-0.0005819889000000001,0.3013543239,0.4186990196
nit_yeaG__del_yeaG_Nminus__2,0.2075021837,-0.5928889711,-0.1663658165,0.2213446734
nit_yeaG__del_yeaG_Nplus__1,3.9859705475,-2.2505650014,-0.1227524016,0.5989168105
nit_yeaG__del_yeaG_Nplus__2,1.7388114485,-1.8635784236,-0.15141444410000002,-0.2549977214
opex__amp__1,-0.3757067572,-0.1487251704,0.44421408960000003,-0.0864157517
opex__amp__2,-0.41879734160000004,-0.0909383045,-0.09586863500000001,-0.0603332762
opex__amp__3,-1.6933029981,-0.2760567605,-0.38521017150000003,-0.25348378120000004
opex__bak_amp__1,0.1957257067,-0.1280048182,-0.2706602769,-0.3832216896
opex__bak_amp__2,-1.5537531756,-0.1696651311,-0.3193302767,-0.5446892557
opex__bak_amp__3,-1.6460881711000002,-0.0297308013,0.034409821800000004,-0.36593527140000004
opex__bak_kan__1,-1.5338057677,-0.053151654300000004,0.1695576952,-0.2700927933
opex__bak_kan__2,-0.2934585125,-0.0899749167,-0.22250017930000002,-0.43721417360000003
opex__bak_kan__3,-1.3391400012,-0.0735199011,0.0755321447,-0.4186497434
opex__bak_nor__1,-0.8824281014,-0.2236606787,0.06357662310000001,-0.3884149382
opex__bak_nor__2,0.44481663790000003,-0.1867183711,-0.0146783671,-0.0208064567
opex__bak_nor__3,-1.2409046574,-0.14437137800000002,-0.0071595495,-0.4762932782
opex__bak_rif__1,0.7941440851,-0.6167399560000001,-0.1846531391,-0.0349944577
opex__bak_rif__2,0.7398390926,-1.1151788445,0.326014055,0.3150591238
opex__bak_rif__3,0.49567824060000004,-0.9311711183,0.2844700429,0.28804722520000003
opex__chx_amp__1,0.6796246513,-0.0517356156,0.1965511029,-0.2351001158
opex__chx_amp__2,0.2242319726,-0.0990943314,0.4095645684,-0.023597271000000003
opex__chx_amp__3,0.8709570529,-0.1046609936,0.3071312543,-0.158722563
opex__chx_kan__1,-0.23460746870000002,-0.09648473540000001,-0.2864514402,-0.20662541310000002
opex__chx_kan__2,0.4940494567,0.0077388532000000005,-0.26920376300000004,-0.1011346608
opex__chx_kan__3,-0.1452653952,0.1446998301,-0.0469990641,-0.1894652872
opex__chx_nor__1,-0.0284954431,-0.0676566085,-0.2594077463,-0.1024029838
opex__chx_nor__2,-0.3183501751,-0.0947589315,-0.034357670800000004,-0.1148143098
opex__chx_nor__3,-0.9225832377000001,-0.17706263290000002,-0.1117412571,-0.3999209607
opex__chx_rif__1,0.5689845046,-0.0700382621,0.1102341403,-0.2458381117
opex__chx_rif__2,0.22271199430000002,-0.0337101482,-0.0936409296,-0.175150397
opex__chx_rif__3,0.22810534810000002,-0.022135684500000002,-0.1363874088,-0.0548052926
opex__ctrl__1,0.05227014,-0.025180377900000002,0.0356683624,0.0354809081
opex__ctrl__2,0.0067703833,0.0196182562,0.0797677081,-0.0293820135
opex__ctrl__3,-0.0590405233,0.0055621217,-0.1154360705,-0.0060988946
opex__etoh_amp__1,2.3129043434,0.2377297239,0.39216435800000005,-0.3003950277
opex__etoh_amp__2,4.1167389285,0.1053728839,0.3988883629,-0.23004453430000002
opex__etoh_amp__3,2.3966203746,0.13610910980000002,0.6096247453,-0.2368358255
opex__etoh_kan__1,5.1834961882,0.025329637500000002,0.4427441005,-0.3882078796
opex__etoh_kan__2,2.5657042042000002,0.0844512438,0.5010082392,-0.2317105489
opex__etoh_kan__3,2.544998452,0.2984237408,0.32730207240000003,-0.3165273121
opex__etoh_nor__1,3.1717336213,0.2674526115,0.43343459300000003,-0.31811287320000003
opex__etoh_nor__2,1.9267313951,0.1119558293,0.5261054822,-0.24846069070000001
opex__etoh_nor__3,0.7892350341000001,0.188759698,0.3655374504,-0.0914119335
opex__etoh_rif__1,1.4283687685,-0.2067728977,0.0284015323,-0.5913329005
opex__etoh_rif__2,2.139530606,-0.3449538552,0.41097834600000005,-0.5633607716
opex__etoh_rif__3,0.47913531480000005,-0.3120295367,0.204056763,-0.5637322966
opex__glual_amp__1,-0.0905825266,-0.027405716700000003,-0.1435999039,-0.3321683864
opex__glual_amp__2,0.3319023497,-0.0465774128,0.1310464564,-0.479006666
opex__glual_amp__3,-0.1342926593,-0.011465278800000001,-0.46782057200000005,-0.5529740383
opex__glual_kan__1,-0.3875891394,0.1627377317,0.0683224182,-0.5991697919
opex__glual_kan__2,0.48518297050000003,0.1185396816,-0.0873265473,-0.6886654583
opex__glual_kan__3,0.45088697120000004,0.0651542921,-0.4496280359,-0.3433006764
opex__glual_nor__1,-0.8085037625,-0.0607674478,-0.41790977300000004,-0.5569898378
opex__glual_nor__2,-0.22575456330000002,0.057061250800000005,-0.24317414440000001,-0.4961166716
opex__glual_nor__3,0.49090706850000004,-0.0643940694,-0.2374291231,-0.7667841115
opex__glual_rif__1,0.3523356467,-1.1116646146,-0.0518435352,-0.22339244860000002
opex__glual_rif__2,0.2856879398,-1.0265227505,-0.10457466480000001,-0.082095817
opex__glual_rif__3,-0.2555767731,-1.3311193672,0.0763496977,-0.07060104860000001
opex__h2o2_amp__1,0.1380740144,-0.4733856206,-0.2425404063,-0.43136021480000003
opex__h2o2_amp__2,0.16209066360000002,-0.24088744950000002,-0.1316555647,-0.4597404939
opex__h2o2_amp__3,0.8591250761,-0.28051081510000003,-0.1318209957,-0.6375277116
opex__h2o2_kan__1,-0.5163803991,-0.1835021285,0.0782325623,-0.27392223400000004
opex__h2o2_kan__2,-0.4180060571,-0.28643549630000004,0.010784951800000001,-0.24382352440000002
opex__h2o2_kan__3,-0.35730589430000004,-0.4216527009,0.3586351117,-0.3608988779
opex__h2o2_nor__1,0.4251635076,-0.35515227,-0.1563074946,-0.4832248092
opex__h2o2_nor__2,0.0755007168,-0.32033416400000003,-0.2463331302,-0.4071164309
opex__h2o2_nor__3,-0.1394283562,-0.415150338,0.1538645551,-0.48881997050000003
opex__h2o2_rif__1,-0.7073037198000001,-1.4756556003,0.0491025801,0.273133711
opex__h2o2_rif__2,-0.46978356530000004,-1.6500959378000002,0.6580583046,0.3163287655
opex__h2o2_rif__3,-0.4219882626,-1.8451218536,0.2962565965,0.2121246705
opex__ippoh_amp__1,1.7977213496000002,0.3719460074,0.7334776139,-0.15079287830000002
opex__ippoh_amp__2,2.6543635207,0.3110652578,0.4490971281,-0.2159464812
opex__ippoh_amp__3,1.624695731,0.3040292092,0.5871571250000001,-0.2478346515
opex__ippoh_kan__1,2.5145502841000003,0.2289533107,0.3441419692,-0.20643693370000002
opex__ippoh_kan__2,1.8644537624000002,0.2478528718,0.5889704192,-0.5127423538
opex__ippoh_kan__3,2.9565306088,0.0858824131,0.2115900483,-0.4970976533
opex__ippoh_nor__1,3.1358835527,0.27347030380000004,0.3382420635,-0.4305648264
opex__ippoh_nor__2,3.7884402879,0.0774392036,0.2902709719,-0.2867220494
opex__ippoh_nor__3,1.7377853759000002,0.2005616522,0.7732340566,-0.2564215147
opex__ippoh_rif__1,1.1393396802,-0.4158334091,0.15196682690000002,-0.47288295760000004
opex__ippoh_rif__2,1.5135396359,-0.3722936725,0.4860011737,-0.7208976686
opex__ippoh_rif__3,2.6997971394,-0.42089403400000003,0.1289614101,-0.6732307946
opex__kan__1,-0.5428635721,-0.11989154410000001,-0.1256012149,-0.08994474720000001
opex__kan__2,-0.18786530980000002,-0.0848320095,0.11812237540000001,0.0158784168
opex__kan__3,-1.2870997935,-0.11955097120000001,0.1281469341,0.0223942164
opex__nor__1,-0.0685129292,-0.1336187399,-0.0558597277,-0.1370558627
opex__nor__2,-0.0592763017,-0.0926609917,0.184167929,0.0552089579
opex__nor__3,-0.4247355859,-0.10936016300000001,-0.0593794584,0.0021889983000000003
opex__paa_amp__1,0.6819384158,-0.065183774,0.11704032240000001,-0.0681856451
opex__paa_amp__2,0.8135553879,-0.0738108947,-0.0551277055,-0.23997165620000002
opex__paa_amp__3,0.8441965252,-0.0797459933,0.0425214848,-0.1500811946
opex__paa_kan__1,0.9111690163,-1.2684068936,-0.1853451186,0.3687806912
opex__paa_kan__2,0.5082541504,-1.3466269961,0.059978625,0.4048670548
opex__paa_kan__3,0.5654612559000001,-1.242596619,0.0208279543,0.3776262252
opex__paa_nor__1,0.49001923300000005,-0.049027261600000004,-0.5835420944,-0.2708878583
opex__paa_nor__2,0.9155799128000001,-0.0179690197,-0.24706780350000002,-0.173871821
opex__paa_nor__3,-0.5995203633,-0.0730684388,-0.0366270971,-0.18239743900000002
opex__paa_rif__1,0.7878057226,-1.3256091077,0.1486227535,0.44654567570000003
opex__paa_rif__2,0.6549941949,-1.3711527518,0.0050310205,0.4591297221
opex__paa_rif__3,0.8714336615,-1.3257145526,0.0144669692,0.2292055584
opex__phenol_amp__1,-0.8703314793,-0.3358632838,-0.5339635110000001,-0.5255350565
opex__phenol_amp__2,-0.24511985990000001,-0.3109811413,-0.33844790420000004,-0.27853126710000004
opex__phenol_amp__3,-0.0297383427,-0.21339284930000002,-0.3382914064,-0.0432394542
opex__phenol_kan__1,1.5046775738,-0.2874889167,0.1402187634,-0.6096670981
opex__phenol_kan__2,0.7669159168,-0.24577849610000002,-0.8280479008,-0.2897061301
opex__phenol_kan__3,-0.0978749456,-0.212727258,0.0059696753,-0.5397799294
opex__phenol_nor__1,-0.8378584492000001,-0.0939896741,-1.0983382808,-0.5583371847
opex__phenol_nor__2,-0.0275492919,-0.1553777519,0.1871481396,-0.6299270815
opex__phenol_nor__3,-0.5082731311,-0.1881061211,0.2821735579,-0.7950752853
opex__phenol_rif__1,0.6118024629000001,-1.4714452630000001,-0.3885443163,-0.3365488092
opex__phenol_rif__2,1.8218252808000002,-1.9043696117,0.1383877353,0.3670599976
opex__phenol_rif__3,1.7914054918,-1.5142838902,-0.0310491419,0.1971656998
opex__pvpi_amp__1,-0.5712233933,-0.0855962302,-0.028110969200000002,0.0139809602
opex__pvpi_amp__2,-0.1023522043,-0.20473712260000002,0.0254774917,-0.2720887849
opex__pvpi_amp__3,-0.6320804956,-0.232126876,-0.0200250408,0.0094845587
opex__pvpi_kan__1,-0.4395080249,-0.1491594181,0.3054886365,0.1301113592
opex__pvpi_kan__2,0.3546725419,-0.057445991,-0.0493265409,-0.09365611360000001
opex__pvpi_kan__3,-1.1471885066,-0.007572258,0.1975176005,-0.11638708760000001
opex__pvpi_nor__1,-0.9161194838000001,-0.23662909640000002,0.40951309490000004,-0.2263448919
opex__pvpi_nor__2,-0.0252066391,-0.2137065217,0.2906811715,-0.1370023621
opex__pvpi_nor__3,0.14917704010000002,-0.1878706873,-0.10600442210000001,-0.0869766619
opex__pvpi_rif__1,0.365976489,-1.7263115554000001,0.23820573550000002,0.6828060332
opex__pvpi_rif__2,-0.1715128649,-1.5438332809,0.3542570639,0.5884820084
opex__pvpi_rif__3,0.7090898320000001,-1.6333029250000002,0.0942630351,0.7826173652
opex__rif__1,-0.2100485028,-1.6022434119,0.0532445703,0.6379895324
opex__rif__2,-0.0854099197,-1.5719065706,0.5995408843000001,0.7963479792
opex__rif__3,-0.0347029346,-1.5849862387,0.28015482010000003,0.5108489536
opex__naocl_amp__1,2.5693969928,-0.20329683540000001,0.3612373743,-0.1250830316
opex__naocl_amp__2,1.5276003703,-0.1970135493,0.3102996739,-0.07440521530000001
opex__naocl_amp__3,2.3814533045,-0.21893380140000002,-0.040506716500000005,-0.1240622452
opex__naocl_kan__1,1.4276213883,-0.16718556510000002,-0.0575747089,-0.0397945673
opex__naocl_kan__2,2.5275407154,-0.0667269998,-0.0566398154,-0.125197956
opex__naocl_kan__3,2.2667647913,-0.4111659637,0.08900935380000001,0.0010305237
opex__naocl_nor__1,1.2966087424000001,-0.31117580580000004,0.0985574538,-0.1249543537
opex__naocl_nor__2,2.8390290556,-0.3408750725,0.061845992100000004,-0.0325094459
opex__naocl_nor__3,2.0239971189,-0.2263890443,-0.0119499575,-0.1724386933
opex__naocl_rif__1,0.6493059499,-1.9176765598,0.12489004540000001,0.7657547371000001
opex__naocl_rif__2,0.3241055567,-2.0005578852,0.5833971373,0.7910535291
opex__naocl_rif__3,0.5919195738,-1.6690285604000001,0.37340832620000003,0.7370861622
phage_lysogen__wt_ctrl__1,-0.9038552502,0.3179345689,0.1103997243,0.1253235786
phage_lysogen__wt_ctrl__2,-0.7002410369000001,0.18223048190000002,-0.11401480430000001,-0.0846423338
phage_lysogen__wt_ctrl__3,1.6040962871,-0.5001650508000001,0.00361508,-0.0406812448
phage_lysogen__O104_H4__1,-3.0228536991,0.5251016409,-0.3594124455,0.35971976240000003
phage_lysogen__O104_H4__2,-1.4350676319,0.1786556813,-0.2901353457,0.46663715100000003
phage_lysogen__O104_H4__3,6.2467517399,-0.6112737865,0.4435228355,0.5980069538
phage_lysogen__O157_H7_PA8__1,-3.054087355,0.5262288232,-0.38704728520000004,0.4190158688
phage_lysogen__O157_H7_PA8__2,0.8520396235000001,-0.2727957778,-0.3922582288,0.49050310150000004
phage_lysogen__O157_H7_PA8__3,7.9466104969,-0.6946207608,0.6726671404,0.9324703254000001
