,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,1.82050578025,0.12432054654105806,2.0,0.0,1.73259787875,1.0,1.90841368175,,,,
1,ALE__GalactoseA6,0.5601569557500001,0.09842700685632215,2.0,2.0,0.6297553597500003,3.0,0.4905585517499999,,,,
2,ALE__GalactoseA8,1.1013812682500002,0.18221597066823755,2.0,4.0,1.23022741675,5.0,0.9725351197500004,,,,
3,ALE__IL_Control,1.249000902703301e-16,0.43392523127439886,4.0,6.0,0.0504732247500001,7.0,0.59473151175,8.0,-0.30718118925,9.0,-0.3380235472499997
4,ALE__IL_TEOH_OAc,0.3830771987500002,0.5719627201443878,2.0,10.0,0.7875159167500003,11.0,-0.02136151925,,,,
5,ALE__IL_TEA_HS,-0.0624994522499997,0.026245600372914474,2.0,12.0,-0.0439410102499997,13.0,-0.0810578942499997,,,,
6,ALE__IL_Mixed,-0.09174274125000004,0.1827661640907181,2.0,14.0,0.03749245275,15.0,-0.2209779352500001,,,,
7,ALE__IL_PP5350,-1.3645040432499997,0.32599756095280025,2.0,16.0,-1.5950191292499998,17.0,-1.13398895725,,,,
8,ALE__IL_T8,-0.51402070175,0.193525150855396,2.0,18.0,-0.3771777552499999,19.0,-0.6508636482500001,,,,
9,ALE__IL_T9,0.57631218075,0.39673750904955546,2.0,20.0,0.2957763977500001,21.0,0.8568479637499999,,,,
10,ALE__IL_Control2,-0.55365771775,0.2531482588805437,2.0,22.0,-0.3746548672499998,23.0,-0.73266056825,,,,
11,ALE__IL_Glc+Ace,-0.2796243407499998,0.17851058688503668,2.0,24.0,-0.4058503872499996,25.0,-0.15339829425,,,,
12,ALE__XyloseA1,1.4695660042500003,0.48123950236905766,2.0,26.0,1.12927828875,27.0,1.8098537197500004,,,,
13,ALE__XyloseA2,1.6524070712500003,0.022133164207162517,2.0,28.0,1.6680575817500003,29.0,1.6367565607500003,,,,
14,ALE__XyloseA3,1.96985197525,0.19116228000695598,2.0,30.0,1.83467983075,31.0,2.1050241197500004,,,,
15,ALE__XyloseA4,1.4071980102500001,0.11380733241585093,2.0,32.0,1.3267240737500003,33.0,1.48767194675,,,,
16,Aromatic__Coumarate,0.8983974830000004,0.19728365033946796,3.0,34.0,1.083877633666667,35.0,0.9201941876666676,36.0,0.6911206276666668,,
17,Aromatic__Coumarate+ferulate,1.571791399666667,0.018541333468820934,3.0,37.0,1.573348040666667,38.0,1.5895053396666672,39.0,1.5525208186666672,,
18,Aromatic__Ferulate,1.9458074700000003,0.021523217031935955,3.0,40.0,1.9595994206666667,41.0,1.9568163946666672,42.0,1.9210065946666672,,
19,Aromatic__Glucose,3.006854025026466e-16,0.0758551765947081,3.0,43.0,-0.0341102443333332,44.0,-0.052811724333333,45.0,0.0869219686666671,,
20,Bioreactor1__24h,-1.942890293094024e-16,0.19169845433039218,2.0,46.0,-0.1355512770000002,47.0,0.1355512769999998,,,,
21,Bioreactor2__S_0min,0.0,0.1581535647172665,3.0,48.0,-0.1135819726666667,60.0,0.1806332313333334,72.0,-0.0670512586666667,,
22,Bioreactor2__S_15min,-0.39421121866666664,0.11209656453056614,3.0,49.0,-0.2712811386666667,61.0,-0.4907730726666666,73.0,-0.4205794446666666,,
23,Bioreactor2__P1_15min,-0.2557230146666665,0.3053071704296166,3.0,50.0,-0.2890487206666665,62.0,-0.5430001496666665,74.0,0.0648798263333334,,
24,Bioreactor2__P3_15min,0.026957900999999996,0.10674339479114724,3.0,51.0,-0.0282791506666666,63.0,0.1500007603333333,75.0,-0.0408479066666667,,
25,Bioreactor2__P5_15min,0.18760840999999995,0.23250240278495501,3.0,52.0,-0.0086054806666666,64.0,0.4444051443333332,76.0,0.1270255663333332,,
26,Bioreactor2__S_1h,-0.08016062566666664,0.20048652396219435,3.0,53.0,0.1513004843333334,65.0,-0.1921279096666666,77.0,-0.1996544516666667,,
27,Bioreactor2__S_3h,0.0704387313333333,0.3032218013940984,3.0,54.0,0.0131992123333333,66.0,-0.2000839316666667,78.0,0.3982009133333333,,
28,Bioreactor2__S_9h,0.19686565366666664,0.12841725000212514,3.0,55.0,0.3362833113333334,67.0,0.0834186533333334,79.0,0.1708949963333332,,
29,Bioreactor2__S_25h,0.19514075799999997,0.3400677357003715,3.0,56.0,0.5374175593333332,68.0,0.1906787153333333,80.0,-0.1426740006666667,,
30,Bioreactor2__P1_25h,0.11336362666666665,0.0792803357934789,3.0,57.0,0.2036200813333333,69.0,0.0814906223333333,81.0,0.0549801763333333,,
31,Bioreactor2__P3_25h,0.013577103666666738,0.1924704045908523,3.0,58.0,0.1302385013333333,70.0,0.1190677873333334,82.0,-0.2085749776666665,,
32,Bioreactor2__P5_25h,0.44047046866666667,0.3407694030324787,3.0,59.0,0.7098152873333332,71.0,0.5542207083333335,83.0,0.0573754103333332,,
33,Carbon__Citrate,0.5422894853333334,0.14708047373883634,3.0,84.0,0.420311565,85.0,0.5009373200000002,86.0,0.7056195710000002,,
34,Carbon__Ferulate,1.5827657143333334,0.051749802589129305,3.0,87.0,1.6407117159999998,88.0,1.5664314530000003,89.0,1.5411539739999998,,
