,new_2029314_2029407
LBexp_1,7.8553
LBexp_2,7.6525
LBexp_3,7.9483
LBtran_1,8.3915
LBtran_2,7.8834
LBtran_3,8.0185
LBstat_1,8.7681
LBstat_2,8.7102
LBstat_3,8.4957
LBGexp_1,7.7454
LBGexp_2,7.4574
LBGexp_3,7.6969
LBGtran_2,7.9
LBGtran_3,7.9473
LBGstat_1,7.6339
LBGstat_2,7.4946
LBGstat_3,8.0698
S0_1,9.0959
S0_2,8.9252
S0_3,8.95
S1_1,9.3996
S1_2,9.5598
S1_3,9.685
S2_1,9.6487
S2_2,9.1702
S2_3,8.7037
S3_1,10.162
S3_2,10.6481
S4_1,14.1943
S4_2,14.0061
S4_3,14.2252
S5_1,14.6065
S5_2,14.077
S5_3,15.2498
S6_1,14.792
S6_2,13.4118
S6_3,14.3177
S6/t_1,14.7531
S6/t_2,12.3067
S6_4,13.6833
S6_5,13.636800000000001
S6_6,14.1378
S7_4,14.0881
S7_5,14.0837
S7_6,13.6021
S8_4,13.2506
S8_5,13.5934
G135_1,8.818
G135_3,8.015
G150_1,8.0302
G150_2,8.8869
G150_3,8.3034
G180_1,8.3456
G180_2,8.1443
G180_3,7.8767
C30_1,10.2769
C30_2,10.0155
C90_1,9.292300000000001
C90_2,8.6595
BI_1,10.0709
BI_2,10.5874
BC_2,11.0723
BC/t_1,9.7363
BC/t_2,10.7399
BC_1,10.2716
Sw_1,9.2639
Sw_2,9.9444
BT_1,13.1044
BT_2,12.5943
B36_1,11.4176
B36_2,11.1747
B60_1,10.8092
B60_2,10.5532
M9exp_1,8.9117
M9exp_2,8.9011
M9exp_3,8.4574
M9tran_1,8.8856
M9tran_2,8.9734
M9tran_3,8.927
M9stat_1,9.3538
M9stat_2,8.5659
M9stat_3,8.137
M+G_1,9.6024
M+G_2,8.251
M+G_3,8.2163
Glu_1,9.1123
Glu_2,8.5486
Glu_3,8.4573
Fru_1,8.1581
Fru_2,8.8983
Fru_3,8.397
Mal_1,8.2482
