,b3911
SRX1125282,-0.0172598998
SRX1125283,-0.156655072
SRX1125284,-0.08277163900000001
SRX1125285,-0.1212970294
SRX1125286,-0.1877740381
SRX1125287,-0.26738767150000003
SRX1125288,0.1286081742
SRX1125289,-0.0220348345
SRX1125290,-0.11558798740000001
SRX1125291,-0.1553157752
SRX1125292,-0.2206945717
SRX1125293,-0.3067882857
SRX1125294,-0.1113482744
SRX1125295,-0.0937422472
SRX1125296,-0.07503456010000001
SRX1125297,-0.0963998356
SRX1125298,-0.37193133580000004
SRX1125299,-0.2731614611
SRX5694250,1.2046425161
SRX5694251,0.07570218050000001
SRX5694252,0.5634064458
SRX5694253,0.2057803481
SRX5694254,-0.6355684543
SRX5694255,-1.2088115101
SRX5694256,0.1270242088
SRX5694257,0.2472465751
SRX5694258,0.3076484221
SRX5694259,-1.182593261
SRX5694260,0.27995210800000003
SRX5694261,1.4281917653
SRX5694262,0.8580829622
SRX5694263,0.2449956212
SRX5694264,0.3476712716
SRX5694265,0.2464071576
SRX5694267,0.2020843631
SRX5694268,0.343700547
SRX5694269,0.0777424664
SRX5694271,-0.0242389236
SRX5694273,-0.3814700231
SRX5694274,-0.08439912570000001
SRX5694275,0.26266571040000003
SRX5694276,-0.3405173951
SRX5694277,0.7084669779
SRX5694278,0.1613990928
SRX5694279,-0.41832279980000003
SRX5694280,0.11936640350000001
SRX5694281,0.22048749150000002
SRX5694282,-0.3290500333
SRX5694283,0.5147920937
SRX5694284,0.8418882005
SRX5694285,0.2734641117
SRX5694286,0.25458511
SRX5694287,0.4837875055
SRX5694288,0.0472785998
SRX5694289,-0.0008184862000000001
SRX5694290,0.3761495883
SRX5694291,-1.2109479769
SRX5694292,0.4686184707
SRX5694293,-0.2103902979
SRX5694294,0.27637064780000004
SRX5694295,0.2504803203
SRX5694296,0.44322994730000004
SRX5694297,-1.2697229423
SRX5694298,0.5400112452
SRX5694299,0.0500664961
SRX5694300,-0.09801941500000001
SRX5694301,0.5136247189
SRX5694302,0.6927950932
SRX5694303,0.5348016941
SRX5694304,-0.042837757500000004
SRX5694305,-0.1194396067
SRX5694306,1.3266939872
SRX5694307,0.0214454778
SRX5694308,0.15412487800000002
SRX5694309,-0.8755280668000001
SRX5694310,0.3626122603
SRX5694311,-1.2012526126
SRX5694312,0.9974222839
SRX5694313,-0.1443451247
SRX5694315,0.1625738985
SRX5694317,0.20152075730000002
SRX5694319,0.22728557430000002
SRX5694320,-1.1542992007
SRX5694321,0.2274121285
SRX5694322,1.4716006873
SRX5694323,0.3707712852
SRX5694324,0.9501762050000001
SRX5694325,0.0295172146
SRX5694326,0.41497670210000004
SRX5694327,0.557610174
SRX5694328,-0.014710693700000001
SRX5694329,-0.4436678422
SRX5694330,1.1825775935
SRX5694331,0.0629771501
SRX5694332,0.4415234033
SRX5694334,0.7292388127
SRX5694335,-0.9179937778
SRX5694336,-0.7581699017
SRX5694337,0.2475705235
SRX5694338,0.070318162
SRX5694339,0.0900096876
SRX5694340,0.3181073928
SRX5694341,-0.5709191877
SRX5694342,-1.0213122231
SRX5694343,-0.076513183
SRX5694344,-0.5753437717000001
SRX5694345,-0.2732553807
SRX5694346,0.2528975657
SRX5694347,-0.0056542505
SRX5694348,0.2563251311
SRX5694349,-0.1210578
SRX5694350,-0.7002201538
SRX5694351,-0.3929856566
SRX5694352,-1.1753248098
SRX5694353,-0.042488923000000005
SRX5694354,-0.1673230617
SRX5694356,0.0949999427
SRX5694357,-1.4336874783
SRX5694358,-0.7708546206
SRX5694359,0.3160925237
SRX5694360,0.2706572338
SRX5694361,1.105188804
SRX5694362,0.799465194
SRX5694363,0.3749413307
SRX5694364,-0.8259666998
SRX5694365,0.4733615839
SRX5694366,0.4697754867
SRX5694367,0.0968225685
SRX5694368,0.7070103316
SRX5694369,-0.1112921026
SRX5694370,0.1450329377
SRX5694371,-0.7913495287000001
SRX5694372,0.5054472307
SRX5694373,-0.40139682120000003
SRX5694374,-1.1916967481
SRX5694375,0.1625361955
SRX5694376,1.0566510899
SRX5694377,-0.9758026875
SRX5694378,0.1726888244
SRX5694379,0.5043238010000001
SRX5694380,0.3831383564
SRX5694381,-1.1699041859000001
SRX5694382,-0.3357862089
SRX5694383,-0.012000422600000001
SRX5694384,0.0027473643
SRX5694385,-0.4067593981
SRX5694386,-1.2182336225000001
SRX5694387,0.4820201307
SRX5694388,1.0146367807
SRX5694389,0.2081330151
SRX5694390,0.24473791400000003
SRX5694391,0.0527499005
SRX5694392,0.3371626187
SRX5694393,-0.0494988075
SRX5694394,0.1931330691
SRX5694395,0.42016520220000003
SRX5694396,-0.7941937074000001
SRX5694397,0.1886700688
SRX5694398,0.0707443131
SRX5694399,0.1352100912
SRX5694400,0.3164846347
SRX5694401,0.0336695419
SRX5694402,-1.1750984583
SRX5694403,-0.27713865520000003
SRX5694404,0.0354859441
SRX5694405,-0.2349626001
SRX5694406,0.5165881048000001
SRX5694407,-0.1313266412
SRX5694408,0.29450623930000003
SRX5694409,-0.2124371733
SRX5694410,0.6601052349000001
SRX5694411,-0.1351778385
SRX5694412,0.3180608603
SRX5694413,1.0255699758
SRX5694414,-0.5988217453
SRX5694415,0.038335662900000005
SRX5694416,-0.0464388717
SRX5694417,-0.055845270600000003
SRX5694418,-0.39535689220000003
SRX5694419,-0.5324251752
SRX5694420,0.3225787339
SRX5694421,0.1362469749
SRX5694422,0.6236050741
SRX5694423,-0.0131204382
SRX5694424,0.40026948360000003
SRX5694425,-0.0315827052
SRX5694426,0.5294827273
SRX5694427,0.3912355555
SRX5694428,-0.0935528452
SRX5694429,-0.1452278051
SRX5694430,0.4167444717
SRX5694431,0.1275350254
SRX5694432,0.2887258502
SRX5694433,0.8362904862
SRX5694434,0.060800944600000004
SRX5694435,-1.1299112678
SRX5694436,-1.1060518295
SRX5694437,-0.1718270141
SRX5694438,-0.08489657440000001
SRX5694439,-0.2809930505
SRX5694440,-0.0176003498
SRX5694441,-0.4659895996
SRX5694442,0.9341823228
SRX5694443,0.29206466610000004
SRX5694444,0.0863656758
SRX5694445,-0.0153435176
SRX5694446,-0.08111370550000001
SRX5694447,0.6025770497
SRX5694448,1.2149057432
SRX5694449,0.3616212928
SRX5694450,1.2069432688
SRX5694451,0.1453641236
SRX5694452,-0.5995254956
SRX5694453,0.8116062374
SRX5694454,-0.1725445083
SRX5694455,-0.6414128179
SRX5694456,0.49297865550000003
SRX5694457,0.2495856452
SRX5694459,0.1216947701
SRX5694460,-0.998757211
SRX5694461,0.5250043833
SRX5694462,0.173609375
SRX5694463,0.5740170896
SRX5694464,0.3859792929
SRX5694465,0.5900204692000001
SRX5694466,0.2054599122
SRX5694467,0.1143609919
SRX5694468,-1.1183925397
SRX5694469,0.1036956971
SRX5694470,-0.1074228336
SRX5694471,0.2638489625
SRX5694472,0.4043793619
SRX5694474,0.3063566804
SRX5694475,0.6039297169
SRX5694476,-0.0811601104
SRX5694477,-0.9140621598
SRX5694478,0.2524033421
SRX5694479,-0.9151994695000001
SRX5694480,-0.4394798535
SRX5694481,0.49256380590000004
SRX5694482,0.0528650535
SRX5694483,0.35375113480000003
SRX5694484,0.33673884130000004
SRX5694485,0.45512659780000003
SRX5694486,-0.2862629067
SRX5694487,0.3519122155
SRX5694488,0.220403766
SRX5694489,0.0462075455
SRX5694491,-0.039438131
SRX5694492,-0.3628230887
SRX5694493,-1.1754901563
SRX5694494,0.9118270415
SRX5694495,0.2972112953
SRX5694496,-0.1522102162
SRX5694497,0.3301764132
SRX5694498,0.4854846062
SRX5694499,0.7094172459
SRX5694500,0.1593647838
SRX5694501,0.2966190965
SRX5694502,1.1437673757
SRX5694503,1.3466331728
SRX5694504,-0.22955313030000002
SRX5694505,-0.9897316626
SRX5694506,1.2561574955
SRX5694507,-0.19267429560000002
SRX5694508,-0.3419971193
SRX5694509,0.5253422622
SRX5694510,-0.1849970907
SRX5694511,0.4719269364
SRX5694512,-0.3435649214
SRX5694513,-0.3378109382
SRX5694514,-0.8433478053
SRX5694515,-0.0607598803
SRX5694516,0.0388615374
SRX5694517,0.32964772540000004
SRX5694518,0.21312885780000002
SRX5694519,0.2055737507
SRX5694520,1.0276744883
SRX5694521,-0.0398494545
SRX5694522,0.1722032486
SRX5694523,0.2176661659
SRX5694524,0.1333564381
SRX5694525,-0.2036700549
SRX5694526,-1.3123891043
SRX5694527,0.2742540374
SRX5694528,-1.1405769106
SRX5694529,-0.1375884399
SRX5694530,0.8119216709
SRX5694532,-0.2936079485
SRX5694533,0.5908545035
SRX5694534,-0.3419968588
SRX5694535,1.0834651631
SRX5694536,0.17813911600000001
SRX5694537,0.6484951011
SRX5694538,0.6239838281
SRX5694539,0.38311084700000003
SRX5694540,-0.3898688226
SRX5694541,0.3758872278
SRX5694543,-0.39738332470000004
