,-0.08257441444345155,-0.06193081083258867,-0.04128720722172578,-0.0206436036108629,-1.3877787807814457e-17,0.02064360361086287,0.041287207221725755,0.061930810832588654,0.08257441444345152,0.1032180180543144,0.1238616216651773,0.1445052252760402,0.16514882888690308,0.18579243249776595,0.20643603610862887,0.22707963971949174,0.24772324333035461,0.2683668469412175,0.28901045055208036,0.3096540541629433
thresh,-0.092896216248883,0.092896216248883,2,,,,,,,,,,,,,,,,,
unreg,0,3,30,711,4140,647,26,2,2,3,1,2,0,1,1,0,0,1,0,0
PrrF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['ilvH' 'PA2026' 'ilvI'],['PA3963a'],['leuB' 'PA3965'],[],['leuA'],['PA3119'],[],[],['PA2027'],[],[]
PrrF_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['leuD' 'leuC'],[],[],[],[],[]
