,A,DhaR
hot_tale__hot_ale9_mid_37c__2,-0.528760793347713,-0.03603795850000013
hot_tale__hot_ale9_37c__1,-0.5062903421207888,-0.18189873049999994
hot_tale__hot_ale9_37c__2,-1.090775652786864,-0.008770155500000154
hot_tale__hot_ale9_mid_44c__1,-1.7222371288640432,0.9752777094999998
hot_tale__hot_ale9_mid_44c__2,-1.4858670089915325,1.2486900115000004
hot_tale__hot_ale9_44c__1,-1.872882795991777,0.8157886455000001
hot_tale__hot_ale9_44c__2,-1.2464095546874108,0.7802943585000004
hot_tale__hot_ale10_30c__1,-1.4705445583757928,-0.1963090525000002
hot_tale__hot_ale10_30c__2,-1.0037225295254388,-0.3002352865
hot_tale__hot_ale10_37c__1,-1.291582103080435,-0.4624496314999997
hot_tale__hot_ale10_37c__2,-0.8554304945532079,-0.31323916649999983
hot_tale__hot_ale10_44c__1,-1.5974961210234409,0.4598150274999999
hot_tale__hot_ale10_44c__2,-2.986804078546649,0.6032553344999996
hot_tale__hot_ale16_30c__1,-0.7580453187903607,-0.5014103864999999
hot_tale__hot_ale16_30c__2,-0.961387326960853,-0.4365276185
hot_tale__hot_ale16_37c__1,-1.1798532511292374,-0.2953672475000002
hot_tale__hot_ale16_37c__2,-1.3903429623510253,-0.22190789049999984
hot_tale__hot_ale16_44c__1,-2.403322079217041,0.7809006674999996
hot_tale__hot_ale16_44c__2,-3.0741723017092903,1.0346207564999994
pdhr_ale__pdhR-13_51__1,-1.644606619803094,0.12552282649999968
pdhr_ale__pdhR-13_51__2,-0.9750834413903036,-0.00412434649999982
pdhr_ale__pdhR-14_46__1,-1.0864064163554514,0.12748996349999994
pdhr_ale__pdhR-14_46__2,-0.3583108774615847,0.06006267350000005
pdhr_ale__pdhR-15_51__1,-1.8431875149447652,-0.4149112134999999
pdhr_ale__pdhR-15_51__2,-1.2722257328827824,-0.2535227015000001
pdhr_ale__pdhR-16_49__1,-0.5386256261158915,0.19726744850000036
pdhr_ale__pdhR-16_49__2,-0.2967266809709897,-0.044616061500000186
tcs__del_atoC_LiAcet__1,4.091285019035353,-0.5981706114999996
tcs__del_atoC_LiAcet__2,4.795953583309174,-0.6435710934999999
tcs__del_atoC_LiCl__1,3.857919270883628,-0.4191572655
tcs__del_atoC_LiCl__2,4.072031173930401,-0.4377660255000002
tcs__del_atoC_m9__1,4.074237683450608,-0.5298776285
tcs__del_atoC_m9__2,4.18385615516209,-0.4477738604999999
tcs__del_baeR_etoh__1,0.6775610515211721,-0.3874457124999999
tcs__del_baeR_etoh__2,1.4538548055469167,-0.3490818335000001
tcs__del_baeR_lb__1,-0.2880052139426007,0.05596181850000015
tcs__del_baeR_lb__2,-0.2189694761929188,-0.010899715499999909
tcs__del_btsR_01xlb__1,-3.4833109142419816,-0.9786814654999998
tcs__del_btsR_01xlb__2,-3.412138605869902,-0.8637815405000002
tcs__del_btsR_lb__1,2.006596339618308,0.3809363614999994
tcs__del_btsR_lb__2,2.4258271984766067,0.2941320575000001
tcs__del_btsR_pyruvate__1,-3.0972002575105666,-1.1804464185
tcs__del_btsR_pyruvate__2,-3.4467523760723857,-1.1720709294999998
tcs__del_cpxR_etoh__1,-0.0884664098598928,-0.1726425374999998
tcs__del_cpxR_etoh__2,-0.3185957394352653,-0.5287168585000002
tcs__del_cpxR_lb__1,-0.8500769610122032,-0.4003203475000001
tcs__del_cpxR_lb__2,-0.1639574381544914,-0.1502615894999999
tcs__del_cusR_CuSO4__1,-3.455945039879208,1.2728293005000002
tcs__del_cusR_CuSO4__2,-3.218501208289952,1.3439172735000002
tcs__del_cusR_lb__1,2.447831523872644,0.12791481550000006
tcs__del_cusR_lb__2,2.239582067366099,0.08339809149999987
tcs__del_kdpE_01-kcl__1,0.3153245810448684,-0.13892337349999995
tcs__del_kdpE_01-kcl__2,0.6790396711740518,-0.1297248474999999
tcs__del_kdpE_115-kcl__1,0.3245975905860154,-0.39297663850000003
tcs__del_kdpE_115-kcl__2,0.9714963583664816,-0.32704298149999955
tcs__del_phoB_m9__1,2.4453399179189885,-0.4207595784999998
tcs__del_phoB_m9__2,2.366254765597267,-0.4410350054999999
tcs__del_phoB_m9p__1,2.142088404076679,-2.1704451655000003
tcs__del_phoB_m9p__2,1.881931874651192,-2.3131135915
tcs__del_rcsB_etoh__1,-1.2767097561268472,-0.08742101250000013
tcs__del_rcsB_etoh__2,-1.0154089645658153,0.07528422650000001
tcs__del_rcsB_lb__1,-2.432235622102588,0.06874184750000012
tcs__del_rcsB_lb__2,-2.543018102171321,-0.1675069804999998
tcs__del_zraR_lb__1,0.2643338443313622,0.6270172845000004
tcs__del_zraR_lb__2,0.1835852093117237,0.6977516314999996
tcs__del_zraR_zncl2__1,-2.587390595592252,1.0705381784999999
tcs__del_zraR_zncl2__2,-2.879284304223692,1.0129754175000003
tcs__wt_01-kcl__1,0.9841999550886296,-0.5994208655
tcs__wt_01-kcl__2,1.1195898186816562,-0.3646072444999997
tcs__wt_01xlb__1,-3.330973061111912,-0.9249646105
tcs__wt_01xlb__2,-3.5281144335092685,-0.9925368575000002
tcs__wt_115-kcl__1,-0.5801322985095793,-0.3755219765
tcs__wt_115-kcl__2,-0.2078741626563325,-0.4474783924999999
tcs__wt_CuSO4__1,-1.9713136963350455,0.6550888125000003
tcs__wt_CuSO4__2,-1.4131762819924036,0.7967335754999998
tcs__wt_etoh__1,-2.6874885768815515,-0.11336367550000005
tcs__wt_etoh__2,-2.4301289336970364,0.20166505350000152
tcs__wt_lb__1,-3.693009732297892,-0.15005094149999998
tcs__wt_lb__2,-3.416306988208952,0.006297333500000057
tcs__wt_LiAcet__1,3.1758211657862487,-0.5792316055
tcs__wt_LiAcet__2,2.7552593920319173,-0.49588731950000003
tcs__wt_LiCl__1,3.4658649008169355,-0.4564155125
tcs__wt_LiCl__2,3.048808510037759,-0.7505973954999998
tcs__wt_m9p__1,2.2584981511077467,-2.0182027385000003
tcs__wt_m9p__2,2.382407243737643,-2.1253514445
tcs__wt_pyr__1,-2.9849676984130684,-0.9555711164999998
tcs__wt_pyr__2,-3.300294599771387,-0.9371923704999999
tcs__wt_zncl2__1,-3.8992506942404983,0.6993701035000002
tcs__wt_zncl2__2,-3.3576700602116745,0.6623584414999999
ros_tale__0_0_0pq__1,0.4990083435500312,-0.07466793549999995
ros_tale__0_0_0pq__2,0.1569455376446556,-0.03060355449999985
ros_tale__0_0_250pq__1,-0.6086328256863002,0.9862193684999999
ros_tale__0_0_250pq__2,-0.710132837785268,0.9122962614999994
ros_tale__1_mid_250pq__1,-0.4324029818558746,0.2735639674999999
ros_tale__1_mid_250pq__2,-0.5282764808853296,0.4150532554999997
ros_tale__1_0_0pq__3,-1.282569098955584,-0.15838848149999984
ros_tale__1_0_0pq__4,-1.5751432239929073,0.008285680499999781
ros_tale__1_0_250pq__1,-1.7418435537888388,-0.08385293650000003
ros_tale__1_0_250pq__2,-1.9526213307565237,-0.04731068149999995
ros_tale__1_0_750pq__1,-1.214924357199847,-0.8815326885000001
ros_tale__1_0_750pq__2,-0.7083019270444466,-0.2708117455000001
ros_tale__1_1_0pq__1,-0.17011622290253,-0.7814109875000002
ros_tale__1_1_0pq__2,-0.1504484415276492,-0.7743981975
ros_tale__1_1_250pq__1,-1.078093879335802,-0.9184876384999998
ros_tale__1_1_250pq__2,-0.1064048359474243,-1.1263328575
ros_tale__1_1_750pq__1,0.6025301744143543,-1.0096115824999998
ros_tale__1_1_750pq__2,0.1094622002664799,-0.8762681314999998
ros_tale__1_2_0pq__1,0.2367447655036682,-0.6524233594999997
ros_tale__1_2_0pq__2,-0.065997648180645,-0.8617654835000002
ros_tale__1_2_250pq__1,1.3386255287718798,-0.4608533005000002
ros_tale__1_2_250pq__2,1.65295403798274,-0.6022439595
ros_tale__1_2_750pq__1,1.3342950176832884,-0.5889995815
ros_tale__1_2_750pq__2,0.3572320282737915,-0.3654462274999997
ros_tale__1_3_0pq__1,1.6821373565133226,-0.4375591175000002
ros_tale__1_3_0pq__2,2.2320468698608016,-0.5039548224999999
ros_tale__1_3_250pq__1,3.4725401400106986,-0.8612052314999996
ros_tale__1_3_250pq__2,3.1087170867198783,-0.3183084085000001
ros_tale__1_3_250pq__3,2.1629163983371247,-0.2374247435000001
ros_tale__1_3_250pq__4,3.091157472967842,-0.3017527635000001
ros_tale__1_3_750pq__1,1.3992831953520355,-0.4471441535
ros_tale__1_3_750pq__2,1.3437154316539426,-0.6239078564999998
ros_tale__1_4_0pq__1,2.456725263084267,-0.6286625675000002
ros_tale__1_4_0pq__2,2.626770368945325,-0.5257843135
ros_tale__1_4_250pq__1,0.8155123830564039,-0.5927894194999999
ros_tale__1_4_250pq__2,2.509823051591149,-0.2554734955
ros_tale__1_4_750pq__1,1.104091720714409,-0.5556886725000001
ros_tale__1_4_750pq__2,0.7348634496389005,-0.4117257355000001
ros_tale__1_4_750pq__3,2.139585994771496,-0.4353635924999999
ros_tale__1_4_750pq__4,1.5384166123798224,-0.4949979084999998
ros_tale__2_mid_250pq__1,0.6987343284728692,1.1978010855000003
ros_tale__2_mid_250pq__2,1.1086262079202536,0.8099880955000001
ros_tale__2_0_0pq__1,-1.4661946909874282,0.33603439549999997
ros_tale__2_0_0pq__2,-1.62096962032472,0.3345854894999998
ros_tale__2_0_250pq__1,-0.3566753254760649,0.01811787249999996
ros_tale__2_0_250pq__2,-0.7707963073306284,-0.1691140175000001
ros_tale__2_0_750pq__1,-4.1134412242828775,-0.5445613895000001
ros_tale__2_0_750pq__2,-3.828831362208495,-0.4738350505
ros_tale__2_1_0pq__1,-0.4200786361016485,0.3737071814999999
ros_tale__2_1_0pq__2,-0.0918236484299811,0.2389653164999994
ros_tale__2_1_250pq__1,-0.3442927200352034,-0.14087618350000009
ros_tale__2_1_250pq__2,-0.890427729141414,0.02251056950000008
ros_tale__2_1_750pq__1,-0.0758572834481569,-0.06083906950000007
ros_tale__2_1_750pq__2,-1.1139058864658986,-0.16406993050000018
ros_tale__2_1_750pq__3,-1.342125758778591,-0.2552271705
ros_tale__2_2_0pq__1,-1.0673353584704748,-0.4497816414999996
ros_tale__2_2_0pq__2,-0.4917671422491628,-0.046547337499999834
ros_tale__2_2_250pq__1,-0.5779867553149923,-0.5127402385000002
ros_tale__2_2_250pq__2,-0.1571488549141685,-0.21211568749999987
ros_tale__2_2_750pq__1,-0.1670739886690753,-0.08477675949999998
ros_tale__2_2_750pq__2,0.5974008120654208,0.02924941149999993
ros_tale__2_3_0pq__1,0.4715273767961774,0.06855805349999987
ros_tale__2_3_0pq__2,0.1888661523854066,-0.09958596249999996
ros_tale__2_3_250pq__1,-0.3382864449988023,-0.3971339144999999
ros_tale__2_3_250pq__2,0.9017991381674866,-0.4356218315000002
ros_tale__2_3_750pq__1,0.0007567645353675,-0.12033115149999984
ros_tale__2_3_750pq__2,-0.6623088822156125,-0.3879741795
ros_tale__3_0_0pq__1,-2.2461034678680805,-0.2416492735000002
ros_tale__3_0_0pq__2,-1.8487748969415063,-0.25682746850000004
ros_tale__3_0_250pq__1,2.0939908604627884,-0.1983895014999999
ros_tale__3_0_250pq__2,1.011861377789034,-0.13671203650000008
ros_tale__3_0_750pq__1,0.3432405140760323,-0.5132378714999999
ros_tale__3_0_750pq__2,1.1037260319623814,-0.5843555114999996
ros_tale__3_1_0pq__1,-2.491006716697033,-0.1563570095000002
ros_tale__3_1_0pq__2,0.0309608531146729,-0.4777983564999997
ros_tale__3_1_250pq__1,-1.3634681930779524,-0.3894409464999997
ros_tale__3_1_250pq__2,-1.055515396579735,-0.6122606135000002
ros_tale__3_1_750pq__1,-2.900240445897764,-0.06942708050000013
ros_tale__3_1_750pq__2,-0.968804702194776,-0.7452059105000002
ros_tale__3_2_0pq__1,-3.2421960762297832,-0.031935184499999984
ros_tale__3_2_0pq__2,-3.4159933509762315,-0.17403853049999984
ros_tale__3_2_0pq__3,-4.0602884992240345,0.033131224499999945
ros_tale__3_2_0pq__4,-3.999845164098553,0.04266255350000003
ros_tale__3_2_250pq__1,-5.96731872872701,-1.1125796104999999
ros_tale__3_2_250pq__2,-4.9740817258587615,-1.1204617954999998
ros_tale__3_2_750pq__1,-4.383483315436681,-1.0436980994999998
ros_tale__3_2_750pq__2,-6.84641411186032,-1.6708870735
ros_tale__3_3_0pq__1,-1.1552651794323086,-0.4371887784999999
ros_tale__3_3_0pq__2,0.4326554407246663,0.002182495500000048
ros_tale__3_3_0pq__3,-1.115668267625806,-0.5098683094999998
ros_tale__3_3_0pq__4,-0.0457561848913615,-0.06070253350000021
ros_tale__3_3_250pq__1,-1.5627072605368324,-0.7348247634999998
ros_tale__3_3_250pq__2,-1.111120589731612,-0.4409736524999999
ros_tale__3_3_750pq__1,-0.3578127454911822,-0.6119740595000001
ros_tale__3_3_750pq__2,-0.4928613092017012,-0.7386973105000001
ros_tale__3_4_0pq__1,-3.7897709757772247,-1.1412779055
ros_tale__3_4_0pq__2,-3.8323188597095874,-1.1152447664999996
ros_tale__3_4_250pq__1,-4.81168899383101,-0.6385022585
ros_tale__3_4_250pq__2,-5.947472808787297,-0.6601092294999997
ros_tale__3_4_750pq__1,-3.0100437284211634,-1.3137211865
ros_tale__3_4_750pq__2,-3.5573502197487343,-1.1605041894999997
pcoli__atASMT_325G__1,-3.327884490102238,0.7866368195000004
pcoli__atASMT_325G__2,-3.3396495458295807,0.8501461904999998
pcoli__bpTDC__1,-2.220894083503029,1.6016287685
pcoli__bpTDC__2,-1.8898019414083316,1.5802691185
pcoli__BRCA__1,-4.650235097087391,1.7332522785000015
pcoli__BRCA__2,-4.681376246707095,1.6726842124999997
pcoli__BRCActrl__1,-1.3509097837127069,1.3554691374999996
pcoli__BRCActrl__2,-0.5519145190500901,1.3736174085
pcoli__BRCAswap__1,-1.1119972958410955,1.4252051884999999
pcoli__BRCAswap__2,-1.0244028799208786,1.2863273284999999
pcoli__btAANAT__1,-1.8469123749025809,0.9608642184999998
pcoli__btAANAT__2,-0.868318127412134,0.9354913975000004
pcoli__btASMT__1,-1.5379995505806396,0.9879417814999996
pcoli__btASMT__2,-1.6988780607845573,1.0392430435000004
pcoli__CC1__1,-0.9712113563867022,0.9609558655000005
pcoli__CC1__2,-1.3582242412800556,1.0098213555000002
pcoli__ccCOMT__1,-2.81969964274782,0.9461600915
pcoli__ccCOMT__2,-2.670242977925225,0.9921848594999996
pcoli__ckDDC__1,0.6336715016159206,0.7982275895000002
pcoli__ckDDC__2,1.5149960196398424,0.6530623234999999
pcoli__CNTF_belt__1,-2.5396563298771104,0.9331007264999998
pcoli__CNTF_belt__2,-1.3171529194030065,0.8951493735000002
pcoli__cobPNMT__1,-2.097071402146897,0.7420754685
pcoli__cobPNMT__2,-2.1108529209391587,0.5747342684999999
pcoli__cvPhhB__1,-3.295513915701852,1.0462503394999998
pcoli__cvPhhB__2,-2.637374592119691,0.8455758545000003
pcoli__ggAANAT__1,-2.7600435216109704,1.2915922814999994
pcoli__ggAANAT__2,-2.74747701895243,1.2366183915
pcoli__ggTPH__1,-2.007592537516044,0.9664520475000002
pcoli__ggTPH__2,-2.732989655797819,1.0172100525
pcoli__hsAANAT__1,3.47098885411696,0.5737300785000001
pcoli__hsAANAT__2,1.3110436551512816,0.6671003885000002
pcoli__hsASMT__1,-2.2917303820366093,1.4256088935000002
pcoli__hsASMT__2,-1.997209171882734,1.4202193264999994
pcoli__hsPNMT_mb__1,-3.231191743295336,0.7145274235000003
pcoli__hsPNMT_mb__2,-2.772472020068617,0.8786630594999996
pcoli__hsTPH__1,-4.062497176233363,0.7684105755000004
pcoli__hsTPH__2,-3.1672487114564616,0.7295241774999996
pcoli__hsTPH_E2K__1,-0.4405629804472773,0.9367869365000004
pcoli__hsTPH_E2K__2,0.2799550860296238,1.0412177464999997
pcoli__hsTPH_E2K_N91I_P99C__1,-3.623147430557112,1.1213561225000004
pcoli__hsTPH_E2K_N91I_P99C__2,-3.4018503339283206,1.1198234705000003
pcoli__hsTPH_N158trunc__1,-0.1950512932279534,0.6630422285000006
pcoli__hsTPH_N158trunc__2,-0.5434819144553239,0.8240387425000004
pcoli__hsTPH_N174trunc__1,-2.0510966219680755,1.0181464664999995
pcoli__hsTPH_N174trunc__2,-0.6500584398815363,0.8383656905000003
pcoli__hsTPH_Ntermtrunc__1,0.9880506029052198,2.0380438854999987
pcoli__hsTPH_Ntermtrunc__2,-0.3037609002080355,1.8380152604999995
pcoli__hsTPH1__1,-0.2774802063730087,1.1542171705000004
pcoli__hsTPH1__2,-0.2763256747785523,1.1045846155
pcoli__MBP__1,-2.50764813207988,0.9971752915
pcoli__MBP__2,-1.767115609205974,1.0380791595
pcoli__msCOMT__1,-2.803211350715468,1.6286154635000003
pcoli__msCOMT__2,-2.9685407032140443,1.6945456074999998
pcoli__ocAANAT__1,-2.6773164250864725,1.1492796615
pcoli__ocAANAT__2,-2.556971296736623,1.2206280855
pcoli__osTDC_K374H__1,0.5479043311079311,1.1079337575
pcoli__osTDC_K374H__2,0.6018488836216258,1.2468289995000004
pcoli__osTDC_K374L__1,-2.7294349802101894,1.7250494875000002
pcoli__osTDC_K374L__2,-2.1696185517665554,1.7035835085
pcoli__osTDC_K374Q__1,-0.836067400780398,1.1044507214999997
pcoli__osTDC_K374Q__2,-0.7383108948657764,1.1356395354999995
pcoli__osTDC_L360V__1,-2.74284677931992,1.1474754585000002
pcoli__osTDC_L360V__2,-2.0417049891962478,1.1915933195000004
pcoli__pmTPH__1,-3.6009859175246604,0.8611721585000001
pcoli__pmTPH__2,-3.1198592387954727,0.5552413604999997
pcoli__RFC__1,-3.677821507699825,0.6326509075
pcoli__RFC__2,-3.760294900335972,0.5300455344999997
pcoli__RFCctrl__1,1.1370888011659366,0.9767488305000004
pcoli__RFCctrl__2,1.1055976070030988,0.7155944905000005
pcoli__RFCnopause__1,2.236129609931927,0.8363673535000005
pcoli__RFCnopause__2,4.065781180128445,0.5514877265
pcoli__RFCpluspause__1,5.220022655718681,0.40404782850000004
pcoli__RFCpluspause__2,6.558281925316166,0.4266628985000005
pcoli__rnCOMT_sol__1,2.04880144916022,0.6555261225
pcoli__rnCOMT_sol__2,1.5719605661156246,0.7541710695000003
pcoli__rnPNMT__1,-2.7822316806874388,1.1248578465
pcoli__rnPNMT__2,-3.0351901056883057,1.0719842025
pcoli__rnTDC__1,-3.4121205157550287,1.3155536824999996
pcoli__rnTDC__2,-3.449229471172686,1.1541108315000002
pcoli__rnTDC_trunc__1,-4.062966273353354,1.2545495585000004
pcoli__rnTDC_trunc__2,-3.3087030119906444,1.1073159905000003
pcoli__saCOMT_T2A__1,-4.015169310440978,0.8823873875000001
pcoli__saCOMT_T2A__2,-3.999436906856218,0.8249902514999996
pcoli__sfCOMT__1,-3.581927648488584,0.6715329075
pcoli__sfCOMT__2,-3.646186462550949,0.6193744855000003
pcoli__sgAANAT_D63G__1,-3.3013135933015985,0.7056758955000002
pcoli__sgAANAT_D63G__2,-3.052805050408467,0.5305172055000003
pcoli__ssDDC__1,-2.610007715603897,1.8273566775
pcoli__ssDDC__2,-2.0741137932982143,1.7970397534999996
pcoli__TP53B__1,-2.841402017036172,1.2343934714999991
pcoli__TP53B__2,-2.706997346633944,1.3163683875000003
pcoli__WT__1,1.9159429921579532,1.3962588145
pcoli__WT__2,1.645705255641855,1.4444992935000005
cck__glu_ale4__1,-0.1774070281165594,0.6028258824999999
cck__glu_ale4__2,-0.636302792230468,0.2575592675
cck__cck_ale1__1,-0.1468172590529848,0.12747311949999984
cck__cck_ale1__2,-0.3178503610813812,0.13550509649999976
cck__cck_ale2__1,-0.1956874964172019,0.20450438850000152
cck__cck_ale2__2,-0.4669494914847047,0.06176412549999988
cck_pgi__gmos_delpgi__1,-2.354716475416371,0.44347769649999996
cck_pgi__gmos_delpgi__2,-2.1271896973834337,0.3884369544999999
cck_pgi__pgi_ale1__1,-1.0386906391483357,0.5956469314999997
cck_pgi__pgi_ale1__2,-0.987589146827407,0.3289263715000001
cck_pgi__pgi_ale2__2,-0.9063433605908532,0.5770624195000003
cck_pgi__pgi_ale3__1,-0.6725949692651927,0.6685896935
cck_pgi__pgi_ale3__2,-1.0377843314896795,0.2668140214999997
cck_pgi__pgi_ale4__1,-0.3872687970390525,0.4736078124999996
cck_pgi__pgi_ale4__2,-0.4851539617592532,-0.030743413500000205
cck_pgi__pgi_ale4__3,0.5598370646180979,-0.0921539684999999
cck_pgi__pgi_ale5__1,-0.099166188654188,0.5912763914999997
cck_pgi__pgi_ale5__2,-0.8729013651206186,0.23486628850000146
cck_pgi__pgi_ale6__1,-1.4269112237598185,0.7334321574999998
cck_pgi__pgi_ale6__2,-1.5294179522955027,0.1713360955000005
cck_pgi__pgi_ale7__1,-1.9002590278406224,0.8076866294999996
cck_pgi__pgi_ale7__2,-2.4791761822624,0.28759778749999976
cck_pgi__pgi_ale8__1,-0.1343359388775299,0.3991900774999997
cck_pgi__pgi_ale8__2,-0.4704635998514498,0.0072672434999998545
cck_sdh__gmos_delsdhCB__1,5.442246760873986,0.1883582144999996
cck_sdh__gmos_delsdhCB__2,3.810049280225634,0.2357280694999999
cck_sdh__sdh_ale1__1,-0.656003560232806,0.5584167375000004
cck_sdh__sdh_ale1__2,-0.4508992878398905,0.3895958294999997
cck_sdh__sdh_ale2__1,-0.8870301295609379,0.3697093624999997
cck_sdh__sdh_ale3__2,-0.2309686283878333,0.2662170214999997
cck_sdh__sdh_ale3__1,-0.5620595315682049,0.5973394395000002
cck_sdh__sdh_ale3__3,-0.3308419094171521,0.4606638855000002
cck_pts__gmos_delptsHIcrr__2,5.21922274326084,0.08749020849999978
cck_pts__gmos_delptsHIcrr__1,6.444285710698723,0.3603671595000004
cck_pts__pts_ale1__2,-2.2382335289131388,0.1081142384999998
cck_pts__pts_ale1__1,-2.1121679988875184,0.10918285250000004
cck_pts__pts_ale2__2,2.4463532670964754,0.0834558285
cck_pts__pts_ale2__1,2.3453137058951405,0.09281048450000018
cck_pts__pts_ale3__2,-3.928396192827567,-0.8714032624999999
cck_pts__pts_ale3__1,-3.5421200146244507,-0.6266800424999999
cck_pts__pts_ale4__2,2.3763751592384703,0.3108793285
cck_pts__pts_ale4__1,2.1313988364317327,0.22828084550000005
cck_gnd__gmos_delgnd__1,4.207112304198115,0.26452994050000145
cck_gnd__gmos_delgnd__2,5.4919012996163366,0.2858771174999997
cck_gnd__gnd_ale1__1,-0.2176358087037248,-0.11376228050000005
cck_gnd__gnd_ale1__2,-0.3455840271116129,-0.12499750349999995
cck_gnd__gnd_ale2__1,0.1435439656838768,-0.058129778500000125
cck_gnd__gnd_ale2__2,-0.1372376477827299,-0.20611859750000014
cck_gnd__gnd_ale3__1,-0.117974519875703,0.045030683499999835
cck_gnd__gnd_ale3__2,-0.2568332348882123,-0.2309448685
cck_tpiA__gmos_deltpiA__1,-2.959426448571111,-0.034641501499999894
cck_tpiA__gmos_deltpiA__2,-4.888765753599064,0.20406657249999996
cck_tpiA__tpiA_ale1__1,-0.2798324015495555,0.3257054775000001
cck_tpiA__tpiA_ale1__2,-0.7367889771390145,0.5147517574999996
cck_tpiA__tpiA_ale2__1,-1.4982873699095018,0.5142167555000001
cck_tpiA__tpiA_ale2__2,-1.0901273479681628,0.1996253314999996
cck_tpiA__tpiA_ale3__1,-0.362245282933267,0.21512651049999976
cck_tpiA__tpiA_ale3__2,-0.1634693738272217,0.4078841915000005
cck_tpiA__tpiA_ale4__1,-0.954426701482497,0.29346759749999984
cck_tpiA__tpiA_ale4__2,-0.5004682978156779,0.3308069814999999
acid_tale__acid_ale1_pH7__1,-0.1146862442959115,0.2695052935000004
acid_tale__acid_ale1_pH7__2,0.2902264096550768,0.18339921750000032
acid_tale__acid_ale1_pH5__1,2.880625869459554,-0.07509273849999998
acid_tale__acid_ale1_pH5__2,3.357011737257935,-0.25726979949999995
acid_tale__acid_ale2_pH7__1,0.4221413415578399,0.1603679244999996
acid_tale__acid_ale2_pH7__2,0.0365323618324247,-0.05239275749999983
acid_tale__acid_ale2_pH5__1,0.0622692742618346,-0.21071534450000007
acid_tale__acid_ale2_pH5__2,1.835824042239322,-0.1353576675000001
acid_tale__low_Mg_ale_pH7__1,-0.7332942746221849,-0.024336304499999798
acid_tale__low_Mg_ale_pH7__2,-0.7333398172315755,-0.1142719314999998
acid_tale__low_Mg_ale_pH5__1,-1.4860076462119896,0.27496221349999983
acid_tale__low_Mg_ale_pH5__2,-0.8393173420202926,0.15323667950000042
acid_tale__MES_ale_pH7__1,0.0536817206943432,0.027053224499999917
acid_tale__MES_ale_pH7__2,0.1345236159487053,0.10753077049999993
acid_tale__MES_ale_pH5__1,-0.967481649305277,-0.021551994499999786
acid_tale__MES_ale_pH5__2,-0.3814375182990347,0.4142727785000005
acid_tale__gmos_pH7__1,0.3280759174507679,-0.07842460150000008
acid_tale__gmos_pH7__2,0.1364755564492297,-0.02109336449999999
acid_tale__gmos_pH5__1,-1.2796478093509158,0.20531970150000006
acid_tale__gmos_pH5__2,-1.1710653269461184,0.2714327614999994
adnB__wt_adn__1,-1.831305845429558,-0.4685067675000001
adnB__wt_adn__2,-0.2087530428892788,-0.7223490644999999
adnB__delydhB_adn__1,-4.188867851770867,-0.4412735104999999
adnB__delydhB_adn__2,-2.71563433509178,-0.2007495774999999
ytf2__wt_glc__1,-1.1402670155223116,0.12407359349999993
ytf2__wt_glc__2,-1.464611264768816,-0.02514797549999992
ytf2__ybcM_glc__1,1.7736735233912424,-0.3892077905
ytf2__ybcM_glc__2,1.7379119056772077,-0.31232269049999983
ytf2__ydhB_glc__1,-1.0076642428557532,-0.2183898055000002
ytf2__ydhB_glc__2,-0.9924140390026732,0.047425690499999895
ytf2__yfeC_glc__1,-1.1795098383786238,-0.03281453449999994
ytf2__yfeC_glc__2,-1.121226363067914,-0.14999980450000014
ytf2__yciT_glc__1,-1.3376410830074343,0.12901525149999982
ytf2__yciT_glc__2,-1.429895997368565,-0.17272704549999984
ytf2__ydiZ_glc__1,-1.068080826350576,-0.1616635154999999
ytf2__ydiZ_glc__2,-1.095562758953864,-0.1897844325000002
ytf2__ynfL_glc__1,-1.2834471360973785,-0.1241352065000001
ytf2__ynfL_glc__2,-1.131887550067656,-0.02770231150000013
ytf3__wt_glc2__1,-0.1376511273785495,-0.15514933349999982
ytf3__wt_glc2__2,-0.2886179003138868,-0.04914265649999994
ytf3__wt_pH7_lactate__1,-0.396719528186483,-0.3675926064999997
ytf3__wt_pH7_lactate__2,-0.3857975571654077,-0.2505879095000001
ytf3__wt_pH55_lactate__1,-0.2645465599326573,-0.3030753814999998
ytf3__wt_pH55_lactate__2,-0.5170157651822315,-0.1737140665000001
ytf3__wt_pH55_HCl__1,-0.9684120768374436,0.04572383050000006
ytf3__wt_pH55_HCl__2,-0.9418220740933828,-0.039240599499999806
ytf3__dyieP_pH7__1,-0.3430712639311422,-0.13142786249999985
ytf3__dyieP_pH7__2,-0.6319519653812773,-0.1804066435
ytf3__dyieP_pH55__1,0.0825885808172915,-0.2229499085
ytf3__dyieP_pH55__2,-0.233717983198801,-0.25688177450000005
minicoli__aldA_f1c2__1,9.031907794799553,0.09351110190863343
minicoli__aldA_minE__1,6.378213846500866,0.3457111609240289
minicoli__mg1655_glc__1,-1.6352377018303754,-0.6439887761498064
minicoli__mg1655_glc__2,-1.786825741714413,-0.6920742475221813
minicoli__minE_cyt__1,8.995907239960804,0.4707753837897202
minicoli__minE_cyt__2,8.292559623975427,0.1828160302571233
minicoli__minE_fruc__1,6.415496738117152,0.2095177462368718
minicoli__minE_fruc__2,6.204140713672057,0.1570814368999085
minicoli__minE_glc__1,6.744770175953899,-0.1466852958933882
minicoli__minE_glc__2,6.054317832388569,0.11800134320125676
minicoli__minE_glyc__1,14.971660427869937,1.5438561778617241
