,-0.10208097074280051,-0.07656072805710037,-0.05104048537140024,-0.025520242685700106,2.7755575615628914e-17,0.025520242685700162,0.051040485371400296,0.07656072805710043,0.10208097074280056,0.1276012134285007,0.15312145611420083,0.17864169879990097,0.2041619414856011,0.22968218417130123,0.25520242685700134,0.28072266954270153,0.3062429122284016,0.3317631549141018,0.3572833975998019,0.38280364028550207
thresh,-0.08932084939995044,0.08932084939995044,2,,,,,,,,,,,,,,,,,
unreg,1,0,13,408,3458,344,18,2,2,4,2,1,0,0,0,0,0,0,0,0
DhaR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
unreg_genes,['ptsI'],[],[],[],[],[],[],[],['malT' 'mtlR'],['mtlD' 'galP' 'manZ' 'mtlA'],['manY' 'manX'],['ptsG'],[],[],[],[],[],[],[],[]
DhaR_genes,[],[],[],[],['dhaR'],[],[],[],[],[],[],[],[],[],[],['dhaM'],['dhaL'],['dhaK'],[],[]
