,A,MntR
SRX5278713,3.7539323362027055,0.5167405285672624
SRX5278714,3.885081214136077,0.4607866703024923
SRX5278715,1.4772285482659484,-0.3815379888218464
SRX5278716,1.4423361262152363,0.5314086862866132
SRX5278717,2.0424813188183286,0.4768058237443675
SRX5278718,3.0914402242623207,0.4361972083211976
SRX5278719,3.286319868473893,1.0098529143223491
SRX5278720,-0.8870445093596884,0.6573712082450074
SRX5278721,4.0133184418200525,1.0339742284140252
SRX1254783,-2.3682382959771027,-0.8841108627726966
SRX1254784,-1.5217748810984033,-0.9874008111312148
SRX1254785,-1.290481407911273,-0.41016628744270456
SRX1254786,-2.1220846116157466,-0.7351299661334165
SRX1473807,0.010744222030785957,0.04145866772759277
SRX1473808,0.16062377771670544,-0.014373356144297134
SRX1473809,-0.1713679997474764,-0.02708531158329564
SRX7520944,-0.9721371453864046,0.061152109193725934
SRX7520945,-0.5079987445445018,-0.07200689159032425
SRX7520946,0.8716011982227148,0.05136296269128682
SRX7520947,0.6085346917081814,-0.0405081802946885
SRX7520948,20.781293702630336,0.04979678245079633
SRX7520949,20.726183146255806,-0.03716703036871749
SRX7520950,24.698127684562746,0.05609989855452113
SRX7520951,24.428243071299786,-0.06420219661916704
SRX959206,1.084478800138968,0.2758160835637664
SRX959207,2.6237111234674715,0.2274445623274115
SRX959208,3.9010129525858375,0.6343410460589194
SRX959209,-1.1867126944547477,-0.34049536259899504
SRX959210,-1.3026315926631395,0.15626716648502992
SRX959211,-1.9539924098184545,0.0588678690388793
SRX959212,0.2134667026941988,-0.02642002889275652
SRX959213,1.3259662185940049,0.17620580560948085
SRX959214,0.2032841130846277,0.2424036080474341
SRX959215,0.2423405342435836,-0.2450374719687893
SRX959216,-1.4508133195168749,-0.030759466226294663
SRX959217,-0.5342442490994942,-0.116392446569078
SRX3269802,-1.1322082587774265,-0.3639571575032257
SRX3269803,1.1322082587774198,0.3639571575032239
SRX3269804,-0.4715322864317994,0.4977590924357429
SRX3269805,-3.846436174399178,1.0381224228847843
SRX3269806,-0.16909730985642732,0.984951022102658
SRX3269807,18.651896574825763,-2.146254969351525
SRX3269808,14.436716701971381,-2.5370295298499177
SRX3269809,13.14818350218695,-1.5546421443669978
SRX3269810,11.025167838150654,-1.2473586270186736
SRX3269811,8.162250699051548,-1.1326778906632065
SRX2529102,0.19262317986995373,-0.13323468613745515
SRX2529103,-0.1926231798699436,0.13323468613745426
SRX2529104,2.5355206578258844,0.8207780735715762
SRX2529105,1.9224454070556465,0.8961311787604309
ERX1981712,-1.2968632050531774,-1.5391258946545872
ERX1981713,-4.0257886038927815,-0.9325682503559564
ERX1981714,-3.4841800052420138,-0.9464285989800328
ERX1981715,2.0341293988435165,0.048241296014635886
ERX1981716,-0.8875573936051463,0.13605434893298707
ERX1981717,-1.1465720052383888,-0.18429564494762474
ERX2274784,0.7700327527480962,-0.10096753632936027
ERX2274785,0.4123239300927904,-0.09046165824743467
ERX2274786,-2.728570708059279,0.2680958480284765
ERX2274787,-6.074121402718792,0.5588384870528031
ERX2274788,-4.214326215381283,0.29255539720710644
ERX2274789,0.9331263787614584,0.3687742832059229
ERX2274790,2.1657595917542865,0.01660289281293359
ERX2274791,-0.7085277005536061,-0.015668590491157985
ERX2274792,-4.680860707188038,0.20725788058475206
ERX2274793,-4.6475721655617335,0.5007064220893636
ERX2274794,-1.8406557911517425,0.33400374222819096
ERX2274795,-4.202948123139727,0.27903747940373336
ERX2274796,2.3449493201213207,-0.13510538558980126
ERX2274797,-3.863853679780576,0.28711350849552275
ERX2274798,1.5189043596592495,-0.15200812290572152
ERX2274799,-5.781567313930219,0.4056764569014497
ERX2274800,-0.4892155964254768,0.598282324508407
ERX2274801,-4.8548227543032665,0.26300116093329073
ERX1819430,-1.9653274470444528,0.13517053566331685
ERX1819431,-0.6352656754581126,-0.13335869597680272
ERX1819432,-0.6779791945969438,0.11944585240747865
ERX1819433,-0.8260131993357864,0.19251115421384132
ERX1819434,-0.15076874521387856,-0.14912798170749042
ERX1819435,1.907649922133517,-0.3575682779783076
ERX1819436,0.25774484566874784,-0.3230616718145125
ERX1819437,1.5093764455203529,-0.1437734049677033
ERX1819438,-0.7505838403856446,0.09425280662963864
ERX1819439,0.0072448417101246675,-0.1720008095428014
ERX1819440,-0.652350155379252,0.18525790980096346
ERX1819441,0.5371204541116655,-0.15422625624382744
ERX1819442,0.9013525855995428,0.05487517507785533
ERX1819443,2.9529579104026067,-0.12212822434842607
ERX1819444,1.2898370328627566,0.19618938303063335
ERX1819445,4.029166822001364,-0.24203630856029434
ERX3440914,2.018646338290389,-0.07018327254516077
ERX3440915,0.5562874662999672,0.4308899885041475
ERX3440916,-1.1408612425720601,0.30234060902948023
ERX3440917,-0.6728655233749179,-0.4911874494378044
ERX3440918,0.4818578567110836,-0.6402579397465695
ERX3440919,-0.3524160472970829,-0.2289606977255021
ERX3440920,-0.4362297395182144,-0.6650091776147011
ERX3440921,11.193838788929195,-0.8630000653189009
ERX3440922,11.430468957518695,-0.5177293706777126
ERX3440923,11.672839383846991,-0.06331999054658421
ERX3440924,11.792222974615411,0.06689649329102121
ERX3440925,-0.4302738638219399,0.06681347598765798
ERX3440926,11.345672940631205,-0.016777199562728384
ERX3440927,11.662903118121585,0.051594311446248035
ERX3440928,13.793397022792453,-0.025413332672652444
ERX3440929,13.046859941739054,0.7754677955216414
ERX3440930,12.878545698004663,0.8490247449522057
ERX3440931,12.152957273511806,-1.1256124381539971
ERX3440932,12.724822390421062,-0.020813904172459097
ERX3440933,11.97907616689869,-0.5529323490417033
ERX3440934,12.763491344108234,-0.3233245081755021
ERX3440935,13.265980402504027,-0.4335192331181599
ERX3440936,-1.5883724744684422,0.0033697965575010262
ERX3440937,13.297655854757044,-0.2942740227335223
ERX3440938,0.8932336084257719,0.6785543948869242
ERX3440939,-0.6314847473027385,-0.04433356564185775
ERX3440940,-1.2046219911757594,-0.5946242810489828
ERX3440941,-0.95619184692371,-0.4153263371393807
ERX3440942,-0.15656511572587012,-0.3568258063886169
ERX3440943,-2.4146745637964737,-0.18838724926256312
SRX5347612,-0.20698608838444585,0.1829014820343975
SRX5347613,-1.5274094082833471,0.14820764972474265
SRX5347614,1.7343954966677881,-0.3311091317591348
SRX5347615,-3.715644549065463,0.31352797011193795
SRX5347616,-3.3642060630074613,0.4005967903989269
SRX5347617,-1.8739892223272283,-0.1292543817636833
SRX5347618,-1.9161350985380423,0.33939444848502553
SRX5347619,-5.429881837497,0.3943772883601575
SRX5347620,-2.0402872699508223,0.0669882502014012
SRX5347621,-5.390427690150262,0.10388936381303716
SRX5347622,-6.789079140304644,0.3355304284847573
SRX5347623,-3.5633387979841573,-0.009572816042044964
SRX8170783,-1.3999603345987313,-0.03769592764028218
SRX8170784,-0.3811639434660169,-0.1057492716064914
SRX8170785,1.7811242780647478,0.14344519924677535
SRX8170786,2.9385396681237164,0.2580903167164745
SRX8170787,3.0079752665251402,-0.09146411049712988
SRX8170788,2.0825774888580417,0.20157308931716145
SRX5177009,12.787090884199074,-0.160095669346207
SRX5177010,7.541752097026534,0.007719859939241402
SRX5177011,5.704799847619842,-0.09357570149566996
SRX5177012,7.412978378734549,-0.7496233172833353
SRX7354731,0.003199111760125692,-0.05140655766482638
SRX7354732,-0.003199111760094731,0.05140655766482638
SRX7354733,6.5097975183106085,-0.5322706055788569
SRX7354734,8.29932213577416,-0.5956695837346064
SRX7354735,7.26309565424998,-0.9474895557528172
SRX7354736,7.155536505697053,-0.6050782041117929
SRX7354737,5.6614170860298065,-0.543085298664872
SRX7354738,4.755807062608107,-0.5056683014064411
SRX2508581,-0.6809705933750516,-0.08718770388418129
SRX2508582,-0.23403941198490344,0.08416422014209424
SRX2508583,2.0373501429766767,-0.2795545873811154
SRX2508584,2.3446975071915204,0.10425788473931696
SRX2508585,0.24710550853807844,0.06328002981342884
SRX2508586,0.12218917900417292,0.1320510688117409
SRX2508587,2.0422298088498416,-0.12779115148940254
SRX2508588,1.8261162130716957,0.13255553834957826
SRX2508589,0.433865084836968,0.023907674070748897
SRX2508590,0.3292789278880999,0.20188142212304427
SRX2508591,1.7669189782739132,-0.16304816882580653
SRX2508592,1.7732866671366292,-0.1407480657847966
SRX1736086,-1.281188219937136,-0.10476827921041476
SRX1736087,-0.012339955724602976,0.039201281302098316
SRX1736088,1.2935281756617591,0.06556699790831644
SRX1736089,3.7628247032021,-2.3818934079262557
SRX1736090,4.481595703386165,-2.5263240274303493
SRX1736091,3.4502511669559195,-2.49634864484083
SRX1736092,1.010516258511582,0.20530464591219652
SRX1736093,1.2114390279233416,0.004531301345723549
SRX1736094,-1.0694986884643027,-0.4530702061977898
SRX1736095,2.8068488027284566,-1.524875768713474
SRX1736096,3.5390185760341746,-2.2095350151313577
SRX1736097,5.209645463707583,-2.1966175834338344
SRX7176371,0.40732892966019546,-0.008956055157067766
SRX7176372,0.4658346471442284,0.009420286558093238
SRX7176373,-0.8731635768044457,-0.000464231401029025
SRX7176374,-2.148038154771581,0.3098522055298023
SRX7176375,-3.042275332692024,0.2499720978726199
SRX7176376,-1.9961454985765348,0.24018492137661876
