,USA300HOU_RS13675
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,5.1139168534
USA300_LAC_U01-Set001_CAMHB_Control_1,5.01769635
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,4.9373165582
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,5.4459101822000004
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,5.7586088102
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,5.1277869766
USA300_LAC_U01-Set001_CAMHB_Control_2,4.8945013588
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,5.1234577214
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,5.4941631212
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,5.3504851018
USA300_TCH1516_U01-Set000_CAMHB_Control_1,5.5563070204
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,5.1838584698
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,5.5944240419
USA300_LAC_U01-Set001_R10LB_PreCulture_1,5.5180805586
USA300_LAC_U01-Set001_R10LB_PreCulture_2,5.3622039669
USA300_LAC_U01-Set001_R10LB_Control_1,5.8098387533
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,6.1039014106
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,6.112655767
USA300_LAC_U01-Set001_R10LB_Control_2,6.0029405811
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,6.1542821933
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,6.0349060691
USA300_TCH1516_U01-Set000_R10LB_Control_1,5.5322432253
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.1367324477
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,5.943289989
USA300_TCH1516_U01-Set000_R10LB_Control_2,5.6792254893
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,5.7150393199
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,6.1223829411
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,4.9143401435000005
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,5.0064782531
USA300_TCH1516_U01-Set000_CAMHB_Control_2,5.607329877
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,5.484340664
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,5.4980323519
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,5.6986951983
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,5.3250817734
USA300_LAC_U01-Set004_CAMHB_Control_1,4.7671117224
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,4.541778322
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,4.8735862077
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,5.1057230772
USA300_LAC_U01-Set004_CAMHB_Control_2,4.9122282334000005
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,5.0871492938
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,4.4572421257
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,5.157899569
USA300_LAC_U01-Set004_R10LB_Control_1,5.6631812455
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,5.6879565804
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,5.6981936834999996
USA300_LAC_U01-Set004_R10LB_Control_2,5.5602760966
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,5.6616364352
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,5.3989821566
USA300_TCH1516_U01-Set003_CAMHB_Control_2,5.1788086815
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,5.1972746043
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,5.3245350417
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,5.1642057749
USA300_TCH1516_U01-Set003_CAMHB_Control_3,5.353060507
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,5.205072773
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,5.5500686289
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,5.0397396211
USA300_LAC_ICA-Set001_R10LB_Control_1,6.1589248438
USA300_LAC_ICA-Set001_R10LB_Control_2,6.0774206284
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,6.1823581836
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,6.2510788046
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,5.8802877202
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,5.8320957352
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,6.3902116129
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,6.1820447261
USA300_TCH1516_BK-Set001_THB_Control_1,5.2443947896
USA300_TCH1516_BK-Set001_THB_Control_2,5.214722683
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,4.9505823547
