,-0.05550625564444445,-0.041629691733333335,-0.027753127822222223,-0.013876563911111112,0.0,0.013876563911111112,0.027753127822222223,0.041629691733333335,0.05550625564444445,0.06938281955555556,0.08325938346666667,0.09713594737777778,0.1110125112888889,0.1248890752,0.13876563911111112,0.15264220302222223,0.16651876693333334,0.18039533084444445,0.19427189475555556,0.20814845866666665
thresh,-0.0624445376,0.0624445376,2,,,,,,,,,,,,,,,,,
unreg,1,9,145,1182,3426,957,119,24,5,7,6,3,4,5,0,1,2,0,0,0
NtrC,0,0,0,1,1,0,1,0,2,0,1,1,3,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],"['PSPTO_1871' 'PSPTO_4241' 'PSPTO_RS21280' 'PSPTO_1257' 'gabP'
 'PSPTO_1256' 'PSPTO_0768']",['PSPTO_4240' 'rutD' 'PSPTO_5248' 'PSPTO_4239' 'PSPTO_1255' 'rutC'],['PSPTO_0769' 'PSPTO_4136' 'PSPTO_4238'],['rutB' 'urtC' 'PSPTO_5247' 'ureG'],['PSPTO_4912' 'urtB' 'ureF-2' 'ureE' 'rutA'],[],['PSPTO_5246'],['PSPTO_5245' 'urtA'],[],[],[]
NtrC_genes,[],[],[],['ansA'],['PSPTO_5500'],[],['PSPTO_2061'],[],['PSPTO_2060' 'PSPTO_2059'],[],['glnK'],['glnA'],['ntrC' 'amt-1' 'glnL'],[],[],[],[],[],[],[]
