,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-3.33333360913457e-11,1.130627564191528,3.0,0.0,0.6530177063,2.0,-1.3055362253,4.0,0.6525185189,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-7.1382010541000005,0.7741555884887888,3.0,1.0,-7.4958361142,3.0,-7.6688831703,5.0,-6.2498838778,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-2.160979708425,0.5244374538923297,4.0,6.0,-2.0048567002,20.0,-1.6536284065,40.0,-2.090706222,63.0,-2.894727505,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-1.7532830359250002,1.7220060945493076,4.0,7.0,-4.2991132593,33.0,-1.3161285550000001,81.0,-0.6866425399,82.0,-0.7112477895,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,1.22295822765,1.837186297127558,4.0,8.0,2.4306305003,51.0,0.4653544545,65.0,2.9969292116,76.0,-1.0010812558,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,1.5407840653666665,3.202507703006756,3.0,9.0,5.1110502676,22.0,0.5898901516,49.0,-1.0785882231,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,1.09561401055,3.657635571405554,2.0,10.0,-1.4907249051,26.0,3.6819529262,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,7.8858845751,8.13704888787627,3.0,11.0,7.5890359715999995,54.0,-0.09867798430000001,83.0,16.167295738,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,1.002548485675,1.229064887700916,4.0,12.0,1.6688738550000002,48.0,-0.0561640578,64.0,2.4008144291,78.0,-0.0033302836,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-1.5611892369749998,1.0429448991401555,4.0,13.0,-2.2194252297,38.0,-0.061168803800000005,67.0,-1.6462498448,72.0,-2.3179130696,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-1.5175535583333335,0.6432389729936725,3.0,14.0,-1.9404551704,41.0,-1.8348957611999999,85.0,-0.7773097434,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-2.007940298825,0.9804870131116272,4.0,15.0,-3.4426252178,52.0,-1.8179893534,71.0,-1.4721205182000001,80.0,-1.2990261059,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,0.28867813243333335,0.4800153251494392,3.0,16.0,-0.25035099050000004,53.0,0.6699979525,77.0,0.4463874353,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,0.37614083946666677,2.960578425277241,3.0,17.0,-3.0057416879,50.0,2.4997223007000002,66.0,1.6344419056000001,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-5.016290555733334,3.2536091417925164,3.0,18.0,-4.4503188837,25.0,-8.515754201,62.0,-2.0827985825,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.768962336975,4.465342589226317,4.0,19.0,-0.7295658997000001,28.0,7.234923896,56.0,-0.4059551317,73.0,-3.0235535167,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-4.453619410975,3.3569813334510465,4.0,21.0,-5.3170111841,34.0,-8.3027544875,45.0,-0.2075504176,58.0,-3.9871615547,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-1.6997994029,1.0116741283838473,4.0,23.0,-2.0377110287,42.0,-2.6840558998,70.0,-0.2925772058,79.0,-1.7848534773,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.8251838644499999,3.0185350455155504,4.0,24.0,4.5569141367,29.0,-1.0841304352,68.0,-2.0988293229,74.0,1.9267810792,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-2.6428586229000004,1.2793750409474829,4.0,27.0,-1.5134151923,31.0,-4.4798142533,69.0,-2.218157901,75.0,-2.3600471450000002,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.11809963672500023,9.747812321551528,4.0,30.0,-5.2315614818,32.0,-5.5287457477,59.0,-4.1903514083,86.0,14.4782600909,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,0.6153529748000001,,1.0,35.0,0.6153529748000001,,,,,,,,,,,,,,,,,,,,,,,,,,
