,-0.33662554916024995,-0.29174214260555,-0.24685873605085001,-0.20197532949615005,-0.15709192294145008,-0.11220851638675011,-0.06732510983205015,-0.022441703277350178,0.02244170327734979,0.06732510983204976,0.11220851638674972,0.1570919229414497,0.20197532949614966,0.24685873605084957,0.2917421426055496,0.3366255491602496,0.3815089557149495,0.42639236226964944,0.47127576882434946,0.5161591753790495
thresh,-0.08976681310939999,0.08976681310939999,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,0,0,1,12,2004,1882,14,2,4,1,2,0,0,0,0,0,0
unreg_genes,['yieP'],[],[],[],[],['mgrB'],[],[],[],[],['cdd' 'decR'],['btsT' 'adiY' 'ykgF' 'ykgG'],['yohK'],['ykgE' 'yohJ'],[],[],[],[],[],[]
