,0
name,PhnR-2
TF,PhnF/PhnR
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PhnF&e1=1&assembly=complete"" target=""_blank"">PhnF</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PhnR&e1=1&assembly=complete"" target=""_blank"">PhnR</a>"
function,Phosphate transport
category,Metal Homeostasis
has_venn,True
scatter,1
exp_var,0.001990568084042521
precision,0.125
recall,0.21739129999999998
