sample,BSU09020
LBexp_1,11.363
LBexp_2,11.248
LBexp_3,11.022
LBtran_1,8.8283
LBtran_2,10.2087
LBtran_3,10.8136
LBstat_1,8.3076
LBstat_2,8.2868
LBstat_3,8.2866
LBGexp_1,12.5294
LBGexp_2,12.4741
LBGexp_3,12.6448
LBGtran_2,12.0152
LBGtran_3,12.2423
LBGstat_1,13.2126
LBGstat_2,11.2234
LBGstat_3,11.3084
S0_1,10.8118
S0_2,10.6743
S0_3,10.6144
S1_1,8.6761
S1_2,8.6789
S1_3,8.6052
S2_1,8.1842
S2_2,8.0537
S2_3,8.0236
S3_1,10.6415
S3_2,10.6782
S4_1,12.7073
S4_2,12.7753
S4_3,12.4772
S5_1,13.8249
S5_2,14.2106
S5_3,13.9052
S6_1,13.5186
S6_2,10.8718
S6_3,13.255
S6/t_1,13.3293
S6/t_2,10.6089
S6_4,13.5492
S6_5,14.1071
S6_6,14.4138
S7_4,13.5669
S7_5,13.2878
S7_6,13.5803
S8_4,12.8578
S8_5,11.796
G135_1,15.277
G135_3,13.316
G150_1,14.042
G150_2,14.6745
G150_3,14.2818
G180_1,13.8348
G180_2,14.2186
G180_3,12.7462
C30_1,10.3074
C30_2,10.6592
C90_1,9.2134
C90_2,9.4338
BI_1,9.8265
BI_2,10.1751
BC_2,9.5992
BC/t_1,9.1805
BC/t_2,9.5989
BC_1,8.8102
Sw_1,9.9632
Sw_2,10.5617
BT_1,11.7146
BT_2,11.4797
B36_1,10.7126
B36_2,10.6372
B60_1,10.9605
B60_2,10.6054
M9exp_1,10.7726
M9exp_2,10.3847
M9exp_3,10.1234
M9tran_1,9.326
M9tran_2,9.486
M9tran_3,9.6684
M9stat_1,8.6076
M9stat_2,8.2581
M9stat_3,8.0202
M+G_1,10.1541
M+G_2,10.1838
M+G_3,10.3346
Glu_1,10.0189
Glu_2,10.1002
Glu_3,10.2059
Fru_1,10.2721
Fru_2,9.975
Fru_3,9.5483
Mal_1,9.4991
Mal_2,9.4522
Mal_3,9.4283
G+S_2,10.8501
G+S_3,11.144
Pyr_1,10.0345
Pyr_2,10.9109
Pyr_3,10.8118
Gly_1,9.5539
Gly_2,9.8477
Gly_3,9.0815
Glucon_1,9.0913
Glucon_2,9.3675
Glucon_3,9.2256
aero_1,10.4466
aero_2,9.247
aero_3,10.4522
nit_1,12.1601
nit_2,10.6545
nit_3,11.4924
ferm_1,11.5314
ferm_2,10.0067
ferm_3,12.0516
T-5.40H_1,9.9035
T-4.40H_1,9.8057
T-3.40H_1,9.7368
T-2.40H_1,9.6518
T-1.40H_1,10.1097
T-1.10H_1,10.8516
T-0.40H_1,10.6151
T0.0H_1,9.9018
