,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,4.3121208639323285,0.8670000077261109,2.0,0.0,3.699059279180407,1.0,4.925182448684251,,
1,Chrom__sac_sta,0.6871701371178741,2.0219994896384264,2.0,2.0,2.1169396877969433,3.0,-0.7425994135611951,,
2,Chrom__sac_MW001,6.494804694057166e-15,0.3839150525051648,2.0,4.0,0.27146893702599795,5.0,-0.27146893702598496,,
3,Chrom__sac_fadR,1.6329471984992443,0.1971186099145806,2.0,6.0,1.7723311042679102,7.0,1.4935632927305786,,
4,FadR__wt_p,6.217248937900877e-15,1.8787658289970683,2.0,8.0,-1.3284880579453864,9.0,1.3284880579453988,,
5,FadR__ko_p,0.24692164393616872,1.6317017230673663,2.0,10.0,-0.90686570931854,11.0,1.4007089971908775,,
6,GDGT__75_2.4_log,1.5173048003210472e-15,0.7877802052940259,3.0,12.0,-0.3697844624617646,27.0,-0.5348592816848541,50.0,0.9046437441466232
7,GDGT__80_3.5_stat,5.284407614941494,0.4632432268186334,3.0,13.0,4.8794328508409945,20.0,5.18425516563333,42.0,5.789534828350156
8,GDGT__80_2.4_log,-0.9604232940211351,2.9046583499178027,3.0,14.0,-0.8556168772328313,37.0,1.890413384503672,41.0,-3.916066389334246
9,GDGT__75_3.5_stat,-1.2033426616518768,2.934416663643594,3.0,15.0,-4.588753753811628,24.0,0.6120207772865112,28.0,0.3667049915694867
10,GDGT__80_1.6_stat,1.245459847968835,0.8626151755176423,3.0,16.0,0.2882631134222279,17.0,1.48544608318822,33.0,1.9626703472960576
11,GDGT__75_2.4_stat,-1.3073242219095154,2.456431286466897,3.0,18.0,-2.3969807842038304,26.0,-3.0304335715891217,31.0,1.5054416900644063
12,GDGT__80_2.4_stat,-2.510918387601055,0.8258012077792545,3.0,19.0,-1.9129005984349496,29.0,-2.166709840217288,30.0,-3.4531447241509263
13,GDGT__80_1.6_log,1.9334918298870483,1.983515548124706,2.0,21.0,3.3360491245549797,39.0,0.5309345352191169,,
14,GDGT__65_3.5_stat,-0.3316603772693991,4.722206155217047,3.0,22.0,-5.198290906943682,23.0,-0.02817173403820958,34.0,4.231481509173694
15,GDGT__75_1.6_stat,0.5345186289232989,2.920186107583122,3.0,25.0,2.0377488539215007,32.0,2.396849015265051,38.0,-2.8310419824166555
16,GDGT__75_1.6_log,-4.727429100285889,1.2411016362880933,2.0,35.0,-3.8498377171248577,36.0,-5.6050204834469195,,
17,GDGT__65_2.4_stat,-1.9848646077696,0.9331131540819397,3.0,40.0,-1.9617312419543305,46.0,-1.063533228796791,49.0,-2.9293293525576787
18,GDGT__65_2.4_log,-4.113312843094306,2.1453223255691487,3.0,43.0,-2.2820394581998187,44.0,-6.473676576514423,47.0,-3.5842224945686763
19,GDGT__80_3.5_log,0.3400815815766664,0.9250585143596397,3.0,45.0,-0.6999855952670287,51.0,1.07089575669604,52.0,0.6493345833009879
20,GDGT__65_1.6_log,-1.357017472285612,0.9249624751489136,3.0,48.0,-1.6968494917222494,53.0,-2.06399440321502,54.0,-0.3102085219195669
21,NutLim__t0,-2.0539125955565396e-15,0.357603545647265,2.0,55.0,-0.2528638921035362,56.0,0.2528638921035321,,
22,NutLim__t05,-5.979818597907708,0.5373379918033023,3.0,57.0,-5.4700950382528015,58.0,-5.928300650950318,59.0,-6.541060104520002
23,NutLim__t1,-8.306473283352359,0.39904592468679045,3.0,60.0,-8.677556853949582,61.0,-7.884372017724281,62.0,-8.357490978383215
24,NutLim__t15,-8.314125283251947,0.7599282306247743,3.0,63.0,-7.517353107799903,64.0,-8.394146028926478,65.0,-9.03087671302946
25,NutLim__t2,-6.237929226333904,2.1301236798594285,3.0,66.0,-4.389770925103843,67.0,-5.7564266248997376,68.0,-8.567590128998129
26,NutLim__t4,-0.0827099121847914,4.043744992084466,2.0,69.0,2.776649593107277,70.0,-2.94206941747686,,
27,UV_irr__wt0,4.903485025427775e-16,0.204770405565168,3.0,71.0,-0.08548789492927351,72.0,-0.14817431740476794,73.0,0.2336622123340429
28,UV_irr__wt1,-2.739213495700856,0.7940525018334736,3.0,74.0,-3.1854179457310687,75.0,-3.2097938834474684,76.0,-1.8224286579240303
29,UV_irr__wt2,-0.9766884880183424,0.9390736552153286,3.0,77.0,-2.001407682072548,78.0,-0.7714481836482661,79.0,-0.15720959833421325
30,UV_irr__mut0,1.2031728354646183,0.22561901254685124,3.0,80.0,0.9764508678808492,81.0,1.2053951631380102,82.0,1.4276724753749952
31,UV_irr__mut1,-2.2839122444736453,0.4429800839423487,3.0,83.0,-1.8014400057365247,84.0,-2.6722767394383613,85.0,-2.3780199882460504
32,UV_irr__mut2,-0.1620099756953231,0.27442419419745584,3.0,86.0,0.03453794202566508,87.0,-0.04502751678719248,88.0,-0.4755403523244419
33,YtrA__overexpr,-0.6663780356056268,0.5931997885772321,3.0,89.0,-0.20656041267795505,90.0,-0.4566144640364457,91.0,-1.3359592301024796
34,YtrA__wt,3.3769283665681843e-16,0.1292817290362217,3.0,92.0,-0.1348562495792157,93.0,0.12287277669280094,94.0,0.011983472886415755
