,0
Title,<i>E. coli</i> PRECISE-1K
Organism,<i>Escherichia coli</i>
Strain,K-12 MG1655 and BW25113
Publication,"<a href=""https://doi.org/10.1101/2021.04.08.439047"">Lamoureux, et al., Forthcoming</a>"
Number of Samples,1035
Number of Unique Conditions,533
Number of Genes,4257
Number of iModulons,201
