locus,comp,gene_name,product,operon,TF,link
b1658,0.29939675760699996,purR,PurR transcriptional repressor,purR,"fur, purR, rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG10800
b3642,0.138866828289,pyrE,orotate phosphoribosyltransferase,rph-pyrE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10808
b1623,-0.16499738138800002,add,adenosine deaminase,add,"rbsR, rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG10030
