,PSPTO_2033
SRX1828913,0.11965573880000001
SRX1828914,-0.36936791690000004
SRX1828915,0.0074817483
SRX1828916,-0.5140879843
SRX1828917,-0.1271374871
SRX1828918,-0.2988931368
SRX3983989,0.1907278798
SRX3983990,-0.136048614
SRX3983993,-0.9292635201
SRX3983994,-1.1057844911
SRX3983995,0.2028511365
SRX3983996,-1.2556843068
SRX3983997,-1.065610222
SRX3983998,0.2429783952
SRX3983999,0.3658333319
SRX3984000,0.30239025210000003
SRX3984001,-0.9325455164
SRX3984002,-0.9286444059000001
SRX3984003,-0.8556403247000001
SRX3984004,0.3238340959
SRX3984005,-0.001760812
SRX3984006,-0.9342429046
SRX3984007,-1.2628574859000001
SRX3984008,0.3961849542
SRX3984009,0.1347957561
SRX3984010,-1.188937484
SRX3984011,0.2067570856
SRX3984012,-0.07308849
SRX3984013,0.1814236891
SRX3984014,0.4185698272
SRX3984015,-1.061484996
SRX3984016,0.3940468388
SRX3984017,-1.1073568316
SRX3984019,0.0693198875
SRX3984020,-1.0511867358
SRX3984021,-1.027422844
SRX3984022,-1.2378580512
SRX3984023,-0.0297816692
SRX3984024,0.3179381148
SRX3984025,0.050295275
SRX3984026,0.06271967490000001
SRX3984027,0.2144717085
SRX3984028,0.12683252820000002
SRX3984029,0.268299452
SRX3984031,-0.6924132315
SRX3984032,-0.9553357794
SRX3984034,-0.0517484713
SRX3984035,-1.7791460754
SRX3984036,-1.2132472423
SRX3984037,-0.9136171398
SRX3984038,-1.6119189881
SRX3984039,-1.0436011634
SRX3984040,0.24765219570000002
SRX3984041,-1.2303157105
SRX3984042,-1.4074580129
SRX3984043,-1.7891447828
SRX3984045,-0.1320938541
SRX3984046,0.0583295942
SRX3984047,-0.726025751
SRX3984048,-1.120391468
SRX3984049,-1.4378508424
SRX3984050,-1.2913019002000001
SRX3984051,-0.6799041095
SRX3984052,0.22506683900000002
SRX3984056,-1.0786258678
SRX3984057,-1.0756999126
SRX3984058,-1.1802443792
SRX3984059,0.2408615406
SRX3984061,0.18251467
SRX3984062,0.3192603799
SRX3984063,0.25648704310000003
SRX3984064,0.40419564490000004
SRX3984065,0.1471256048
SRX3984066,0.3924444475
SRX3984067,0.2624068641
SRX3984068,0.3810205854
SRX3984069,-1.2236328531
SRX3984070,-0.7088961279
SRX3984071,-0.7791702587
SRX3984073,0.23663279010000002
SRX3984074,0.2249521803
SRX3984077,0.1856141512
SRX3984078,0.108476108
SRX3984079,-1.2122825707
SRX3984080,0.0232005463
SRX3984082,0.3294471471
SRX3984084,-1.2277035816
SRX6997963,0.2883139178
SRX6997964,0.1133890188
