,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.700743415417188e-17,0.7191252080596496,3.0,0.0,-0.14027503100000002,1.0,-0.6386524757,2.0,0.7789275067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,14.389261615266667,6.4480824955058695,3.0,3.0,18.1242772709,4.0,18.0998369177,5.0,6.9436706572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,15.780540099333331,1.726027672104307,3.0,6.0,14.9382152414,7.0,14.6374013584,8.0,17.7660036982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-1.4352771616712867e-18,1.7797570605513684,21.0,9.0,0.8747761175000001,10.0,0.6254283268,11.0,0.2471031646,12.0,-0.2723208808,13.0,1.1196671845,14.0,-3.196426839,15.0,-0.0724185359,16.0,-0.20166703530000002,17.0,-1.1546835888,18.0,4.8460429358,19.0,-2.2491835647,20.0,0.1411633263,21.0,1.0326760523,22.0,-1.0719918555,23.0,-0.7070582758,24.0,3.5835518622,25.0,0.036706082200000004,26.0,-0.8497006947,27.0,-0.8052888803,28.0,-1.9279536066,29.0,0.0015787052
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,9.907382812942858,3.684193434061764,21.0,30.0,6.4809786023000004,31.0,13.3110847267,32.0,14.4323749053,33.0,12.2723300534,34.0,15.7989761815,35.0,9.9257796666,36.0,5.495412727,37.0,11.6370230265,38.0,6.4468464604,39.0,14.1669444335,40.0,13.9629139708,41.0,13.1532365352,42.0,9.3367935498,43.0,8.9444205316,44.0,11.0502555518,45.0,10.9492982443,46.0,6.4302113146,47.0,11.010967987,48.0,4.5270282613,49.0,4.7951699285,50.0,3.9269924137
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.2819546832795766,3.0,51.0,-0.1855137208,52.0,0.3244612798,53.0,-0.138947559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,6.488611329725001,0.8794413692078576,4.0,54.0,7.6896219599,55.0,5.7235144380000005,56.0,6.5848527931,57.0,5.9564561279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.7755575615628914e-17,0.7906790850465799,4.0,58.0,-1.0862738581,59.0,0.0292888187,60.0,0.26766419480000003,61.0,0.7893208446000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,1.556588664025,1.1518843038168534,4.0,62.0,0.5894934132,63.0,2.0014201779,64.0,0.6534644733,65.0,2.9819765917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.61758229615,0.6880528356756805,4.0,66.0,1.0372119848,67.0,-0.050361500100000005,68.0,1.3610866578,69.0,0.1223920421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.28763433215,0.8664514390289804,4.0,70.0,0.254898618,71.0,1.5110333293,72.0,-0.4586907341,73.0,-0.1567038846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,0.0,0.8501443352487775,6.0,74.0,-0.44995610080000004,75.0,-0.5523536387,76.0,-0.2508668309,86.0,1.6407064778,88.0,0.1778735072,90.0,-0.5654034146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
