,-0.11341504535625001,-0.08821170194375,-0.06300835853124999,-0.03780501511874998,-0.01260167170624997,0.012601671706250053,0.03780501511875005,0.06300835853125004,0.08821170194375007,0.11341504535625009,0.1386183887687501,0.16382173218125007,0.1890250755937501,0.21422841900625011,0.23943176241875008,0.2646351058312501,0.28983844924375013,0.31504179265625015,0.3402451360687502,0.36544847948125014
thresh,-0.10081337365000001,0.10081337365000001,1,,,,,,,,,,,,,,,,,
unreg,1,3,12,85,823,681,94,13,3,1,0,0,2,1,2,1,1,0,0,0
unreg_genes,['yceD'],[],[],[],[],[],[],[],[],['lctO'],[],[],['SP5448_02540' 'SP5448_02545'],['gatC'],['lacA' 'rpiB'],['lacD'],['lacC'],[],[],[]
