,USA300HOU_RS08635
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.5148509889
USA300_LAC_U01-Set001_CAMHB_Control_1,8.2550271986
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.3356130407
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.3119672145
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.2226275055
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.6114449801
USA300_LAC_U01-Set001_CAMHB_Control_2,8.2556453716
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.2489595494
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.2806101463
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.1819807481
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.2814125656
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,7.1637348695
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.1143115986
USA300_LAC_U01-Set001_R10LB_PreCulture_1,8.5875751733
USA300_LAC_U01-Set001_R10LB_PreCulture_2,8.3157142472
USA300_LAC_U01-Set001_R10LB_Control_1,8.5254318445
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.4349380945
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.4131868126
USA300_LAC_U01-Set001_R10LB_Control_2,8.5970044982
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.4993285079
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.4635672156
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.2983002972
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,8.0158316775
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.9690735503
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.4125039228
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.0796461381
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.0067916539
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,8.1119514006
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,7.9922835167
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.4252202624
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,7.2239553086
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,7.1856747074
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,7.347681436
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,7.3770167787
USA300_LAC_U01-Set004_CAMHB_Control_1,7.8956787193
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,8.0104211507
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,8.1198221199
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,8.1331952127
USA300_LAC_U01-Set004_CAMHB_Control_2,8.1400790058
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,8.1975565537
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,8.2401804947
