,PA4108a
SRX7442752,-0.020179064
SRX7442753,0.020179064
SRX7442754,-0.380336557
SRX7442755,0.024952153
SRX7442756,0.97996131
SRX7442757,1.247064464
SRX7442758,0.27257869
SRX7442759,0.557429049
SRX7442761,0.8634800850000001
SRX7874204,-0.06897321000000001
SRX7874205,0.06897321000000001
SRX7874206,-0.013660972
SRX7874207,0.09863524100000001
SRX8639787,0.060866602000000006
SRX8639788,-0.060866602000000006
SRX8639789,-0.850055938
SRX8639790,-0.359856002
SRX8639791,-0.43660721900000005
SRX8639792,-0.22792310400000002
SRX8639793,-3.055275998
SRX8639794,-2.562815632
SRX8639795,-2.8654075590000003
SRX8639796,-2.6518820720000003
SRX8639797,-0.32521588700000004
SRX8639798,0.214101747
SRX8639800,-0.37253316000000003
SRX2940624,0.702388816
SRX2940626,-0.952906613
SRX2940627,-0.074489812
SRX2940628,0.055892307
SRX2940629,0.018597506
ERX2195929,-0.060123173
ERX2195930,0.060123173
ERX2195931,-0.512442415
ERX2195932,-0.407870296
ERX2195933,0.012141784000000001
ERX2195934,-0.09736059200000001
SRX4579961,-0.099969469
SRX4579962,-0.36521000800000003
SRX4579963,0.46517947600000004
SRX4579964,-1.665574515
SRX4579965,-1.309843329
SRX4579966,-0.7677853170000001
SRX540108,-0.21219795600000002
SRX540109,0.21219795600000002
SRX540110,0.893755253
SRX540111,1.009685374
SRX540112,2.168388256
SRX540113,2.321683952
SRX540114,1.973057453
SRX540115,2.190189175
SRX1737662,-0.435486492
SRX1737664,-0.7001140050000001
SRX1737665,-1.0364878260000001
SRX1737667,0.088916062
SRX1737668,-0.211483355
SRX1737670,0.12256729300000001
SRX6976948,0.036734679
SRX6976949,-0.057103654000000004
SRX6976950,0.020368975
SRX6976951,-0.15098968100000001
SRX6976952,0.12337378500000001
SRX6976953,-0.07936248700000001
SRX5630349,-0.27051056300000004
SRX5630350,0.27051056300000004
SRX5630351,0.744767226
SRX5630352,0.183258686
SRX4342817,0.791099219
SRX4342818,-0.152435227
SRX4342819,1.222906841
SRX4342820,-0.013359271
SRX4342821,-0.625304721
SRX4342822,1.687433076
SRX1411278,0.007865774
SRX1411287,0.13446571300000001
SRX1411289,-0.12988132900000002
SRX1411279,0.063074897
SRX1411280,-0.07094067100000001
SRX1411281,0.004333532
SRX1411282,-0.145568265
SRX1411283,0.051582109
SRX1411284,-0.309780614
SRX1411285,-0.44135061200000003
SRX1411286,0.054662312000000005
SRX1411288,0.21041536100000002
SRX2662717,0.9480733290000001
SRX2662718,1.682036027
SRX2662721,-0.718908945
SRX2662722,0.718908945
ERX2300159,-1.683973573
ERX2300160,1.683973573
ERX2300161,2.6811000590000003
ERX2300162,2.181703767
ERX2300163,2.530214578
ERX2300164,2.970091574
ERX2300165,2.448376946
ERX2300166,2.379647207
ERX2300167,3.2289782430000002
ERX2300168,1.838052828
ERX2300169,2.219739002
ERX2300170,2.286048785
SRX6747256,-0.029208358
SRX6747257,0.026785368
SRX6747258,0.23906532
SRX6747259,0.194773563
SRX6747260,-0.43141589300000005
SRX6747265,-0.336124544
SRX6747266,-0.281954278
SRX6747268,0.541386052
SRX6747269,0.41298363600000004
ERX2456848,0.8733071640000001
ERX2456849,0.7647899130000001
ERX2456850,0.683789167
ERX2456851,-0.832254986
ERX2456852,-0.9512812690000001
ERX2456853,-0.8248908070000001
ERX2456854,0.884795701
ERX2456855,0.884410483
ERX2456856,0.565683473
ERX2456857,-0.975032679
ERX2456858,-0.753232081
ERX2456859,-0.606624897
SRX1156127,-0.09464045400000001
SRX1156135,0.09464045400000001
SRX1156136,-0.5031317940000001
SRX1156137,-0.42688198400000005
SRX1156138,0.246693457
SRX1156140,-0.21490028200000003
ERX3558798,-0.477970889
ERX3558799,0.096962451
ERX3558800,-0.42069707900000003
ERX3558801,0.193864386
ERX3558802,0.084494672
ERX3558803,-0.114545162
ERX3558804,0.20191873400000002
ERX3558805,-0.171868244
ERX3593017,0.519389116
ERX3593018,0.557233133
ERX3593020,0.02720479
ERX3593021,-0.171829415
ERX3593022,0.144624625
SRX2520351,-1.032126574
SRX2520352,-0.84021821
SRX2520353,-0.18847338
SRX2520354,-0.557123672
SRX2520355,0.668481215
SRX2520356,0.43105770200000004
SRX2520357,0.7728058670000001
SRX2520358,0.7808928390000001
SRX2520359,0.8589362730000001
SRX2520360,1.049338647
SRX3169722,-0.29857356700000004
SRX3169723,-0.08068152
SRX3169725,0.22721756
SRX3169726,-0.20252983400000002
SRX3169728,-0.024687726
SRX8143226,0.280315826
SRX8143227,-0.280315826
SRX8143228,-0.124189847
SRX8143229,-0.226266137
SRX6853212,0.30161680700000004
SRX6853213,-0.30161680700000004
SRX6853214,0.352348249
SRX6853215,0.486809266
SRX7747527,-0.08289779500000001
SRX7747528,-1.546220431
