,PSPTO_0950
SRX1828913,0.0883757912
SRX1828914,0.4441704811
SRX1828915,0.1081079523
SRX1828916,0.2432570471
SRX1828917,-0.1964837435
SRX1828918,0.0783752141
SRX3983989,0.5003808428000001
SRX3983990,-0.078560606
SRX3983993,-0.4059026382
SRX3983994,-0.3771387177
SRX3983995,0.1595898804
SRX3983996,-0.5287558307
SRX3983997,-0.502261398
SRX3983998,0.23864990460000002
SRX3983999,0.7481803137
SRX3984000,0.2142700011
SRX3984001,-0.35655797650000004
SRX3984002,-0.2358992053
SRX3984003,-0.4472803906
SRX3984004,0.4232891507
SRX3984005,0.1911969138
SRX3984006,-0.1810950618
SRX3984007,-0.6020612197
SRX3984008,0.14311129350000001
SRX3984009,0.0781636145
SRX3984010,-0.47087007470000003
SRX3984011,0.1545189974
SRX3984012,-0.1379599997
SRX3984013,-0.309943817
SRX3984014,0.4279143076
SRX3984015,-0.3455071591
SRX3984016,0.4038110013
SRX3984017,-0.5121101436000001
SRX3984019,-0.07500516110000001
SRX3984020,-0.3829026438
SRX3984021,-0.2900395585
SRX3984022,-0.3414224406
SRX3984023,-0.0660159541
SRX3984024,0.2259835758
SRX3984025,0.5811735742
SRX3984026,0.4955461158
SRX3984027,0.46729668090000004
SRX3984028,0.5016725341
SRX3984029,0.401653156
SRX3984031,-0.17968671500000002
SRX3984032,-0.24349095180000002
SRX3984034,0.0661340526
SRX3984035,-0.6162152052000001
SRX3984036,-0.6436131721
SRX3984037,-0.1562613287
SRX3984038,0.1018419279
SRX3984039,-0.5130359316
SRX3984040,0.4664672332
SRX3984041,-0.3433632541
SRX3984042,-0.5499071393
SRX3984043,-0.6289712163
SRX3984045,0.2588922778
SRX3984046,0.1196720014
SRX3984047,-0.1745462825
SRX3984048,-0.1373089552
SRX3984049,0.050566586000000004
SRX3984050,-0.5297652441
SRX3984051,-0.2737075846
SRX3984052,0.5764135991
SRX3984056,-0.3454362778
SRX3984057,-0.2796389937
SRX3984058,-0.320643601
SRX3984059,-0.0132691744
SRX3984061,-0.2717263303
SRX3984062,-0.1496201201
SRX3984063,0.4361522116
SRX3984064,0.3715017083
SRX3984065,0.011639859300000001
SRX3984066,0.4216580848
SRX3984067,0.1022319938
SRX3984068,0.0792110424
SRX3984069,-0.4201450896
SRX3984070,-0.5756192251000001
SRX3984071,-0.5726736475
SRX3984073,0.5540888565000001
SRX3984074,0.5705951215
SRX3984077,-0.023528743
SRX3984078,-0.0157635416
SRX3984079,-0.3089991057
SRX3984080,-0.1197900999
SRX3984082,0.4915805052
SRX3984084,-0.22386808330000002
SRX6997963,-0.1114017207
SRX6997964,-0.2194659049
SRX6997965,-0.2210998934
SRX6997967,0.1778403457
SRX6997968,-0.2578983682
SRX6997969,-0.2728355306
SRX6997971,-0.066438625
SRX6997972,0.15653307660000002
SRX6997973,-0.4268535893
SRX3159100,-0.1107976274
SRX3159101,-0.0464296027
SRX3159102,0.06267077730000001
SRX3159103,0.09455645280000001
SRX3159000,-0.2071336165
SRX3159001,-0.3797549589
SRX3159002,-0.4745720075
SRX3159003,0.2228257831
SRX3159004,-0.1113422894
SRX3159005,-0.4425784766
SRX3159006,-0.16426492680000002
SRX3159007,-0.1341665824
SRX3159008,-0.2515838163
SRX3159009,-0.2753955806
SRX3159010,-0.029600531500000003
SRX3159012,-0.1522822767
SRX3159013,-0.5680629054
SRX3159014,-0.3990688542
SRX3159015,-0.19027026190000002
SRX3159016,-0.7674966781
SRX3159017,-0.5897491044000001
SRX3159018,0.2269845006
SRX3159019,-0.0794351073
SRX3159020,0.3569434591
SRX3159021,0.2407504064
SRX3159022,-0.3312091997
SRX3159023,-0.7274906809
SRX3159024,-0.25340042630000004
SRX3159025,-0.1432710963
SRX3159026,-0.26219705930000003
SRX3159027,-0.1881752306
SRX3159028,-0.5522516279
SRX3159029,-0.1642372141
SRX3159030,-0.4080315492
SRX3159034,-0.015237626700000001
SRX3159036,0.3326375231
SRX3159037,0.1984114934
SRX3159041,0.0518107317
SRX3159042,-0.040645855700000004
SRX3159043,0.325580988
SRX3159045,0.1757409398
SRX3159047,0.287758687
SRX3159048,-0.7124859542
SRX3159049,-0.12113601830000001
SRX3159050,0.20162974190000002
SRX3159051,-0.0983402426
SRX3159052,0.0711026456
SRX3159053,-0.5430379049
SRX3159054,-0.42867787090000004
SRX3159055,0.3963515214
SRX3159056,0.21881184380000002
SRX3159057,-0.3469723167
SRX3159058,0.1005205175
SRX3159060,-0.0259131408
SRX3159061,0.1302164922
SRX3159062,0.6038541216000001
SRX3159063,0.0051966476
SRX3159066,-0.0754820622
SRX3159069,-0.0537364148
SRX3159070,0.17557581900000002
SRX3159071,0.2414625491
SRX3159073,0.0076589448
SRX3159074,0.1921709115
SRX3159075,-0.1490175
SRX3159076,-0.6646187928
SRX3159080,-0.1734548179
SRX3159082,0.2431955603
SRX3159083,0.1013355546
SRX3159086,0.5819887839
SRX3159087,0.1600814426
SRX3159088,0.1675598329
SRX3159089,-0.23763563740000002
SRX3159090,-0.2016926038
SRX3159091,0.28984642180000003
SRX3159092,-0.0078323126
SRX3159093,0.1042068183
SRX3159094,0.0907727307
SRX3159095,0.3218872151
SRX3159096,0.29154485280000003
SRX3159097,0.4784578594
SRX3159098,0.12035515000000001
SRX3159099,0.3128909314
SRX3158988,0.2361761112
SRX3158989,0.4785560043
SRX3158990,0.33253198040000004
SRX3158991,0.9337100473000001
SRX3158992,-0.0699734332
SRX3158996,-0.16620267800000002
SRX3644656,0.11109507240000001
SRX3644657,-0.1775727622
SRX3644658,0.0664776898
SRX3644659,0.0887968165
SRX3644660,-0.15105213820000002
SRX3644661,-0.1335918075
SRX3644662,-0.38698132020000003
SRX3644663,-0.4011362399
SRX3644664,-0.3107489913
SRX3644665,0.11712973160000001
SRX3644666,0.2077422447
SRX3644667,0.1431007751
SRX3644668,-0.31567418550000004
SRX3644669,0.0071049505
SRX3644670,-0.048734178100000004
SRX3644671,-0.1108381764
SRX3644672,0.6098860164000001
SRX3644673,0.32878659060000004
