,new_492500_492577_c
M9exp_1,8.6388
M9exp_2,8.3541
M9exp_3,6.9943
M9tran_1,7.3936
M9tran_2,7.4771
M9tran_3,7.5908
M9stat_1,8.1004
M9stat_2,8.2913
M9stat_3,7.9946
MG-0.1_1,7.4175
MG-0.1_2,7.102
MG-0.1_3,7.2499
MG-0.2_2,7.0998
MG-0.2_3,7.5677
MG+5_1,7.5974
MG+5_2,7.1053
MG+5_3,7.8415
MG+10_1,7.5651
MG+10_2,7.4644
MG+10_3,7.5224
MG+15_1,7.5114
MG+15_2,8.293
MG+15_3,7.4691
MG+25_1,7.5068
MG+25_2,7.4032
MG+25_3,7.2809
MG+45_1,7.641
MG+45_2,7.172999999999999
MG+45_3,7.2439
MG+60_2,7.5062
MG+60_3,7.4488
MG+90_2,6.7313
MG+90_3,6.7823
MG+120_1,7.5158
MG+120_2,7.231
MG+120_3,6.8474
MG+150_1,7.3815
MG+150_3,7.1429
GM-0.1_1,7.1219
GM-0.1_2,6.9501
GM-0.1_3,7.4144
GM-0.2_1,7.6873
GM-0.2_2,7.8168
GM-0.2_3,6.8039
GM+5_1,7.1675
GM+5_2,6.9431
GM+5_3,7.4826
GM+10_2,6.6675
GM+10_3,7.7429
GM+15_1,7.0033
GM+15_2,6.9979
GM+15_3,7.1546
GM+25_1,7.1692
GM+25_2,7.2667
GM+25_3,7.3114
GM+45_1,7.2405
GM+45_2,6.9245
GM+45_3,7.7255
GM+60_1,6.8317
GM+60_2,7.1654
GM+60_3,7.3559
GM+90_1,7.158
GM+90_2,7.9637
GM+90_3,7.8186
GM+120_1,7.4367
GM+120_3,8.3429
GM+150_1,7.7382
GM+150_2,6.9671
GM+150_3,7.1415
BT_1,10.8895
BT_2,10.4183
B36_1,10.611
B36_2,10.2705
B60_1,9.5823
B60_2,10.1676
S0_1,7.1985
S0_2,7.2248
S0_3,7.7189999999999985
S1_1,6.8227
S1_2,6.9219
S1_3,6.7929
S2_1,7.7012
S2_2,7.0023
S2_3,7.2217
S3_1,7.814
S3_2,8.2233
S4_1,9.8476
S4_2,9.5564
S4_3,9.3561
S5_1,11.895
S5_2,12.5109
S5_3,12.9713
S6_1,14.2107
S6_2,14.9261
S6_3,13.94
S6/t_1,13.9762
S6/t_2,13.8235
S6_4,12.9797
S6_5,13.5895
S6_6,13.3583
S7_4,13.4029
S7_5,12.8199
S7_6,12.8143
S8_4,12.3943
S8_5,12.8301
G135_1,8.0221
G135_3,7.8389
G150_1,7.5322
G150_2,7.1818
G150_3,7.5733
G180_1,7.5301
G180_2,7.0797
G180_3,7.2221
T-5.40H_1,7.2509
T-4.40H_1,7.077000000000001
T-3.40H_1,7.1663
T-2.40H_1,7.0243
T-1.40H_1,7.087999999999999
T-1.10H_1,6.6089
T-0.40H_1,6.6008
T0.0H_1,6.7755
T0.30H_1,7.52
T1.0H_1,7.4581
T1.30H_1,8.1373
T2.0H_1,8.08
T2.30H_1,7.6898
T3.0H_1,7.5633
T3.30H_1,7.7946
T4.0H_1,7.779
T5.0H_1,7.8643
LBexp_1,6.9052
LBexp_2,7.2047
LBexp_3,7.3154
LBtran_1,7.4062
LBtran_2,7.2905
LBtran_3,7.3221
LBstat_1,7.2247
LBstat_2,7.5714
LBstat_3,7.6609
LBGexp_1,7.0203
LBGexp_2,7.1334
LBGexp_3,7.474
LBGtran_2,7.7791
LBGtran_3,7.4812
LBGstat_1,7.2522
LBGstat_2,7.4
LBGstat_3,7.877000000000002
Mt0_1,7.2349
Mt0_3,6.8527
M0t45_1,7.367000000000001
M0t45_2,6.8766
M0t45_3,6.8084
M0t90_1,7.3537
M0t90_2,7.1004
M0t90_3,7.1764
M40t45_1,7.5332
M40t45_2,7.3967
M40t45_3,6.8288
M40t90_1,7.247000000000001
M40t90_2,6.8545
M40t90_3,6.9731
dia0_1,7.0563
dia0_2,7.146
dia0_3,6.5175
dia5_1,7.3288
dia5_2,7.4474
dia5_3,6.859
dia15_1,7.3066
dia15_2,7.386
dia15_3,7.3333
C30_1,9.1634
C30_2,9.3586
C90_1,8.4925
C90_2,7.0855
SMM_1,7.3208
SMM_2,7.1376
SMM_3,6.916
Salt_1,11.1078
Salt_2,11.5455
Salt_3,11.3032
M+G_1,9.1942
M+G_2,7.3236
M+G_3,7.4502
Glu_1,7.6657
Glu_2,8.4572
Glu_3,7.4826
Fru_1,7.9911
Fru_2,7.6784
Fru_3,7.4886
Mal_1,7.5417
Mal_2,7.7499
Mal_3,8.4558
G+S_2,9.3089
G+S_3,10.6172
Pyr_1,9.2203
Pyr_2,10.5809
Pyr_3,10.2082
Gly_1,8.7251
Gly_2,8.9155
Gly_3,8.539
Glucon_1,8.7834
Glucon_2,8.2986
Glucon_3,8.2141
BI_1,7.0523
BI_2,7.2797
BC_2,8.6068
BC/t_1,7.8611
BC/t_2,9.4422
BC_1,7.5113
Sw_1,7.4738
Sw_2,7.8034
BMM_1,7.1221
BMM_2,7.4234
BMM_3,9.2418
Heat_1,10.5582
Heat_2,10.8188
Heat_3,11.0038
Cold_1,6.9572
Cold_2,7.3117
Cold_3,7.4806
Etha_1,12.1411
Etha_2,12.6461
Etha_3,12.5305
SMMPr_1,8.4032
SMMPr_2,8.1697
SMMPr_3,8.4282
HiTm_1,8.6166
HiTm_2,7.599
HiTm_3,7.6565
LoTm_1,8.2714
LoTm_2,9.028
LoTm_3,8.395
HiOs_1,7.2639999999999985
HiOs_2,7.6666
HiOs_3,7.3917
Oxctl_1,7.7
Oxctl_2,7.9372
Oxctl_3,8.2418
Diami_1,7.5882
Diami_2,7.6635
Diami_3,7.8871
Paraq_1,7.4754
Paraq_2,7.7262
Paraq_3,7.5066
H2O2_1,7.2275
H2O2_2,8.4653
H2O2_3,8.3918
HPh_1,7.8206
HPh_2,7.324
