,-0.4765979907948238,-0.3971649923290198,-0.3177319938632158,-0.23829899539741184,-0.15886599693160786,-0.07943299846580387,1.1102230246251565e-16,0.0794329984658041,0.15886599693160808,0.23829899539741206,0.31773199386321604,0.39716499232902003,0.476597990794824,0.556030989260628,0.635463987726432,0.714896986192236,0.79432998465804,0.8737629831238439,0.9531959815896479,1.0326289800554518
thresh,-0.5163144900277258,0.5163144900277258,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,9,1794,1,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ygjN'],[]
