,name,x,y,cog,color,link
meta,start,0.5163144900277258,,,,
zntA,zntA,2199.0,0.011797822481021285,Unknown,#1e90ff,
rpoS,rpoS,993.0,-0.007444632188417019,Unknown,#1e90ff,
rihC,rihC,915.0,0.0025956369400955736,Unknown,#1e90ff,
ypfH,ypfH,699.0,0.0033452313556335865,Unknown,#1e90ff,
alsI,alsI,450.0,0.0005921544844750315,Unknown,#1e90ff,
ygdQ,ygdQ,714.0,0.002484592576511204,Unknown,#1e90ff,
yabP,yabP,579.0,0.0025832274812273683,Unknown,#1e90ff,
ypfJ,ypfJ,864.0,0.0014901297143660485,Unknown,#1e90ff,
talB,talB,954.0,0.003280238236766309,Unknown,#1e90ff,
yqeI,yqeI,810.0,-0.00022379940521204843,Unknown,#1e90ff,
yabI,yabI,765.0,0.001089722387259826,Unknown,#1e90ff,
hda,hda,702.0,0.001988058900460601,Unknown,#1e90ff,
talA,talA,951.0,0.0036112534650601454,Unknown,#1e90ff,
ygeH,ygeH,1377.0,-0.0015230300126131626,Unknown,#1e90ff,
ilvI,ilvI,1725.0,0.00020946485630702228,Unknown,#1e90ff,
yfgB,yfgB,384.0,0.0037217244715429844,Unknown,#1e90ff,
pfkB,pfkB,930.0,0.003325932847801596,Unknown,#1e90ff,
ygeY,ygeY,1212.0,-0.00030069237895077096,Unknown,#1e90ff,
secM,secM,513.0,-0.002156480650883168,Unknown,#1e90ff,
iscS,iscS,1215.0,0.0005308467574650422,Unknown,#1e90ff,
setB,setB,1182.0,-0.006053898725658655,Unknown,#1e90ff,
ygiL,ygiL,552.0,-0.0022153334063477813,Unknown,#1e90ff,
yacL,yacL,363.0,-0.0003799274779157713,Unknown,#1e90ff,
iscR,iscR,489.0,0.003971444480121136,Unknown,#1e90ff,
crp,crp,633.0,0.0028574697417207058,Unknown,#1e90ff,
eaeH,eaeH,872.0,0.0009410254762042315,Unknown,#1e90ff,
proB,proB,1104.0,-0.0013687138434033842,Unknown,#1e90ff,
yfjL,yfjL,1617.0,0.006199988699518144,Unknown,#1e90ff,
pdhR,pdhR,765.0,-0.001233536306535825,Unknown,#1e90ff,
ykgD,ykgD,284.0,-0.0002756377891637385,Unknown,#1e90ff,
aroL,aroL,525.0,-0.0070856871875002985,Unknown,#1e90ff,
ydaQ,ydaQ,216.0,0.0015127088327426465,Unknown,#1e90ff,
pykF,pykF,1413.0,0.0021445155958645045,Unknown,#1e90ff,
gsk,gsk,1305.0,0.004691443317569793,Unknown,#1e90ff,
serC,serC,1089.0,0.003099063008558005,Unknown,#1e90ff,
yohC,yohC,588.0,0.006446140301413834,Unknown,#1e90ff,
sdhC,sdhC,390.0,0.006499124118126929,Unknown,#1e90ff,
smtA,smtA,786.0,-0.0005201943061547353,Unknown,#1e90ff,
cysB,cysB,975.0,0.0039035134413279602,Unknown,#1e90ff,
csgC,csgC,333.0,-0.0014778362400829793,Unknown,#1e90ff,
mngR,mngR,723.0,-3.1743465533509146e-05,Unknown,#1e90ff,
amiA,amiA,870.0,0.00333283731713891,Unknown,#1e90ff,
aroH,aroH,1047.0,-0.0014613242784980685,Unknown,#1e90ff,
mviN,mviN,511.0,0.0089807515963912,Unknown,#1e90ff,
tktA,tktA,1992.0,0.0009826325671747327,Unknown,#1e90ff,
slp,slp,567.0,-0.0001548404770437628,Unknown,#1e90ff,
ycjL,ycjL,258.0,0.004481069017201662,Unknown,#1e90ff,
ycgM,ycgM,660.0,0.0022176207415759565,Unknown,#1e90ff,
nuoM,nuoM,1530.0,0.003682136756833642,Unknown,#1e90ff,
rfaD,rfaD,310.0,0.0033673336170613765,Unknown,#1e90ff,
ycjX,ycjX,1398.0,0.002319344938732684,Unknown,#1e90ff,
ycjM,ycjM,1680.0,0.002978169484995305,Unknown,#1e90ff,
insB_4,insB_4,167.0,0.003629016224294901,Unknown,#1e90ff,
murC,murC,1476.0,0.0022699727653525768,Unknown,#1e90ff,
yncE,yncE,1062.0,0.001902623085770756,Unknown,#1e90ff,
ycbR,ycbR,699.0,0.0007409713818924503,Unknown,#1e90ff,
