,condition,A_avg,A_std,n,rep1_idx,rep1_A
0,Cr__1,-0.012903088219463827,,1.0,0.0,-0.012903088219463827
1,Cr__2,0.00403049430809915,,1.0,1.0,0.00403049430809915
2,Cr__3,0.027891637571156026,,1.0,2.0,0.027891637571156026
3,Cr__4,0.0176337961666286,,1.0,3.0,0.0176337961666286
4,Cr__5,0.02190138997510076,,1.0,4.0,0.02190138997510076
5,Cr__6,0.006987124551087618,,1.0,5.0,0.006987124551087618
6,Fe__1,0.6008491969108581,,1.0,6.0,0.6008491969108581
7,Fe__2,3.390156650543213,,1.0,7.0,3.390156650543213
8,Fe__3,0.4177128908038139,,1.0,8.0,0.4177128908038139
9,Fe__4,0.28328366845846176,,1.0,9.0,0.28328366845846176
10,Fe__5,2.1319427824020387,,1.0,10.0,2.1319427824020387
11,Fe__6,0.0045405726507306106,,1.0,11.0,0.0045405726507306106
12,Cd__1,-0.06979738339781763,,1.0,12.0,-0.06979738339781763
13,Cd__2,-0.1088327480852604,,1.0,13.0,-0.1088327480852604
14,Cd__3,-0.13338282689452172,,1.0,14.0,-0.13338282689452172
15,Cd__4,-0.09335033297538756,,1.0,15.0,-0.09335033297538756
16,Cd__5,0.006518571698106826,,1.0,16.0,0.006518571698106826
17,Cd__6,0.013182091722264887,,1.0,17.0,0.013182091722264887
18,Zn__1,0.0021504046488553287,,1.0,18.0,0.0021504046488553287
19,Zn__2,-0.0011998768444755115,,1.0,19.0,-0.0011998768444755115
20,Zn__3,-0.004816796293016522,,1.0,20.0,-0.004816796293016522
21,Zn__4,-0.01724236792884767,,1.0,21.0,-0.01724236792884767
22,Zn__5,-0.0449599776789546,,1.0,22.0,-0.0449599776789546
23,Zn__6,0.04556286606937647,,1.0,23.0,0.04556286606937647
24,Cu__1,0.3105138576030731,,1.0,24.0,0.3105138576030731
25,Cu__2,0.5172117620706558,,1.0,25.0,0.5172117620706558
26,Cu__3,0.6167451757192611,,1.0,26.0,0.6167451757192611
27,Cu__4,0.7415617257356644,,1.0,27.0,0.7415617257356644
28,Cu__5,1.000829222202301,,1.0,28.0,1.000829222202301
29,Cu__6,0.5534992045164109,,1.0,29.0,0.5534992045164109
30,Pb__1,0.06252841752022505,,1.0,30.0,0.06252841752022505
31,Pb__2,0.10893004968762396,,1.0,31.0,0.10893004968762396
32,Pb__3,0.13266764298081402,,1.0,32.0,0.13266764298081402
33,Pb__4,0.14160069867968558,,1.0,33.0,0.14160069867968558
34,Pb__5,0.15941435873508453,,1.0,34.0,0.15941435873508453
35,Pb__6,0.17591859936714171,,1.0,35.0,0.17591859936714171
