,A,IscR
hot_tale__hot_ale9_37c__1,-0.2903682729279545,0.17614401450000014
hot_tale__hot_ale9_37c__2,0.1332864145360757,0.3180274885000003
hot_tale__hot_ale9_mid_44c__1,-1.319382674174324,0.5502805654999996
hot_tale__hot_ale9_mid_44c__2,0.2319918767647645,0.8832159234999999
hot_tale__hot_ale9_44c__1,1.202985779666084,0.9579554935
hot_tale__hot_ale9_44c__2,0.3991669170415262,0.6715981195000005
hot_tale__hot_ale10_30c__1,-0.8129392259109766,0.4974361004999999
hot_tale__hot_ale10_30c__2,-1.735190272323443,-0.05755828350000058
hot_tale__hot_ale10_37c__1,-1.4299799975692649,-0.1623503435
hot_tale__hot_ale10_37c__2,-1.2819357189820222,-0.08128205850000114
hot_tale__hot_ale10_44c__1,-3.64643644290372,-0.9963476235000002
hot_tale__hot_ale10_44c__2,-1.581402773588198,-0.0611264785000003
hot_tale__hot_ale16_30c__1,-1.650068883195189,-0.2597691485000002
hot_tale__hot_ale16_30c__2,-1.3664620413727615,-0.19272753549999955
hot_tale__hot_ale16_37c__1,-3.4150861287460934,-1.1201799144999995
hot_tale__hot_ale16_37c__2,-3.613162468893474,-1.2923696695000002
hot_tale__hot_ale16_44c__1,-3.2934265801565714,-0.12996604249999955
hot_tale__hot_ale16_44c__2,-5.118238173817532,-0.8344333054999993
pdhr_ale__pdhR-13_51__1,-7.000661222729512,-2.6229944305000004
pdhr_ale__pdhR-13_51__2,-7.589191256208628,-3.1269213925
pdhr_ale__pdhR-14_46__1,-8.101959630139275,-3.2147172085000006
pdhr_ale__pdhR-14_46__2,-6.278385239837596,-2.1647756015000006
pdhr_ale__pdhR-15_51__1,-5.558725911921334,-1.9918999645
pdhr_ale__pdhR-15_51__2,-5.960004612035349,-2.2865640345
pdhr_ale__pdhR-16_49__1,-7.78362937765011,-3.3376013985000004
pdhr_ale__pdhR-16_49__2,-7.522956018665984,-3.2461960005000003
tcs__del_atoC_LiAcet__1,-6.006405565954104,-2.8049845975000007
tcs__del_atoC_LiAcet__2,-5.332560373180651,-2.6618671565000005
tcs__del_atoC_LiCl__1,-6.11529044724516,-2.8779287014999997
tcs__del_atoC_LiCl__2,-5.815940514737277,-2.6819379575000006
tcs__del_atoC_m9__1,-6.476092138805066,-3.0202150875000005
tcs__del_atoC_m9__2,-6.846612966878822,-2.9340640455000004
tcs__del_baeR_etoh__1,-2.2232677682048507,-2.4109980235000004
tcs__del_baeR_etoh__2,-1.5331949925498387,-2.5323048115000004
tcs__del_baeR_lb__1,-3.868599186339571,-2.2873587755000004
tcs__del_baeR_lb__2,-3.7064588231553888,-2.3707005975
tcs__del_btsR_01xlb__1,0.9261189695444968,0.566888626499999
tcs__del_btsR_01xlb__2,1.1295951605526833,0.5541676624999994
tcs__del_btsR_lb__1,-4.456469356457623,-2.2648360665
tcs__del_btsR_lb__2,-4.292693309605634,-2.1911023015
tcs__del_btsR_pyruvate__1,1.6989772519258943,0.5499617185000005
tcs__del_btsR_pyruvate__2,1.4022307380258503,0.5319589505
tcs__del_cpxR_etoh__1,-3.16745539932982,-3.4030029415000005
tcs__del_cpxR_etoh__2,-3.643318814458058,-3.5083442794999997
tcs__del_cpxR_lb__1,-3.120163853171265,-1.7543617435000003
tcs__del_cpxR_lb__2,-2.582082253050302,-1.7221588425000007
tcs__del_cusR_CuSO4__1,-2.909210379490429,-2.7409887564999997
tcs__del_cusR_CuSO4__2,-3.225261107797071,-2.7912826005
tcs__del_cusR_lb__1,2.202224975703594,-1.6741290215000006
tcs__del_cusR_lb__2,1.674673389505004,-1.9622144165
tcs__del_kdpE_01-kcl__1,-3.002731773767297,-0.17054321950000073
tcs__del_kdpE_01-kcl__2,-3.2495588184385324,-0.3963621745000001
tcs__del_kdpE_115-kcl__1,-3.586223279652409,-0.19598352550000087
tcs__del_kdpE_115-kcl__2,-4.327294231182257,-0.39054298049999936
tcs__del_phoB_m9__1,-4.752970589132247,-2.3418167745
tcs__del_phoB_m9__2,-5.128546928596062,-2.4360301415000007
tcs__del_phoB_m9p__1,1.3704796682427836,0.4871818015000002
tcs__del_phoB_m9p__2,1.1453562362353895,0.5049335485000004
tcs__del_rcsB_etoh__1,6.9648152642956775,1.4562685635
tcs__del_rcsB_etoh__2,6.9466712366586965,1.5348986334999992
tcs__del_rcsB_lb__1,0.5039431152571741,-1.3438435365000003
tcs__del_rcsB_lb__2,0.6049084364864761,-1.245312857500002
tcs__del_zraR_lb__1,-0.3079387561569977,-0.26602022650000023
tcs__del_zraR_lb__2,-0.4686680945819564,-0.17164200650000086
tcs__del_zraR_zncl2__1,-0.8415668862627663,-0.6802385025
tcs__del_zraR_zncl2__2,-1.024660340159439,-0.8798130635000003
tcs__wt_01-kcl__1,-9.214752978861162,-2.5521914935000005
tcs__wt_01-kcl__2,-9.831171938489293,-2.4975831705000004
tcs__wt_01xlb__1,1.2622928327262004,0.6252130284999993
tcs__wt_01xlb__2,1.124260339374063,0.6028927915000004
tcs__wt_115-kcl__1,-2.478382349985478,0.8721010434999991
tcs__wt_115-kcl__2,-2.5121568405956998,0.8318352034999991
tcs__wt_CuSO4__1,3.156501103278298,0.3992798754999996
tcs__wt_CuSO4__2,3.1923994964896587,0.4904632334999999
tcs__wt_etoh__1,2.530758018752309,0.2881825124999988
tcs__wt_etoh__2,2.7015635350051097,0.3085578514999998
tcs__wt_lb__1,-5.827575098655562,-3.0005737175000013
tcs__wt_lb__2,-5.768457204735086,-3.1300940175000003
tcs__wt_LiAcet__1,-4.623323587339486,-2.643936671500001
tcs__wt_LiAcet__2,-5.92613393435889,-2.7815812845
tcs__wt_LiCl__1,-5.381620527134289,-2.7468579994999995
tcs__wt_LiCl__2,-5.569243465652185,-2.7674267675
tcs__wt_m9p__1,0.1506322851010418,0.1439913905000001
tcs__wt_m9p__2,0.0061567718380621,0.1459650554999996
tcs__wt_pyr__1,0.4844489489640777,0.37313835450000005
tcs__wt_pyr__2,0.2349631920154616,0.36443794749999897
tcs__wt_zncl2__1,-0.2209115884111246,-0.6495074454999994
tcs__wt_zncl2__2,0.1630220585287195,-0.8208690215000001
ros_tale__0_0_0pq__1,0.3069561124815679,-0.1373313095000004
ros_tale__0_0_0pq__2,0.5981676219600414,-0.08026366850000066
ros_tale__0_0_250pq__1,0.422561156445316,1.0709852934999995
ros_tale__0_0_250pq__2,0.3194570056429636,1.0317681634999991
ros_tale__1_mid_250pq__1,-0.905742458099884,0.09374037649999956
ros_tale__1_mid_250pq__2,-1.1730894960245577,-0.039312324500000884
ros_tale__1_0_0pq__3,1.2347423646581586,0.5515730464999997
ros_tale__1_0_0pq__4,1.3191154564707637,0.5328902575000001
ros_tale__1_0_250pq__1,3.732103987980356,1.700084263499999
ros_tale__1_0_250pq__2,3.641653110867978,1.6999634735000004
ros_tale__1_0_750pq__1,-1.266226053168439,-1.0425841305
ros_tale__1_0_750pq__2,-1.0306382063309152,-1.089290998500001
ros_tale__1_1_0pq__1,-2.4644616288880385,-0.7843847825000001
ros_tale__1_1_0pq__2,-2.290102205096112,-0.6240595565000007
ros_tale__1_1_250pq__1,-2.504121521586446,-1.0421050955000002
ros_tale__1_1_250pq__2,-2.2054906587778484,-1.2512278995000001
ros_tale__1_1_750pq__1,-2.4378393075599494,-1.1775791135000002
ros_tale__1_1_750pq__2,-2.465227374088796,-1.2663052455
ros_tale__1_2_0pq__1,-4.904281296040882,-1.6194813055000001
ros_tale__1_2_0pq__2,-5.640331003710535,-1.5927653915000004
ros_tale__1_2_250pq__1,-4.987631204078843,-1.3628702565000002
ros_tale__1_2_250pq__2,-4.954373187353284,-1.4568354505000007
ros_tale__1_2_750pq__1,-4.917869359935634,-1.1321564375000008
ros_tale__1_2_750pq__2,-5.578575410766123,-1.1999234894999995
ros_tale__1_3_0pq__1,-3.0043150601738438,-1.3188044685000009
ros_tale__1_3_0pq__2,-2.891913250130452,-1.4433840195000007
ros_tale__1_3_250pq__1,-3.3908296832221816,-1.3295530695000002
ros_tale__1_3_250pq__2,-3.19134144918904,-1.8021520285000008
ros_tale__1_3_250pq__3,-3.594142150388375,-1.8130627725000004
ros_tale__1_3_250pq__4,-2.091241180508871,-1.3833703775000004
ros_tale__1_3_750pq__1,-2.9250977625324346,-1.0641735975
ros_tale__1_3_750pq__2,-2.352865866970494,-0.8939790154999994
ros_tale__1_4_0pq__1,-5.227822800082983,-1.7499467204999988
ros_tale__1_4_0pq__2,-5.598923269259911,-1.616067210500001
ros_tale__1_4_250pq__1,-5.666282980667403,-2.2550268305000003
ros_tale__1_4_250pq__2,-5.1421139783856304,-1.9516829295
ros_tale__1_4_750pq__1,-3.920115842059047,-1.5216468625000017
ros_tale__1_4_750pq__2,-5.551003085611887,-1.4128325165
ros_tale__1_4_750pq__3,-3.5823917372290635,-0.7882966735000014
ros_tale__1_4_750pq__4,-5.145855000296624,-0.7115161565000001
ros_tale__2_mid_250pq__1,2.906874442102,1.5559978835
ros_tale__2_mid_250pq__2,0.4196722403105381,0.7084283464999999
ros_tale__2_0_0pq__1,7.493160649085309,1.7829379834999999
ros_tale__2_0_0pq__2,7.350501660506858,1.8148686635000004
ros_tale__2_0_250pq__1,7.919619864948288,2.2329229235000003
ros_tale__2_0_250pq__2,8.02203596870265,2.2447385234999992
ros_tale__2_0_750pq__1,5.73874410213984,1.8708571135
ros_tale__2_0_750pq__2,5.283286307288586,1.818517933499999
ros_tale__2_1_0pq__1,7.371332506910419,1.926151943499999
ros_tale__2_1_0pq__2,8.483957649392988,2.078567893499999
ros_tale__2_1_250pq__1,8.671980882883684,2.1162675435
ros_tale__2_1_250pq__2,8.65656538527075,1.956866033499999
ros_tale__2_1_750pq__1,7.462179628053596,1.9310059034999991
ros_tale__2_1_750pq__2,7.690415350022112,2.0691362735
ros_tale__2_1_750pq__3,7.509528438390399,2.0609250135000003
ros_tale__2_2_0pq__1,7.187083170910324,1.6090023334999994
ros_tale__2_2_0pq__2,7.320454178179287,1.7225358034999996
ros_tale__2_2_250pq__1,7.255898734328066,1.8174882535000003
ros_tale__2_2_250pq__2,6.681082467012523,1.6821718335
ros_tale__2_2_750pq__1,7.249212036961222,1.868088523499999
ros_tale__2_2_750pq__2,6.181676008323666,2.0190836334999998
ros_tale__2_3_0pq__1,7.246264971147983,1.8302219534999988
ros_tale__2_3_0pq__2,7.822377830517961,1.9098192335000004
ros_tale__2_3_250pq__1,8.558108315805953,2.3451953534999994
ros_tale__2_3_250pq__2,6.790790999963179,1.9463017335000004
ros_tale__2_3_750pq__1,8.22894350105609,2.366370803499999
ros_tale__2_3_750pq__2,8.473394659594767,2.4171227035000005
ros_tale__3_0_0pq__1,-4.426864658414512,-1.3127052245000002
ros_tale__3_0_0pq__2,-5.066531282218652,-1.4793056975000018
ros_tale__3_0_250pq__1,-4.3425683431721245,-1.1748249925000014
ros_tale__3_0_250pq__2,-3.1945352858400167,-1.2289903825
ros_tale__3_0_750pq__1,-1.4416988961796935,0.6822789465000003
ros_tale__3_0_750pq__2,-0.5600101347544573,1.2315356934999997
ros_tale__3_1_0pq__1,1.8620720802641904,-0.4276374565000012
ros_tale__3_1_0pq__2,-2.8303666757328245,-1.187176880500001
ros_tale__3_1_250pq__1,-3.817027428914048,-1.0879244605
ros_tale__3_1_250pq__2,-4.751087053334178,-1.2769039775000015
ros_tale__3_1_750pq__1,-1.0208487285900554,-0.3864007664999996
ros_tale__3_1_750pq__2,-3.7806902901199337,-1.3951402635000008
ros_tale__3_2_0pq__1,0.6085291888432671,0.15311798149999944
ros_tale__3_2_0pq__2,0.3088504862809692,0.14619570250000002
ros_tale__3_2_0pq__3,-0.1997562315649812,0.09330360649999923
ros_tale__3_2_0pq__4,0.369433784392646,0.12560008550000035
ros_tale__3_2_250pq__1,3.3312392251498686,1.7945533435000005
ros_tale__3_2_250pq__2,0.1615940808016797,0.8180242035000003
ros_tale__3_2_750pq__1,-4.034319744515249,-0.30164411650000034
ros_tale__3_2_750pq__2,-3.2097335647280043,-0.4402958755000004
ros_tale__3_3_0pq__1,2.745417870268432,0.11173778150000048
ros_tale__3_3_0pq__2,2.0365613089124324,0.04513389349999919
ros_tale__3_3_0pq__3,3.1758352011738857,0.3310494275
ros_tale__3_3_0pq__4,2.173001595484383,0.10664026749999957
ros_tale__3_3_250pq__1,4.915303647851671,0.8366898835000001
ros_tale__3_3_250pq__2,4.878951091367154,1.0623580735000004
ros_tale__3_3_750pq__1,5.364257799471879,0.7987736944999995
ros_tale__3_3_750pq__2,4.949444114392648,0.8084821734999998
ros_tale__3_4_0pq__1,1.9418031155701048,1.2520648034999995
ros_tale__3_4_0pq__2,1.2061055662661402,1.0913877834999999
ros_tale__3_4_250pq__1,2.519630435201848,1.7838951234999991
ros_tale__3_4_250pq__2,3.047052627476704,1.8200038534999996
ros_tale__3_4_750pq__1,3.1027030099473465,1.1850796834999997
ros_tale__3_4_750pq__2,3.1591827147899663,1.5233148434999997
pcoli__atASMT_325G__1,1.362443436084973,0.6433821025000004
pcoli__atASMT_325G__2,1.002811964046808,0.40932670549999983
pcoli__bpTDC__1,-0.4784153733105454,-0.8410456725
pcoli__bpTDC__2,-0.0065866450159078,-0.8050613005000002
pcoli__BRCA__1,-0.3991065530929338,0.34886127449999904
pcoli__BRCA__2,-0.386848221039446,-0.08263401750000021
pcoli__BRCActrl__1,-3.10875395125288,-1.6350453835000005
pcoli__BRCActrl__2,-3.010085230089883,-1.7277393194999997
pcoli__BRCAswap__1,2.6775230266562096,1.8089120634999996
pcoli__BRCAswap__2,1.9922783790065608,1.7077220835000002
pcoli__btAANAT__1,1.905274189200168,1.0397483535000005
pcoli__btAANAT__2,1.2659056814152816,0.4648415674999988
pcoli__btASMT__1,0.9440816900942656,1.0735279035000005
pcoli__btASMT__2,0.401131586157633,0.5567093574999991
pcoli__CC1__1,1.3256487281503508,1.4853220934999989
pcoli__CC1__2,0.7278088599753768,0.9925369434999992
pcoli__ccCOMT__1,0.4435199265020911,0.4008801094999992
pcoli__ccCOMT__2,-0.1428176870451843,-0.09887005050000043
pcoli__ckDDC__1,-0.6434020546702922,-0.8551069995000002
pcoli__ckDDC__2,-0.984236324645688,-1.4084972315000002
pcoli__CNTF_belt__1,1.1936995014941276,1.3591718034999989
pcoli__CNTF_belt__2,0.843988436168749,0.9027154134999992
pcoli__cobPNMT__1,1.0510038802978834,0.3765926914999991
pcoli__cobPNMT__2,0.5985154334972596,0.04410910650000055
pcoli__cvPhhB__1,0.1602476771155626,-0.09877115449999962
pcoli__cvPhhB__2,-1.421429914448642,-0.9451273454999995
pcoli__ggAANAT__1,-0.0318788964504499,-0.32550425250000004
pcoli__ggAANAT__2,0.9953239750580656,0.28134044950000003
pcoli__ggTPH__1,2.829218635259497,1.0879131434999998
pcoli__ggTPH__2,-0.4574093457030442,-0.8417686565000011
pcoli__hsAANAT__1,2.3189453922829677,1.3666501734999998
pcoli__hsAANAT__2,3.4765399747018444,1.7178254534999997
pcoli__hsASMT__1,-0.0884333939673342,-0.6037340924999999
pcoli__hsASMT__2,-0.465570923593122,-0.8396331985000014
pcoli__hsPNMT_mb__1,1.7051519141659466,0.6839151404999999
pcoli__hsPNMT_mb__2,1.386466857936875,0.4417695275
pcoli__hsTPH__1,-0.1091508410655711,-0.8026722225
pcoli__hsTPH__2,-0.9506025682031612,-1.2818283504999988
pcoli__hsTPH_E2K__1,1.862588696379867,0.7234653664999993
pcoli__hsTPH_E2K__2,1.7103142355990029,0.615123754499999
pcoli__hsTPH_E2K_N91I_P99C__1,1.0099998729244308,0.4031578514999996
pcoli__hsTPH_E2K_N91I_P99C__2,0.584878537750274,-0.15976790650000086
pcoli__hsTPH_N158trunc__1,1.2071902686091849,0.31458469150000035
pcoli__hsTPH_N158trunc__2,1.033499105846084,0.14422956750000004
pcoli__hsTPH_N174trunc__1,1.12020550954322,0.7096817165000004
pcoli__hsTPH_N174trunc__2,0.265517748606466,0.04011189050000041
pcoli__hsTPH_Ntermtrunc__1,2.002761261759355,0.6650886314999997
pcoli__hsTPH_Ntermtrunc__2,2.193458726157335,1.4955926634999999
pcoli__hsTPH1__1,2.595198562877373,1.8280390734999996
pcoli__hsTPH1__2,2.670777373500421,1.7600652434999997
pcoli__MBP__1,-1.6730255279035615,-1.0376566575000012
pcoli__MBP__2,-1.098465459089137,-0.26246103850000146
pcoli__msCOMT__1,0.1059590560249008,0.2713731275000004
pcoli__msCOMT__2,-0.0826004418222876,-0.3075013015000003
pcoli__ocAANAT__1,1.0503200944674158,0.24327829149999936
pcoli__ocAANAT__2,1.0427250323662065,0.16633656650000006
pcoli__osTDC_K374H__1,4.0869087250307805,2.0989961935
pcoli__osTDC_K374H__2,3.663944893038284,1.9581819235
pcoli__osTDC_K374L__1,-1.205013950379825,-0.893455533500001
pcoli__osTDC_K374L__2,-0.5897052164698129,-0.8724384295000007
pcoli__osTDC_K374Q__1,2.739350967397917,1.6621849434999998
pcoli__osTDC_K374Q__2,2.0146844233605297,1.6351747334999995
pcoli__osTDC_L360V__1,-0.5562980449243065,-0.9368577064999996
pcoli__osTDC_L360V__2,-0.3198155550442022,-0.9706840245000006
pcoli__pmTPH__1,1.0787751460424564,-0.22884031150000084
pcoli__pmTPH__2,1.1226128387560914,-0.4661205925000012
pcoli__RFC__1,1.6973969039258252,0.3665435644999988
pcoli__RFC__2,1.4055786944987685,0.042855999500000415
pcoli__RFCctrl__1,4.256494819211775,2.0712597835000004
pcoli__RFCctrl__2,4.600663823200744,2.1314123735
pcoli__RFCnopause__1,3.1497292025567907,1.616581953499999
pcoli__RFCnopause__2,3.511303976809967,1.2431429835000003
pcoli__RFCpluspause__1,3.7153751679668208,1.2400996934999995
pcoli__RFCpluspause__2,3.3796286402172173,0.6952016664999991
pcoli__rnCOMT_sol__1,1.7004197898801576,1.5743289234999995
pcoli__rnCOMT_sol__2,1.9123922677510887,1.9625372235
pcoli__rnPNMT__1,-0.4232308130327114,-0.5398030094999999
pcoli__rnPNMT__2,-0.7967286129078441,-0.9361247694999992
pcoli__rnTDC__1,0.7139761037853246,0.014336576499999863
pcoli__rnTDC__2,-0.5344562746088843,-0.6283019235000005
pcoli__rnTDC_trunc__1,-0.1181172835225229,0.07913839649999943
pcoli__rnTDC_trunc__2,-1.5425592803062835,-0.9142589015000002
pcoli__saCOMT_T2A__1,1.062469009500254,0.6688295594999989
pcoli__saCOMT_T2A__2,0.7628080532238191,0.3856870345000001
pcoli__sfCOMT__1,0.9911062605764596,0.4104180275000005
pcoli__sfCOMT__2,0.5660064708498053,-0.3227814994999996
pcoli__sgAANAT_D63G__1,0.5003042656524159,-0.27728564350000084
pcoli__sgAANAT_D63G__2,-0.525554203197893,-0.9911977145000002
pcoli__ssDDC__1,-0.629073606615772,-0.7166630114999997
pcoli__ssDDC__2,-0.9528011294473496,-0.9042530525000014
pcoli__TP53B__1,1.3339987990928883,0.719064445499999
pcoli__TP53B__2,1.288784399222502,0.4843642814999996
pcoli__WT__1,1.950449752054992,1.1518754735000003
pcoli__WT__2,2.23674001913325,1.0199023134999994
cck__glu_ale4__1,0.5962366425515527,-0.5692533185000013
cck__glu_ale4__2,-0.105380108988979,-0.4275087964999997
cck__cck_ale1__1,1.1240380551426086,-0.2887267305000005
cck__cck_ale1__2,1.1451062184249077,-0.27248463150000113
cck__cck_ale2__1,0.6092254630436436,-0.2787086975000008
cck__cck_ale2__2,0.4475100796790973,-0.3624439395000003
cck_pgi__gmos_delpgi__1,-1.6628444208952504,-0.2986187994999998
cck_pgi__gmos_delpgi__2,-0.9667290506990124,-0.8652457585000004
cck_pgi__pgi_ale1__1,2.452690229449166,0.03465045649999965
cck_pgi__pgi_ale1__2,2.638106329690004,0.8820441334999991
cck_pgi__pgi_ale2__2,1.7127042229090632,0.9866570634999992
cck_pgi__pgi_ale3__1,2.106535191231197,0.10717858749999998
cck_pgi__pgi_ale3__2,2.057776743028408,0.22072993549999964
cck_pgi__pgi_ale4__1,1.8442479490629355,-0.1309072595000007
cck_pgi__pgi_ale4__2,1.6624300385560724,0.09653187850000043
cck_pgi__pgi_ale4__3,1.143182021122394,-0.06067039150000043
cck_pgi__pgi_ale5__1,1.3210152324160658,-0.09542122050000046
cck_pgi__pgi_ale5__2,1.5023920614703774,0.15118265949999987
cck_pgi__pgi_ale6__1,1.0500623403864089,-0.30856567650000066
cck_pgi__pgi_ale6__2,1.0136823402964357,0.1803861854999997
cck_pgi__pgi_ale7__1,1.0023382216030026,-0.2919965355000009
cck_pgi__pgi_ale7__2,0.8415208475158066,0.08024637049999939
cck_pgi__pgi_ale8__1,2.238687156971962,-0.3550236555000001
cck_pgi__pgi_ale8__2,1.784487831625051,0.08513134849999915
cck_sdh__gmos_delsdhCB__1,-6.4581894892896825,-2.6751493795
cck_sdh__gmos_delsdhCB__2,-5.400348132167014,-2.6714448265
cck_sdh__sdh_ale1__1,-0.3988320188849,-0.033441113500000334
cck_sdh__sdh_ale1__2,0.1683188058490029,-0.0016212275000011545
cck_sdh__sdh_ale2__1,-0.3271539217493889,-0.2539964955000009
cck_sdh__sdh_ale3__2,0.0401192790903968,-0.057123982500000274
cck_sdh__sdh_ale3__1,0.1104914248432975,-0.1371570765000012
cck_sdh__sdh_ale3__3,-0.0231622110660255,-0.22288732650000045
cck_pts__gmos_delptsHIcrr__2,-3.6261546546959234,-1.9871860744999996
cck_pts__gmos_delptsHIcrr__1,-1.4473309026180348,-1.7423940165000005
cck_pts__pts_ale1__2,3.5584677505252413,0.5799329755000002
cck_pts__pts_ale1__1,2.897069242087883,0.4335666504999995
cck_pts__pts_ale2__2,0.8566728424905997,-0.3948499615000003
cck_pts__pts_ale2__1,1.0983586306628532,-0.2851265325000014
cck_pts__pts_ale3__2,7.106058064581532,1.0205660135
cck_pts__pts_ale3__1,6.525214919732434,1.0864739935000003
cck_pts__pts_ale4__2,0.1497319414368258,-0.2840527425000001
cck_pts__pts_ale4__1,-0.3630518476781008,-0.5279920325000003
cck_gnd__gmos_delgnd__1,-9.082801203184182,-2.5766946915
cck_gnd__gmos_delgnd__2,-7.738534102961774,-2.0984444185000006
cck_gnd__gnd_ale1__1,0.6898465590153318,-0.40070818650000106
cck_gnd__gnd_ale1__2,0.6689510719802996,-0.3464714754999996
cck_gnd__gnd_ale2__1,0.4810764269036547,-0.4383154104999996
cck_gnd__gnd_ale2__2,0.355452653695318,-0.3942747425000004
cck_gnd__gnd_ale3__1,0.1857430657274746,-0.5079534794999994
cck_gnd__gnd_ale3__2,0.3886251144043285,-0.4170534395000001
cck_tpiA__gmos_deltpiA__1,0.1288380183884239,0.3416404874999994
cck_tpiA__gmos_deltpiA__2,-2.401128065923434,0.32338530749999883
cck_tpiA__tpiA_ale1__1,3.3295532839809017,1.036905063499999
cck_tpiA__tpiA_ale1__2,3.2130888477564548,1.0096295135000002
cck_tpiA__tpiA_ale2__1,2.5705769535377594,0.8741805334999988
cck_tpiA__tpiA_ale2__2,2.570542943386511,0.8295266634999994
cck_tpiA__tpiA_ale3__1,2.555514257375461,1.0259143534999993
cck_tpiA__tpiA_ale3__2,2.4248611252022543,0.9059935434999992
cck_tpiA__tpiA_ale4__1,2.6383621498131165,1.0248259634999997
cck_tpiA__tpiA_ale4__2,3.2448533303505696,1.0095569634999997
acid_tale__acid_ale1_pH7__1,-0.3989760691465969,-0.4626432304999994
acid_tale__acid_ale1_pH7__2,-0.7526274249007855,-0.9394427524999998
acid_tale__acid_ale1_pH5__1,-2.9498595938677976,-1.7564042544999996
acid_tale__acid_ale1_pH5__2,-4.070821542646607,-1.8184679835000008
acid_tale__acid_ale2_pH7__1,-1.1157216344719472,-0.9342733175000006
acid_tale__acid_ale2_pH7__2,0.1601622457216965,-0.5548686744999998
acid_tale__acid_ale2_pH5__1,-2.977787892976808,-1.1455691934999999
acid_tale__acid_ale2_pH5__2,-2.4963805900541987,-2.2275637925000007
acid_tale__low_Mg_ale_pH7__1,-2.3362021952371945,-1.236811738500001
acid_tale__low_Mg_ale_pH7__2,-2.209180729182667,-1.2192634415
acid_tale__low_Mg_ale_pH5__1,-4.533865812496362,-1.2581232215
acid_tale__low_Mg_ale_pH5__2,-3.8100035650116872,-1.4019593925000002
acid_tale__MES_ale_pH7__1,0.5816767376646386,-0.23721280750000065
acid_tale__MES_ale_pH7__2,-1.5774531987429632,-1.3534204044999996
acid_tale__MES_ale_pH5__1,-3.072224532542307,-0.8709139765000007
acid_tale__MES_ale_pH5__2,-6.449629345558529,-1.8788491575000004
acid_tale__gmos_pH7__1,-0.6229649366789889,-0.9000135794999995
acid_tale__gmos_pH7__2,-1.051582520462165,-0.9987075275000006
acid_tale__gmos_pH5__1,-5.790254439796456,-1.8078683855000002
acid_tale__gmos_pH5__2,-5.713881984689038,-1.8634070715
adnB__wt_adn__1,-2.8856465872931563,-0.3195636385
adnB__wt_adn__2,-7.096502174291718,-1.9379040275
adnB__delydhB_adn__1,-4.660841571090495,-0.33313438150000074
adnB__delydhB_adn__2,-2.2946796934564744,-0.004290545499999965
ytf2__wt_glc__1,2.1612763477436867,1.4573247535
ytf2__wt_glc__2,1.5340674442737796,1.2982147934999997
ytf2__ybcM_glc__1,-1.6231656423936502,-0.2499405735
ytf2__ybcM_glc__2,-1.2789248788018768,-0.2953633634999999
ytf2__ydhB_glc__1,1.50666458030718,1.6029594035
ytf2__ydhB_glc__2,1.8440979463054787,1.646950263499999
ytf2__yfeC_glc__1,1.2457122469313326,1.3472742135000004
ytf2__yfeC_glc__2,1.32606848545725,1.4654790734999992
ytf2__yciT_glc__1,1.5523421797129586,1.608667393499999
ytf2__yciT_glc__2,1.5139997756783712,1.5991562335000005
ytf2__ydiZ_glc__1,0.4706757404785172,0.7787042465000003
ytf2__ydiZ_glc__2,0.250384921396619,0.8101220235
ytf2__ynfL_glc__1,0.8250150958697445,1.4349865734999998
ytf2__ynfL_glc__2,0.8450681622025799,1.4283812134999982
ytf3__wt_glc2__1,-2.115424980248164,-0.5660799935000007
ytf3__wt_glc2__2,-1.7853460190761532,-0.34061385750000106
ytf3__wt_pH7_lactate__1,-4.34119325227118,-1.5843577875
ytf3__wt_pH7_lactate__2,-4.643697472716468,-1.6674274185000018
ytf3__wt_pH55_lactate__1,-6.762214708387561,-2.4046597695000003
ytf3__wt_pH55_lactate__2,-4.5687273794527945,-1.2920868585000012
ytf3__wt_pH55_HCl__1,-4.38799855923795,-1.0286618845
ytf3__wt_pH55_HCl__2,-4.097894323856801,-1.0970803794999997
ytf3__dyieP_pH7__1,-1.1478377447702088,-0.07195034549999946
ytf3__dyieP_pH7__2,-2.207903915696678,-0.5411504474999997
ytf3__dyieP_pH55__1,-2.963833257797912,-0.8716622615000009
ytf3__dyieP_pH55__2,-2.759479268645084,-0.7020922074999998
minicoli__aldA_f1c2__1,-2.0319658353700056,-2.4528962228084628
minicoli__aldA_minE__1,-2.283934438861862,-2.6186646945982988
minicoli__mg1655_glc__1,-1.21214341547259,-0.3177881479045581
minicoli__mg1655_glc__2,-0.7674239834281842,-0.2598925184737588
minicoli__minE_cyt__1,4.704913198213058,0.5559854742942534
minicoli__minE_cyt__2,4.696403311728844,0.5987312943807428
minicoli__minE_fruc__1,5.535908913313767,0.2173934490377114
minicoli__minE_fruc__2,5.866199677926208,0.44192595861008144
minicoli__minE_glc__1,4.099339270652559,-0.535661188210435
minicoli__minE_glc__2,4.415407686518823,-0.241490288430807
minicoli__minE_glyc__1,1.7636168777596648,-0.15505951086463554
minicoli__minE_glyc__2,0.1644220313790285,-0.9312670801356068
minicoli__minE_Fe_starve__1,3.3410894881086053,-0.12262791309096775
minicoli__minE_Fe_starve__2,4.488772794994642,0.294087885416678
minicoli__minE_LB__1,4.864184097087029,-0.35175744997836844
minicoli__minE_LB__2,4.796160816441668,-0.6397403808537678
