,A,Fnr,NarP,NarL,RpoS
hu__delhupAhupB_lag_pH5__3,-0.0342752422,0.25218964180000003,-0.4520016392,0.2899388066,1.7365144753
hu__hupAE34K_hupB_lag_pH5__1,-0.3484721599,0.5340236142,-0.5529074145,-0.6891596525,1.1354345071
hu__hupAE34K_hupB_lag_pH5__2,0.4319344566,1.0834013949,0.006460764700000001,0.31635242010000003,1.3896646958
hu__hupAE34K_hupB_lag_pH5__3,0.10920230700000001,1.0978565866,-0.0027521438,0.3645427518,1.7925796462
hu__hupAE34K_delhupB_lag_pH5__1,0.5501114344,0.9741019127,-0.37022402530000004,0.0826919113,1.4298720576
hu__hupAE34K_delhupB_lag_pH5__2,-0.7696739209,0.6802497518,-0.2997911392,-0.34104628670000003,1.5256808674
hu__hupAE34K_delhupB_lag_pH5__3,0.5706605599,0.9403858490000001,-0.1258176092,0.3577856265,1.7725243485000002
hyperpersistence__low_GFP__1,0.5709345466,-0.20978116330000002,-0.3688367804,-1.4476102875999999,0.8576281599000001
hyperpersistence__wt__1,0.0135803291,-0.0744435516,-0.0721279809,-0.0238770435,-0.0357922916
hyperpersistence__high_GFP__1,1.5971754573,0.4468453882,0.1149848837,-0.8985766062,1.0718098388
hyperpersistence__pth_mut__1,2.2957263865,-0.1340233916,0.306124597,0.5490952302000001,2.7106892852
hyperpersistence__pth_mut__2,4.1227746442,-0.0619563058,0.3454800804,0.6266259750000001,2.5173608643
hyperpersistence__metG_mut__1,2.2036636925,0.0976427973,0.35284251450000004,0.8819797836000001,2.0887380381
hyperpersistence__metG_mut__2,2.3370556764,-0.21477502510000002,0.3887046866,0.4671128256,1.6333807607000002
hyperpersistence__high_GFP__2,1.6803663947,0.3342765871,0.5699841558000001,-0.25440008680000004,1.8894668441
hyperpersistence__wt__2,-0.0135803291,0.0744435516,0.0721279809,0.0238770435,0.0357922916
hyperpersistence__low_GFP__2,0.5275045083000001,0.0047005741,0.47702601050000004,-0.8698364328,1.1493698707
kan_efg__cpxAF218Y__1,2.0672637394,-0.7086893064,-0.3882358831,0.7143911841,0.1023595369
kan_efg__cpxAF218Y__2,1.9121337618,-0.6762833235,-0.23270777210000002,0.6505880478,0.1403495972
kan_efg__cyaAN600Y__1,0.7209172180000001,-0.5961064718,-0.3053632417,0.7390140172,0.2159801222
kan_efg__cyaAN600Y__2,1.9574014935,-0.9389203311000001,-0.2225489537,1.456653752,0.9006441864
kan_efg__fusAA608E__1,-0.3147734681,0.3523185716,0.1104717879,-0.33647211250000003,0.2114957314
kan_efg__fusAA608E__2,-0.11244261400000001,0.2347033211,0.16233368750000002,-0.33321797410000004,0.0341085542
kan_efg__fusAA608E_cpxAF218Y__1,-0.5350357954,-0.0167791524,-0.4600985013,-0.0371787602,0.0574789951
kan_efg__fusAA608E_cpxAF218Y__2,-0.0298886101,0.1179135661,-0.5871985151,-0.3738716425,0.1905253961
kan_efg__fusAA608E_cyaAN600Y__1,0.0562994283,-0.13920940210000002,0.053796720900000004,0.2361730718,0.2715029668
kan_efg__fusAA608E_cyaAN600Y__2,1.5305147204,-0.3839734456,-0.013133453500000001,0.6289486114,0.3383597293
kan_efg__fusAA608E_rpoDL261Q__1,0.3376412688,-0.0986806617,-0.0349336574,0.0653597444,-0.0762878141
kan_efg__fusAA608E_rpoDL261Q__2,-0.082030369,0.1994489292,-0.12919229200000001,-0.0066229651,0.0644537729
kan_efg__fusAA608E_topAS180L__1,1.9478369395000001,-0.4435333853,-0.5810606737,0.0669873619,0.4682717709
kan_efg__fusAA608E_topAS180L__2,1.7671187556999999,-0.4244188257,-0.7654759288,-0.2834279713,0.4622266492
kan_efg__rpoDL261Q__1,-0.573837057,-0.1329093335,-0.145554193,-0.0502256408,0.10568250550000001
kan_efg__rpoDL261Q__2,0.47494001950000003,-0.4127689734,-0.4375491348,0.247227937,0.1224065695
kan_efg__wt__1,-0.1686095944,0.0866657269,0.0042718084,-0.1598103672,0.0291191404
kan_efg__wt__2,0.1686095944,-0.0866657269,-0.0042718084,0.1598103672,-0.0291191404
lrp__wt_min_log__1,0.0815633129,-0.011919778300000001,-0.1629435063,-0.0693826511,-0.0916816194
lrp__wt_min_log__2,-0.0815633129,0.011919778300000001,0.1629435063,0.0693826511,0.0916816194
lrp__wt_min_trans__1,2.3336260368,-0.20470735180000002,1.5346073630000001,-0.7470648342,2.344864249
lrp__wt_min_trans__2,3.5720225178,0.1806692184,1.9199258465,-0.4442728589,2.4750359464000002
lrp__wt_min_stat__1,1.1613408896,0.1726251009,-0.2921165994,-1.1569247643,-1.3283950462
lrp__wt_min_stat__2,1.2525288152,0.0196643383,-0.2293722164,-0.6419065984,-0.7012450246
lrp__wt_liv_log__1,0.3948303823,0.2249489489,0.11659635400000001,0.5707381704,-0.4062392875
lrp__wt_liv_log__2,0.2663935769,0.1194383926,0.0437533655,0.3533200413,-0.34427511600000005
lrp__wt_liv_trans__1,5.4423389853,-0.6919210905000001,0.7096763139000001,0.3047987967,0.5652722018
lrp__wt_liv_trans__2,6.7488797613,-0.5639088368,0.7911387101,0.35697272420000004,0.3501828524
lrp__wt_liv_stat__1,3.0858078534,-0.0544059229,-0.1283111124,-1.9893185044,-0.80333658
lrp__wt_liv_stat__2,2.7166306235,-0.014093932000000002,-0.0642501974,-1.6502186426,-0.6902801887000001
lrp__wt_rich_log__1,-1.6207291225,-0.4503003694,0.6397423645,-1.3989629846,-2.9091474858
lrp__wt_rich_log__2,-1.8206793668999999,-0.4641175329,0.4281434028,-1.2592386683,-2.3521656947
lrp__wt_rich_trans__1,4.4790953924,-1.0025144526,1.2126959896,-0.3552720569,0.47658346360000003
lrp__wt_rich_trans__2,4.7749226855,-1.1404914458,0.4158007164,-0.44047911510000004,0.729636558
lrp__wt_rich_stat__1,1.2471969719,-0.8909438317,0.3968382523,-1.336142346,0.7320597323
lrp__wt_rich_stat__2,2.2381295675,-0.5318614534,0.0909441169,-0.8255995352000001,0.5104468489
lrp__dellrp_min_log__1,-0.18062470360000002,0.0033368332,-0.1274500801,-0.1292564387,-0.0841837064
lrp__dellrp_min_log__2,-0.7139817509,0.0118921209,-0.039382486200000004,0.0010248064,-0.0998972396
lrp__dellrp_min_trans__1,4.7086654233,-0.5675203342,1.2688243758,0.6665405664,1.9498139023
lrp__dellrp_min_trans__2,4.0086165253,-0.5965645774,1.1384051438,1.1567031192,1.9358189895
lrp__dellrp_min_stat__1,2.5437731181,-0.09172600310000001,-0.6068568446,-1.2638361669,-0.6457053986
lrp__dellrp_min_stat__2,2.343413451,-0.2604633833,-0.3328511602,-1.1661057503,-0.4989868059
lrp__dellrp_liv_log__1,-0.5529552037000001,0.0257724632,-0.24906410510000002,0.40706474730000003,-0.1532633284
lrp__dellrp_liv_log__2,0.5513177858,-0.0743060465,0.0385167732,0.1579802472,-0.046939220100000005
lrp__dellrp_liv_trans__1,9.1283142765,-0.7908679979000001,0.9740432111,0.5294972933000001,0.687795469
lrp__dellrp_liv_trans__2,9.333477335,-0.5605540760000001,0.8732653151,0.7500253049000001,0.6605843735
lrp__dellrp_liv_stat__1,1.6094809041,0.1988388559,-0.4748877644,-1.2858413951,-1.0321942078
lrp__dellrp_liv_stat__2,1.6855906317,0.2155505949,-0.1711646672,-1.1264390268,-0.8593466625
lrp__dellrp_rich_log__1,-1.3202451403,-0.4247212359,0.6795692222,-1.2101778078,-2.7138238342000003
lrp__dellrp_rich_log__2,-1.6825121374,-0.4265440585,0.538312283,-1.0155130628,-2.7299371422
lrp__dellrp_rich_trans__1,3.8760441431,-0.8679103318,0.6398781248000001,0.4587100022,0.7771902454
lrp__dellrp_rich_trans__2,5.4999480133,-0.8983829466000001,0.8091773401,0.3726461786,0.797993669
lrp__dellrp_rich_stat__1,3.2634822173,-0.3971189492,1.801071051,-0.006970225,1.279288052
lrp__dellrp_rich_stat__2,2.8574148587,-0.24081092610000002,2.3546374513,0.2360315618,1.7053157904
mazF_circuit__t0__1,0.1385392151,0.08827390900000001,0.5751359908,0.0899212674,0.1461162477
mazF_circuit__t2__1,-0.8464237933000001,-0.23167562300000002,0.7346961230000001,0.3344896395,-0.020551822
mazF_circuit__t4__1,1.196840828,0.2629024821,0.6047726091,0.7913739665,0.15772488810000002
mazF_circuit__t6__1,1.2989780187,0.43528731260000003,1.9225870526,0.8612887107,0.3089530048
mazF_circuit__t8__1,-1.9477021731000002,0.3820487614,2.1788639651,1.4657611373,0.2899842541
mazF_circuit__t0__2,-0.1385392151,-0.08827390900000001,-0.5751359908,-0.0899212674,-0.1461162477
mazF_circuit__t2__2,1.8733105471,-0.2043366113,0.9692767364,0.46202607490000003,0.1798188618
mazF_circuit__t4__2,0.4116661727,-0.32261156550000003,1.170775324,0.8510675943,0.2526851056
mazF_circuit__t6__2,-0.8233099678,0.5355032213,1.894479169,1.1189896353,0.4086042501
mazF_circuit__t8__2,-0.0191552702,0.39596403090000004,2.9757521876,1.5230976053,0.3222732267
mazF_ribo__emptyvec_mrna_5m__1,0.080553893,-0.0188473862,-0.014799067400000001,0.0364508381,-0.07999675860000001
mazF_ribo__emptyvec_mrna_5m__2,-0.080553893,0.0188473862,0.014799067400000001,-0.0364508381,0.07999675860000001
mazF_ribo__mazF_mrna_5m__1,1.8377194899,0.8768952831,1.5939110586,1.3025315569,2.21455483
mazF_ribo__mazF_mrna_5m__2,2.029989115,0.7943170451,1.5294029995,1.2303245734,2.2086473136
mazF_ribo__emptyvec_total_5m__1,2.4172363469,0.0022417352,0.6434567221,0.27129302310000003,1.0580199114
mazF_ribo__emptyvec_total_5m__2,-0.3657480645,-0.1816462398,0.9248736934,0.3016804166,1.2026957582
mazF_ribo__mazF_total_60m__1,7.8888414228,0.3641228837,1.0143844797,0.6508127193000001,2.6979928653
mazF_ribo__mazF_total_60m__2,5.6680440608,0.46529772480000003,1.0286705826,0.44962002560000003,2.6302038766
mercury__ctrl_t00__1,-0.137973858,0.0143233844,-1.0757898461,0.0449755047,-0.5337059959
mercury__ctrl_t10__1,0.7397647114,-0.5673512663,-0.13170815900000002,0.0404729277,-0.1635605399
mercury__ctrl_t30__1,3.7972002555,-0.9106348201000001,0.3347815394,0.5646768631,0.1325029659
mercury__ctrl_t60__1,8.6186862227,-0.7654763169000001,0.3358194199,1.0481098526000001,0.8571396955
mercury__hg_t10__1,0.7258635655,0.10413819610000001,0.3532348375,-0.2324561156,1.8040685218
mercury__hg_t30__1,0.45165412590000004,0.1963005887,0.5359288312,0.0907580217,2.5588181405
mercury__hg_t60__1,0.4506472805,0.5268947778,-0.795546317,1.6165050362,2.1459085474
mercury__pma_t10__1,0.2271725343,-0.0169749804,1.4231360473,-0.716489989,3.5449880117
mercury__pma_t30__1,1.4610823626,0.1514677783,2.2556247376,-0.4734153022,4.1241387708
mercury__pma_t60__1,2.1564406987,0.0907918983,0.7959702219,0.9099142447,0.2977607853
mercury__ctrl_t00__2,0.0780343695,-0.0046689013,0.2770159203,-0.035873579,0.0968916092
mercury__ctrl_t10__2,1.4928200178,-0.426649692,0.3475332458,0.1110320399,-0.284636787
mercury__ctrl_t30__2,6.28538911,-1.0217004236,0.7616610989,0.6949480938,0.3814882827
mercury__ctrl_t60__2,11.0715115491,-0.7745977194,0.8156948725000001,1.0423263303,0.8690545116
mercury__hg_t10__2,0.5785021217,0.1257959895,0.3533129658,0.0440971979,1.8463263833
mercury__hg_t30__2,1.0351657132,0.1732554926,0.7853105724,0.1794544521,2.4568582165
mercury__hg_t60__2,-0.6569005437000001,0.4697261488,-0.1405527954,0.8616533338,0.5165504453
mercury__pma_t10__2,0.2037373035,-0.11645100400000001,1.2716556320999999,-0.8006492843,3.5279899726
mercury__pma_t30__2,0.8407014526000001,0.1571979088,2.0195727069,0.207714641,3.7561546539
mercury__pma_t60__2,6.1891163736,-0.6415963887,1.065612588,0.7792094978,0.8064589602000001
mercury__ctrl_t00__3,0.0599394885,-0.0096544831,0.7987739258000001,-0.009101925700000001,0.4368143867
mercury__ctrl_t10__3,0.6746319379,-0.3169365246,0.40502934960000003,0.0297155485,-0.11785692700000001
mercury__ctrl_t30__3,5.8247391562,-0.748058828,1.1495329676,0.9421323020000001,1.1255933549
mercury__ctrl_t60__3,10.2248457033,-0.642971501,0.7893427970000001,1.0018642376,1.2018958327
mercury__hg_t10__3,1.3201473348000001,0.1558185043,-0.0664780346,-1.1827283539,1.0764145541
mercury__hg_t30__3,0.2016225858,0.1043121531,0.3367681102,0.1868455151,2.708395189
mercury__hg_t60__3,-0.2609151894,0.6420763381,-0.0068261518,1.4647137819,1.2190296143000001
mercury__pma_t10__3,0.0298424105,-0.1316689648,1.1713202897000001,-0.7801921039,3.5203569044
mercury__pma_t30__3,1.1704530473,0.09705247630000001,1.5251462585,0.005003820500000001,3.7505145403
mercury__pma_t60__3,5.9111616035,-0.6977402275,1.1659920872,1.1691502198000001,0.9223888326
ml_abx__az_lolcde__1,-5.1458895048,-0.7516619417,-0.7932878302,0.5219592883,1.2813327857
ml_abx__az_lolcde__2,-2.4180302354,-1.1496425843,-0.3324360118,0.1476989733,1.2918556638
ml_abx__az_lolcde__3,-4.7539963354,-0.9921913121,0.1938367328,-0.1640617939,1.0617941999
ml_abx__b01__1,-0.4768430349,0.006689497000000001,-0.1961719882,0.3242742006,0.3899976357
ml_abx__b01__2,-0.4320207891,0.078838191,-0.3249572721,0.3638314532,0.38265135850000004
ml_abx__b01__3,-1.2843280852,0.0518871206,-0.6389769717,-0.0790272035,-0.5066040390000001
ml_abx__cro__1,-1.3836638759,-0.1923720784,-0.1847351964,0.3222878997,0.4890193962
ml_abx__cro__2,0.7197263008,-0.0085819389,0.0160035254,0.10925400710000001,-0.1720930533
ml_abx__cro__3,-1.5108895607,-0.0053562109,-0.6636773370000001,-0.7184818104,-1.0793935658
ml_abx__chl__1,-2.0398153966,-0.6587832035,-0.0852295998,-1.8842522649000002,-1.628562212
ml_abx__chl__2,1.1666525374,-0.9242868331,0.1142079317,-1.6301626145,-1.8506553259
ml_abx__chl__3,0.2115135675,-0.7405011435000001,-0.0158329611,-1.9436156288,-1.9486581607
ml_abx__cip__1,-2.9957941504,-0.1190072798,-0.3970176224,0.44070444140000004,-0.3863526714
ml_abx__cip__2,-0.18071799100000002,-0.0044759721,-0.3059331215,0.0165354,-0.9344155819000001
ml_abx__cip__3,-1.4696297469,-0.06839568160000001,-0.4381170064,-1.2321601906,-1.8430642022
ml_abx__clr__1,-1.3443756558,-0.49915717730000003,-0.6500549653000001,-1.9270394445,-0.8777755761
ml_abx__clr__2,1.1190954141,-0.9562176016,-0.2176950305,-1.8220703881,-1.3232566766
ml_abx__clr__3,0.8554855998,-0.8397931040000001,-0.28617542230000004,-2.0141383928,-1.7497224228000001
ml_abx__cst__1,-2.7565180173,-0.6163406841,-0.2749243508,0.1347020481,1.2737024227
ml_abx__cst__2,-0.36497714470000003,-0.6206016748000001,-0.3188610704,0.13541031,1.0669748566
ml_abx__cst__3,-3.0846239831,-0.5586389879,-0.6145075322,-0.2213388594,0.637671764
ml_abx__ctrl__1,-1.691933872,-0.1166496013,-0.147890828,0.31016244130000004,0.5841203684
ml_abx__ctrl__2,-2.2894687833000003,-0.051026380600000004,-0.1239684306,0.20727662,0.4824521506
ml_abx__ctrl__3,1.7316571294,-0.1833504845,-0.0193354851,0.3105311283,0.1844250812
ml_abx__ctrl__4,1.8705174729,0.0806954445,0.2530393656,0.3304123874,0.22881093560000001
ml_abx__ctrl__5,0.16885449700000002,0.0191679243,0.0476726274,-0.607020917,-0.7688513023
ml_abx__ctrl__6,0.21037355600000002,0.2511630976,-0.0095172493,-0.5513616599,-0.7109572334
ml_abx__dox__1,-0.160410034,-0.7860369249,0.2844510209,-2.123486846,-1.3587263126
ml_abx__dox__2,4.1942034768,-1.2163194972,0.5292508769000001,-1.9741431864,-1.5023786238999999
ml_abx__dox__3,2.8591340893,-0.8969322540000001,0.4988692608,-1.9122287610000002,-1.8185073468000001
ml_abx__glob__1,-4.2722999939,-1.3651194326,-0.830366512,0.3908335277,1.6406304361
ml_abx__glob__2,-1.5335678176,-1.2914137657,-0.4305743459,0.2676428987,1.4064873591
ml_abx__glob__3,-2.7167070907,-1.0983352413,-0.44432474850000003,-0.8435504156,0.8833531094
ml_abx__lvx__1,-3.8471681161999998,-0.0289735559,-0.5394489885,0.4723209412,-0.2932550022
ml_abx__lvx__2,-1.3756237471000001,0.18845651800000002,-0.1885031941,0.4053283754,-0.8542505494
ml_abx__lvx__3,-3.2588548871,0.053335694100000004,-0.09678042020000001,-0.4314810383,-1.5023638337
ml_abx__mec__1,-1.7259564327999999,-0.2293278892,-0.23330243280000001,0.3491968233,0.40427102140000004
ml_abx__mec__2,1.3795599574000001,-0.0863974743,0.0163908616,-0.020479620400000002,-0.2577374156
ml_abx__mec__3,-1.6999443341,-0.10364660020000001,-0.2018644897,-0.3568322578,-0.9409997916
ml_abx__mem__1,-2.3907847382,-0.1980404688,-0.1554161803,0.0682774199,0.5837345436
ml_abx__mem__2,1.4925931988,0.19654594220000002,0.1156443229,0.4010702123,0.0902869364
ml_abx__mem__3,-0.4919202951,0.39531110950000004,0.0531723465,-0.449334724,-0.7698091765
ml_abx__nit__1,-5.7183057715,1.1258775551,-1.4985159088,-1.8529983361,0.44197674950000004
ml_abx__nit__2,-4.7802270086,1.354755592,-1.8618398723,-2.2415804042,0.034000331200000004
ml_abx__nit__3,-4.2200871927,1.3452369068,-1.3774826559,-2.5730471248,-0.137000533
ml_abx__ntx__1,-6.2960120883,-0.5519501863,-0.9883573745,-1.241304038,0.1485850829
ml_abx__ntx__2,-5.1313120789,-0.7382328027,0.0340262392,-0.8102307222,1.0582931561
ml_abx__nor__1,-4.5207358679,0.3269633085,-0.8135300413000001,0.6147763583,-0.7087952087
ml_abx__nor__2,-2.2283051224,0.189146892,-0.6485917121,0.1958367194,-1.2029033298
ml_abx__nor__3,-3.5582335694,0.257646025,-0.6237593804,-0.625870343,-1.9240518601
ml_abx__pb__1,-5.686667106,-0.7179253264000001,-0.4732615275,-0.045681297,2.0690177556
ml_abx__pb__2,-0.8433309,-0.5924204416000001,-0.3819153085,0.2548067368,1.6090559771000001
ml_abx__pb__3,-3.8668871004,-0.8001687414,-0.44320611200000004,-0.0161794091,1.5775247982
ml_abx__tmp__1,-3.4743845137,-0.2532161449,-0.2187354569,0.5816347862,-0.6240161282000001
ml_abx__tmp__2,-0.4681288897,-0.6214561914,0.1270115665,0.37890662480000004,-1.9402690559
ml_abx__tmp__3,-1.3737329747,-0.6251811719,0.15292323800000002,-0.5855826522,-2.132153923
mut_abx__del_mutS_000nor__1,-1.4423738316999999,0.0970123236,-0.4680779981,-0.1165982831,0.18580474060000002
mut_abx__del_mutS_000nor__2,0.0133908888,-0.2186048391,0.14991769300000002,-0.060550110500000004,-0.245199834
mut_abx__del_mutS_000nor__3,1.4289829429,0.1215925154,0.3181603051,0.1771483936,0.0593950934
mut_abx__del_mutS_125nor__1,-0.7344570287000001,-0.0278850961,-0.23714324020000002,-0.0388743695,0.1284205203
mut_abx__del_mutS_125nor__2,-1.889178738,0.0976449876,-0.7748986069,-0.2188822302,-0.1296258211
mut_abx__del_mutS_125nor__3,-2.8117713179,0.24585199270000002,-0.39030569330000003,-0.1752381318,-0.101794808
mut_abx__del_mutS_250nor__1,-1.8110821888,-0.012723672200000001,-0.2701559783,-0.0691234574,0.3329651382
mut_abx__del_mutS_250nor__2,-0.43547681590000004,-0.1427372924,-0.0624734818,-0.1674326576,0.3481114645
mut_abx__del_mutS_250nor__3,-2.1867826927,0.1642186103,-0.3867299435,-0.2946422331,-0.08103505130000001
mut_abx__del_mutS_375nor__1,-2.0631282605,0.304930242,0.23825299190000002,-0.0329850276,0.17400483800000002
mut_abx__del_mutS_375nor__2,0.0444626793,0.47015486110000004,-0.1456872012,0.139685675,0.10058938390000001
mut_abx__del_mutS_375nor__3,-1.9119814102000001,0.3298855515,0.0629500868,-0.21150780830000002,0.29491788220000004
mut_abx__del_mutS_500nor__1,-2.3439181056000002,0.3784304416,0.23700319660000002,-0.20451142630000002,0.52747549
mut_abx__del_mutS_500nor__2,-2.3280726688,0.4791398864,0.0966768606,-0.1582637064,0.5450834841000001
mut_abx__del_mutS_500nor__3,-2.2882943235,0.023032378500000002,0.0863809469,0.1369965031,0.8761143504000001
mut_abx__del_mutS_625nor__1,-2.0844893613,-0.6495468024000001,0.22769132150000002,0.0787838832,1.1550946162
mut_abx__del_mutS_625nor__2,-2.0550406494,0.1293026924,0.5527507740000001,0.0128665328,0.8360120361000001
mut_abx__del_mutS_625nor__3,-1.7757438199000002,0.43389779580000004,0.39793735220000004,0.0378020203,0.8291963575
mut_abx__del_mutS_750nor__1,-1.7430849296000002,0.4700040541,0.8193837482,-0.1668619379,1.1040100908000001
mut_abx__del_mutS_750nor__2,-1.2895377348000001,0.5893872825,1.2812880074,0.174108656,0.8268015523000001
mut_abx__del_mutS_750nor__3,-1.9346741073,0.3831052922,0.6112057222,-0.2890885717,1.0060448172
mut_abx__del_mutS_875nor__1,-1.3225345415,0.3295755399,1.393296405,0.2486454287,0.8821868115
mut_abx__del_mutS_875nor__2,-1.7245841737,0.6226805845,1.0164772171,0.0736348976,1.2472319873
mut_abx__del_mutS_875nor__3,-1.3958037585,0.2557763552,1.1725151544,0.2495487052,1.4115921695
nit_yeaG__wt_Nminus__1,-1.7041335315000001,0.4613139096,0.0416764971,-0.0288652676,-0.7252934599
nit_yeaG__wt_Nminus__2,1.7041335315000001,-0.4613139096,-0.0416764971,0.0288652676,0.7252934599
nit_yeaG__wt_Nplus__1,-2.1867759743,-2.2304418322,-1.9269394826,0.4067190148,-2.7033383756
nit_yeaG__wt_Nplus__2,-1.5208198278,-1.6713529146,-1.1850135375,0.0607627829,-2.2001975636
nit_yeaG__del_yeaG_Nminus_24h__1,-1.6618613792999999,-2.237945271,-1.1517219224,-0.1404901613,-2.1774189962
nit_yeaG__del_yeaG_Nminus_24h__2,2.5454389352,-1.4605007973,-0.4910967659,-0.2947967347,-0.09927470740000001
nit_yeaG__del_yeaG_Nminus_24h__3,-0.651079846,0.2189535879,0.4636057176,-0.9135410872,-2.0561125053
nit_yeaG__del_yeaG_Nminus__1,-1.1707861652,-0.0005819889000000001,-0.0493981396,0.4186990196,-0.0943064106
nit_yeaG__del_yeaG_Nminus__2,1.4170039967,-0.5928889711,-0.008152702900000001,0.2213446734,1.001260313
nit_yeaG__del_yeaG_Nplus__1,-2.1262940916,-2.2505650014,-1.6018884029,0.5989168105,-2.9131443995
nit_yeaG__del_yeaG_Nplus__2,-1.4676620337,-1.8635784236,-1.2617637205,-0.2549977214,-1.941806254
opex__amp__1,1.778904685,-0.1487251704,0.0277676196,-0.0864157517,-0.030003674900000003
opex__amp__2,-0.6931678008000001,-0.0909383045,-0.1422192555,-0.0603332762,0.0006828879000000001
opex__amp__3,-0.2217864457,-0.2760567605,-0.6088798432,-0.25348378120000004,-0.2134378054
