,BSU_39980
LBexp_1,7.8260000000000005
LBexp_2,7.6997
LBexp_3,7.6733
LBtran_1,7.3003
LBtran_2,7.2749
LBtran_3,7.4555
LBstat_1,7.1432
LBstat_2,7.3913
LBstat_3,7.4721
LBGexp_1,7.9764
LBGexp_2,7.8985
LBGexp_3,8.1644
LBGtran_2,7.5535
LBGtran_3,7.6786
LBGstat_1,7.5858
LBGstat_2,7.3491
LBGstat_3,7.7228
S0_1,7.5569
S0_2,7.7693
S0_3,7.8102
S1_1,7.472
S1_2,7.5658
S1_3,7.4585
S2_1,7.9514
S2_2,7.6538
S2_3,7.5836
S3_1,8.0753
S3_2,7.8132
S4_1,8.4531
S4_2,8.1129
S4_3,7.9761
S5_1,8.1752
S5_2,8.6082
S5_3,8.3875
S6_1,8.5918
S6_2,7.6746
S6_3,8.501
S6/t_1,8.7303
S6/t_2,7.7024
S6_4,7.6938
S6_5,8.1497
S6_6,7.991
S7_4,8.3195
S7_5,8.4427
S7_6,8.7038
S8_4,8.3131
S8_5,8.5849
G135_1,8.7577
G135_3,7.9241
G150_1,8.2849
G150_2,8.2336
G150_3,8.5577
G180_1,8.4169
G180_2,8.6471
G180_3,7.9384
C30_1,8.8469
C30_2,9.0533
C90_1,7.9601
C90_2,7.4021
BI_1,7.9879
BI_2,8.0689
BC_2,9.5018
BC/t_1,9.1996
BC/t_2,9.5953
BC_1,9.0358
Sw_1,10.0496
Sw_2,10.4037
BT_1,9.6036
BT_2,9.2601
B36_1,9.8876
B36_2,9.89
B60_1,9.7196
B60_2,9.6223
M9exp_1,10.49
M9exp_2,10.2087
M9exp_3,9.6578
M9tran_1,9.933
M9tran_2,9.8323
M9tran_3,10.0547
M9stat_1,8.0141
M9stat_2,8.0627
M9stat_3,7.7602
M+G_1,9.5986
M+G_2,9.857
M+G_3,9.7662
Glu_1,10.1808
Glu_2,10.3157
Glu_3,10.3856
Fru_1,9.676
Fru_2,10.8972
Fru_3,9.9274
Mal_1,8.9646
Mal_2,8.9282
Mal_3,8.9442
G+S_2,9.7553
G+S_3,9.9115
Pyr_1,10.2648
Pyr_2,11.0195
Pyr_3,10.8174
