,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.2757887496,0.36674314360957166,2.0,0.0,2.0164621858,5.0,2.5351153134,,
1,U01-Set001__USA300 LAC CA-MHB Control,1.9822731882,0.3749629754010965,2.0,1.0,2.2474120508,6.0,1.7171343256,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,2.22807364765,0.21596337853492112,2.0,2.0,2.3807828171,7.0,2.0753644782,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.0,0.0,2.0,3.0,0.0,8.0,0.0,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,2.1519576362,1.061055908615396,2.0,4.0,1.401677808,9.0,2.9022374644,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.7611895607500001,0.14236621218803155,2.0,10.0,0.8618576748000001,29.0,0.6605214467,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.988439384,0.4405368074356211,2.0,11.0,1.2999459479,30.0,0.6769328201,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.3161975658,0.4471708859437192,2.0,12.0,0.0,31.0,0.6323951316,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,1.1054100349,0.3792115690787853,2.0,13.0,1.3735531069,14.0,0.8372669629,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.05762711895,0.4494201522388762,2.0,15.0,0.7398390817,18.0,1.3754151561999999,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.9604830637,0.4291932843448931,2.0,16.0,1.6569975819,19.0,2.2639685455,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,1.1902591741,0.175207426086493,2.0,17.0,1.3141495332,20.0,1.066368815,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.943114052,0.16160487487936143,2.0,21.0,1.0573859549,24.0,0.8288421491,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.8157624219,1.1536622807253027,2.0,22.0,0.0,25.0,1.6315248438,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,1.6328616495,0.9960114591436742,2.0,23.0,0.9285751926,26.0,2.3371481064,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.60492688975,0.02305015788796404,2.0,27.0,0.5886279668000001,28.0,0.6212258127,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.96528695105,1.365121897756684,2.0,34.0,1.9305739021,38.0,0.0,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.0,0.0,2.0,35.0,0.0,39.0,0.0,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.7220640002000001,1.0211527019842093,2.0,36.0,0.0,40.0,1.4441280004000001,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,1.64964030055,0.7101378953082413,2.0,37.0,2.1517836219,41.0,1.1474969792,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.29354379415,0.426949013334881,2.0,42.0,0.9916452516,45.0,1.5954423367000001,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,1.84036353,0.2117928604060305,2.0,43.0,1.9901236978,46.0,1.6906033622,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,0.7915666717500001,1.119444322711382,2.0,44.0,1.5831333435000001,47.0,0.0,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.6135038603,0.8676254798045087,2.0,48.0,1.2270077206,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.56405038335,0.7976877019953135,2.0,49.0,0.0,53.0,1.1281007667,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.62845916235,0.0077090993822075665,2.0,50.0,0.6339103188,54.0,0.6230080059,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,56.0,0.0,57.0,0.0,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,0.7413848854,1.0484765598711028,2.0,58.0,0.0,59.0,1.4827697708,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,2.87812644685,0.37962254922737404,2.0,60.0,2.609692768,61.0,3.1465601257,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,2.06639047505,0.07680334851105396,2.0,62.0,2.1206986436,63.0,2.0120823065,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.3818746543,0.5400523152375971,2.0,64.0,0.0,65.0,0.7637493086,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.4547196126,0.6430706432159597,2.0,66.0,0.0,67.0,0.9094392252,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,1.3067022429000001,0.11804465184159937,2.0,68.0,1.2232320691,69.0,1.3901724167,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.338144392,0.4782083852068043,2.0,70.0,0.676288784,71.0,0.0,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,0.9792879673000001,0.3805767618978673,2.0,72.0,1.2483963764000001,73.0,0.7101795582,,
