,-0.3152123782615385,-0.2626769818846154,-0.21014158550769235,-0.1576061891307693,-0.10507079275384623,-0.05253539637692317,-1.1102230246251565e-16,0.05253539637692295,0.10507079275384601,0.15760618913076907,0.21014158550769213,0.2626769818846152,0.31521237826153825,0.3677477746384613,0.42028317101538437,0.47281856739230743,0.5253539637692305,0.5778893601461536,0.6304247565230766,0.6829601528999997
thresh,-0.34148007645,0.34148007645,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,79,4040,90,0,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yojO'],[],[]
