,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-2.3129646346357427e-18,0.16845922382738646,3.0,0.0,-0.1820043483,1.0,0.1504523465,2.0,0.0315520018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-2.6716353636999997,0.09930949170190691,3.0,3.0,-2.7758103708,4.0,-2.5780382099,5.0,-2.6610575104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.8403629045666663,0.2500539691053812,3.0,6.0,-2.8365107044,7.0,-2.5922572909,8.0,-3.0923207184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523783877931519e-12,0.7936671206593365,21.0,9.0,0.5810557816,10.0,0.7024292437,11.0,0.019938893000000003,12.0,0.5110926684,13.0,0.7805793481000001,14.0,0.6562581924,15.0,-0.9198346844,16.0,0.44200245330000004,17.0,0.44705239750000003,18.0,-1.5897051829,19.0,-0.2162482976,20.0,0.1991900541,21.0,0.13089891380000002,22.0,0.5715266990000001,23.0,0.46190616160000003,24.0,-1.3076789778,25.0,0.6936617944,26.0,0.6509284113,27.0,-1.5502698477,28.0,-0.9754629686,29.0,-0.28932105340000003
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.0924568221523807,0.3803991698303622,21.0,30.0,-1.6523037795,31.0,-2.4606873991000002,32.0,-2.2951127173,33.0,-2.2033394574,34.0,-1.9338442188,35.0,-2.2296818469,36.0,-1.7265032968,37.0,-2.4017238852,38.0,-1.7425849685,39.0,-2.4248238785,40.0,-2.1826839724,41.0,-2.4534412031,42.0,-2.0748585805,43.0,-2.2596647909,44.0,-2.5576130876,45.0,-2.2268938048,46.0,-2.5191010167,47.0,-2.3196430622,48.0,-1.5263630977,49.0,-1.2723308688000001,50.0,-1.4783943325
5,WT_vs_Del_ccpA__THY_None_WT_exponential,4.625929269271485e-18,0.07988835709843015,3.0,51.0,-0.0528129293,52.0,-0.0390935008,53.0,0.0919064301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.724922114725,0.06057157883755726,4.0,54.0,-0.7008525529,55.0,-0.6846209558,56.0,-0.6990927079,57.0,-0.8151222423000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.50000003337858e-11,0.035136707541080885,4.0,58.0,-0.0311835817,59.0,0.0132472275,60.0,0.0435731149,61.0,-0.025636760800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.033331988125,0.07300015702074933,4.0,62.0,0.057546714400000004,63.0,-0.11595773890000001,64.0,-0.0166370819,65.0,-0.058279846100000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.022128415650000004,0.03894125403803039,4.0,66.0,-0.0573134296,67.0,0.0304096243,68.0,-0.0166545012,69.0,-0.0449553561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.715451479825,0.5015586472406034,4.0,70.0,-0.3935165023,71.0,-0.187208748,72.0,-1.0677404456,73.0,-1.2133402234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666686549389926e-11,0.43185724724776264,6.0,74.0,-0.2997300263,75.0,-0.435014958,76.0,-0.42978448010000003,86.0,0.284377631,88.0,0.4560187281,90.0,0.4241331052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-3.058556660116667,0.13102014263301937,6.0,77.0,-3.0201332318,78.0,-3.0278864335,79.0,-2.9307824865,87.0,-3.0517719107,89.0,-3.0082236449,91.0,-3.3125422533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.017082196966666668,0.12039153653415563,3.0,80.0,0.041931543,82.0,0.0624162354,84.0,-0.1555943693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
