,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-10.7233649053,0.23806378334096,3.0,0.0,-10.7056256318,1.0,-10.4946669652,2.0,-10.9698021189,,,,,,,,,,
1,LB__LBtran,-8.998008032166666,1.1527873019028532,3.0,3.0,-10.2245518719,4.0,-8.8326325516,5.0,-7.936839673,,,,,,,,,,
2,LB__LBstat,-10.0412000176,0.29244211107376145,3.0,6.0,-10.3690855923,7.0,-9.9471905968,8.0,-9.8073238637,,,,,,,,,,
3,LB__LBGexp,-10.7817163952,1.7376220581751205,3.0,9.0,-8.7754345944,10.0,-11.7635167499,11.0,-11.8061978413,,,,,,,,,,
4,LB__LBGtran,-9.123718229249999,0.4073081988645471,2.0,12.0,-8.8357078398,13.0,-9.4117286187,,,,,,,,,,,,
5,LB__LBGstat,-8.773873563233334,0.2731542270763446,3.0,14.0,-9.0689936873,15.0,-8.722704974100001,16.0,-8.5299220283,,,,,,,,,,
6,Life Cycle__S0,-6.117588592433333,0.543131959052134,3.0,17.0,-5.5808447716,18.0,-6.6668908822,19.0,-6.1050301235,,,,,,,,,,
7,Life Cycle__S1,4.371606541333334,0.5019981879206235,3.0,20.0,4.6779948739,21.0,3.7922705877,22.0,4.6445541624,,,,,,,,,,
8,Life Cycle__S2,-9.086511171466666,0.4001779826674635,3.0,23.0,-8.7012860064,24.0,-9.0581178786,25.0,-9.5001296294,,,,,,,,,,
9,Life Cycle__S3,-4.7091143302,4.936855528725359,2.0,26.0,-8.1999983523,27.0,-1.2182303081,,,,,,,,,,,,
10,Life Cycle__S4,-9.9275982033,1.724287344200706,3.0,28.0,-10.5356482568,29.0,-7.9816617311,30.0,-11.265484622,,,,,,,,,,
11,Life Cycle__S5,-11.249238814366665,1.6938091069395096,3.0,31.0,-10.1018780905,32.0,-13.1946559651,33.0,-10.4511823875,,,,,,,,,,
12,Life Cycle__S6,-9.7686255928,4.360736814429583,8.0,34.0,-6.6499796993,35.0,-17.7100077782,36.0,-5.7591468314,37.0,-7.2608563071,38.0,-15.472653212400001,39.0,-8.6292471623,40.0,-8.3715717625,41.0,-8.2955419892
13,Life Cycle__S7,-11.751149384800001,0.5952028931984419,3.0,42.0,-11.5850944067,43.0,-12.4117457375,44.0,-11.2566080102,,,,,,,,,,
14,Life Cycle__S8,-11.1520762014,0.004063633918456841,2.0,45.0,-11.1549496245,46.0,-11.1492027783,,,,,,,,,,,,
15,Life Cycle__G135,-7.29937602655,1.1587399816405375,2.0,47.0,-6.4800231279,48.0,-8.1187289252,,,,,,,,,,,,
16,Life Cycle__G150,-9.4833207226,1.1525516035715115,3.0,49.0,-8.376140522,50.0,-10.6764334585,51.0,-9.3973881873,,,,,,,,,,
17,Life Cycle__G180,-8.751434675933334,0.8723184942200513,3.0,52.0,-7.7524203922,53.0,-9.3623752106,54.0,-9.139508425,,,,,,,,,,
18,Stress Time Course__C30,-4.8235943863,0.618631262121351,2.0,55.0,-5.2610327468,56.0,-4.3861560258,,,,,,,,,,,,
19,Stress Time Course__C90,-1.3221051098999999,1.775527828616283,2.0,57.0,-2.5775928777,58.0,-0.0666173421,,,,,,,,,,,,
20,Biofilm__BI,-4.0896972857,0.37290491113312557,2.0,59.0,-4.3533808771,60.0,-3.8260136943000003,,,,,,,,,,,,
21,Biofilm__BC,-9.14942429675,0.8275070806788414,4.0,61.0,-7.9948744528,62.0,-9.1355415741,63.0,-9.5948808917,64.0,-9.8724002684,,,,,,,,
22,Biofilm__Sw,-6.7051261045,0.26976548546163037,2.0,65.0,-6.5143731004,66.0,-6.8958791086,,,,,,,,,,,,
23,Life Cycle__BT,-9.441522369200001,0.6660412455806318,2.0,67.0,-8.970560087900001,68.0,-9.9124846505,,,,,,,,,,,,
24,Life Cycle__B36,3.3795335692500004,2.160399036036091,2.0,69.0,4.9071663777,70.0,1.8519007608,,,,,,,,,,,,
25,Life Cycle__B60,0.46645189189999997,2.033470951709995,2.0,71.0,1.9043329912,72.0,-0.9714292074,,,,,,,,,,,,
26,M9__M9exp,-9.25185853854297e-18,0.144353268552883,3.0,73.0,-0.0154557945,74.0,0.1514592611,75.0,-0.1360034666,,,,,,,,,,
27,M9__M9tran,-0.7441480728,1.3694664525064937,3.0,76.0,-1.0080366797,77.0,0.7380593409,78.0,-1.9624668796,,,,,,,,,,
28,M9__M9stat,-8.652932617333333,0.7251240232065156,3.0,79.0,-9.4896814371,80.0,-8.2082255567,81.0,-8.2608908582,,,,,,,,,,
29,Supplement__M+G,-1.5357468141000001,1.6150213971162015,3.0,82.0,-3.3938998996,83.0,-0.4697599128,84.0,-0.7435806299000001,,,,,,,,,,
30,Supplement__Glu,-1.4240980017333333,1.9859079359364644,3.0,85.0,-0.9217184447000001,86.0,0.26237612650000003,87.0,-3.612951687,,,,,,,,,,
31,Supplement__Fru,-0.7299136592333334,0.3154200445100189,3.0,88.0,-0.9327379831,89.0,-0.8904872311,90.0,-0.36651576350000004,,,,,,,,,,
32,Supplement__Mal,-0.24606454853333337,1.0684931770676864,3.0,91.0,-0.09933095930000001,92.0,-1.3803411460000001,93.0,0.7414784597,,,,,,,,,,
33,Supplement__G+S,-4.8821967629,2.582723328484385,2.0,94.0,-6.7084579424,95.0,-3.0559355834,,,,,,,,,,,,
34,Supplement__Pyr,-5.0575013538333335,1.0517134179942482,3.0,96.0,-5.2960333249,97.0,-3.90700892,98.0,-5.9694618166,,,,,,,,,,
35,Supplement__Gly,2.344809037633333,1.2033505684419328,3.0,99.0,3.0521476433,100.0,3.0269035415,101.0,0.9553759281,,,,,,,,,,
36,Supplement__Glucon,-3.251780865166667,0.5887829257436888,3.0,102.0,-3.7064664786,103.0,-2.5867040315,104.0,-3.4621720854,,,,,,,,,,
37,Stressors__aero,-6.668411564866666,0.8092366613813435,3.0,105.0,-5.7503008638,106.0,-7.2780276326,107.0,-6.9769061982,,,,,,,,,,
38,Stressors__nit,-8.167498828066668,1.0078437096369184,3.0,108.0,-8.6562073282,109.0,-8.8378149801,110.0,-7.0084741759,,,,,,,,,,
39,Stressors__ferm,-6.842312221,2.6249556218986654,3.0,111.0,-9.6976669907,112.0,-6.2953185883,113.0,-4.533951084,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,0.39535052530000003,,1.0,114.0,0.39535052530000003,,,,,,,,,,,,,,
