,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.333333146541643e-11,0.14130585098056422,3.0,0.0,-0.1144360091,1.0,0.1579435891,2.0,-0.0435075801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.0538282792333333,0.39500864334257324,3.0,3.0,-1.2527305107,4.0,-1.3098490401,5.0,-0.5989052869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.8036565652666667,0.10915927764252965,3.0,6.0,-1.8644320413000002,7.0,-1.8689009559,8.0,-1.6776366986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.7619077992946825e-12,0.24463193399481786,21.0,9.0,0.3550246789,10.0,-0.05815112,11.0,-0.1116478374,12.0,-0.053179897500000003,13.0,0.020601403900000002,14.0,0.0766615332,15.0,0.0243115188,16.0,-0.4226989044,17.0,-0.3558157488,18.0,0.3050475391,19.0,0.2386039604,20.0,-0.4303892843,21.0,0.0125474546,22.0,-0.0701491992,23.0,0.1401658936,24.0,0.3761000735,25.0,0.1816383524,26.0,0.2745491753,27.0,0.0065055366,28.0,-0.2668580165,29.0,-0.24286711230000002
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.4019379858190476,0.24166956481708377,21.0,30.0,-0.4604808637,31.0,-0.2825461703,32.0,-0.4185226755,33.0,-0.3789806055,34.0,-0.130256556,35.0,-0.1279313162,36.0,0.0072460572,37.0,-0.3576729746,38.0,-0.5341818394,39.0,-0.3008600699,40.0,-0.3425458054,41.0,-0.5266595329,42.0,-0.3339819117,43.0,-0.4770484036,44.0,-0.4882598642,45.0,-0.3807747327,46.0,-1.2425745854,47.0,-0.5549733224,48.0,-0.38200500070000004,49.0,-0.23542652090000002,50.0,-0.49226100840000003
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-1.1564823173178713e-18,0.09262618959517675,3.0,51.0,-0.1023049968,52.0,0.0781687291,53.0,0.024136267700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.531749273725,0.18042062314208676,4.0,54.0,-0.2677674268,55.0,-0.6454709849,56.0,-0.6501615924,57.0,-0.5635970908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,1.734723475976807e-18,0.03265051452101369,4.0,58.0,0.0063819437,59.0,-0.0139488631,60.0,0.042086456800000005,61.0,-0.0345195374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.08776704962500001,0.02891636046460732,4.0,62.0,-0.0717522578,63.0,-0.0764541858,64.0,-0.0718452992,65.0,-0.1310164557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.07095958765,0.03591232834471167,4.0,66.0,-0.1175198286,67.0,-0.0627689822,68.0,-0.0305848022,69.0,-0.0729647376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.029287824775000002,0.05485704387710303,4.0,70.0,-0.005258487300000001,71.0,-0.0293715978,72.0,0.0708979089,73.0,0.08088347530000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.850371707708594e-17,0.3814205325700275,6.0,74.0,0.1778389793,75.0,0.37204312440000004,76.0,0.3720586796,86.0,-0.5388556717,88.0,-0.0254174117,90.0,-0.3576676999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.01109232771666665,0.3694044411128502,6.0,77.0,0.3590998882,78.0,0.3949521413,79.0,0.2507239604,87.0,-0.4149164313,89.0,-0.37600750660000004,91.0,-0.1472980857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
