,PSPTOA0004
SRX1828913,0.25156504350000003
SRX1828914,-0.6253782384000001
SRX1828915,0.07626424500000001
SRX1828916,-0.6138882113
SRX1828917,-0.32782928850000004
SRX1828918,-0.8375240347
SRX3983989,1.5523746229
SRX3983990,-0.2280206025
SRX3983993,-0.3311632431
SRX3983994,-0.3464427597
SRX3983995,0.6878329073
SRX3983996,-0.41460190410000003
SRX3983997,0.0270670881
SRX3983998,0.5402340652000001
SRX3983999,0.7673716536
SRX3984000,1.5218230886000002
SRX3984001,0.0436585535
SRX3984002,0.1638114521
SRX3984003,0.4519845051
SRX3984004,0.5412403131
SRX3984005,1.5329720196
SRX3984006,0.7616953595
SRX3984007,-0.5641394794
SRX3984008,0.8288348437
SRX3984009,0.4833667366
SRX3984010,0.8813488228
SRX3984011,0.7746827119
SRX3984012,0.2455477455
SRX3984013,0.8005070959
SRX3984014,0.6143725249
SRX3984015,0.045928276000000004
SRX3984016,0.5586347171
SRX3984017,0.7933857261
SRX3984019,-0.0312964243
SRX3984020,0.7610571917000001
SRX3984021,0.5375902329
SRX3984022,0.617684392
SRX3984023,0.0300368159
SRX3984024,0.9364564032
SRX3984025,1.1387817806
SRX3984026,1.5705984154000001
SRX3984027,1.1115786845
SRX3984028,0.7580297242
SRX3984029,1.1746975608
SRX3984031,0.7283735728
SRX3984032,0.843945119
SRX3984034,-0.0363002186
SRX3984035,-1.5404945784000001
SRX3984036,1.2386680615
SRX3984037,1.3268366692
SRX3984038,1.4572331538
SRX3984039,1.2192879743
SRX3984040,1.2145383603
SRX3984041,1.0077122844
SRX3984042,-0.6187501438
SRX3984043,-1.1545600010000001
SRX3984045,0.45257699300000004
SRX3984046,0.1402538123
SRX3984047,0.9066424279
SRX3984048,0.09100344810000001
SRX3984049,0.0079913268
SRX3984050,-0.4326289386
SRX3984051,0.9292083279000001
SRX3984052,0.49434370460000004
SRX3984056,0.2785114268
SRX3984057,0.43632348740000004
SRX3984058,0.5589921009000001
SRX3984059,0.46308506320000004
SRX3984061,0.2033748817
SRX3984062,0.39806532110000004
SRX3984063,0.3193274877
