,-0.11271659394436516,-0.09017327515549213,-0.0676299563666191,-0.04508663757774607,-0.022543318788873043,-1.3877787807814457e-17,0.022543318788873015,0.045086637577746044,0.06762995636661907,0.0901732751554921,0.11271659394436513,0.13525991273323817,0.15780323152211118,0.18034655031098423,0.20288986909985723,0.22543318788873024,0.2479765066776033,0.27051982546647635,0.29306314425534935,0.31560646304422235
thresh,-0.10144493454992864,0.10144493454992864,1,,,,,,,,,,,,,,,,,
unreg,1,3,3,43,613,2979,553,45,11,2,2,0,0,0,1,0,0,0,1,0
unreg_genes,['feoA'],[],[],[],[],[],[],[],[],[],['ynfO' 'ydhW'],[],[],[],['ydhV'],[],[],[],['ydhY'],[]
