,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-6.397684194933333,2.8994687148673863,3.0,0.0,-8.4090039563,1.0,-7.7099681103,2.0,-3.0740805182,,,,,,,,,,
1,LB__LBtran,6.505957091033333,1.2804963177967008,3.0,3.0,6.2940777781,4.0,5.344615726,5.0,7.879177769,,,,,,,,,,
2,LB__LBstat,4.881599001200001,2.6582778058307537,3.0,6.0,2.1515168526,7.0,5.0315559264,8.0,7.4617242246,,,,,,,,,,
3,LB__LBGexp,-5.946708947466667,1.162211028160131,3.0,9.0,-7.1000744586,10.0,-5.9642024892,11.0,-4.7758498946,,,,,,,,,,
4,LB__LBGtran,4.018265416499999,5.712946840251364,2.0,12.0,8.0579288678,13.0,-0.0213980348,,,,,,,,,,,,
5,LB__LBGstat,10.440512078,1.6890625449823904,3.0,14.0,11.0429384543,15.0,8.5328294296,16.0,11.7457683501,,,,,,,,,,
6,Life Cycle__S0,-0.34802320463333336,1.2105151847074127,3.0,17.0,-1.7446520052,18.0,0.3994644351,19.0,0.30111795620000004,,,,,,,,,,
7,Life Cycle__S1,4.808655036733334,0.44824298179115024,3.0,20.0,4.3297956048,21.0,4.8779612562,22.0,5.2182082492,,,,,,,,,,
8,Life Cycle__S2,-0.7058479618666667,0.6925780088366292,3.0,23.0,-0.3115782308,24.0,-1.5055422292,25.0,-0.3004234256,,,,,,,,,,
9,Life Cycle__S3,-2.29545171785,0.8512002162389259,2.0,26.0,-1.6935622728,27.0,-2.8973411629,,,,,,,,,,,,
10,Life Cycle__S4,-2.240461251066667,2.5744472882879634,3.0,28.0,-2.7225438541,29.0,-4.5397892363,30.0,0.5409493372,,,,,,,,,,
11,Life Cycle__S5,-4.947911677633333,0.5712386204263717,3.0,31.0,-4.2905233301,32.0,-5.2297658913,33.0,-5.3234458115,,,,,,,,,,
12,Life Cycle__S6,3.6932567577874997,7.021511184612834,8.0,34.0,-4.3480959947,35.0,10.8087983797,36.0,-6.2553573991,37.0,4.0304839256,38.0,14.6432132124,39.0,5.7483737494,40.0,3.793138089,41.0,1.1255001
13,Life Cycle__S7,16.088911966233336,2.2578898937301592,3.0,42.0,13.864869498600001,43.0,16.0226746975,44.0,18.3791917026,,,,,,,,,,
14,Life Cycle__S8,21.062500327,7.805109176493636,2.0,45.0,15.5434547004,46.0,26.5815459536,,,,,,,,,,,,
15,Life Cycle__G135,5.5308815763000005,6.940363744305958,2.0,47.0,0.6233033088000001,48.0,10.4384598438,,,,,,,,,,,,
16,Life Cycle__G150,-5.2143852381,3.8065155572049685,3.0,49.0,-1.9077809861000001,50.0,-9.3755424093,51.0,-4.3598323189,,,,,,,,,,
17,Life Cycle__G180,-1.8722574872666666,5.146302604668217,3.0,52.0,-2.0331498474,53.0,-6.9362272833,54.0,3.3526046689,,,,,,,,,,
18,Stress Time Course__C30,17.5267986212,2.2117271425055227,2.0,55.0,19.0907258818,56.0,15.9628713606,,,,,,,,,,,,
19,Stress Time Course__C90,26.384962310650003,0.34080259680952507,2.0,57.0,26.1439784834,58.0,26.6259461379,,,,,,,,,,,,
20,Biofilm__BI,-10.805395852099998,0.27264809096652987,2.0,59.0,-10.6126045381,60.0,-10.9981871661,,,,,,,,,,,,
