,Value,list
TF,CsoR + SigA + SigK + SigE,
reg_genes,0,[]
comp_genes,149,"['yoqF' 'S780' 'yorG' 'yorK' 'yoqI' 'yonA' 'blyA' 'yoqB' 'tagC' 'S775'
 'yomQ' 'yomS' 'yomR' 'nrdEB' 'yoqL' 'yonC' 'yoqS' 'yosK' 'yorZ' 'yorS'
 'S806' 'yobU' 'yosV' 'youA' 'S761' 'S774' 'yosW' 'yomP' 'yonF' 'S768'
 'S769' 'yosC' 'S799' 'yoqX' 'yomW' 'yomD' 'yosQ' 'yosF' 'S798' 'yonP'
 'S778' 'yorE' 'yonN' 'S759' 'S805' 'yonO' 'yorC' 'yosS' 'yomY' 'mtbP'
 'yomX' 'yosG' 'pghZ' 'S766' 'S779' 'yoqN' 'yonH' 'yopY' 'S800' 'yorQ'
 'yomG' 'yorN' 'yosD' 'yomF' 'yoqU' 'yosP' 'yomT' 'yosH' 'yomO' 'yopX'
 'yosM' 'yoqC' 'cwlP' 'yorO' 'yopZ' 'yorJ' 'yomZ' 'yosE' 'S801' 'yonK'
 'yonJ' 'yoqE' 'S804' 'yoqA' 'yomV' 'S772' 'yosB' 'yonV' 'yorF' 'yoqK'
 'bhlA' 'yorX' 'yorW' 'yomU' 'yosI' 'yomH' 'yonD' 'yorY' 'yorM' 'yomM'
 'yoqR' 'S764' 'yorA' 'yosR' 'yonG' 'yorT' 'yopW' 'yosJ' 'S770' 'yoqY'
 'S765' 'yonX' 'yoqP' 'yorH' 'yoqD' 'yorV' 'S777' 'yojW' 'yorP' 'S776'
 'yoqJ' 'yosT' 'yoqG' 'yosL' 'yopV' 'S793' 'yorR' 'yonB' 'yonE' 'yomN'
 'yorI' 'yomE' 'yoqH' 'S802' 'yorL']"
both_genes,0,"['yotJ' 'yotC' 'sprB' 'yotD' 'yotB' 'S763' 'S762' 'yotH' 'yosX' 'yotG'
 'yotI' 'yotE' 'yotM' 'yotK']"
reg_genes2,14,
comp_genes2,0,
both_genes2,0,
reg_ops,3,
comp_ops,8,
both_ops,3,
