,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-2.0539125955565396e-15,0.9155674072047054,2.0,0.0,0.6474039222678303,1.0,-0.6474039222678344,,,,,,,,
1,fur__wt_dpd,2.105939342343034,0.01448455503007425,2.0,2.0,2.1161814694272696,3.0,2.095697215258799,,,,,,,,
2,fur__wt_fe,0.30569388061768554,1.375191116015378,2.0,4.0,-0.6667130829442844,5.0,1.2781008441796555,,,,,,,,
3,fur__delfur_dpd,1.5479095891304726,0.29666784472069063,2.0,6.0,1.3381337443684744,7.0,1.7576854338924706,,,,,,,,
4,fur__delfur_fe2,-0.3147657146153896,0.13140059954677194,2.0,8.0,-0.40767996960689,9.0,-0.2218514596238892,,,,,,,,
5,acid__wt_ph5,0.11408676494084846,0.5228614159818483,2.0,10.0,0.4838056178024137,11.0,-0.2556320879207168,,,,,,,,
6,acid__delgadx_ph5,0.3392534487431218,,1.0,12.0,0.3392534487431218,,,,,,,,,,
7,acid__delgadw_ph5,-0.4346821547003059,0.044035665313807766,2.0,13.0,-0.4658200722577606,14.0,-0.4035442371428512,,,,,,,,
8,acid__delgade_ph5,-0.767430870525144,0.9153178504383653,2.0,15.0,-1.4146583295112063,16.0,-0.1202034115390817,,,,,,,,
9,oxidative__wt_pq,3.3422231718576776,1.1254913009113856,2.0,17.0,4.138065702898587,18.0,2.5463806408167677,,,,,,,,
10,oxidative__deloxyr_pq,3.380084645760791,0.12622703032930666,2.0,19.0,3.469340634875684,20.0,3.2908286566458984,,,,,,,,
11,oxidative__delsoxr_pq,3.0001840744689012,0.011849954159863443,2.0,21.0,2.991804891525712,22.0,3.0085632574120904,,,,,,,,
12,oxidative__delsoxs_pq,2.8227674412226205,0.526564959382449,2.0,23.0,2.450429787708072,24.0,3.195105094737169,,,,,,,,
13,nac_ntrc__wt_csn,1.7521038776079223,0.47339200256347147,2.0,25.0,1.4173651824358122,26.0,2.0868425727800326,,,,,,,,
14,nac_ntrc__wt_cytd,1.0585626228770675,0.18890806442552643,2.0,27.0,1.1921407962531825,28.0,0.9249844495009526,,,,,,,,
15,nac_ntrc__wt_gln,1.756332379177218,0.25827251119144734,2.0,29.0,1.5737061351196673,30.0,1.938958623234769,,,,,,,,
16,nac_ntrc__bw_delnac_csn,2.052607879578593,1.4359896429976788,2.0,31.0,3.068005893855901,32.0,1.037209865301285,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,1.6171182886518283,0.4264257887656527,2.0,33.0,1.9186468555608436,34.0,1.315589721742813,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.7170867760499539,0.9439832971543801,2.0,35.0,0.0495897853052559,36.0,1.384583766794652,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.27619256182175883,0.3525755158200475,2.0,37.0,-0.5255010999384593,38.0,-0.0268840237050584,,,,,,,,
20,misc__wt_no_te,0.023134895331337335,0.79599721117606,2.0,39.0,0.5859899211595098,40.0,-0.5397201304968351,,,,,,,,
