,A,Lrp
cstr_pfr__str_0210m__1,0.6528655744,-0.17609901020000002
cstr_pfr__str_0330m__1,0.5380581355,-0.21542465400000002
cstr_pfr__str_1500m__1,0.2900387017,-0.22634776210000002
cstr_pfr__str_1560m__1,0.9884525893,-0.2073601722
cstr_pfr__str_1680m__1,0.567358326,-0.2382485523
cstr_pfr__str_ref1__1,0.0071988766,0.0114144233
cstr_pfr__str_ref2__1,1.0980410635,0.1187371428
cstr_pfr__str_ref3__1,-0.0226589558,0.034663033100000004
cstr_pfr__pfr_P5_0005m__1,0.3186496647,0.0548031132
cstr_pfr__pfr_P5_0010m__1,0.5546544312,-0.5935767820000001
cstr_pfr__pfr_P5_0025m__1,1.3801804485,-0.1909418746
cstr_pfr__pfr_P3_0025m__1,0.6580593721,-0.2649798333
cstr_pfr__pfr_P1_0025m__1,0.0056246368,-0.3598604976
cstr_pfr__pfr_P5_0045m__1,1.6097396274,-0.12564328630000002
cstr_pfr__pfr_P5_0120m__1,1.7364211308000002,0.024837331400000003
cstr_pfr__pfr_P3_0120m__1,1.3184340225,-0.1600792677
cstr_pfr__pfr_P1_0120m__1,3.2357668782,-0.2443708622
cstr_pfr__pfr_P5_0210m__1,1.6701871488000002,-0.0354330566
cstr_pfr__pfr_P5_1500m__1,2.310288766,-0.0257498282
cstr_pfr__pfr_P3_1680m__1,1.4990407441,0.0226273508
cstr_pfr__pfr_P5_1680m__1,2.2396062517,-0.0055594918
cstr_pfr__pfr_P1_1680m__1,0.8130149520000001,-0.1610405185
cstr_pfr__str_0005m__2,0.41176292070000003,-0.5409571444
cstr_pfr__str_0010m__2,-0.3196986716,-0.8863760958
cstr_pfr__str_0025m__2,0.1341066488,-0.5739675721
cstr_pfr__str_0045m__2,0.8582028635000001,-0.35742637860000004
cstr_pfr__str_0075m__2,0.8543828066,-0.3441431397
cstr_pfr__str_0120m__2,1.1995025834,-0.2065336064
cstr_pfr__str_0210m__2,1.1161208684,-0.21575722020000002
cstr_pfr__str_0330m__2,1.2705244774,-0.26116448070000003
cstr_pfr__str_1500m__2,0.7203212993,-0.0574362878
cstr_pfr__str_1560m__2,1.3673562099,-0.1680130121
cstr_pfr__str_1680m__2,0.6032780048,-0.2236464386
cstr_pfr__str_ref1__2,-0.0071988766,-0.0114144233
cstr_pfr__str_ref2__2,-0.0418960841,-0.0016717844
cstr_pfr__str_ref3__2,-0.0535719823,0.0220153869
cstr_pfr__pfr_P5_0005m__2,0.3246820252,-0.26527329450000003
cstr_pfr__pfr_P5_0010m__2,0.7636416664,-0.5191797847
cstr_pfr__pfr_P5_0025m__2,1.6473624281,-0.2924074514
cstr_pfr__pfr_P3_0025m__2,0.391798627,-0.4826835404
cstr_pfr__pfr_P1_0025m__2,0.0739854685,-0.5789143734000001
cstr_pfr__pfr_P5_0045m__2,2.0087207975,-0.4056403093
cstr_pfr__pfr_P5_0120m__2,2.5132954485,-0.0507749616
cstr_pfr__pfr_P3_0120m__2,1.4962442876,-0.1264807345
cstr_pfr__pfr_P1_0120m__2,1.5338325083000002,-0.26857900160000003
cstr_pfr__pfr_P5_0210m__2,2.616659105,0.20145378560000002
cstr_pfr__pfr_P5_1500m__2,2.5700679005,-0.0207410902
cstr_pfr__pfr_P3_1680m__2,3.0385855062,-0.13657868
cstr_pfr__pfr_P5_1680m__2,1.6661351191,-0.1272445382
cstr_pfr__pfr_P1_1680m__2,0.7043698888000001,-0.275260704
darobactin__daro_30m__1,-1.7611258447,1.0529664688
darobactin__daro_30m__2,-1.0099611015,0.5934989137000001
darobactin__solv_1h__1,-0.200646563,1.6911946732
darobactin__solv_1h__2,-1.0261878912,1.2926306545
darobactin__daro_1h__1,-2.5091305854,1.7992458798
darobactin__solv_1h__3,0.5026198589,1.6317869199000001
darobactin__daro_1h__2,-2.5802940619,1.9179679401
darobactin__daro_1h__3,-2.2079930301,1.9506005048000001
darobactin__daro_30m__3,-1.1060110648,1.0429010839
darobactin__solv_30m__1,0.2027876483,0.20242967750000002
darobactin__solv_15m__1,0.5924338139,-0.2145704015
darobactin__solv_15m__2,-0.0652026804,0.1365822075
darobactin__daro_15m__1,-0.7799221921,0.5004617771000001
darobactin__solv_15m__3,-0.5272311335000001,0.0779881941
darobactin__daro_15m__2,-1.3212743939,0.2948986122
darobactin__daro_15m__3,-1.1952647339,0.8446496959
darobactin__solv_30m__2,0.32653415610000003,0.0426769097
darobactin__solv_30m__3,-0.18557578660000001,-0.1246075155
ddp__pNT3_aroP__1,1.6443820365000001,0.6757019487
ddp__pNT3_aroP__2,2.6970824136,0.9323828138
ddp__pNT3_bamC__1,2.8155965783,2.3501929199
ddp__pNT3_bamC__2,2.4856828413,2.100328289
ddp__pNT3_cusA__1,2.5311729853,1.9308596665
ddp__pNT3_cusA__2,2.440191849,1.5144632754
ddp__pNT3_hemX__1,1.6774282391000002,1.4066131713
ddp__pNT3_hemX__2,1.9756777209,1.326672425
ddp__pNT3_empty__1,-0.1906348347,-0.0295048368
ddp__pNT3_empty__2,0.1906348347,0.0295048368
ddp__pNT3_topA__1,-0.1545234851,1.8077817754
ddp__pNT3_topA__2,0.8092581400000001,1.8459966822
ddp__pNT3_yicR__1,1.5771525271,0.9331261512000001
ddp__pNT3_yicR__2,2.0889841915,0.8973512676000001
ddp__pNT3_yqjD__1,1.0385373267,0.3802912829
ddp__pNT3_yqjD__2,1.4996218373,0.6705792629
ecomics__del_gabT__1,0.0780942488,-0.2334562051
ecomics__del_gabT__2,-0.0780942488,0.2334562051
ecomics__del_putP__1,-1.7532058933,0.1000086642
ecomics__del_putP__2,-1.2336366743,0.2055265863
ecomics__del_entF__1,-1.4397815784999999,0.60750059
ecomics__del_entF__2,-1.9447586783,0.29557788560000003
ecomics__del_entF__3,-1.9964855495,0.33007335660000003
ecomics__del_cysA__1,-1.5012725166,0.5622904888
ecomics__del_cysA__2,-1.363845416,0.5628398447
elyC__wt_21C__1,-0.6462898260000001,0.6647280133
elyC__wt_21C__2,-0.9911290928000001,0.712135256
elyC__wt_21C__3,-0.9515732553,0.6685773982000001
elyC__wt_37C__1,-0.0759042647,-0.11956988630000001
elyC__wt_37C__2,0.021905613100000002,0.1826341877
elyC__wt_37C__3,0.0539986516,-0.06306430140000001
elyC__delelyC_21C__1,-0.9895615909000001,0.8489266886
elyC__delelyC_21C__2,-0.9012916342,1.0205093792
elyC__delelyC_21C__3,-0.9414552455,0.8326768395
elyC__delelyC_37C__1,0.096115137,0.0820648707
elyC__delelyC_37C__2,0.4592512727,-0.0366604052
elyC__delelyC_37C__3,0.1901498587,0.07738094720000001
evo_acid_w__F9_2__1,0.1818620829,0.98174364
evo_acid_w__F11_1__1,1.8004100509,-0.0207328052
evo_acid_w__F11_1__2,1.6712789730000002,0.0260785233
evo_acid_w__F11_1__3,1.0840774063,0.101717161
evo_acid_w__wt__1,0.8144264181,0.2935515267
evo_acid_w__F11_2__1,0.8517432156,0.3025870001
evo_acid_w__B11_2__1,1.7082060017,0.5249678536
evo_acid_w__F11_2__2,0.22013690290000001,0.08087034130000001
evo_acid_w__wt__2,0.8226230989000001,-0.4273930607
evo_acid_w__B11_1__1,0.1905207418,0.3959760323
evo_acid_w__H9_1__1,2.2447264574,-0.7719558461
evo_acid_w__H9_2__1,0.3573134324,0.4110651925
evo_acid_w__B11_2__2,1.7227547602,0.4524613831
evo_acid_w__wt__3,1.4870918222,-0.3402133586
evo_acid_w__H9_2__2,0.7609660833,0.3635407714
evo_acid_w__B11_2__3,1.388198292,0.5364978286000001
evo_acid_w__F11_2__3,0.4646009531,0.06895210660000001
evo_acid_w__F9_2__2,-0.09496480800000001,0.7655117353
evo_acid_w__wt__4,-0.6440187762,0.7802801155
evo_acid_w__wt__5,-0.5348811057,0.9563882946000001
evo_acid_w__wt__6,-0.46437182600000004,-0.7213502885
evo_acid_w__H9_1__2,2.4003158029,-0.9132371755
evo_acid_w__F9_1__1,1.4188734812,0.6874173466
evo_acid_w__F9_1__2,1.5736141463000002,0.43755669999999997
evo_acid_w__B11_1__2,0.7935326920000001,-0.1640173815
evo_acid_w__H9_2__3,0.31347986980000003,0.4633929518
evo_acid_w__wt__7,-0.553681172,0.2677716827
evo_acid_w__F9_1__3,1.5591565762,0.418327859
evo_acid_w__F9_2__3,0.27489123260000004,1.0090743947
evo_acid_w__wt__8,-0.6658444506,-0.4506276375
evo_acid_w__B11_1__3,0.3117101494,0.08505589720000001
evo_acid_w__wt__9,-0.2613440087,-0.3584072742
evo_bz__c3_1_bz__1,-3.9184720245999998,0.5133438553
evo_bz__c3_1_bz__2,-2.4091040437,0.7046198992
evo_bz__c3_1_bz__3,-3.1283752694,0.5004833076
evo_bz__c3_1_bz__4,-3.4303676056,0.35441214860000003
evo_bz__g5_1_bz__1,-1.9227651095,1.6410904541
evo_bz__g5_1_bz__2,-3.6758432092,0.47678163370000004
evo_bz__g5_1_bz__3,-2.4823559761,1.1553954099000001
evo_bz__g5_1_bz__4,-1.5315894483,1.2420197492
evo_bz__g5_1_bz__5,-1.7078968825,1.1230839757
evo_bz__g5_1_bz__6,-1.6681638250000002,1.25345319
evo_bz__w3110d13__1,-0.42307926360000003,-0.2813310122
evo_bz__w3110d13__2,-0.9292024113,0.22121202140000001
evo_bz__w3110d13__3,0.0249316319,0.1647737698
evo_bz__w3110d13__4,-0.25656424440000003,-0.2282206069
evo_bz__w3110d13__5,0.7296651338,-0.1912132611
evo_bz__w3110d13__6,0.8542491535000001,0.314779089
evo_bz__w3110d13_bz__1,-3.3294196835,0.47990500760000004
evo_bz__w3110d13_bz__2,-3.742760482,0.4767462776
evo_bz__w3110d13_bz__3,-2.3696754535,0.4950159114
evo_bz__w3110d13_bz__4,-3.5985801359,0.6584069299
evo_bz__c3_1_bz__5,-3.3214983032,0.3264376297
evo_bz__c3_1_bz__6,-3.6349637835,0.4841839974
evo_bz__g5_2_bz__1,-1.3500174498,0.9759841434000001
evo_bz__g5_2_bz__2,-1.2181131092,0.6436066375
evo_bz__g5_2_bz__3,-2.1659314868,0.0506435357
evo_bz__g5_2_bz__4,-3.8446071067,0.4709963548
evo_bz__g5_2_bz__5,-3.5699260977,0.5467788408
evo_bz__g5_2_bz__6,-3.346256378,0.6440852474000001
evo_bz__w3110d13_bz__5,-2.7672158465,0.20524776720000001
evo_bz__w3110d13_bz__6,-2.3139689516,0.414003043
evo_bz__a1_1_bz__1,-3.2063663769,1.0314138197
evo_bz__a1_1_bz__2,-2.8544575550999998,0.9776055061000001
evo_bz__a1_1_bz__3,-2.6316804659,0.42285493490000003
evo_bz__a1_1_bz__4,-2.6912749488000003,0.9258231409000001
evo_bz__a1_1_bz__5,-2.4272427923,0.39252543700000003
evo_bz__a1_1_bz__6,-2.390792136,0.3675955966
evo_metab__wt__1,-1.8201440166,-0.6987594427
evo_metab__del_zwf__1,-1.1674104457,0.21893339
evo_metab__zwf_ale1__1,-0.7354297747,-0.32595251140000003
evo_metab__zwf_ale2__1,-0.9539511679,-0.4676213152
evo_metab__del_ppk__1,1.3478317227,-0.6919078386
evo_metab__ppk_ale1__1,2.86627251,0.07441603620000001
evo_metab__ppk_ale2__1,-1.5282481986,-1.4814481066
evo_metab__ppk_ale3__1,-0.9972735163,-0.4922183747
evo_metab__del_dapF__1,-1.6855441276,-0.8995050710000001
evo_metab__dapF_ale1__1,-0.6316022182000001,-0.0430858747
evo_metab__dapF_ale3__1,0.7691107727000001,0.328357881
evo_metab__del_entC__1,-0.3433906231,-0.0534080917
evo_metab__entC_ale1__1,0.2063072672,0.3174450166
evo_metab__entC_ale2__1,-0.750592977,-0.1036710025
evo_metab__del_dgk__1,1.1783048651,-0.3517465696
evo_metab__dgk_ale1__1,1.5887627663,0.5192796098
evo_metab__dgk_ale2__1,0.8352558676,0.1308822454
evo_metab__dgk_ale3__1,0.4177368001,-0.424197062
evo_metab__wt__2,1.1209792652,0.4053826272
evo_metab__del_zwf__2,-0.0503300375,-0.4372174062
evo_metab__zwf_ale1__2,3.4984078007,0.8743043845
evo_metab__zwf_ale2__2,3.3011762517,0.6255071712
evo_metab__del_ppk__2,2.0144060159,0.9035958732
evo_metab__ppk_ale1__2,2.357511025,0.5011373763
evo_metab__ppk_ale2__2,2.2397542888,0.2909867432
evo_metab__ppk_ale3__2,2.6604822874,0.0166781812
evo_metab__del_dapF__2,-0.7129290519,-0.2262872166
evo_metab__dapF_ale1__2,-0.47508509320000003,0.0553749022
evo_metab__dapF_ale3__2,-0.8462368090000001,0.3705303764
evo_metab__del_entC__2,1.9713563395,0.6758979615
evo_metab__entC_ale1__2,1.2868741192,0.0595006877
evo_metab__entC_ale2__2,2.805045226,0.6567124508000001
evo_metab__entC_ale3__1,2.0652425273,0.37708467960000003
evo_metab__del_dgk__2,1.4215607366,0.2298474415
evo_metab__dgk_ale1__2,3.0808422262,0.5212395903
evo_metab__dgk_ale2__2,2.6188273335,0.32747520890000004
evo_metab__dgk_ale3__2,3.0912595511,0.1956860706
evo_metab__wt__3,0.6991647513,0.2933768154
evo_metab__del_zwf__3,2.7647873525,0.3530191183
evo_metab__zwf_ale1__3,2.7867726962,0.8308271177000001
evo_metab__zwf_ale2__3,3.5573638593,0.3140367952
evo_metab__del_ppk__3,0.27595146470000004,0.4424675904
evo_metab__ppk_ale1__3,2.7048118204,0.2045211275
evo_metab__ppk_ale2__3,2.7090689177,0.570620766
evo_metab__ppk_ale3__3,2.554800906,0.1584720506
evo_metab__del_dapF__3,-0.9922094271,-0.46978876070000003
evo_metab__dapF_ale1__3,-0.5079791764,-0.5714079609
evo_metab__dapF_ale3__3,-0.8036835814000001,-0.2061103138
evo_metab__del_entC__3,2.4277467219,0.28556949470000004
evo_metab__entC_ale1__3,-0.0943146653,-0.1080755974
evo_metab__entC_ale2__3,2.7497293922,-0.1668364591
evo_metab__entC_ale3__2,3.383624511,0.1830116386
evo_metab__del_dgk__3,2.0716049096,0.3225783879
evo_metab__dgk_ale1__3,3.0518313219,0.3390267838
evo_metab__dgk_ale2__3,3.7359084692,0.3525498406
evo_metab__dgk_ale3__3,2.1085581825,0.056790971700000005
flag_reg__wt__1,0.33772485760000004,-0.0900831628
flag_reg__del_fliA__1,1.2522088005,0.09938717050000001
flag_reg__del_flhC__1,1.6105375817,0.0008525029000000001
flag_reg__del_flhD__1,0.6673431495000001,0.0641294674
flag_reg__wt__2,-0.33772485760000004,0.0900831628
flag_reg__del_fliA__2,1.6265479673,0.0428252215
flag_reg__del_flhC__2,0.5435123578000001,-0.13102121560000002
flag_reg__del_flhD__2,1.7693447669,-0.0087000389
flgM__27C__1,-1.0192452268,0.1026091301
flgM__27C__2,-0.0910057599,0.283112284
flgM__27C__3,-0.16149840840000002,0.27994633280000003
flgM__32C__1,-0.1364881833,0.1902086395
flgM__32C__2,-0.0887950718,0.11612324360000001
flgM__32C__3,-0.6325099002,0.09240823790000001
flgM__37C__1,0.28905086020000004,0.0016942774
flgM__37C__2,-0.0192443165,0.021957981
flgM__37C__3,-0.2698065437,-0.0236522584
flgM__42C__1,-0.4563576549,-0.0084512318
flgM__42C__2,-0.28016404100000003,-0.055699941600000004
flgM__42C__3,-0.44363583,-0.0976466485
histone__untreated__1,-0.6895895885000001,-0.029498764700000003
histone__untreated__2,0.30588027560000003,0.0311821233
histone__untreated__3,0.3837093129,-0.0016833585
histone__10ug_H2A__1,0.8969973734000001,-0.11773795890000001
histone__10ug_H2A__2,0.8097071748,-0.11458857260000001
histone__10ug_H2A__3,1.0483671043,0.0217526694
histone__50ug_H2A__1,0.1175638138,0.0297424011
histone__50ug_H2A__2,0.2399085538,-0.07473409190000001
histone__50ug_H2A__3,-0.0526323921,-0.1823935378
histone__100ug_H2A__1,0.1893084203,0.0365516841
histone__100ug_H2A__2,0.17416714830000002,0.0361347527
histone__100ug_H2A__3,0.4973960733,-0.0174878901
hns__del_hns_spike__1,-0.3306930701,0.15356988900000001
hns__del_hns_spike__2,-2.6886087922,0.7517151929
hns__del_hns__1,-0.2845497781,0.15442835500000002
hns__del_hns__2,-3.1773532232,0.3693152416
hns__wt_spike__1,-0.0969069509,-0.2709244787
hns__wt_spike__2,-1.3883457514,0.23572307820000002
hns__wt__1,0.2298625168,0.1473786562
hns__wt__2,-0.2298625168,-0.1473786562
hns_stpA__evo100G4_delhns_delstpA__1,-0.0922902059,-0.6266583480000001
hns_stpA__evo100G4_delhns_delstpA__2,0.1619624088,-0.6146984647
hns_stpA__evo100G12_delhns_delstpA__1,3.2379094672,-0.0193616986
hns_stpA__evo100G12_delhns_delstpA__2,3.2406423834,-0.0946316615
hns_stpA__delhns_delstpA_delrpoS__1,2.8683108073,-0.5132170620000001
hns_stpA__delhns_delstpA_delrpoS__2,2.9415774386,-0.3202209545
hns_stpA__wt__1,0.07671036340000001,0.013805922600000001
hns_stpA__wt__2,-0.07671036340000001,-0.013805922600000001
hns_stpA__delhns_delstpA__1,-0.13964917270000002,-0.5226067915
hns_stpA__delhns_delstpA__2,-0.11483802080000001,-0.22355910550000002
hu__wt_log_pH7__1,0.9477203832000001,-1.0526250567
hu__wt_log_pH7__2,1.32069471,-0.6706287682000001
hu__wt_log_pH7__3,0.3634787112,-1.103046825
hu__wt_lag_pH7__1,-0.0740411019,-0.0248023115
hu__wt_lag_pH7__2,-0.1963209101,-0.19088164230000002
hu__wt_lag_pH7__3,0.27036201200000004,0.2156839538
hu__delhupA_lag_pH7__1,-0.5438257729,0.0004790787
hu__delhupA_lag_pH7__2,-0.11249293590000001,-0.24924416500000002
hu__delhupA_lag_pH7__3,-0.3219919505,-0.0365342997
hu__delhupB_lag_pH7__1,0.2613129496,-0.21305829140000002
hu__delhupB_lag_pH7__2,-0.0558597277,-0.1375155357
hu__delhupB_lag_pH7__3,-0.2913340345,0.08779719450000001
hu__delhupAhupB_lag_pH7__1,-1.5550046866,0.044947880700000005
hu__delhupAhupB_lag_pH7__2,-0.5357586830000001,0.1083608974
hu__delhupAhupB_lag_pH7__3,-0.11369936700000001,0.7463370904000001
hu__hupAE34K_hupB_lag_pH7__1,1.2256580418,0.1030981291
hu__hupAE34K_hupB_lag_pH7__2,1.2663473539,0.0029131278
hu__hupAE34K_hupB_lag_pH7__3,0.4869196067,0.21920162070000002
hu__hupAE34K_delhupB_lag_pH7__1,-0.4398454987,0.0792283838
hu__hupAE34K_delhupB_lag_pH7__2,1.1567646698,0.22465055990000002
hu__hupAE34K_delhupB_lag_pH7__3,0.5698959457,0.09611450220000001
hu__wt_lag_pH5__1,-4.2520019449,-0.4607745046
hu__wt_lag_pH5__2,-2.6543598437,-0.4113752311
hu__wt_lag_pH5__3,-2.4045342418,0.4200371873
hu__delhupA_lag_pH5__1,-3.866514605,-0.340999967
hu__delhupA_lag_pH5__2,-3.4801576493,-0.3799230141
hu__delhupA_lag_pH5__3,-2.5603523387,-0.2324251337
hu__delhupAhupB_lag_pH5__1,-3.4872237123,-0.055215711300000005
hu__delhupAhupB_lag_pH5__2,-2.7281961485,-0.0798295879
hu__delhupAhupB_lag_pH5__3,-3.0599730944,0.8923981296
hu__hupAE34K_hupB_lag_pH5__1,-3.9707409337,-0.6426236984
hu__hupAE34K_hupB_lag_pH5__2,-2.5739976541000003,0.2923435379
hu__hupAE34K_hupB_lag_pH5__3,-2.2021082993,0.3822452958
hu__hupAE34K_delhupB_lag_pH5__1,-3.3916233685,0.45637266930000003
hu__hupAE34K_delhupB_lag_pH5__2,-3.6964827301,-0.326722685
hu__hupAE34K_delhupB_lag_pH5__3,-2.8231070135,0.18155045890000002
hyperpersistence__low_GFP__1,1.2548445346000001,0.9404696237
hyperpersistence__wt__1,0.23466832540000002,-0.1515388614
hyperpersistence__high_GFP__1,-0.1202067411,0.7117004582
hyperpersistence__pth_mut__1,-1.0698824011,-0.4722923062
hyperpersistence__pth_mut__2,-1.5578592087,-0.9211709592
hyperpersistence__metG_mut__1,-1.1966315823,-0.28827429400000004
hyperpersistence__metG_mut__2,-0.6542712456,-0.6354277109
hyperpersistence__high_GFP__2,-2.8361693077,0.47840596560000004
hyperpersistence__wt__2,-0.23466832540000002,0.1515388614
hyperpersistence__low_GFP__2,-2.3296906401,0.5557090716
kan_efg__cpxAF218Y__1,-0.1745438869,0.6857922788
kan_efg__cpxAF218Y__2,0.0609566387,0.8760484215000001
kan_efg__cyaAN600Y__1,-0.5732447749,0.64876325
kan_efg__cyaAN600Y__2,-1.4795999419,1.2056140604
kan_efg__fusAA608E__1,-0.21830173660000002,0.2603298422
kan_efg__fusAA608E__2,0.22691833620000001,0.2227768954
kan_efg__fusAA608E_cpxAF218Y__1,0.0402261089,0.2650009698
kan_efg__fusAA608E_cpxAF218Y__2,0.09909184010000001,0.48509761970000004
kan_efg__fusAA608E_cyaAN600Y__1,0.1087191222,0.5629283758
kan_efg__fusAA608E_cyaAN600Y__2,-0.37666832310000004,0.7281081608000001
kan_efg__fusAA608E_rpoDL261Q__1,0.9774881735000001,0.36403358010000003
kan_efg__fusAA608E_rpoDL261Q__2,1.6523816986000002,0.19318318980000002
kan_efg__fusAA608E_topAS180L__1,2.3060907139,0.5671175634
kan_efg__fusAA608E_topAS180L__2,2.1680618732,0.4314848885
kan_efg__rpoDL261Q__1,0.6275074472000001,-0.1039573478
kan_efg__rpoDL261Q__2,0.8256633635,0.3120105125
kan_efg__wt__1,0.3835828998,-0.0702854068
kan_efg__wt__2,-0.3835828998,0.0702854068
lrp__wt_min_log__1,-0.1251545539,-0.030001383200000002
lrp__wt_min_log__2,0.1251545539,0.030001383200000002
lrp__wt_min_trans__1,7.8915945371,0.6844362994000001
lrp__wt_min_trans__2,6.7584495743,0.2085798669
lrp__wt_min_stat__1,-5.223395757,-2.7074960758
lrp__wt_min_stat__2,-6.5544042306,-2.2073135144
lrp__wt_liv_log__1,1.8248392711,0.23984084090000002
lrp__wt_liv_log__2,1.8416706838999999,0.1635503158
lrp__wt_liv_trans__1,0.1279310073,0.17172141970000002
lrp__wt_liv_trans__2,0.3104103159,0.1494903623
lrp__wt_liv_stat__1,-4.8865934313,-2.3844169869
lrp__wt_liv_stat__2,-6.4398070166,-2.3370652507
lrp__wt_rich_log__1,4.1818966641,-1.8502456161
lrp__wt_rich_log__2,4.320024517,-1.9031192534999999
lrp__wt_rich_trans__1,1.1747787786,-0.5145144508
lrp__wt_rich_trans__2,0.24060457270000002,-0.8630342392
lrp__wt_rich_stat__1,-5.2291114453,-1.3111394682
lrp__wt_rich_stat__2,-5.9539908411999996,-2.1154706037
lrp__dellrp_min_log__1,0.1041592014,-10.1521245118
lrp__dellrp_min_log__2,0.6217487150000001,-10.1521245118
lrp__dellrp_min_trans__1,4.9872707467,-10.1521245118
lrp__dellrp_min_trans__2,4.5233833417,-10.1521245118
lrp__dellrp_min_stat__1,-7.2805026366,-10.1521245118
lrp__dellrp_min_stat__2,-6.7478563249,-10.1521245118
lrp__dellrp_liv_log__1,3.0751423574,-10.1521245118
lrp__dellrp_liv_log__2,0.8979008553000001,-10.1521245118
lrp__dellrp_liv_trans__1,1.2756181059,-10.1521245118
lrp__dellrp_liv_trans__2,1.3696777180000002,-10.1521245118
lrp__dellrp_liv_stat__1,-5.6750244904,-10.1521245118
lrp__dellrp_liv_stat__2,-6.832046176,-9.8672853717
lrp__dellrp_rich_log__1,4.3487979213,-9.8472322576
lrp__dellrp_rich_log__2,4.0390931965,-10.1521245118
lrp__dellrp_rich_trans__1,3.1969348134,-9.5276696438
lrp__dellrp_rich_trans__2,2.739203277,-10.1521245118
lrp__dellrp_rich_stat__1,-4.9371355203,-10.1521245118
lrp__dellrp_rich_stat__2,-4.9583547648,-10.1521245118
mazF_circuit__t0__1,-0.0157877027,-0.1740887635
mazF_circuit__t2__1,0.29154972300000004,-0.0768579895
mazF_circuit__t4__1,-0.016656866700000002,-0.29923456860000003
mazF_circuit__t6__1,-0.8481280484,-0.4526764187
mazF_circuit__t8__1,1.0874749537,-1.4944345094
mazF_circuit__t0__2,0.0157877027,0.1740887635
mazF_circuit__t2__2,-1.3849972099,-0.2692647181
mazF_circuit__t4__2,-1.2991566465,-0.0776187967
mazF_circuit__t6__2,0.2813707608,-0.7796522576
mazF_circuit__t8__2,0.8248818596,-1.1713922136
mazF_ribo__emptyvec_mrna_5m__1,-0.1971776512,-0.0391011556
mazF_ribo__emptyvec_mrna_5m__2,0.1971776512,0.0391011556
mazF_ribo__mazF_mrna_5m__1,-3.210422433,-1.4029457082
mazF_ribo__mazF_mrna_5m__2,-3.2294412396,-1.3017004343
mazF_ribo__emptyvec_total_5m__1,-2.0763163605,-0.6950490788
mazF_ribo__emptyvec_total_5m__2,-0.3687248884,-0.5546800431000001
mazF_ribo__mazF_total_60m__1,-1.4604025438,-2.9827201132
mazF_ribo__mazF_total_60m__2,-1.1827462367,-2.7841109133
mercury__ctrl_t00__1,-0.6856960058,-0.052812482300000005
mercury__ctrl_t10__1,0.4136415245,-0.10589080020000001
mercury__ctrl_t30__1,-0.7691286770000001,0.13890009520000002
mercury__ctrl_t60__1,-0.1928535888,0.1291079563
mercury__hg_t10__1,-2.0871017714,0.3004471439
mercury__hg_t30__1,-2.7538339715999998,-0.09947817140000001
mercury__hg_t60__1,-3.737581866,-0.3231236548
mercury__pma_t10__1,-1.2608027941,0.7460154073
mercury__pma_t30__1,-1.3144836791,0.8000679278
mercury__pma_t60__1,0.7582598077,0.1238717104
mercury__ctrl_t00__2,0.2675194855,0.0367324978
mercury__ctrl_t10__2,0.37603735110000003,-0.0929464423
mercury__ctrl_t30__2,-0.3622986025,0.2025045521
mercury__ctrl_t60__2,0.1178177849,0.1287871819
mercury__hg_t10__2,-2.3950920841,0.1861443562
mercury__hg_t30__2,-1.8325619705,-0.11038986890000001
mercury__hg_t60__2,-1.4047572764,-0.5372491961
mercury__pma_t10__2,-1.146820117,0.7068202666000001
mercury__pma_t30__2,-1.3391098949,0.7367755168
mercury__pma_t60__2,-0.1226981932,0.4609246393
mercury__ctrl_t00__3,0.4181765203,0.016079984500000002
mercury__ctrl_t10__3,0.29859529300000004,-0.0466309701
mercury__ctrl_t30__3,-0.3387904181,0.0735059929
mercury__ctrl_t60__3,0.5396149186,0.1751794513
mercury__hg_t10__3,-1.9280337580000002,0.38214387800000005
mercury__hg_t30__3,-3.3027576645,-0.1005630088
mercury__hg_t60__3,-2.504657068,-0.7817182533
mercury__pma_t10__3,-1.5314534885,0.7795437621
mercury__pma_t30__3,-2.5975949819,0.9181027254
mercury__pma_t60__3,-0.2789976108,0.5039252657000001
ml_abx__az_lolcde__1,-0.5895959062,0.6630685649
ml_abx__az_lolcde__2,-1.6584484173,0.1550190619
ml_abx__az_lolcde__3,-1.2139763078999999,0.8466753165
ml_abx__b01__1,-0.46610964330000004,-0.1310972154
ml_abx__b01__2,-0.5599345771,-0.0422508243
ml_abx__b01__3,-0.40997083830000003,-0.2571997454
ml_abx__cro__1,0.7969008395,0.6644495504
ml_abx__cro__2,-0.7830248266000001,-0.1784902223
ml_abx__cro__3,0.08395249240000001,-0.43597441600000003
ml_abx__chl__1,2.5707143542,-1.6307053537
ml_abx__chl__2,1.8271639445,-1.9281791681
ml_abx__chl__3,2.3865532377,-1.6827254891
ml_abx__cip__1,0.38045948300000004,0.18357903120000002
ml_abx__cip__2,-0.90558587,-0.4364119913
ml_abx__cip__3,0.614551131,-1.012523352
ml_abx__clr__1,1.6084143430000002,-1.1883557967
ml_abx__clr__2,0.5496651668,-1.4192909954
ml_abx__clr__3,0.7221211287,-1.5688989825
ml_abx__cst__1,0.4088291465,0.6251402931000001
ml_abx__cst__2,-1.2861549471,-0.026266690500000002
ml_abx__cst__3,-1.0745617599,0.12190011560000001
ml_abx__ctrl__1,0.5465615683,0.47628609850000003
ml_abx__ctrl__2,0.8955445868,0.5861321151000001
ml_abx__ctrl__3,-0.9602443141,0.1574687807
