,A,YonO
R2,,0.321788402223971
xmin,,-5.825792816827482
xmid,,3.0100225574125172
xmax,,5.3067394571075885
ystart,,-0.5147324711532555
yend,,-12.500383383438331
amb:ctrl:1,-0.21521526073894992,0.5448348569227872
amb:ctrl:2,-0.2400894956848931,-0.3879491123077188
amb:ctrl:3,0.4553047564238504,-0.156885744615068
amb:amb:1,0.461882277734091,-0.2369730177839211
amb:amb:2,-0.4038491212953276,0.018658971153157292
amb:amb:3,0.5491651140257414,-0.4396665346802373
ave1:ctrl_5m:1,-0.15367055250954118,-0.09298420069390056
ave1:vdave1_5m:1,1.189990814711137,-0.32754947988686656
ave1:ctrl_20m:1,1.5972232396208064,-0.4365631939557155
ave1:vdave1_20m:1,-0.372767764946746,-0.5753288410766799
ave1:supernatant_5m:1,-0.3150549785172429,-0.06115836484236814
ave1:vnave1_20m:1,0.9642394561288824,-0.021501237681089247
ave1:supernatant_20m:1,-0.5598396029929391,0.278293579085922
ave1:ctrl_5m:2,0.15367055250953454,0.0929842006939008
ave1:vdave1_5m:2,-0.8510289028119615,0.2005922219747167
ave1:ctrl_20m:2,-0.6661339756895274,0.3921576442810393
ave1:vdave1_20m:2,-0.5395648465311228,0.13408328829031624
ave1:supernatant_5m:2,2.714251065809345,-0.37515458305930616
ave1:vnave1_20m:2,0.98330928715829,-0.2673705520602767
ave1:supernatant_20m:2,1.037227350501438,-0.14932950470491724
biofilm_time:8h:1,0.4996196717848482,-0.08736328546135219
biofilm_time:8h:2,-0.15279179744408794,-0.0304641972626416
biofilm_time:8h:3,-0.4133888846139973,0.3177040778837141
biofilm_time:8h:4,0.06656101027324123,-0.1998765951597201
biofilm_time:12h:1,-0.1037886607383615,-0.12387404091369647
biofilm_time:12h:2,-0.5665162319263356,-0.3496114483793993
biofilm_time:12h:3,-0.6899801235455877,-0.1830600120548853
biofilm_time:12h:4,-1.2923979298253083,-0.24058742082841844
biofilm_time:16h:1,-1.7287002472783217,0.0836052823111677
biofilm_time:16h:2,-0.9352170080496376,-0.5194844041948699
biofilm_time:16h:3,-2.5831045682429905,1.066043607866078
biofilm_time:16h:4,-2.3012873199348967,1.4522007459135735
biofilm_time:20h:1,-3.365787983212829,2.4679468901356616
biofilm_time:20h:2,-1.4686070762956018,-0.004140356006147704
biofilm_time:20h:3,-3.5998730263793184,2.9354291345804056
biofilm_time:20h:4,-1.6975436797272967,0.4324247160631507
biofilm_time:24h:1,-2.59421405779596,1.2134978956171687
biofilm_time:24h:2,-1.2670404339792571,-0.09131324092705673
biofilm_time:24h:3,-1.7508230118048276,0.2134702407047908
biofilm_time:24h:4,-1.0118482035693197,0.052291359507978814
biofilm_time:28h:1,-4.208005218338259,3.801476400321621
