,A,YonO
biofilm_time:28h:2,0.01176038749057317,0.30262968135016344
biofilm_time:28h:3,0.5717620140296414,0.4766981573896243
biofilm_time:28h:4,-3.0507187000624416,2.3769111707339707
biofilm_time:32h:1,-0.6883148173023282,0.4294449743897904
biofilm_time:32h:2,-2.4012804634089266,2.4858046415823303
biofilm_time:32h:3,-3.6370421957739856,3.5623288376266204
biofilm_time:32h:4,-2.6757984664997267,2.2536186967298844
codY:wt:1,0.5156784396105576,-0.20008202120631768
codY:wt:2,-0.5156784396105701,0.20008202120631768
codY:ctrl:1,1.6298816301886028,0.13928753409285055
codY:ctrl:2,0.8528998938264873,0.013184916192631624
codY:codYR61K:1,1.9363916067045797,0.4693218387861595
codY:codYR61K:2,-0.17076960987835665,1.0805346430988902
codY:codYR61H:1,1.4045622901060009,0.7078594633364972
codY:codYR61H:2,0.2581118023866054,0.25679477183259114
codY:codYF71Y:1,0.3543400967189423,-0.1544944578177163
codY:codYF71Y:2,-0.048773123765696,0.5716867512654629
decay:wt:1,-0.21100531254372445,0.1548193385945007
decay:wt:2,-0.057651547227851624,0.01217680429018353
decay:wt:3,0.26865685977156883,-0.1669961428846849
decay:delpnpA:1,-0.928649943494949,0.4778524870321972
decay:delpnpA:2,-0.5867677640964026,0.9126885868261828
decay:delpnpA:3,-1.733892358034519,1.0317812760023704
ecm_tasA:deltasA:1,-1.7414714951481127,-0.12344171780711788
ecm_tasA:deltasA:2,-0.5261417962897984,0.3437437595977575
ecm_tasA:deltasA:3,0.7592865872855419,-0.13087305741590227
ecm_tasA:delcssRS:1,-0.17428070665861078,0.4881008612408455
ecm_tasA:delcssRS:2,-0.3660363121936048,0.7280463867550195
ecm_tasA:delcssRS:3,0.14906288983914212,0.5973577287123821
ecm_tasA:wt:1,-0.6047426525938944,0.06837964192746515
ecm_tasA:wt:2,0.6047426525938916,-0.06837964192746537
heatshock:wt_37C:1,-0.5543549507780978,0.43255775966505705
heatshock:wt_37C:2,0.3516304731818015,-0.43266766997639694
heatshock:wt_37C:3,0.20272447759629347,0.00010991031134022222
heatshock:wt_48C:1,-0.1414844844174874,0.15657656620272276
heatshock:wt_48C:2,-0.7396249329857398,-0.30691210924164913
heatshock:wt_48C:3,-0.8471437515509387,-0.18641567549063565
heatshock:wt_53C:1,-5.282654853369457,3.7032040128365273
heatshock:wt_53C:2,-5.96105185065298,3.425426368833677
heatshock:wt_48_53C:1,-1.6335014488970103,0.23102448066941306
heatshock:wt_48_53C:2,-3.9025220628237847,0.6173566111666297
heatshock:wt_48_53C:3,-0.6053126682917671,0.5174066977814503
heatshock:delrelA_37C:1,-1.3182320464309387,-0.10133406816574077
heatshock:delrelA_37C:2,-0.3888194874836636,0.16022827456796918
heatshock:delrelA_48C:1,-0.8680481895563037,-0.5136846819151646
heatshock:delrelA_48C:2,0.3889403026562482,-0.4397604355111898
heatshock:delrelA_48C:3,2.659744158816159,-0.3698662512007674
heatshock:ppGpp_null_37C:1,1.1209116539300537,-0.21020066999850234
heatshock:ppGpp_null_37C:2,0.03977869196776091,1.0153943274284356
heatshock:ppGpp_null_37C:3,-0.6696688061019823,0.6378059942685513
heatshock:ppGpp_null_48C:1,1.252325668104265,-0.0820327952329788
heatshock:ppGpp_null_48C:2,-2.4857161681565985,0.8166985776454893
heatshock:ppGpp_null_48C:3,1.165330069290991,-0.2007123863774308
ldar:yfiJKplus:1,2.131739946826746,0.2373652787401281
ldar:yfiJKplus:2,2.628056198761654,0.2765000970377593
ldar:yfiJ_A152E:1,2.6451891854834293,0.3251310303626752
ldar:yfiJ_A152E:2,2.3393359140012366,0.17374814248481327
ldar:wt:1,-0.22613623878620984,0.0
ldar:wt:2,0.006198418113744139,0.0
ldar:wt:3,0.21993782067246068,0.0
mk7:shake:1,-0.3632350029486903,0.5019891876153674
mk7:shake:2,-1.1494933314125246,0.505462224809267
mk7:shake:3,0.7756993983790509,-0.3292853498271017
mk7:shake:4,0.7370289359821546,-0.6781660625975324
mk7:static:1,-2.6703162761676174,-0.7704593517856122
mk7:static:2,-2.5945877968316697,-0.7689005190547364
mk7:static:3,-3.8120548590585472,-0.530755101406539
mk7:static:4,-4.092110220961319,-0.4718130237149455
nusA:nusA_induced:1,0.4992150331820957,0.2630363644065519
nusA:nusA_induced:2,0.5284724606877197,0.12168249868425185
nusA:nusA_induced:3,0.3298174691028796,-0.07955435770092993
nusA:nusA_induced:4,0.6856380948026445,0.33917242878580844
nusA:nusA_induced:5,-0.29039641309231,0.22005924700843632
nusA:nusA_induced:6,-1.1453607015867948,0.60092913919859
nusA:no_nusA:1,0.0033614761872955428,-0.06464313356573252
nusA:no_nusA:2,1.2627610449897566,-0.17998893105937974
nusA:no_nusA:3,0.18956267294039825,0.2298331524601672
nusA:no_nusA:4,-1.0245020437617045,-0.046567238917136634
nusA:no_nusA:5,0.05999086318323795,-0.0533329525155197
nusA:no_nusA:6,-0.4911740135390042,0.11469910359760155
pamR:wt_exp:1,0.035644006003362205,0.3941588476290217
pamR:wt_exp:2,-0.03564400600336505,-0.3941588476290221
pamR:delydhC_exp:1,-2.7207289033548627,-0.024236426367735486
pamR:delydhC_exp:2,-3.1181048285038084,0.6730350187071243
pamR:delydhC_exp:3,-1.9415756384436944,-0.16764327369289145
pamR:wt_stat:1,-4.26807028578403,0.37305972277310573
pamR:wt_stat:2,-5.170505832703961,0.5767270433240888
pamR:wt_stat:3,-3.8761743199321295,0.19470499485839188
pamR:delydhC_stat:1,-2.7058013680835864,-0.4110227180525081
pamR:delydhC_stat:2,-3.588745479578739,-0.5908608133205426
rho_strains:ncib3610:1,0.6801710768365761,0.0033295502041281733
rho_strains:ncib3610:2,-0.6801710768365785,-0.0033295502041280627
rho_strains:ncib3610_delrho:1,1.4203902583871977,0.7217083165952851
rho_strains:ncib3610_delrho:2,0.9984808384682264,1.3019192775466737
rnase_j1:delrnjA:1,-0.9928593805761152,-0.5687103727143367
rnase_j1:delrnjA:2,-1.6656612814250054,-0.3858728367576839
rnase_j1:delrnjA:3,-1.4711054980396303,-0.265487944636654
rnase_j1:wt:1,-0.02880511716660418,0.043876401972894885
rnase_j1:wt:2,-0.15841269169066474,0.06782078403897063
rnase_j1:wt:3,0.18721780885727016,-0.11169718601186562
sigI:delrsgI_37C:1,-1.3176368267148708,0.4106019116676759
sigI:delrsgI_37C:2,-0.802291443326624,1.2567329444178923
sigI:delrsgI_37C:3,0.2929031301074425,0.19541066415808075
sigI:delrsgI_52C:1,-0.6746564183397414,-0.6492290336527099
sigI:delrsgI_52C:2,-2.0510751047573232,-0.1308988005745716
sigI:delrsgI_52C:3,-2.16381890029771,-0.25041525114218405
sigI:delrsgI_sigI_37C:1,-0.15673269220791744,1.9356644427511407
sigI:delrsgI_sigI_37C:2,2.3722652014054737,0.6946654581541863
sigI:delrsgI_sigI_37C:3,-0.37100654558728696,1.2997934482064983
sigI:delrsgI_sigI_52C:1,-2.274088812768549,-0.3906685770685379
sigI:delrsgI_sigI_52C:2,-1.4289750434895592,0.21296258643793695
sigI:delrsgI_sigI_52C:3,-2.3373001139769927,-0.10501896270177202
sigI:wt_37C:1,-0.29961711074892056,-0.13744186980174278
sigI:wt_37C:2,0.12596461018281502,0.639671479827426
sigI:wt_37C:3,0.1736525005661058,-0.5022296100256831
sigI:wt_52C:1,-0.16595931409669953,-0.05968771159008501
sigI:wt_52C:2,-1.0832820984258678,-0.04523697690141237
sigI:wt_52C:3,0.3258274576308235,-0.1972883013638969
spbeta:spbeta_nopep_20m:1,-3.648117367908977,2.4806296254942315
spbeta:spbeta_pep_20m:1,-5.2609446014382115,3.4148673300442067
spbeta:spbeta_nopep_20m:2,-3.5996088000756536,2.450374580201097
spbeta:spbeta_pep_20m:2,-5.281852351701988,3.165076457218692
spbeta:phi3T_pep_10m:1,-2.905484335271965,-1.7214402617526203
spbeta:phi3T_pep_20m:1,0.08112700073968422,0.45067029862941205
spbeta:phi3T_nopep_10m:1,-3.9451997932536287,-1.3945653074265354
spbeta:phi3T_nopep_20m:1,1.4412421965752975,0.886208682274193
spbeta:phi3T_pep_10m:2,-3.927494430035596,0.918431038433901
spbeta:phi3T_pep_20m:2,1.5353981755760435,2.832388466706353
spbeta:phi3T_nopep_10m:2,-6.529456969122941,1.1819895044092923
spbeta:phi3T_nopep_20m:2,3.3450802039788274,3.166366220172117
spbeta:phi3T_pep_10m:3,6.832978765307553,0.8030092233187189
spbeta:phi3T_pep_20m:3,1.499758301756429,3.039642312030572
spbeta:phi3T_nopep_10m:3,-7.908465147366017,0.8481025403865892
spbeta:phi3T_nopep_20m:3,2.5663742476694305,3.082711569610352
spore_genes:wt_0h:1,0.7448144844679884,-0.10343104707524133
spore_genes:delyphF_0h:1,-0.19767716696095716,0.5733158759801726
spore_genes:delyphF_0h:2,1.1292835719586245,0.21514878673354754
spore_genes:delyphF_0h:3,0.29514063452362405,0.1480170242915071
spore_genes:delygaB_0h:1,-1.8216569280789263,-0.28462381923699986
spore_genes:delygaB_0h:2,-0.4236396691726389,-0.4008470277695619
spore_genes:delygaB_0h:3,-0.14025914990208654,-0.6078633287896962
spore_genes:wt_3h:1,-2.864908817218135,-0.4793854614070554
spore_genes:wt_3h:2,-4.437088577533658,-0.18352155215561086
spore_genes:wt_3h:3,-2.887329178118988,-0.7406614282024717
spore_genes:delyizD_3h:1,-3.960650179215076,-0.4546843818431445
spore_genes:wt_0h:2,-0.31196275268237816,-0.0329786732328452
spore_genes:delyizD_3h:2,-3.4649107552850085,0.17640756062785745
spore_genes:delyizD_3h:3,-4.134177245750693,-0.4197457498577566
spore_genes:delykzB_3h:1,-3.1620912346160037,0.03813668566307515
spore_genes:delykzB_3h:2,-2.9444858428163854,0.2635445313001024
spore_genes:delykzB_3h:3,-3.4547736695049887,-0.08835610944282446
spore_genes:delyphF_3h:1,-2.2989565409537667,-0.7773279129756527
spore_genes:delyphF_3h:2,-2.939919764810388,-1.0739677754543415
spore_genes:delyphF_3h:3,-2.833129858182557,-0.11769633527297317
spore_genes:delygaB_3h:1,-3.78747614533991,-0.6027525044267261
spore_genes:delygaB_3h:2,-3.2124077370233435,-0.6273345118614624
spore_genes:wt_0h:3,-0.4328517317856189,0.1364097203080863
spore_genes:delygaB_3h:3,-3.0584168607557585,-0.3905975000018189
spore_genes:delyizD_0h:1,0.29063307935830657,-0.1347888863742417
spore_genes:delyizD_0h:2,0.5494084903166785,-0.7628159372023426
spore_genes:delyizD_0h:3,1.1477290361343957,-0.4612211933524344
spore_genes:delykzB_0h:1,-3.662756637964304,3.315350303001224
spore_genes:delykzB_0h:2,-3.5805269974445464,3.5245920372591
spore_genes:delykzB_0h:3,-2.4223172958963777,3.683962863686084
swarming:comIQ12L:1,0.08172633445097681,-0.20054547877912102
swarming:comIQ12L:2,-0.2990764627721856,0.0005689170121560004
swarming:comIQ12L:3,0.21735012832120906,0.19997656176696493
swarming:comIQ12L_delefp:1,0.6932292732942898,-0.005220283889429632
swarming:comIQ12L_delefp:2,0.9485718147736708,-0.10356893805853347
swarming:comIQ12L_delefp:3,0.11032374684634874,0.07008248491269636
swarming:comIQ12L_delefp_fliYS164A:1,-0.6393648428705897,-0.1919847796451888
swarming:comIQ12L_delefp_fliYS164A:2,1.459579644141801,0.06481398883329237
swarming:comIQ12L_delefp_fliYS164A:3,2.287770196626292,-0.08665336981919136
swarming:comIQ12L_delefp_nusGN21S:1,-0.7048710144008487,0.18972684529190506
swarming:comIQ12L_delefp_nusGN21S:2,0.2633260471441772,-0.19370203167797967
swarming:comIQ12L_delefp_nusGN21S:3,-0.15915212226133266,0.10535243807069028
synant49:ctrl:1,-0.21531161263026172,0.5448349247263229
synant49:ctrl:2,-0.2400995481697945,-0.3879491162568601
synant49:ctrl:3,0.4554111608000559,-0.15688580846946246
synant49:synant49:1,0.7921010740725767,-0.25692137016755057
synant49:synant49:2,0.971527030410792,0.13038784931423875
synant49:synant49:3,1.3406897629064416,-0.4187237071278447
tasA:wt_72h:1,0.08500288852177502,-0.4501699994830898
tasA:wt_72h:2,-0.31877754299120337,-0.6086241740030388
tasA:deltasA_72h:1,1.0273512567519143,-0.7929018862917009
tasA:deltasA_72h:2,0.9871701825707572,-1.0298123146173808
tasA:wt_24h:1,0.17349349386533774,-0.12872014159630374
tasA:wt_24h:2,-0.17349349386534313,0.12872014159630374
tasA:wt_48h:1,0.20714227492088366,-0.03326726687463921
tasA:wt_48h:2,0.2977805940187277,-0.4041710953707411
tasA:deltasA_24h:1,1.5242231735020473,-1.0613100990145794
tasA:deltasA_24h:2,1.9006052944835856,-0.8760367783168177
tasA:deltasA_48h:1,2.453149380562979,-0.8635119659563143
tasA:deltasA_48h:2,1.6164480495487985,-0.7368782753027794
yacP:wt:1,-0.007684421941160069,0.4383698735431648
yacP:delyacP:1,0.14754737206491772,-0.2038459105206345
yacP:yacP_induced:1,-1.0598345030862832,0.04539132306168325
yacP:yacP_no_induce:1,-0.4953990872653445,0.2529252081975213
yacP:wt:2,-0.02070859801357516,-0.18898567674310626
yacP:delyacP:2,0.1156122308034344,-0.3046512183265645
yacP:yacP_induced:2,-0.2282863803958052,0.33088609912760025
yacP:yacP_no_induce:2,-0.2681275107495654,0.1121675222752484
yacP:wt:3,0.028393019954740605,-0.2493841968000587
yacP:delyacP:3,-0.11218792799049146,-0.23177803419794674
yacP:yacP_induced:3,-0.1066395351790384,-0.008461172820616869
yacP:yacP_no_induce:3,-0.002813222371601758,0.10233710941263917
yonO:wt:1,-0.28519769682166074,0.06193491472232626
yonO:wt:2,0.4435911682912804,-0.14276348794183402
yonO:wt:3,-0.1583934714696313,0.08082857321950776
yonO:wt_mmc:1,-11.516359560375864,5.202096773944004
yonO:wt_mmc:2,-10.584953168863963,4.830120950473428
yonO:wt_mmc:3,-11.522566624002886,5.3067394571075885
yonO:delyonO:1,4.0892442501822135,-5.825792816827482
yonO:delyonO:2,3.8876574522236336,-5.649806928176052
yonO:delyonO:3,2.9391445577789947,-5.774662734483201
yonO:delyonO_mmc:1,-0.13298250455805385,-5.816812542258513
yonO:delyonO_mmc:2,0.4212893982844289,-5.820652970730483
yonO:delyonO_mmc:3,-0.4370580018807844,-5.703796750535142
yydF:ctrl:1,0.3731331001477812,0.00865242959483137
yydF:ctrl:2,-0.6251346422844333,-0.02750243095441429
yydF:ctrl:3,0.2520015421366507,0.018850001359583368
yydF:yydF:1,-1.7117248086536632,0.08239056644963116
yydF:yydF:2,-1.4230726146070236,0.15507632608988886
yydF:yydF:3,-1.2052606824694712,-0.023649132703953857
