,-0.09212779585263824,-0.06909584688947867,-0.04606389792631911,-0.02303194896315955,1.3877787807814457e-17,0.023031948963159576,0.04606389792631914,0.06909584688947869,0.09212779585263826,0.11515974481579784,0.1381916937789574,0.16122364274211692,0.1842555917052765,0.20728754066843608,0.2303194896315956,0.2533514385947552,0.27638338755791475,0.2994153365210743,0.3224472854842339,0.3454792344473934
thresh,-0.0575798724078989,0.0575798724078989,2,,,,,,,,,,,,,,,,,
unreg,1,0,24,490,2906,341,50,20,11,3,2,1,0,0,0,0,0,0,0,0
Phage region 1,0,0,0,5,19,13,1,4,1,0,2,0,0,0,0,0,1,0,0,0
unreg_genes,['putA'],[],[],[],[],[],[],"['ABUW_3706' 'ABUW_2818' 'ABUW_3477' 'ABUW_1326' 'radC' 'ABUW_0943'
 'ABUW_1900' 'ABUW_2683' 'ABUW_2540' 'ABUW_4083' 'ABUW_1325' 'ABUW_2539'
 'ABUW_1307' 'ABUW_0648' 'wax-dgaT' 'ABUW_3336' 'ABUW_3800' 'ABUW_1330'
 'ABUW_0880' 'ABUW_1474']","['ABUW_0810' 'ABUW_0211' 'ABUW_3112' 'ABUW_1283' 'benM' 'ABUW_3329'
 'ABUW_1485' 'ABUW_1261' 'ABUW_4091' 'ABUW_1093' 'tusD']",['ABUW_1901' 'intI' 'ABUW_4046'],['ABUW_1988' 'ABUW_4123'],['ABUW_0153'],[],[],[],[],[],[],[],[]
Phage region 1_genes,[],[],[],['ABUW_0552' 'ABUW_0548' 'ABUW_0582' 'ABUW_0551' 'ABUW_0554'],"['ABUW_0550' 'ABUW_0553' 'ABUW_0538' 'ABUW_0562' 'ABUW_0581' 'ABUW_0575'
 'ABUW_0576' 'ABUW_0539' 'ABUW_0559' 'ABUW_0579' 'ABUW_0574' 'ABUW_0563'
 'ABUW_0549' 'ABUW_0545' 'ABUW_0543' 'ABUW_0561' 'ABUW_0578' 'ABUW_0557'
 'ABUW_0558']","['ABUW_0544' 'ABUW_0541' 'ABUW_0568' 'ABUW_0570' 'ABUW_0584' 'ABUW_0540'
 'ABUW_0571' 'ABUW_0577' 'ABUW_0569' 'ABUW_0580' 'ABUW_0542' 'ABUW_0583'
 'ABUW_0547']",['ABUW_0573'],['ABUW_0572' 'ABUW_0556' 'ABUW_0555' 'ABUW_0546'],['ABUW_0567'],[],['ABUW_0564' 'ABUW_0566'],[],[],[],[],[],['ABUW_0565'],[],[],[]
