,Value,list
TF,Phage region 1,
reg_genes,46,"['ABUW_0584' 'ABUW_0574' 'ABUW_0576' 'ABUW_0540' 'ABUW_0545' 'ABUW_0541'
 'ABUW_0580' 'ABUW_0544' 'ABUW_0542' 'ABUW_0575' 'ABUW_0563' 'ABUW_0552'
 'ABUW_0543' 'ABUW_0538' 'ABUW_0578' 'ABUW_0562' 'ABUW_0558' 'ABUW_0559'
 'ABUW_0557' 'ABUW_0579' 'ABUW_0570' 'ABUW_0551' 'ABUW_0554' 'ABUW_0582'
 'ABUW_0549' 'ABUW_0561' 'ABUW_0573' 'ABUW_0583' 'ABUW_0539' 'ABUW_0581'
 'ABUW_0571' 'ABUW_0547' 'ABUW_0569' 'ABUW_0568' 'ABUW_0553' 'ABUW_0577'
 'ABUW_0548' 'ABUW_0550']"
comp_genes,46,"['ABUW_0648' 'ABUW_4046' 'ABUW_1326' 'ABUW_2539' 'ABUW_1307' 'ABUW_4123'
 'ABUW_0943' 'ABUW_3706' 'ABUW_3336' 'ABUW_1283' 'wax-dgaT' 'intI'
 'ABUW_2540' 'ABUW_3112' 'benM' 'ABUW_4091' 'ABUW_3800' 'ABUW_1261' 'radC'
 'ABUW_3329' 'ABUW_0211' 'ABUW_4083' 'ABUW_2683' 'ABUW_0880' 'ABUW_1485'
 'ABUW_1474' 'ABUW_1900' 'ABUW_2818' 'ABUW_1988' 'putA' 'ABUW_3477' 'tusD'
 'ABUW_1330' 'ABUW_1325' 'ABUW_0153' 'ABUW_1901' 'ABUW_0810' 'ABUW_1093']"
both_genes,8,"['ABUW_0565' 'ABUW_0566' 'ABUW_0572' 'ABUW_0564' 'ABUW_0556' 'ABUW_0555'
 'ABUW_0567' 'ABUW_0546']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
