,STM0278
SRX3136375,-0.40117880710000003
SRX3136376,0.6945421350000001
SRX3136377,-0.10537699660000001
SRX3136378,-0.1879863313
SRX3136379,0.3836961954
SRX3136380,-0.46240714520000004
SRX3136381,-0.8124613245000001
SRX3136382,-0.4272019933
SRX8914620,-0.3500464405
SRX8914621,0.1878006654
SRX8914622,0.1622457752
SRX8914623,0.2855968841
SRX8914625,-0.0715746838
ERX3503512,-0.4945569501
ERX3503513,0.7023268772
ERX3503514,-0.20776992700000002
ERX3503515,-0.592732288
ERX3503516,-0.20573966500000002
ERX3503517,0.0100018899
ERX3503518,1.8276497085
ERX3503519,1.250064867
ERX3503520,2.0180241352
SRX2195704,1.5594038386
SRX2195705,-1.5594038386
SRX2195706,-1.5594038386
SRX2195707,-0.3981841989
SRX2195708,-0.9083236793
SRX2195709,-0.8959844319
SRX2195710,-1.5594038386
SRX2195711,-0.072190134
ERX3467881,-0.27871042760000003
ERX3467883,0.27871042760000003
SRX3798491,0.0460574766
SRX3798492,-0.14327538110000002
SRX3798499,-0.3589084306
SRX3798500,0.7190933812
SRX3798501,0.289828719
SRX3798502,-0.4439427945
SRX3798503,0.5001495884
SRX3798504,1.1846250999
SRX3798506,-0.3602397432
SRX3798507,1.2257423288
SRX3798508,0.3852727546
SRX3798509,-0.1596849308
SRX3798510,0.3645484258
SRX3798517,-0.31343854860000003
SRX3798518,-0.20486349510000001
SRX4341761,-0.6352163039000001
SRX4341762,-0.6951535083
SRX4341763,-1.2548520708
SRX4341764,1.0138049771
SRX4341765,0.3352462779
SRX4341766,-0.15894309850000002
SRX4341767,0.5387021209
SRX4341768,0.04171875
SRX4341769,-0.5804208709
SRX1258665,2.9049273881
SRX1258666,2.8096929425
SRX1258667,1.9253212469
SRX1258669,-0.7163396944
SRX1258670,0.7163396944
ERX2079594,-0.17793160430000002
ERX2079595,-0.3808229591
ERX2079596,-0.4545909805
ERX2079597,-0.5240946511
ERX2079598,0.47676809900000006
ERX2079599,0.0473265521
SRX2804001,-0.167636849
SRX2804004,4.8567430297000005
SRX2804005,4.6371585522
SRX2804006,0.0688153429
SRX2804007,4.5651623313
SRX2804008,5.0526626376
SRX2804009,-0.4134275598
SRX2804010,0.27239986120000004
SRX2804011,0.037454804200000004
SRX2804012,0.3665005049
SRX2804013,4.4781296572
SRX2804014,4.5762917131
SRX2804015,4.7116337237
SRX2804016,3.4170900273
SRX2804017,5.2510407046
SRX2804019,4.4999329409
SRX2804020,0.3200188793
SRX2804021,-0.029468641
SRX2804022,0.5196886507
SRX2804023,3.5503484446
SRX2804024,0.8480736776000001
SRX2804027,0.0216841474
SRX2804028,0.1946782481
SRX2804029,-0.2163623955
SRX2804030,3.3248782112
SRX2804031,3.1689813428
SRX2804032,2.6271932272000003
SRX2804033,-0.015582410100000001
SRX2804034,4.1984609788
SRX2804035,3.2943204226000002
SRX2804036,2.6367125303
SRX2804037,4.508189908
SRX2804038,4.6314980883
SRX2804039,0.8568389819000001
SRX2804040,0.4252918156
SRX2804041,4.7870551466
SRX2804042,4.8424125708
SRX2804043,4.3993586548
SRX2804044,3.7063748688
SRX2804045,-0.0100086932
SRX2804046,-0.4134275598
SRX2804047,4.0517676187
SRX2804048,-0.0302022765
SRX2804049,3.8087771241
SRX2804050,3.4936424214
SRX2804051,3.9398407302000003
SRX2804052,0.29792320310000003
SRX2804053,-0.0284795152
SRX2804054,0.5290467493000001
SRX2804055,3.4334103138
SRX2804056,3.7463146286
SRX2804057,4.1308619292
SRX2804058,-0.049789234700000004
SRX2804059,-0.2090146671
SRX2070419,-0.6394314023000001
SRX2070420,-0.39432029160000004
SRX2070421,-0.7683896238
SRX2070422,-0.5493456602
SRX2070423,-0.0068588023
SRX2070424,-0.2678189764
SRX2070425,0.129206769
SRX2070426,0.0554064374
SRX2070427,-0.1846132063
SRX1470895,-0.8358944981
SRX1470896,0.8358944981
SRX2409106,-0.2897165115
SRX2409107,0.24162900880000002
SRX2409108,0.0480875027
SRX2409109,0.0698937849
SRX2409110,-0.8148541263
SRX2409111,0.8265185812
SRX7973255,-0.8202782187000001
SRX7973256,0.2138716829
SRX7973257,0.6064065358
SRX7973258,1.8188634264
SRX7973259,0.9337932359000001
SRX7973260,0.2294258187
SRX7973261,-0.8202782187000001
SRX7973262,0.4020203439
SRX7973264,0.4927085096
SRX7973265,0.3542823176
SRX7973266,1.0092941606
ERX3475890,-0.1502512851
ERX3475891,-0.4099790625
ERX3475892,-0.0734264153
ERX3475894,0.2434596837
ERX3475895,-0.0631233004
ERX3475896,0.215514059
ERX3475897,-0.07439558880000001
ERX3475899,-0.1411184701
ERX3475900,-0.5794630398
ERX3475901,1.9144898904
SRX8524961,0.2615443363
SRX8524962,-0.4058639972
SRX8524963,-0.6904199560000001
SRX8524964,0.40884475470000003
SRX8524965,-0.062070591800000005
SRX8524966,0.062070591800000005
SRX8524967,-1.3047120706
SRX8524968,-0.9365826103
SRX8524969,-0.0433366785
SRX8524970,-0.5531875183
SRX8524971,-1.3047120706
SRX8524972,-1.3047120706
SRX3266937,0.7372679894
SRX3266939,-0.7372679894
SRX4401053,0.0964229113
SRX4401054,-0.0964229113
SRX4401055,-1.5633016803
SRX4401056,-1.5633016803
SRX4401057,-0.39905880650000003
SRX4401058,-1.5633016803
SRX4401081,0.4584213218
SRX4401082,0.2393213682
SRX4401083,0.057285409200000005
SRX4401084,0.6656376159
SRX4401085,0.7307725144
SRX4401086,0.1952053611
SRX4401087,0.36287403290000003
SRX4401088,0.4001132623
SRX4401089,0.061909749400000005
SRX4401090,0.39432131600000003
SRX4401091,-0.1519329699
SRX4401092,0.3917677954
SRX4401093,-0.1343582358
SRX4401094,0.3103832674
SRX4401095,-0.1197700352
SRX4401096,0.8748146279000001
SRX4401097,0.8276596265
SRX4401098,0.5207665191
SRX4401099,-0.1502293599
SRX4401100,-0.36484078670000003
SRX4401101,0.5150701465
SRX4401102,0.3627406522
SRX4401103,0.9060409856
SRX4401104,0.36760273250000003
SRX8757611,-0.2344300923
SRX8757612,-0.3629523079
SRX8757613,-0.465617712
SRX8757614,-0.5362396871
SRX8757615,-0.4928631392
SRX8757616,0.0988168411
SRX8757617,-0.1532667606
SRX8757618,-0.5379905585
SRX8757619,-1.3759223951
SRX8757620,0.33217105150000004
SRX8757621,-0.3073047037
SRX8757622,-0.0680268886
SRX8757623,0.2389873479
SRX8757625,-0.0671742689
SRX8757626,0.206815987
SRX8757628,0.0307812563
SRX8757630,-0.21112855060000002
SRX8757631,-0.43837747450000003
SRX8757632,-0.0770712382
SRX8757633,0.10951436710000001
SRX8757634,-0.3783977391
SRX6054568,0.1241081794
SRX6054569,-0.1241081794
ERX540771,0.2118092122
ERX540772,-0.2118092122
ERX540773,-1.2257925408
ERX540774,0.026438049800000002
SRX4702827,-0.3420747018
SRX4702828,0.2815598265
SRX4702829,0.0605148753
SRX4702830,0.37395109330000004
SRX4702831,-0.18637133860000002
SRX4702832,-0.155791537
SRX2993586,-0.1458261902
SRX2993587,0.1458261902
SRX2993588,-3.0547819736
SRX2993589,-1.1059238626
SRX2993590,-0.427082956
SRX1462169,0.6647902209000001
SRX1462104,0.9904998203000001
SRX1462103,-0.198321723
SRX1462105,0.3904201047
SRX1462171,1.3136851884
SRX1462102,0.198321723
