,BSU_40350
LBexp_1,-0.23470000000000013
LBexp_2,0.38129999999999953
LBexp_3,-0.09140000000000015
LBtran_1,0.18329999999999913
LBtran_2,-0.35940000000000083
LBtran_3,-0.2702000000000009
LBstat_1,-1.3993000000000002
LBstat_2,-1.5555000000000003
LBstat_3,-1.718
LBGexp_1,-0.09170000000000122
LBGexp_2,0.1186999999999987
LBGexp_3,-0.3368000000000002
LBGtran_2,-1.7217000000000002
LBGtran_3,-0.7888000000000002
LBGstat_1,-3.182100000000001
LBGstat_2,-3.1598000000000006
LBGstat_3,-2.3302000000000014
S0_1,-1.1998000000000015
S0_2,-1.1927000000000003
S0_3,-0.8012000000000015
S1_1,0.5375999999999994
S1_2,0.3406999999999982
S1_3,0.6999999999999993
S2_1,-0.4540000000000006
S2_2,-0.44790000000000063
S2_3,-0.5887000000000011
S3_1,0.39399999999999835
S3_2,0.3658999999999999
S4_1,0.13269999999999982
S4_2,-0.17320000000000135
S4_3,-0.4214000000000002
S5_1,-0.5015000000000001
S5_2,0.04420000000000002
S5_3,0.0625
S6_1,-1.4425000000000008
S6_2,-2.2539000000000016
S6_3,-1.1109000000000009
S6/t_1,-1.1412000000000013
S6/t_2,-2.3704
S6_4,-1.4012000000000011
S6_5,-1.027800000000001
S6_6,-0.8865000000000016
S7_4,-0.9167000000000005
S7_5,-0.9860000000000007
S7_6,-0.8806000000000012
S8_4,-1.2194000000000003
S8_5,-1.402800000000001
G135_1,-1.3566000000000003
G135_3,-2.387500000000001
G150_1,-0.9871000000000016
G150_2,-0.9583000000000013
G150_3,-0.5991
G180_1,-1.4008000000000003
G180_2,-1.0972000000000008
G180_3,-2.1011000000000006
C30_1,-1.3363000000000014
C30_2,-1.114700000000001
C90_1,-0.27030000000000065
C90_2,0.2076999999999991
BI_1,-0.49960000000000093
BI_2,-0.3896000000000015
BC_2,-1.5817000000000014
BC/t_1,-1.414200000000001
BC/t_2,-0.9152000000000005
BC_1,-1.8887
Sw_1,-1.7215000000000007
Sw_2,-1.3556000000000008
BT_1,-1.3774000000000015
BT_2,-1.972900000000001
B36_1,-1.6796000000000006
B36_2,-1.5551000000000013
B60_1,-1.9430000000000014
B60_2,-1.7799000000000014
M9exp_1,0.2944999999999993
M9exp_2,-0.00140000000000029
M9exp_3,-0.2931000000000008
M9tran_1,-0.4067000000000007
M9tran_2,-0.40000000000000036
M9tran_3,-0.17410000000000103
M9stat_1,-1.5222000000000016
M9stat_2,-2.0054000000000016
M9stat_3,-2.1542000000000012
M+G_1,-0.3327000000000009
M+G_2,-0.3329000000000004
M+G_3,-0.49260000000000126
Glu_1,-0.05740000000000123
Glu_2,-0.2367000000000008
Glu_3,-0.06800000000000139
Fru_1,-0.36320000000000086
Fru_2,-0.1504000000000012
Fru_3,-0.6130000000000013
Mal_1,-0.8173000000000012
Mal_2,-0.6234000000000002
Mal_3,-0.4273000000000007
G+S_2,-1.084200000000001
G+S_3,-0.6035000000000004
Pyr_1,-0.886000000000001
Pyr_2,-0.8470000000000013
Pyr_3,-0.918000000000001
Gly_1,-1.4216000000000015
Gly_2,-0.9686000000000003
Gly_3,-1.9733
Glucon_1,-0.8904000000000014
Glucon_2,-0.7339000000000002
Glucon_3,-0.8759000000000015
aero_1,0.032999999999999474
aero_2,-0.49040000000000106
aero_3,0.14729999999999954
nit_1,-0.7489000000000008
nit_2,-0.4598000000000013
nit_3,-0.7924000000000007
ferm_1,-0.9830000000000005
ferm_2,-1.2718000000000007
ferm_3,-0.8123000000000005
T-5.40H_1,-0.0539000000000005
T-4.40H_1,-0.2502000000000013
T-3.40H_1,-0.06950000000000145
T-2.40H_1,-0.016600000000000392
T-1.40H_1,-0.16490000000000116
T-1.10H_1,-0.1203000000000003
T-0.40H_1,-0.1761000000000017
T0.0H_1,-0.27720000000000056
T0.30H_1,-2.075000000000001
T1.0H_1,-1.4946000000000002
T1.30H_1,-1.3080000000000016
T2.0H_1,-1.2931000000000008
T2.30H_1,-0.6353000000000009
T3.0H_1,-1.1773000000000007
T3.30H_1,-0.8543000000000003
T4.0H_1,-0.8431000000000015
T5.0H_1,-0.964500000000001
HPh_1,-0.1385000000000005
HPh_2,-0.6694000000000013
HPh_3,-0.6271000000000004
LPh_1,-0.3971000000000018
LPh_2,0.0024999999999995026
LPh_3,-0.5080000000000009
LPhT_1,-0.9003000000000014
LPhT_2,-1.0272000000000006
LPhT_3,-0.7859000000000016
SMMPr_1,-0.3672000000000004
SMMPr_2,-0.38200000000000145
SMMPr_3,-0.41930000000000156
HiTm_1,0.101799999999999
HiTm_2,0.4239999999999995
HiTm_3,0.6686999999999994
LoTm_1,-0.9854000000000003
LoTm_2,-1.3360000000000003
LoTm_3,-1.3165000000000013
