,new_2961505_2961585_c
LBexp_1,12.3254
LBexp_2,11.8362
LBexp_3,11.9945
LBtran_1,10.3463
LBtran_2,10.8257
LBtran_3,11.0658
LBstat_1,10.5566
LBstat_2,10.1863
LBstat_3,9.7508
LBGexp_1,12.2168
LBGexp_2,12.2388
LBGexp_3,12.3106
LBGtran_2,12.4437
LBGtran_3,13.0549
LBGstat_1,9.0882
LBGstat_2,9.7836
LBGstat_3,11.2107
S0_1,10.9675
S0_2,11.3095
S0_3,11.1718
S1_1,10.9755
S1_2,10.6074
S1_3,11.0255
S2_1,10.6865
S2_2,10.8104
S2_3,10.5652
S3_1,14.738
S3_2,14.5564
S4_1,14.0583
S4_2,13.909
S4_3,13.6608
S5_1,13.509
S5_2,13.7359
S5_3,13.9704
S6_1,12.1387
S6_2,8.6289
S6_3,12.8155
S6/t_1,12.291
S6/t_2,8.616
S6_4,12.2968
S6_5,13.0883
S6_6,13.0103
S7_4,12.6813
S7_5,12.2811
S7_6,12.2696
S8_4,12.0492
S8_5,10.3729
G135_1,13.1342
G135_3,10.9887
G150_1,12.0748
G150_2,12.7789
G150_3,12.7192
G180_1,12.5945
G180_2,12.9224
G180_3,12.1555
C30_1,11.3538
C30_2,11.6126
C90_1,11.6462
C90_2,11.7629
BI_1,11.2031
BI_2,11.0234
BC_2,10.2092
BC/t_1,9.4321
BC/t_2,10.4612
BC_1,9.5611
Sw_1,8.5862
Sw_2,9.0445
BT_1,12.4063
BT_2,11.6288
B36_1,11.0808
B36_2,10.9893
B60_1,11.2449
B60_2,11.3939
M9exp_1,11.8706
M9exp_2,11.4946
M9exp_3,11.3329
M9tran_1,10.7223
M9tran_2,10.842
M9tran_3,11.1237
M9stat_1,12.2393
M9stat_2,10.5352
M9stat_3,10.127
M+G_1,11.2261
M+G_2,11.2159
M+G_3,11.2651
Glu_1,11.9981
Glu_2,11.6719
Glu_3,11.5863
Fru_1,11.6449
Fru_2,11.7974
Fru_3,11.0462
Mal_1,10.4681
Mal_2,11.1648
Mal_3,11.0264
G+S_2,12.6037
G+S_3,12.981
Pyr_1,12.4599
Pyr_2,12.6601
Pyr_3,12.2829
Gly_1,9.6972
Gly_2,10.203
Gly_3,9.31
Glucon_1,11.2683
Glucon_2,11.1706
Glucon_3,10.2998
aero_1,12.4117
aero_2,10.6699
aero_3,11.8675
nit_1,11.6324
nit_2,11.5914
nit_3,11.582
ferm_1,11.3514
ferm_2,11.1399
ferm_3,12.0839
T-5.40H_1,12.1626
T-4.40H_1,11.9115
T-3.40H_1,11.5569
T-2.40H_1,11.3722
T-1.40H_1,11.2723
T-1.10H_1,11.3882
T-0.40H_1,11.1157
T0.0H_1,10.9926
T0.30H_1,9.3789
T1.0H_1,9.135
T1.30H_1,8.9185
T2.0H_1,9.2052
T2.30H_1,10.5351
T3.0H_1,11.0754
T3.30H_1,11.8537
T4.0H_1,11.874
T5.0H_1,11.915
HPh_1,12.3186
HPh_2,12.0523
HPh_3,12.3587
LPh_1,12.2209
LPh_2,12.6059
LPh_3,12.2136
LPhT_1,10.8244
LPhT_2,10.6804
LPhT_3,10.4752
SMMPr_1,11.1193
SMMPr_2,10.9972
SMMPr_3,11.1626
HiTm_1,11.3545
HiTm_2,12.1095
HiTm_3,11.707699999999999
LoTm_1,13.4038
LoTm_2,13.6406
LoTm_3,13.6257
HiOs_1,11.7236
HiOs_2,11.4221
HiOs_3,11.6523
BMM_1,11.7025
BMM_2,11.3823
BMM_3,11.7717
Heat_1,12.4005
Heat_2,12.3273
Heat_3,12.1576
Cold_1,11.1578
Cold_2,10.569
Cold_3,10.3899
Etha_1,9.5345
Etha_2,9.7251
Etha_3,9.7613
SMM_1,11.4763
SMM_2,11.4107
SMM_3,11.4975
Salt_1,10.3804
Salt_2,10.3435
Salt_3,10.3834
Mt0_1,12.2839
Mt0_3,12.4625
M0t45_1,11.676
M0t45_2,12.4789
M0t45_3,12.2392
M0t90_1,10.1007
M0t90_2,10.719100000000001
M0t90_3,10.1795
M40t45_1,11.4239
M40t45_2,10.594899999999999
M40t45_3,12.3942
M40t90_1,10.2631
M40t90_2,10.525
M40t90_3,10.9855
dia0_1,12.1537
dia0_2,12.7406
dia0_3,12.8449
dia5_1,10.5001
dia5_2,11.4719
dia5_3,11.4049
dia15_1,12.7765
dia15_2,13.17
dia15_3,12.5724
Diami_1,10.7535
Diami_2,11.3033
Diami_3,11.2117
Paraq_1,12.317
Paraq_2,12.592
Paraq_3,10.8235
H2O2_1,12.7469
H2O2_2,12.7983
H2O2_3,12.5475
Oxctl_1,12.054
Oxctl_2,11.7828
Oxctl_3,12.7783
GM-0.1_1,11.0764
GM-0.2_1,11.1757
GM+5_1,11.1128
GM+15_1,11.4008
GM+25_1,11.9185
GM+45_1,11.8546
GM+60_1,11.7099
GM+90_1,11.9613
GM+120_1,10.7175
GM+150_1,11.473700000000001
GM-0.1_2,11.6667
GM-0.2_2,11.7724
GM+5_2,11.4677
GM+10_2,11.3562
GM+15_2,11.099
GM+25_2,11.6622
GM+45_2,10.7748
GM+60_2,11.1852
GM+90_2,11.5916
GM+150_2,10.8154
GM-0.1_3,11.7031
GM-0.2_3,11.1963
GM+5_3,11.511
GM+10_3,10.3588
GM+15_3,11.1499
GM+25_3,10.8901
GM+45_3,10.7906
GM+60_3,10.7753
GM+90_3,11.4381
GM+120_3,11.4522
GM+150_3,11.4658
MG-0.1_1,11.6304
MG+5_1,11.5136
MG+10_1,11.9206
MG+15_1,11.3254
MG+25_1,11.8975
MG+45_1,11.3846
MG+120_1,10.4829
MG+150_1,11.5222
MG-0.1_2,10.599
MG-0.2_2,11.2124
MG+5_2,11.3887
MG+10_2,11.8412
MG+15_2,12.5148
MG+25_2,11.3081
MG+45_2,11.1353
MG+60_2,11.6214
MG+90_2,11.026
MG+120_2,10.8217
MG-0.1_3,12.0225
MG-0.2_3,11.6853
MG+5_3,11.0197
MG+10_3,12.0469
MG+15_3,12.0936
MG+25_3,12.0456
MG+45_3,12.1071
MG+60_3,11.4633
MG+90_3,11.9263
MG+120_3,11.23
MG+150_3,11.2619
