,Value,list
TF,CysB/YdfF,
reg_genes,13,['PA0184' 'PA0185' 'cysA' 'PA3443' 'PA3441' 'PA3442' 'atsA']
comp_genes,55,"['PA2050' 'cysH' 'PA2311' 'cysP' 'PA3931' 'PA1837' 'PA2083' 'PA2334'
 'PA2359' 'PA2598' 'PA2203' 'PA3939' 'PA2331' 'PA2786' 'PA3932' 'PA4194'
 'PA4193' 'PA0191' 'PA5024' 'PA3449' 'PA2062' 'PA3938' 'sbp' 'PA2312'
 'cysN' 'PA2309' 'cysD' 'PA0202' 'PA2594' 'PA2602' 'PA2310' 'PA3450'
 'PA2202' 'PA5103' 'PA2600' 'PA0284' 'PA2204' 'PA3937' 'PA2051' 'PA0201'
 'tonB2' 'cysI' 'PA3936' 'PA4192' 'PA2095' 'PA2599' 'PA4195' 'PA2299'
 'PA5102']"
both_genes,6,['atsR' 'cysW' 'PA3446' 'PA3445' 'PA3444' 'cysT']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
